GEO_ID,B07402_001E,B07402_001M,B07402_002E,B07402_002M,B07402_003E,B07402_003M,B07402_004E,B07402_004M,B07402_005E,B07402_005M,NAME,B07402_001EA,B07402_001MA,B07402_002EA,B07402_002MA,B07402_003EA,B07402_003MA,B07402_004MA,B07402_004EA,B07402_005MA,B07402_005EA,state
0400000US01,38.4,0.2,41.4,0.3,25.8,0.6,26.3,0.9,28.4,0.8,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,33.5,0.5,38.6,0.7,25.4,1.1,27.5,2.0,25.8,1.4,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,36.4,0.2,39.6,0.3,26.8,0.4,28.5,1.2,29.1,0.9,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,38.0,0.2,41.5,0.3,24.9,0.6,26.4,0.8,29.1,1.3,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35.6,0.1,38.1,0.2,27.6,0.2,27.8,0.4,27.8,0.4,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,36.7,0.2,39.8,0.2,26.8,0.4,26.6,0.6,28.0,1.0,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,40.4,0.1,42.4,0.2,29.0,0.8,27.6,1.0,26.1,0.9,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,39.3,0.3,41.6,0.5,26.7,1.1,30.6,4.8,27.4,1.8,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,34.6,0.3,37.9,0.7,28.1,1.1,-666666666.0,-222222222.0,27.8,1.0,District of Columbia,null,null,null,null,null,null,**,-,null,null,11
0400000US12,41.0,0.1,43.8,0.1,29.1,0.3,28.2,0.6,29.2,0.6,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,36.0,0.2,38.7,0.2,26.0,0.4,26.6,0.5,26.9,0.9,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,39.5,0.4,42.0,0.4,30.1,1.0,28.4,5.4,26.8,1.0,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,35.0,0.3,38.8,0.5,25.2,0.4,25.1,1.3,24.6,0.9,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,37.1,0.1,39.6,0.1,27.0,0.4,25.8,0.4,26.5,0.6,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,37.5,0.2,40.6,0.2,25.5,0.4,24.6,0.5,26.9,0.8,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,38.9,0.2,42.1,0.3,25.5,0.4,23.7,0.6,26.7,0.9,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,36.9,0.2,40.4,0.3,25.9,0.5,23.2,0.8,27.2,1.0,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,38.7,0.2,41.3,0.2,26.5,0.6,26.2,0.5,26.7,1.1,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,36.6,0.2,39.3,0.3,26.0,0.5,26.3,0.9,28.1,1.1,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,43.1,0.2,45.6,0.3,27.6,0.9,26.6,1.2,27.2,2.4,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,38.6,0.2,40.8,0.2,28.2,0.6,27.2,0.9,27.8,0.9,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,39.7,0.2,42.1,0.2,28.4,0.5,28.0,0.7,26.7,0.8,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,39.4,0.1,42.2,0.2,26.0,0.4,25.6,0.4,28.0,0.7,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,38.0,0.2,41.1,0.2,26.1,0.4,25.2,0.5,25.2,0.6,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,36.8,0.2,39.3,0.3,25.5,0.8,25.5,1.1,29.3,2.2,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,38.5,0.2,41.7,0.2,26.0,0.4,25.3,0.4,25.9,0.8,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,40.6,0.4,44.6,0.4,26.3,1.0,24.3,1.2,25.9,1.5,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,37.1,0.3,40.8,0.3,25.5,0.6,23.8,0.7,26.0,1.5,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,36.9,0.2,40.3,0.3,28.1,0.6,28.8,2.4,30.7,1.8,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,41.7,0.3,43.9,0.3,27.9,1.0,26.2,1.4,24.0,1.4,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,39.3,0.2,40.8,0.2,29.2,0.5,30.0,0.8,26.4,0.7,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,37.5,0.3,39.8,0.4,26.5,1.0,27.4,1.1,29.6,2.9,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,38.6,0.1,40.5,0.2,28.7,0.3,27.3,0.5,28.4,0.6,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,37.9,0.1,40.4,0.2,26.5,0.3,25.8,0.5,26.7,0.7,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,38.5,0.4,41.9,0.5,26.5,1.1,26.0,1.0,25.5,1.1,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,39.4,0.2,42.2,0.2,26.3,0.4,25.2,0.6,27.5,0.7,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US40,37.0,0.2,40.4,0.3,25.2,0.4,26.7,0.7,26.7,0.8,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
0400000US41,39.0,0.2,42.1,0.3,27.4,0.5,27.5,0.8,27.8,0.9,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,40.7,0.1,43.0,0.1,27.5,0.3,25.0,0.4,27.3,0.7,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US44,40.6,0.3,42.4,0.4,29.2,1.4,28.6,2.2,26.8,1.4,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
