GEO_ID,B16002_001E,B16002_001M,B16002_002E,B16002_002M,B16002_003E,B16002_003M,B16002_004E,B16002_004M,B16002_005E,B16002_005M,B16002_006E,B16002_006M,B16002_007E,B16002_007M,B16002_008E,B16002_008M,B16002_009E,B16002_009M,B16002_010E,B16002_010M,B16002_011E,B16002_011M,B16002_012E,B16002_012M,B16002_013E,B16002_013M,B16002_014E,B16002_014M,NAME,B16002_001MA,B16002_001EA,B16002_002EA,B16002_002MA,B16002_003EA,B16002_003MA,B16002_004EA,B16002_004MA,B16002_005EA,B16002_005MA,B16002_006EA,B16002_006MA,B16002_007EA,B16002_007MA,B16002_008MA,B16002_008EA,B16002_009MA,B16002_009EA,B16002_010EA,B16002_010MA,B16002_011MA,B16002_011EA,B16002_012EA,B16002_012MA,B16002_013EA,B16002_013MA,B16002_014MA,B16002_014EA,state
0400000US01,1815152,10938,1712644,10258,58609,3323,16228,1786,42381,2954,24842,2289,1322,600,23520,2310,15056,1714,4437,1132,10619,1576,4001,1108,102,166,3899,1099,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,254610,2804,204769,3677,11672,1564,1187,598,10485,1462,10678,1742,591,438,10087,1734,12966,1350,3002,855,9964,1299,14525,1339,1900,489,12625,1257,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2334050,12895,1725582,11818,437213,7544,94324,5064,342889,7289,64445,4357,5707,1097,58738,4082,45877,3178,8776,1607,37101,3158,60933,3549,10548,1317,50385,3155,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1114902,8104,1038321,8141,50307,2687,13737,2162,36570,2475,14184,1822,1001,588,13183,1811,10133,1683,3466,1152,6667,1190,1957,669,170,211,1787,641,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12406475,16820,7242719,23375,3068170,18190,743153,15135,2325017,20144,698784,12008,123052,5842,575732,9973,1261753,13131,352553,7760,909200,11681,135049,6983,26152,2982,108897,6394,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1960585,9151,1609851,10378,229226,7002,46820,3309,182406,6203,63042,3111,7301,1273,55741,2916,41274,2569,9486,1659,31788,2470,17192,2032,5340,1453,11852,1552,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1358809,7109,1035267,8444,146951,4052,39201,3902,107750,4270,135881,4705,26267,2062,109614,4586,31318,2608,9195,1398,22123,2393,9392,1307,2328,648,7064,1128,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,328765,4178,285931,4442,21919,1887,4509,938,17410,1937,11848,1874,867,479,10981,1819,6689,896,1463,616,5226,769,2378,800,71,108,2307,793,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,252388,3730,209700,3734,17881,1663,2165,723,15716,1678,14244,1758,956,694,13288,1525,5237,1010,1105,508,4132,899,5326,1061,989,427,4337,939,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7035068,25739,5148489,24446,1312688,14578,376638,9452,936050,15218,424298,9838,79834,4959,344464,9012,106943,4301,24320,2561,82623,3512,42650,3101,7235,1383,35415,2847,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3482420,15694,3030583,14679,240801,6032,68910,3602,171891,5948,110009,4705,12709,1875,97300,4289,70990,3056,22990,2487,48000,2556,30037,3058,2723,946,27314,3081,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,445812,4223,302121,5882,14026,1744,1428,615,12598,1655,13829,1853,1457,577,12372,1845,114768,4364,24212,2568,90556,3822,1068,602,0,275,1068,602,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,576709,5739,509723,5983,46614,2725,8263,1482,38351,2667,12250,1706,1247,486,11003,1688,5543,1156,974,543,4569,1106,2579,765,505,403,2074,599,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4752857,13579,3745767,15674,516812,7525,133529,6196,383283,7592,317249,8772,71653,4363,245596,7303,131603,4327,32786,2915,98817,4327,41426,3168,6877,1474,34549,2813,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2470905,11185,2254964,12207,115150,4231,27215,2546,87935,4508,63204,3681,7708,1201,55496,3498,26648,2591,6929,1286,19719,2094,10939,1524,1113,553,9826,1483,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1223439,6610,1128223,6572,48938,2316,11004,1512,37934,2443,25604,1984,2613,797,22991,1969,14856,1386,4270,934,10586,1348,5818,1110,1628,667,4190,1003,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1101658,6952,982250,7350,70302,3319,17049,2222,53253,3072,25694,2718,1519,544,24175,2649,17691,1421,4423,760,13268,1319,5721,1174,920,469,4801,1099,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1684348,9801,1593569,9993,45396,3357,9713,1231,35683,3322,25375,2487,2737,970,22638,2275,14184,1855,4124,1002,10060,1809,5824,1384,1654,760,4170,1082,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1689822,9615,1481605,9837,67397,3597,14378,1816,53019,3621,116165,4195,8849,1375,107316,4379,20303,1696,5796,923,14507,1665,4352,1208,550,559,3802,1045,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,545417,5576,491300,5834,5709,1183,172,162,5537,1186,41404,2840,4350,871,37054,2918,3665,645,980,389,2685,667,3339,680,776,397,2563,693,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2127439,8728,1755392,10574,128224,4975,24599,3032,103625,4859,121626,4704,16105,1978,105521,4786,82009,3267,19028,2142,62981,3372,40188,3477,4304,1238,35884,3176,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2520419,10488,1923989,12707,198803,4478,59135,3787,139668,4672,274258,7916,56136,3942,218122,7144,92799,4264,28422,2558,64377,3754,30570,3112,4640,1259,25930,2901,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3806621,12287,3442627,13006,113968,3695,18784,2019,95184,3985,138416,5230,16971,1932,121445,4847,56299,2885,12735,1559,43564,2970,55311,3238,12266,1802,43045,2818,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2091548,8178,1857217,9588,81916,3410,17368,1860,64548,3093,65374,3138,6447,1024,58927,2959,48089,2741,12296,1669,35793,2284,38952,3165,11251,1749,27701,2617,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1079999,8323,1030268,8260,28644,2619,5409,1005,23235,2539,9113,1381,1028,566,8085,1214,8596,1350,2158,864,6438,1153,3378,833,231,213,3147,806,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2350628,10288,2186314,10508,70366,2960,12714,1571,57652,2752,55329,3448,7319,1308,48010,3271,26687,1663,7060,991,19627,1517,11932,1682,2389,843,9543,1536,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,402747,4175,377712,4545,8828,1568,287,226,8541,1536,9408,1633,550,307,8858,1578,2394,567,620,407,1774,473,4405,779,16,32,4389,773,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,719304,4689,646350,4408,43920,2791,11314,1639,32606,2666,17647,1902,1238,522,16409,1736,7048,1086,2316,777,4732,999,4339,1053,1878,747,2461,736,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,989811,6963,717735,7067,166658,4868,44240,3350,122418,5126,35680,2814,5158,1330,30522,2698,60689,2787,11485,1843,49204,2555,9049,1758,2500,904,6549,1515,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,515431,4523,461508,4995,12400,1466,2291,865,10109,1541,32819,2580,2865,881,29954,2449,6164,905,1375,591,4789,812,2540,903,75,86,2465,895,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3172421,11815,2217774,14439,455966,7506,129264,5230,326702,7012,308662,8194,57839,3673,250823,7488,144381,4463,33700,2437,110681,4268,45638,3208,7150,1208,38488,2847,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,765183,5603,455923,6745,248341,5628,34578,3331,213763,5663,14121,1931,1137,515,12984,1915,7544,1206,2423,765,5121,1069,39254,2412,4452,952,34802,2270,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7196427,16507,5013359,17469,1022977,10142,281583,9176,741394,11109,723586,11791,170640,6011,552946,9570,327271,7228,119572,4707,207699,6920,109234,4989,18566,2095,90668,4895,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3670859,14413,3287739,13420,232230,5870,72277,4127,159953,5645,76952,4372,7347,1282,69605,3967,53269,3431,11999,1813,41270,2983,20669,2699,3335,1262,17334,2521,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,280412,3191,260875,3778,3798,757,45,83,3753,749,11360,1328,759,253,10601,1274,2022,680,540,365,1482,634,2357,587,403,204,1954,609,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4525066,15956,4170814,15687,121619,4162,19937,2112,101682,4460,142694,4912,20996,2758,121698,4650,53892,2972,13205,1789,40687,2326,36047,3005,5415,1042,30632,2824,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1432959,7544,1296520,7332,81926,3280,22551,2287,59375,3462,19623,1996,831,361,18792,2007,20721,1679,4676,888,16045,1678,14169,1692,800,361,13369,1575,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1507137,8164,1296599,9342,113358,4293,25720,3146,87638,4172,46807,3313,4665,1071,42142,3122,42662,2619,11831,1414,30831,2547,7711,1435,1126,501,6585,1349,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4936030,14212,4383619,15996,219725,5463,47013,3652,172712,5016,221127,5741,30944,2423,190183,5437,82661,3604,24256,2112,58405,3069,28898,2591,3988,1136,24910,2469,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,402295,4265,316578,4911,37081,2291,12026,1795,25055,2079,38716,2829,7485,1261,31231,2533,6454,917,2161,787,4293,779,3466,994,1094,557,2372,712,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1761393,10691,1631960,10495,73791,3413,19543,2100,54248,3313,32918,2607,1823,516,31095,2666,17956,1652,4824,1156,13132,1440,4768,1208,914,459,3854,1119,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,318955,3470,290629,3558,8106,966,875,434,7231,1029,9623,1181,762,371,8861,1149,1873,487,289,208,1584,459,8724,1334,1016,564,7708,1160,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2440663,12796,2273697,13324,91674,3460,25188,2911,66486,3946,38973,3231,3849,968,35124,3001,24346,1896,6542,1152,17804,1918,11973,1963,2896,898,9077,1777,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
