GEO_ID,C15002A_001E,C15002A_001M,C15002A_002E,C15002A_002M,C15002A_003E,C15002A_003M,C15002A_004E,C15002A_004M,C15002A_005E,C15002A_005M,C15002A_006E,C15002A_006M,C15002A_007E,C15002A_007M,C15002A_008E,C15002A_008M,C15002A_009E,C15002A_009M,C15002A_010E,C15002A_010M,C15002A_011E,C15002A_011M,NAME,C15002A_001MA,C15002A_001EA,C15002A_002EA,C15002A_002MA,C15002A_003EA,C15002A_003MA,C15002A_004MA,C15002A_004EA,C15002A_005MA,C15002A_005EA,C15002A_006MA,C15002A_006EA,C15002A_007EA,C15002A_007MA,C15002A_008EA,C15002A_008MA,C15002A_009EA,C15002A_009MA,C15002A_010MA,C15002A_010EA,C15002A_011MA,C15002A_011EA,state
0400000US01,2299315,4337,1107861,3220,185123,6403,338287,7676,308761,6906,275690,6608,1191454,2721,182323,7119,368645,8339,362784,8401,277702,6984,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,329119,2022,175541,1637,11654,1849,44325,3057,65765,3110,53797,3230,153578,1021,6887,1131,30473,2241,63403,2786,52815,2706,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3430400,13522,1675918,7533,218098,8294,407384,11109,569665,9939,480771,9925,1754482,7154,213379,8110,442230,10270,644562,9220,454311,8536,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1566119,4988,759493,3281,122663,4284,264130,6216,210999,6424,161701,5489,806626,3302,117841,5153,281123,6361,245268,5865,162394,5754,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15658440,40764,7706036,23590,1326433,21691,1601025,20994,2314901,19589,2463677,20126,7952404,20407,1281054,15024,1683872,18680,2599551,23229,2387927,20527,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2860835,8900,1408628,5494,122567,5686,319105,7784,413408,9623,553548,8316,1452207,5172,112366,6060,319829,7822,460350,9198,559662,9266,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1982708,6577,942651,4007,90225,4586,263769,7320,220145,5961,368512,7292,1040057,3300,87757,5036,287242,7219,279211,6830,385847,7319,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,448683,2331,214155,1385,24906,2381,69584,3346,57180,3137,62485,3179,234528,1429,24568,2477,79128,3693,64925,3470,65907,2874,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,176658,2310,89815,1352,5618,1398,4137,1310,8074,1718,71986,2003,86843,1388,4693,1432,2867,828,9276,1781,70007,1802,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10483828,19750,5047123,12019,683075,14266,1469667,16690,1443013,17262,1451368,18015,5436705,10448,639786,13312,1682630,19223,1708454,17823,1405835,14038,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4006385,9946,1945423,6659,285697,8299,554344,10540,498848,10249,606534,9157,2060962,5340,256071,7162,616027,12603,577164,10477,611700,9367,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,255746,2584,137254,1699,6073,1303,29324,2570,45909,2845,55948,3134,118492,1383,5920,1112,21397,2301,42710,2889,48465,3211,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,926199,3395,458069,2469,51072,3542,134684,4853,152401,5293,119912,4607,468130,2051,47819,3703,132496,4382,177143,5323,110672,4678,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6408258,14482,3102085,8646,331623,10584,891137,14153,856730,13225,1022595,10634,3306173,7227,333046,8475,945399,13770,976111,11369,1051617,13258,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3707610,4997,1792294,3754,226437,6404,656856,9341,486273,9729,422728,7609,1915316,2792,223105,5657,701194,8706,556812,9962,434205,7581,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1895950,3629,916588,2397,82805,3811,325797,5852,279781,5897,228205,6189,979362,1935,76865,3230,323077,7017,331720,6303,247700,6992,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1618009,4459,784815,2853,81001,4692,227353,6218,237001,6303,239460,6125,833194,2480,76717,3931,225603,6015,277286,6290,253588,5960,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2618868,3824,1260540,2758,237596,7051,458512,8736,306150,8561,258282,5839,1358328,2178,227693,6686,453852,7786,390668,8813,286115,6850,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1967354,4219,958191,3025,149058,6105,332522,7959,242300,8051,234311,6755,1009163,2490,136822,5487,345457,7291,274695,7211,252189,7032,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,906292,876,434102,673,46807,3348,154215,4185,120662,4631,112418,4236,472190,530,38878,3024,158781,5165,143284,4672,131247,4422,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2398430,7401,1152291,4606,123143,6215,285798,7198,273769,7534,469581,8063,1246139,3803,116505,5792,321246,7540,327647,7881,480741,7546,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3735424,7723,1763737,5247,160994,6306,484201,9186,399394,9406,719148,10326,1971687,4317,166767,6044,504111,10152,510698,9831,790111,10247,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5399941,5526,2615313,3673,274571,7669,815256,10793,822997,11118,702489,10768,2784628,3298,259610,6429,893500,10753,928601,10037,702917,9884,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3159796,3065,1542654,2100,116310,4495,432522,6336,492480,6711,501342,8772,1617142,1973,99871,4111,437857,7328,553703,7143,525711,7566,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1213798,4123,586066,2762,96427,5087,179088,5630,177993,5325,132558,4988,627732,2562,84195,4326,193101,5031,207373,6412,143063,4794,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3409100,3705,1644112,2336,202118,6210,542649,9955,466019,9383,433326,7986,1764988,2466,209808,6609,557377,8037,528718,8395,469085,8158,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,621265,1409,309027,1268,25525,2286,95536,3749,97589,4211,90377,3909,312238,794,21253,2160,92023,3610,104039,3534,94923,4034,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1082875,3271,527467,2358,48233,2764,155263,4735,169863,4674,154108,3928,555408,1809,42416,3354,156683,4083,192431,4277,163878,4232,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1352578,7509,689521,4285,101949,5500,203350,7339,225137,6522,159085,5835,663057,4349,97893,5847,199650,7177,230235,6574,135279,6098,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,863880,2045,418826,1227,37665,3012,130707,5124,115763,4266,134691,4121,445054,1355,33716,2892,131315,4186,134649,4559,145374,4609,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4296503,12497,2043063,7893,208612,8188,593357,11403,474893,9257,766201,10395,2253440,6569,220910,7398,713567,11463,528653,9682,790310,9906,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1024344,7588,492866,4537,76286,4803,125586,5402,148363,6051,142631,5216,531478,4541,73974,4404,132962,5168,179210,5730,145332,4936,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8977595,17304,4290135,9898,479107,10901,1181194,17128,1076791,14356,1553043,14713,4687460,10373,483806,9777,1329213,15959,1187739,13722,1686702,14432,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4630107,9749,2219083,6608,318855,9074,609519,11264,635515,11585,655194,11469,2411024,4665,269216,7265,658330,10263,789167,12464,694311,11975,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,411830,1053,204979,536,19626,1666,57490,2534,73707,2645,54156,2638,206851,737,16796,1268,54987,2012,72942,2609,62126,2624,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,6594356,4958,3164137,3154,362803,9535,1141671,14650,834847,11905,824816,11308,3430219,3177,361443,7284,1229168,12739,991363,11489,848245,11681,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1911917,4338,927772,2847,116510,5150,297700,6424,282885,6399,230677,5306,984145,2733,119104,4882,317583,6807,315969,6400,231489,6413,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2299429,6363,1115030,3871,113363,5425,289888,8041,379404,7477,332375,6816,1184399,3830,100638,5588,300786,8713,442244,7583,340731,7005,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7392189,6531,3538851,4223,362474,7011,1334825,15047,821056,14138,1020496,14170,3853338,4199,389191,9402,1478483,13287,938416,12745,1047248,14733,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,603883,3743,283628,2401,40956,3474,78323,3829,72106,3330,92243,3527,320255,1906,42623,3124,86097,3421,89046,4584,102489,3739,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2165603,4511,1045437,3119,139825,6796,291968,8184,306572,7370,307072,7440,1120166,2544,133365,5323,330944,7780,348391,8567,307466,7292,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,478236,1875,235058,1115,23325,1851,78035,3134,68959,3204,64739,2913,243178,1186,19748,2192,72808,3339,83676,3240,66946,2957,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3454090,5519,1660030,4116,273721,8314,556988,9907,414146,9167,415175,8948,1794060,3058,261740,7894,608055,9425,504027,9392,420238,8553,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11993113,24009,5852569,13844,1084098,17808,1461980,19915,1662169,17568,1644322,16861,6140544,13908,1066138,17477,1594606,15624,1869262,19793,1610538,17865,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1433563,5203,710880,3011,58590,3570,160741,5154,250829,6523,240720,5558,722683,2733,53699,3827,185874,5964,288933,7034,194177,4801,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,417437,835,201265,569,20983,2044,69119,2968,46861,2594,64302,2790,216172,625,15744,1523,63741,2648,61464,2879,75223,2632,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3869178,10132,1878908,6760,238774,7320,465917,10611,471213,10619,703004,9924,1990270,5849,203871,7406,512691,9365,559184,10292,714524,9672,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3696494,7111,1814861,4582,161907,6388,433934,9544,629047,11615,589973,8947,1881633,4126,137258,5763,458646,8802,705632,10676,580097,10796,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1228662,2788,592012,2122,106146,4484,257325,6493,127086,4745,101455,4346,636650,1634,98332,4233,260459,6077,165496,4699,112363,4610,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3429544,3955,1678103,2683,156917,5582,572417,8844,500628,8004,448141,7841,1751441,2127,140827,4850,578926,8282,552273,7841,479415,6340,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,345266,2131,173785,1528,13335,1815,54282,2924,63387,3212,42781,2834,171481,1586,12142,1610,48516,3068,68174,3333,42649,3153,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1685933,14074,765220,8141,246446,6154,206390,6164,157401,5939,154983,5232,920713,8317,264518,6477,207468,6408,198849,5658,249878,6491,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
