GEO_ID,B07008_001E,B07008_001M,B07008_002E,B07008_002M,B07008_003E,B07008_003M,B07008_004E,B07008_004M,B07008_005E,B07008_005M,B07008_006E,B07008_006M,B07008_007E,B07008_007M,B07008_008E,B07008_008M,B07008_009E,B07008_009M,B07008_010E,B07008_010M,B07008_011E,B07008_011M,B07008_012E,B07008_012M,B07008_013E,B07008_013M,B07008_014E,B07008_014M,B07008_015E,B07008_015M,B07008_016E,B07008_016M,B07008_017E,B07008_017M,B07008_018E,B07008_018M,B07008_019E,B07008_019M,B07008_020E,B07008_020M,B07008_021E,B07008_021M,B07008_022E,B07008_022M,B07008_023E,B07008_023M,B07008_024E,B07008_024M,B07008_025E,B07008_025M,B07008_026E,B07008_026M,B07008_027E,B07008_027M,B07008_028E,B07008_028M,B07008_029E,B07008_029M,B07008_030E,B07008_030M,B07008_031E,B07008_031M,B07008_032E,B07008_032M,B07008_033E,B07008_033M,B07008_034E,B07008_034M,B07008_035E,B07008_035M,B07008_036E,B07008_036M,NAME,B07008_001EA,B07008_001MA,B07008_002MA,B07008_002EA,B07008_003MA,B07008_003EA,B07008_004EA,B07008_004MA,B07008_005EA,B07008_005MA,B07008_006MA,B07008_006EA,B07008_007EA,B07008_007MA,B07008_008EA,B07008_008MA,B07008_009MA,B07008_009EA,B07008_010MA,B07008_010EA,B07008_011MA,B07008_011EA,B07008_012MA,B07008_012EA,B07008_013MA,B07008_013EA,B07008_014EA,B07008_014MA,B07008_015EA,B07008_015MA,B07008_016MA,B07008_016EA,B07008_017MA,B07008_017EA,B07008_018MA,B07008_018EA,B07008_019MA,B07008_019EA,B07008_020EA,B07008_020MA,B07008_021EA,B07008_021MA,B07008_022EA,B07008_022MA,B07008_023EA,B07008_023MA,B07008_024MA,B07008_024EA,B07008_025MA,B07008_025EA,B07008_026EA,B07008_026MA,B07008_027EA,B07008_027MA,B07008_028EA,B07008_028MA,B07008_029EA,B07008_029MA,B07008_030MA,B07008_030EA,B07008_031EA,B07008_031MA,B07008_032MA,B07008_032EA,B07008_033EA,B07008_033MA,B07008_034EA,B07008_034MA,B07008_035MA,B07008_035EA,B07008_036EA,B07008_036MA,state
0400000US01,3849111,3291,1122601,16070,1854337,24359,483371,13035,108253,6089,280549,7959,3269324,16552,862279,16379,1674489,22605,400435,11023,76261,5019,255860,7638,341612,11994,153627,8146,99663,6950,52213,4465,21540,2682,14569,2010,137167,7931,62785,4668,43301,5086,17904,2393,6660,1330,6517,1461,89775,7003,39141,4173,31786,4343,11967,2216,3588,890,3293,1124,11233,1910,4769,1384,5098,1269,852,663,204,194,310,234,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,558161,1252,176431,6388,278795,8331,69732,5653,11824,1819,21379,1947,448674,5167,127102,5327,239195,8087,54324,5315,8855,1718,19198,1882,59195,4843,27682,3251,19148,3131,9339,1768,1783,739,1243,640,15704,2017,7585,1354,3959,1058,3173,1018,803,414,184,128,29465,2744,11740,1501,14044,2013,2646,742,383,234,652,424,5123,1308,2322,838,2449,921,250,236,0,246,102,128,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5051999,1686,1597369,16138,2476775,22585,611483,13393,91198,5287,275174,7496,4061892,25132,1154655,18486,2118718,24481,483400,11813,61292,4569,243827,7299,667121,22379,305429,12413,232125,12367,89682,6161,21799,3008,18086,2434,100929,7673,46075,3988,34679,5147,13483,2575,3074,897,3618,972,188896,9501,75099,5289,78293,6913,22521,2741,4636,1431,8347,1889,33161,4938,16111,3543,12960,2287,2397,1037,397,319,1296,557,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2329778,3252,614594,10401,1187781,15201,298771,9210,59996,4107,168636,5013,1946015,14411,456687,11232,1061823,15958,236219,8572,37985,3183,153301,4880,214917,10058,86795,6711,69730,5570,36709,3614,13275,2238,8408,1382,97432,8781,42470,5452,28109,3950,17529,3219,5350,1441,3974,1128,64208,6066,24991,3494,24886,3563,8120,1702,3325,1055,2886,788,7206,1944,3651,1660,3233,1001,194,233,61,110,67,89,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29705525,3415,10695059,43466,13941170,57300,2863861,27903,685465,13823,1519970,16508,24846336,52111,8368467,50458,12213703,57613,2382051,23947,505976,12887,1376139,16239,3333641,45283,1557069,27451,1205011,28048,341287,11949,135722,7070,94552,4478,924335,23768,486363,17496,289378,13412,92935,5282,30242,3135,25417,2375,377374,14390,184864,8341,132306,9028,36966,4346,9251,2055,13987,1954,223839,11493,98296,7214,100772,6631,10622,1936,4274,1233,9875,1693,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4021728,2195,1233134,16015,2060635,20575,475986,10852,72146,4776,179827,5294,3248483,18471,860560,16630,1803411,21363,380640,9861,44301,3670,159571,5020,390278,14394,186958,8544,128738,8317,49193,3665,14764,2192,10625,1693,198943,11337,101202,7180,55715,5870,29048,3301,7778,1541,5200,1124,155045,7754,72441,5360,59000,5104,15708,2440,3854,1159,4042,1033,28979,3522,11973,2160,13771,2266,1397,502,1449,705,389,314,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2911821,1051,960043,11980,1412013,15522,318716,9203,42746,3166,178303,5021,2547378,12179,772842,10898,1303654,16360,272239,7712,33090,2649,165553,4817,218435,10211,107364,7876,64631,5643,31574,3323,6597,1448,8269,1764,64081,5576,38751,4106,12944,2167,8755,1859,1293,617,2338,644,65204,5032,34263,3254,22584,3457,5035,1234,1666,570,1656,608,16723,2194,6823,1186,8200,1830,1113,508,100,118,487,342,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,730643,811,241059,6070,349008,9981,78985,5922,14282,2093,47309,2818,629233,6806,189610,7146,317992,9628,66534,4814,11673,2114,43424,2687,64411,6241,32374,4115,19685,3707,7823,1446,1799,743,2730,1012,6789,1556,2838,1005,1380,742,1761,901,264,366,546,372,26427,3125,13909,2085,8754,1871,2793,930,386,269,585,334,3783,1522,2328,1327,1197,740,74,120,160,236,24,41,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,520355,383,297920,6086,131641,5891,50337,3331,14539,1905,25918,1645,410913,6860,216814,7114,113317,5124,44750,3289,11683,1840,24349,1738,53496,4769,38071,3807,9066,2406,3618,966,1715,673,1026,540,0,292,0,292,0,292,0,292,0,292,0,292,49188,4326,38124,3736,7906,1961,1546,702,1141,518,471,312,6758,1426,4911,1216,1352,593,423,312,0,292,72,120,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15555825,4678,4690751,30634,7325899,41305,2030459,26787,402296,11312,1106420,13845,13040767,33785,3595093,32626,6500440,43793,1665405,23096,287636,10281,992193,12923,1506155,29162,664030,18569,470377,16440,230354,11116,77589,6241,63805,4328,470801,16047,242320,10084,122184,8688,67557,4464,20148,2996,18592,2873,408541,18017,140169,9852,175198,10511,56558,4690,12337,2105,24279,2600,129561,8756,49139,5454,57700,6252,10585,2413,4586,1737,7551,1838,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
