GEO_ID,C19037_001E,C19037_001M,C19037_002E,C19037_002M,C19037_003E,C19037_003M,C19037_004E,C19037_004M,C19037_005E,C19037_005M,C19037_006E,C19037_006M,C19037_007E,C19037_007M,C19037_008E,C19037_008M,C19037_009E,C19037_009M,C19037_010E,C19037_010M,C19037_011E,C19037_011M,C19037_012E,C19037_012M,C19037_013E,C19037_013M,C19037_014E,C19037_014M,C19037_015E,C19037_015M,C19037_016E,C19037_016M,C19037_017E,C19037_017M,C19037_018E,C19037_018M,C19037_019E,C19037_019M,C19037_020E,C19037_020M,C19037_021E,C19037_021M,C19037_022E,C19037_022M,C19037_023E,C19037_023M,C19037_024E,C19037_024M,C19037_025E,C19037_025M,C19037_026E,C19037_026M,C19037_027E,C19037_027M,C19037_028E,C19037_028M,C19037_029E,C19037_029M,C19037_030E,C19037_030M,C19037_031E,C19037_031M,C19037_032E,C19037_032M,C19037_033E,C19037_033M,C19037_034E,C19037_034M,C19037_035E,C19037_035M,C19037_036E,C19037_036M,C19037_037E,C19037_037M,C19037_038E,C19037_038M,C19037_039E,C19037_039M,C19037_040E,C19037_040M,C19037_041E,C19037_041M,C19037_042E,C19037_042M,C19037_043E,C19037_043M,C19037_044E,C19037_044M,C19037_045E,C19037_045M,NAME,C19037_001MA,C19037_001EA,C19037_002MA,C19037_002EA,C19037_003MA,C19037_003EA,C19037_004MA,C19037_004EA,C19037_005EA,C19037_005MA,C19037_006EA,C19037_006MA,C19037_007EA,C19037_007MA,C19037_008MA,C19037_008EA,C19037_009MA,C19037_009EA,C19037_010EA,C19037_010MA,C19037_011MA,C19037_011EA,C19037_012MA,C19037_012EA,C19037_013MA,C19037_013EA,C19037_014EA,C19037_014MA,C19037_015MA,C19037_015EA,C19037_016EA,C19037_016MA,C19037_017EA,C19037_017MA,C19037_018MA,C19037_018EA,C19037_019MA,C19037_019EA,C19037_020MA,C19037_020EA,C19037_021EA,C19037_021MA,C19037_022EA,C19037_022MA,C19037_023MA,C19037_023EA,C19037_024MA,C19037_024EA,C19037_025MA,C19037_025EA,C19037_026EA,C19037_026MA,C19037_027EA,C19037_027MA,C19037_028EA,C19037_028MA,C19037_029MA,C19037_029EA,C19037_030MA,C19037_030EA,C19037_031EA,C19037_031MA,C19037_032EA,C19037_032MA,C19037_033EA,C19037_033MA,C19037_034MA,C19037_034EA,C19037_035MA,C19037_035EA,C19037_036EA,C19037_036MA,C19037_037EA,C19037_037MA,C19037_038EA,C19037_038MA,C19037_039EA,C19037_039MA,C19037_040EA,C19037_040MA,C19037_041MA,C19037_041EA,C19037_042EA,C19037_042MA,C19037_043MA,C19037_043EA,C19037_044EA,C19037_044MA,C19037_045MA,C19037_045EA,state
0400000US01,1815152,10938,84212,4632,24732,2699,9747,1736,16287,2098,13309,2104,10444,1928,6368,1486,2841,1124,406,367,62,76,16,27,588111,8356,59896,4915,33601,3016,70233,4843,65007,4381,94401,4499,114869,5813,70997,4382,56918,3140,14753,1579,7436,1334,721196,6582,70714,4694,42602,2752,78273,3960,73007,5152,103847,4747,128704,6292,78953,4457,86609,3854,32885,2854,25602,2267,421633,5626,40911,3069,49232,2916,83386,4039,64675,2909,68116,4136,58035,3384,24918,2298,19975,1656,6625,995,5760,1095,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,254610,2804,14888,1688,1455,702,1045,544,2312,846,2905,901,2683,750,2825,848,870,477,739,398,54,95,0,246,92691,2730,2831,938,3338,1005,5714,1263,7076,1352,12062,1770,21285,2513,14429,2101,17602,1900,5371,1257,2983,853,114776,2325,5305,1043,5376,1245,7426,1005,8105,1159,11502,1625,18657,2024,15761,1886,23333,2347,10235,1667,9076,1235,32255,1488,1063,458,2059,626,5277,1167,4682,977,4933,852,5849,1004,2865,706,4172,1036,544,288,811,368,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2334050,12895,116577,5403,23500,2492,9911,1776,23717,2874,19732,2490,16367,2450,16345,2162,5102,1520,1903,840,0,305,0,305,800732,8977,62924,4714,35612,3238,77374,5183,92313,5291,128663,5532,160292,6977,106357,5847,94107,4525,23814,2779,19276,1908,882659,7694,65136,4779,42490,3489,77211,4288,85312,5409,123021,5943,170688,6230,109562,5244,125654,5329,42410,3072,41175,3099,534082,6243,34762,2742,46200,2936,89977,4497,81481,3952,93860,4537,91141,4399,42906,2953,34383,2103,9976,1430,9396,1170,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1114902,8104,59375,4178,14481,2083,6372,1431,15598,2204,9545,1753,8426,1633,4017,975,620,327,316,310,0,273,0,273,364122,6245,33065,3227,21714,2901,45885,3484,46841,3423,57583,3914,73294,4096,40400,2897,32432,2774,7449,1523,5459,1348,427716,4887,36687,3162,26095,2159,49715,3031,53203,3585,67711,3192,78586,3485,47460,3222,43992,3238,13424,1513,10843,1739,263689,4285,25387,1992,31548,2576,54221,3079,43189,3058,41052,2823,35209,2145,16169,1673,10469,1090,3193,817,3252,831,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12406475,16820,465343,10095,89402,4749,39455,3849,76249,4922,65402,4317,72478,5129,68075,3986,30041,3155,17773,2089,4761,993,1707,661,4511135,19063,242156,9400,172497,7762,397945,10480,409983,9617,613483,13021,866437,15285,602606,13247,692711,11238,275516,8461,237801,8119,4969028,16346,254957,8169,210197,6832,392333,10185,380319,10970,577373,12257,856178,12885,663957,13231,835214,13568,389132,8810,409368,7844,2460969,15383,155349,5490,242562,6727,396271,10486,301104,7722,350824,8898,377883,8564,234358,6025,224186,6806,83370,3629,95062,3859,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1960585,9151,111095,5238,22055,2695,10885,1701,19299,2825,17878,2735,18959,2673,13995,2243,5164,1188,2471,720,120,151,269,221,727312,7324,40785,3039,24406,3131,63484,4080,73198,4849,108810,5855,151106,5763,104205,4355,106586,4352,30950,2812,23782,2171,775641,6110,46107,2899,30899,2397,63149,3556,58520,4241,93116,4817,137344,5693,109726,4960,132447,5131,53311,3376,51022,2910,346537,3859,24845,2225,32918,2151,56122,3267,48382,2919,53091,2840,59192,3481,29238,2320,24837,2380,9311,1350,8601,1274,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1358809,7109,37626,2502,6067,1342,3553,1012,6559,1490,5269,1312,6571,1330,5147,1206,2676,1068,1174,637,331,358,279,254,434114,7165,22660,2505,13207,2146,30369,3279,31518,2834,55182,3882,82337,4510,68025,3914,72934,3533,27225,2634,30657,2363,576732,4571,31218,2626,17069,2020,30167,2530,33610,2840,60169,3893,94412,4722,82422,4407,111977,5447,54431,2737,61257,3330,310337,4011,19260,2023,25939,2503,54976,3356,40740,2971,46075,2861,49056,3153,27138,1882,26100,1978,9533,1249,11520,1358,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,328765,4178,13037,1990,3136,898,833,505,2747,1159,1020,567,2442,1117,1564,623,753,473,542,478,0,265,0,265,104638,3053,5060,1016,3562,963,9166,1848,9888,1960,14711,2060,22514,2211,15208,1908,16592,2074,4502,1012,3435,765,133393,3095,6294,1437,4436,1107,8898,1249,11083,1721,14825,1686,26719,2305,20415,2075,23970,1984,9837,1397,6916,1094,77697,2145,5275,1059,6765,1168,12350,1642,9459,1215,13739,1205,13675,1562,7110,1064,6041,1057,1859,620,1424,443,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,252388,3730,14785,1882,4191,1204,1302,591,1560,653,1416,531,1717,608,2283,726,926,543,1140,487,208,162,42,72,107107,3293,7394,1706,4355,1111,5685,1273,8700,1629,9738,1507,16989,2210,16275,1936,16213,1881,10534,1601,11224,1537,82371,2771,8550,1262,3832,979,7277,1465,5380,1108,8295,1323,13374,1851,7852,1299,11556,1645,5047,957,11208,1319,48125,1762,6137,1216,4409,1124,5945,988,3919,835,6712,1076,7036,992,4078,807,4140,857,2121,644,3628,644,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7035068,25739,241452,9187,52514,4040,22211,2800,50671,4323,38897,3648,37914,3486,25977,2898,7326,1529,4680,1112,443,408,819,660,2089035,17428,164516,6410,90204,5537,227210,9420,248178,8835,349101,12158,429118,12168,258667,8837,212665,8296,60885,4470,48491,3811,2763168,16764,211610,7210,144291,6681,271466,8598,287043,7360,401181,10301,529624,12781,333897,8519,344642,10021,117763,5937,121651,5181,1941413,14540,158707,6879,186157,6820,339925,9603,285292,8052,319305,7676,300209,8286,150681,5537,116029,5046,36650,3022,48458,3453,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
