GEO_ID,C17001G_001E,C17001G_001M,C17001G_002E,C17001G_002M,C17001G_003E,C17001G_003M,C17001G_004E,C17001G_004M,C17001G_005E,C17001G_005M,C17001G_006E,C17001G_006M,C17001G_007E,C17001G_007M,C17001G_008E,C17001G_008M,C17001G_009E,C17001G_009M,C17001G_010E,C17001G_010M,C17001G_011E,C17001G_011M,C17001G_012E,C17001G_012M,C17001G_013E,C17001G_013M,C17001G_014E,C17001G_014M,C17001G_015E,C17001G_015M,C17001G_016E,C17001G_016M,C17001G_017E,C17001G_017M,C17001G_018E,C17001G_018M,C17001G_019E,C17001G_019M,NAME,C17001G_001MA,C17001G_001EA,C17001G_002EA,C17001G_002MA,C17001G_003EA,C17001G_003MA,C17001G_004MA,C17001G_004EA,C17001G_005MA,C17001G_005EA,C17001G_006MA,C17001G_006EA,C17001G_007EA,C17001G_007MA,C17001G_008EA,C17001G_008MA,C17001G_009MA,C17001G_009EA,C17001G_010MA,C17001G_010EA,C17001G_011MA,C17001G_011EA,C17001G_012EA,C17001G_012MA,C17001G_013EA,C17001G_013MA,C17001G_014MA,C17001G_014EA,C17001G_015MA,C17001G_015EA,C17001G_016MA,C17001G_016EA,C17001G_017EA,C17001G_017MA,C17001G_018EA,C17001G_018MA,C17001G_019EA,C17001G_019MA,state
0400000US13,173147,10237,34792,5453,15799,3041,9663,2060,5842,1562,294,305,18993,3500,11754,2621,6764,1580,475,354,138355,8828,66743,4746,37475,3206,27104,3053,2164,863,71612,5954,34427,4191,33473,3371,3712,1186,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,315314,11412,42582,5030,20358,3046,11377,2191,8669,1649,312,265,22224,3103,9014,1871,12906,1965,304,153,272732,11806,138837,6617,53051,3179,76927,4793,8859,1360,133895,6535,51844,3600,71664,4176,10387,1492,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,34675,3708,10723,2316,4604,1320,2622,805,1982,877,0,267,6119,1568,2831,977,3013,1077,275,221,23952,3080,12496,2107,5882,1350,5918,1469,696,376,11456,1671,4954,1051,5739,1175,763,468,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,234650,11121,41983,5050,20328,3081,13209,2243,6823,1742,296,215,21655,2859,12006,1954,8616,1786,1033,486,192667,10242,94935,5847,49734,3509,41692,4292,3509,906,97732,6347,51229,4089,41169,3561,5334,1103,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,121438,8275,31966,3921,16554,2424,12098,2011,4337,1081,119,157,15412,2542,9553,1930,5426,1255,433,267,89472,7411,46360,4336,24546,3029,20388,2441,1426,484,43112,4301,22830,2856,18062,2549,2220,687,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,52664,4884,15840,2673,7360,1627,4412,1199,2821,890,127,127,8480,1591,4602,1123,3823,1001,55,73,36824,3963,20627,2967,10195,1620,9748,2034,684,387,16197,1957,9020,1362,6588,1188,589,307,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,85590,5346,22287,3435,10367,1898,7373,1604,2959,753,35,60,11920,2324,6874,1568,4544,1328,502,290,63303,4990,31238,2933,15444,2041,14134,1977,1660,515,32065,3118,14783,2165,15636,1957,1646,586,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,68442,5429,24454,3840,11854,2317,8187,1943,3526,1056,141,167,12600,2371,7434,1674,4979,1315,187,185,43988,5008,23179,3192,12652,2339,9423,1791,1104,427,20809,2604,11048,1877,7859,1311,1902,883,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,67412,5618,14500,2668,6355,1506,4219,1287,1959,780,177,197,8145,1838,4933,1451,3101,842,111,93,52912,4580,26545,2803,11101,1871,14252,1947,1192,455,26367,2767,12023,2049,12430,1601,1914,541,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,22457,2134,5688,1206,2489,766,1067,435,1271,496,151,162,3199,795,1169,473,2030,651,0,230,16769,1877,8670,1253,4462,858,3529,806,679,271,8099,1345,3789,953,3938,828,372,204,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,156143,9670,19403,4378,7320,2049,4680,1811,2342,867,298,231,12083,3064,6087,2150,5756,1436,240,273,136740,9364,66219,5521,32051,3592,32146,3453,2022,610,70521,5473,34168,3829,33005,3086,3348,783,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,172674,10662,37478,4582,15810,2542,7398,1410,7757,1860,655,434,21668,2958,8365,1904,12215,2038,1088,595,135196,9516,66877,5948,25635,2879,38813,4834,2429,726,68319,5123,27196,2556,37997,3936,3126,781,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,233119,10149,62174,6557,30551,3848,18832,3095,11347,1489,372,264,31623,3857,18013,3181,12621,1914,989,403,170945,7818,85229,4375,42917,3135,38350,2684,3962,891,85716,5276,41351,3626,39060,3051,5305,1173,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,123369,7899,28374,4907,13847,3229,10418,2523,3339,1047,90,101,14527,2464,8110,1699,5928,1383,489,338,94995,6790,46354,3716,25699,2736,19313,2133,1342,473,48641,4522,25182,3110,22006,2156,1453,581,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,30650,4920,10911,3599,5494,2041,4532,1716,932,562,30,59,5417,2136,2968,1711,2191,1020,258,293,19739,3349,10286,1935,5290,1284,4496,1141,500,313,9453,1876,4100,1230,4732,1288,621,330,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,127031,7960,30788,4264,15473,2690,8465,1838,6746,1787,262,179,15315,2278,7781,1673,7124,1300,410,242,96243,7623,48211,4558,21706,3108,24458,2614,2047,610,48032,4477,22627,2637,22686,2581,2719,824,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,23019,2949,3460,1168,1368,507,875,444,493,365,0,237,2092,824,731,448,1251,580,110,120,19559,2802,10488,1868,4582,1126,5257,1148,649,474,9071,1672,4578,1050,3851,816,642,367,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,38389,4199,10588,3052,4379,1390,3125,1238,1254,548,0,228,6209,1859,3297,1080,2887,1058,25,29,27801,3023,14193,1862,6608,1167,7195,1319,390,254,13608,1850,7322,1374,5815,1032,471,236,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,102230,7605,16537,3082,8450,1949,5286,1603,3116,879,48,73,8087,1787,3585,1429,4292,1178,210,238,85693,6941,41816,4104,19639,2537,21091,2775,1086,458,43877,4135,19388,2429,22400,2813,2089,892,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,20309,2247,2820,955,1320,709,621,422,699,482,0,257,1500,557,850,453,587,285,63,82,17489,2285,8056,1411,3878,1043,3707,801,471,277,9433,1542,3802,1002,5155,994,476,292,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,224675,12230,38134,5842,17652,3088,9581,2468,7122,1467,949,533,20482,3625,8100,2213,11210,2202,1172,513,186541,10844,95573,6359,39209,3585,52109,4487,4255,985,90968,6481,37857,3874,47574,3913,5537,1256,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,57376,5280,11779,2347,5162,1306,3256,1028,1679,618,227,194,6617,1684,3301,1293,2822,794,494,364,45597,4947,23534,2570,11130,1874,10698,1510,1706,531,22063,3302,10416,2206,10101,1953,1546,508,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,492234,13952,109789,10425,50764,5751,27105,3687,21706,2966,1953,817,59025,5881,26414,3460,28601,3224,4010,1051,382445,14347,195004,9495,80260,4989,103370,6643,11374,2016,187441,8356,72346,5334,102947,5340,12148,1886,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,208111,11380,50501,5860,22552,2892,14471,2385,7772,1603,309,295,27949,3979,14968,2502,12315,2094,666,427,157610,9710,77584,5731,39282,3910,36414,3411,1888,653,80026,5635,40106,4222,36361,3324,3559,1061,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,13323,1836,3053,1320,1492,805,1060,652,423,306,9,16,1561,765,632,447,606,321,323,403,10270,1866,5242,1079,3431,1074,1671,611,140,159,5028,1220,3032,1019,1927,586,69,90,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,232169,9494,66840,6824,29342,3868,19872,3083,8714,1759,756,333,37498,4547,23011,3090,13977,2344,510,274,165329,7772,82145,5022,45050,4032,34136,2734,2959,854,83184,5132,45019,4125,33856,2518,4309,1042,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,288746,10800,62738,6926,28354,3378,16894,2792,10793,1771,667,307,34384,4520,17302,2745,15391,2366,1691,597,226008,10051,115626,5541,49396,3714,59298,3315,6932,731,110382,6244,43802,3568,57680,3712,8900,1133,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,133655,8377,28891,4107,13203,2167,6480,1511,6344,1208,379,255,15688,2651,6053,1405,9251,1815,384,243,104764,7811,51914,4318,25238,2901,24853,2694,1823,523,52850,4699,21749,2816,27767,2802,3334,754,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,226971,11667,64643,6370,29359,3902,19344,3054,9602,1884,413,331,35284,3905,19503,2705,14711,2340,1070,419,162328,9027,82169,5790,40728,3931,37348,3485,4093,866,80159,4998,38608,3369,36297,2953,5254,1056,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,27384,2947,7699,2047,3586,1202,1891,745,1695,770,0,291,4113,1293,2382,1074,1565,659,166,223,19685,2593,10260,1876,5064,1239,4952,1366,244,213,9425,1460,3915,1041,5040,1161,470,279,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,80976,6951,20470,3928,9798,2233,7114,2014,2275,917,409,336,10672,2623,6350,1792,3766,1215,556,360,60506,5344,29466,3503,14485,2641,13971,2090,1010,487,31040,3191,15874,2247,14120,1914,1046,416,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,14939,2436,5332,1529,3250,1043,2078,700,1032,542,140,267,2082,799,1091,505,850,393,141,183,9607,2234,5400,1598,3003,1273,2153,728,244,221,4207,1096,2186,841,1785,725,236,174,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,105060,7053,30394,5239,13121,2913,9283,2234,3579,1312,259,198,17273,3319,9154,2164,7646,1755,473,332,74666,5621,34794,3451,15833,2433,16924,2406,2037,711,39872,3710,21720,2734,15882,2035,2270,792,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,534053,20466,103241,9620,51258,5694,30127,3867,19366,3129,1765,679,51983,5184,26375,3310,24008,3051,1600,641,430812,17186,211097,10841,101813,7337,99049,5534,10235,1619,219715,9748,98151,6590,109829,5807,11735,1519,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,64674,5940,13909,3437,5957,1932,3474,1530,2369,845,114,151,7952,2051,4078,1345,3757,1064,117,147,50765,4702,27006,3063,17403,2304,9118,1440,485,323,23759,2484,13169,1726,10021,1347,569,312,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9776,1590,1345,592,537,433,355,411,167,144,15,28,808,458,291,279,517,338,0,211,8431,1447,3782,866,2450,694,1242,450,90,100,4649,973,2349,685,2150,614,150,99,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,215344,10718,26425,3802,11143,2114,6584,1718,4356,1135,203,265,15282,2694,8223,2113,6206,1469,853,446,188919,10558,91580,6125,50234,4091,37708,3571,3638,850,97339,5925,49634,4092,43370,3517,4335,929,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,295058,11695,51836,6512,22033,3268,12459,2592,9321,1631,253,229,29803,4228,13057,2531,16337,2539,409,313,243222,11500,122448,7203,60832,5201,57710,4244,3906,748,120774,6471,54927,4133,59860,3742,5987,960,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,35189,3145,11634,2423,5868,1632,3313,1017,2555,1023,0,269,5766,1373,3150,921,2353,793,263,292,23555,3001,10869,1963,4808,1121,5655,1237,406,270,12686,1955,5580,1194,5681,1344,1425,545,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,115132,7152,32242,3963,15801,2518,10189,1901,5560,1307,52,59,16441,2249,9764,1585,6524,1379,153,128,82890,6056,42274,3762,22524,2561,18574,2270,1176,412,40616,3700,22189,2485,17032,2259,1395,470,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,14446,2516,3627,1568,1352,833,798,612,554,407,0,269,2275,984,1130,691,1114,590,31,76,10819,2196,5604,1336,2713,877,2738,845,153,142,5215,1315,2550,963,2497,779,168,167,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,491604,14292,238959,12327,112828,6938,39910,3557,62959,4827,9959,1555,126131,7292,38070,3831,75979,4690,12082,1650,252645,12829,127054,7645,30640,3552,86555,5100,9859,1425,125591,6952,26424,3189,85587,5154,13580,1669,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
