GEO_ID,B22005G_001E,B22005G_001M,B22005G_002E,B22005G_002M,B22005G_003E,B22005G_003M,NAME,B22005G_001MA,B22005G_001EA,B22005G_002MA,B22005G_002EA,B22005G_003EA,B22005G_003MA,state
0400000US01,15121,1754,3171,872,11950,1612,Alabama,null,null,null,null,null,null,01
0400000US02,10500,1452,1861,739,8639,1208,Alaska,null,null,null,null,null,null,02
0400000US04,37099,3025,6970,1372,30129,2786,Arizona,null,null,null,null,null,null,04
0400000US05,13926,1754,2840,1003,11086,1607,Arkansas,null,null,null,null,null,null,05
0400000US06,351034,9243,31855,2819,319179,8951,California,null,null,null,null,null,null,06
0400000US08,43020,3446,6594,1239,36426,3026,Colorado,null,null,null,null,null,null,08
0400000US09,18896,2252,4795,1181,14101,2070,Connecticut,null,null,null,null,null,null,09
0400000US10,4850,1027,837,374,4013,992,Delaware,null,null,null,null,null,null,10
0400000US11,4742,1141,347,328,4395,1012,District of Columbia,null,null,null,null,null,null,11
0400000US12,96237,5552,15616,1993,80621,5188,Florida,null,null,null,null,null,null,12
0400000US13,35958,3091,6264,1405,29694,2774,Georgia,null,null,null,null,null,null,13
0400000US15,70506,3765,12246,1957,58260,3309,Hawaii,null,null,null,null,null,null,15
0400000US16,8844,1172,2600,854,6244,1032,Idaho,null,null,null,null,null,null,16
0400000US17,50577,4376,8260,1434,42317,4054,Illinois,null,null,null,null,null,null,17
0400000US18,23119,2429,3997,830,19122,2061,Indiana,null,null,null,null,null,null,18
0400000US19,12878,1783,3466,832,9412,1503,Iowa,null,null,null,null,null,null,19
0400000US20,20569,2178,5564,1357,15005,1994,Kansas,null,null,null,null,null,null,20
0400000US21,15236,2021,4397,1025,10839,1795,Kentucky,null,null,null,null,null,null,21
0400000US22,16526,1806,2951,817,13575,1692,Louisiana,null,null,null,null,null,null,22
0400000US23,5378,893,1977,626,3401,729,Maine,null,null,null,null,null,null,23
0400000US24,33844,2615,2942,924,30902,2575,Maryland,null,null,null,null,null,null,24
0400000US25,44989,3765,11707,1593,33282,3222,Massachusetts,null,null,null,null,null,null,25
0400000US26,53644,3023,16478,1928,37166,2772,Michigan,null,null,null,null,null,null,26
0400000US27,25532,2528,5320,1153,20212,2208,Minnesota,null,null,null,null,null,null,27
0400000US28,6909,1451,1742,670,5167,1327,Mississippi,null,null,null,null,null,null,28
0400000US29,32545,2840,7987,1251,24558,2545,Missouri,null,null,null,null,null,null,29
0400000US30,6163,1152,1156,590,5007,957,Montana,null,null,null,null,null,null,30
0400000US31,9166,1488,3252,913,5914,1063,Nebraska,null,null,null,null,null,null,31
0400000US32,23295,2755,3184,962,20111,2767,Nevada,null,null,null,null,null,null,32
0400000US33,5825,1162,935,458,4890,1011,New Hampshire,null,null,null,null,null,null,33
0400000US34,52796,3728,7882,1550,44914,3204,New Jersey,null,null,null,null,null,null,34
0400000US35,15354,1886,3159,866,12195,1748,New Mexico,null,null,null,null,null,null,35
0400000US36,129426,5286,31526,2583,97900,5118,New York,null,null,null,null,null,null,36
0400000US37,47818,3893,10085,1581,37733,3464,North Carolina,null,null,null,null,null,null,37
0400000US38,2619,638,894,373,1725,599,North Dakota,null,null,null,null,null,null,38
0400000US39,50340,3089,14987,2139,35353,2796,Ohio,null,null,null,null,null,null,39
0400000US40,78250,3566,15022,1662,63228,3624,Oklahoma,null,null,null,null,null,null,40
0400000US41,35089,2707,11041,1879,24048,2516,Oregon,null,null,null,null,null,null,41
0400000US42,52843,4345,13749,1838,39094,3785,Pennsylvania,null,null,null,null,null,null,42
0400000US44,7085,1468,2337,746,4748,1301,Rhode Island,null,null,null,null,null,null,44
0400000US45,18867,2339,3511,1085,15356,2014,South Carolina,null,null,null,null,null,null,45
0400000US46,3326,847,1536,609,1790,628,South Dakota,null,null,null,null,null,null,46
0400000US47,25188,2602,7756,1376,17432,2264,Tennessee,null,null,null,null,null,null,47
0400000US48,135211,6153,21396,2374,113815,5740,Texas,null,null,null,null,null,null,48
0400000US49,11233,1556,1957,706,9276,1408,Utah,null,null,null,null,null,null,49
0400000US50,2571,741,651,394,1920,620,Vermont,null,null,null,null,null,null,50
0400000US51,43938,3687,5491,1050,38447,3739,Virginia,null,null,null,null,null,null,51
0400000US53,75143,4011,17669,2337,57474,3164,Washington,null,null,null,null,null,null,53
0400000US54,10523,1451,3611,972,6912,1254,West Virginia,null,null,null,null,null,null,54
0400000US55,24103,2473,7122,1419,16981,2048,Wisconsin,null,null,null,null,null,null,55
0400000US56,3452,888,944,506,2508,769,Wyoming,null,null,null,null,null,null,56
0400000US72,168589,5720,65848,3918,102741,4458,Puerto Rico,null,null,null,null,null,null,72
