GEO_ID,C12002B_001E,C12002B_001M,C12002B_002E,C12002B_002M,C12002B_003E,C12002B_003M,C12002B_004E,C12002B_004M,C12002B_005E,C12002B_005M,C12002B_006E,C12002B_006M,NAME,C12002B_001MA,C12002B_001EA,C12002B_002MA,C12002B_002EA,C12002B_003EA,C12002B_003MA,C12002B_004EA,C12002B_004MA,C12002B_005EA,C12002B_005MA,C12002B_006MA,C12002B_006EA,state
0400000US01,978307,4551,446929,9968,279701,9423,51236,4091,71807,3124,128634,5493,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,19053,1014,7720,1062,6956,1303,306,310,626,332,3445,931,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,198446,3252,98496,3523,58875,3859,5562,1471,6963,1302,28550,2890,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,348383,2899,155596,4810,103384,6230,17923,2543,23113,2133,48367,3309,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1805368,8930,866649,11696,524769,12602,67849,4263,100123,5187,245978,8873,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,155079,3240,66693,3536,53473,3887,5953,1545,6128,1138,22832,2151,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,279251,3538,141213,5282,83793,5210,7869,1338,14881,1688,31495,2579,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,146396,1581,69417,3294,50493,3921,4906,1105,6936,1098,14644,2289,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,255229,2334,144294,4226,45531,3530,10535,1463,20507,1763,34362,3236,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2291806,12628,1082376,16570,718065,14779,102864,5257,120433,5619,268068,9315,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2274388,6357,1060681,11556,701832,15359,99640,5265,120772,5411,291463,10716,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,16695,1253,5233,1070,7933,1324,160,178,374,316,2995,831,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,6338,1178,2667,967,2105,812,45,80,190,164,1331,589,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1440368,6857,754659,10255,358720,11290,58964,3939,91174,4393,176851,7373,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,441138,4163,218123,5491,120846,5603,14454,2163,28487,2148,59228,4211,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,66683,3060,34983,3206,17764,2187,2943,883,2438,816,8555,1465,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,124879,2848,56263,3181,37680,3564,5390,1349,7880,1140,17666,2226,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,258875,3870,127950,5533,73191,4976,10744,1758,16122,1869,30868,2700,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1102804,4759,544269,8364,303296,10072,47901,4163,71707,4011,135631,6663,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,9676,1114,4372,1000,3382,805,449,277,71,92,1402,695,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1344662,4738,624805,8280,432122,10772,58606,4587,80515,3937,148614,6569,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,342849,5034,174485,5890,103263,5473,15485,1978,14459,1580,35157,3007,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1078340,5039,557360,8431,270132,8834,42732,3501,73477,3669,134639,5884,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,191245,4260,102033,4710,53166,3835,6776,1535,6556,1139,22714,2642,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,836243,5098,405059,8942,244363,9723,38775,3194,53566,2992,94480,5255,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,538356,5350,272262,9328,141976,7298,23133,3016,30693,2563,70292,4579,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,3448,857,2129,749,924,503,112,182,0,237,283,231,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,59117,1980,30682,2487,16313,1915,1763,766,2935,710,7424,1440,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,168005,3395,72491,3727,52787,3579,7389,1605,9903,1635,25435,2384,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,11659,1319,5557,1048,4860,1128,369,279,227,280,646,367,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,936123,6683,461041,8038,286245,8889,35090,2894,58964,3735,94783,5341,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,32147,2110,13867,1801,11110,1842,1361,645,1420,517,4389,979,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2408191,13496,1238514,13795,689542,12353,117324,6180,141773,5294,221038,6841,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1601756,7314,720986,12454,496324,12854,84505,4770,103012,4435,196929,6412,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5838,888,2606,758,2461,642,116,114,260,302,395,439,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1085837,5454,545339,9149,277127,9360,44784,3201,64660,3692,153927,6073,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,207068,3217,93076,4436,66358,4612,8377,1270,9952,1310,29305,2354,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,54499,2406,26020,2169,17411,2348,1194,566,2497,672,7377,1363,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1066342,7566,578716,9852,259093,8495,49378,4420,67314,3244,111841,5766,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,47595,2702,25182,2995,13303,1716,2445,805,1761,647,4904,1324,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1010169,3975,481544,8270,291076,10408,62385,4644,71429,3495,103735,5444,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,7447,737,3238,1145,3333,1002,32,53,228,346,616,287,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,818241,5402,404055,6902,219265,8312,41540,3339,51426,3233,101955,6268,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2274179,9482,1003428,12771,736488,14419,106687,6462,126572,4905,301004,9652,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,20023,1652,9782,1472,6270,1139,755,475,921,487,2295,812,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,5018,696,2653,636,1294,376,124,154,484,339,463,286,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1244413,6373,545226,10359,425852,10842,54147,4559,75771,4161,143417,6969,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,183187,3908,73905,4806,64453,4140,8239,1922,6507,1144,30083,3317,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,47438,2859,21728,2341,14084,1601,1910,1001,3419,817,6297,1399,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,254347,2968,151502,4453,52948,4080,7314,1295,10467,1249,32116,2993,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,4041,943,1289,501,2004,860,68,93,483,359,197,149,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,232279,9686,91381,5083,80728,5105,9831,1430,16451,1959,33888,3332,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
