GEO_ID,B13014_001E,B13014_001M,B13014_002E,B13014_002M,B13014_003E,B13014_003M,B13014_004E,B13014_004M,B13014_005E,B13014_005M,B13014_006E,B13014_006M,B13014_007E,B13014_007M,B13014_008E,B13014_008M,B13014_009E,B13014_009M,B13014_010E,B13014_010M,B13014_011E,B13014_011M,B13014_012E,B13014_012M,B13014_013E,B13014_013M,B13014_014E,B13014_014M,B13014_015E,B13014_015M,B13014_016E,B13014_016M,B13014_017E,B13014_017M,B13014_018E,B13014_018M,B13014_019E,B13014_019M,B13014_020E,B13014_020M,B13014_021E,B13014_021M,B13014_022E,B13014_022M,B13014_023E,B13014_023M,B13014_024E,B13014_024M,B13014_025E,B13014_025M,B13014_026E,B13014_026M,B13014_027E,B13014_027M,NAME,B13014_001MA,B13014_001EA,B13014_002EA,B13014_002MA,B13014_003MA,B13014_003EA,B13014_004MA,B13014_004EA,B13014_005EA,B13014_005MA,B13014_006MA,B13014_006EA,B13014_007EA,B13014_007MA,B13014_008EA,B13014_008MA,B13014_009EA,B13014_009MA,B13014_010MA,B13014_010EA,B13014_011EA,B13014_011MA,B13014_012MA,B13014_012EA,B13014_013MA,B13014_013EA,B13014_014MA,B13014_014EA,B13014_015EA,B13014_015MA,B13014_016MA,B13014_016EA,B13014_017EA,B13014_017MA,B13014_018MA,B13014_018EA,B13014_019MA,B13014_019EA,B13014_020EA,B13014_020MA,B13014_021MA,B13014_021EA,B13014_022EA,B13014_022MA,B13014_023EA,B13014_023MA,B13014_024MA,B13014_024EA,B13014_025MA,B13014_025EA,B13014_026EA,B13014_026MA,B13014_027EA,B13014_027MA,state
0400000US13,2520143,7529,145715,7387,88043,5139,11773,2077,18444,2515,24648,2601,21746,2110,11432,1763,57672,4828,16290,2723,17930,2633,19534,3153,2853,869,1065,578,2374428,9640,1082238,11428,117506,6089,265323,8550,343646,9471,233849,7555,121914,5640,1292190,13213,336898,9589,302186,12119,422332,13026,162834,8211,67940,4670,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,318515,1552,19939,2404,13395,1832,835,493,3128,951,4862,1204,3309,791,1261,434,6544,1346,711,425,2833,885,2016,662,774,467,210,298,298576,2781,139061,3947,7970,1382,36966,3430,47295,3013,33375,2366,13455,1904,159515,3904,29574,1752,41142,3524,58421,4135,22643,2319,7735,1458,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,371571,2541,23489,2380,17508,2122,1380,556,3261,947,7756,1299,3801,818,1310,555,5981,1317,985,409,2950,1010,1747,752,299,307,0,267,348082,3707,179893,4685,15817,2040,45309,2518,69699,3822,37807,3596,11261,1672,168189,5608,49066,2622,37527,3437,61498,4162,16516,1831,3582,872,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3214234,7146,179328,6763,115127,5545,10029,1705,18438,2329,29878,3039,34298,2856,22484,2287,64201,4429,15163,2166,20296,2539,22633,2804,4785,1303,1324,542,3034906,9115,1337515,10478,127979,5529,282984,8117,409586,9440,332954,7553,184012,5593,1697391,12594,410976,6995,332692,9842,578484,10820,275281,8023,99958,4919,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1574955,3955,82273,4727,51519,3927,6472,1364,9887,1651,16194,1997,13485,1841,5481,1122,30754,2781,8609,1454,10639,1604,10057,1931,908,437,541,322,1492682,6169,687297,9152,61236,3875,192783,6594,232410,6357,146740,4823,54128,3139,805385,9247,217577,5127,202761,7481,274788,9141,84570,4932,25689,2551,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,711187,3580,41387,2719,28751,2382,1918,754,4416,924,11463,1418,7796,1177,3158,809,12636,1787,3959,1068,3989,825,3929,1048,716,461,43,70,669800,4614,326811,5338,20247,2147,70937,3768,129553,4531,77842,3888,28232,2098,342989,6868,84803,3036,64807,3631,137725,4882,43452,3198,12202,1386,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,680705,3081,40095,2981,27291,2041,2083,788,4339,895,8243,1378,9644,1253,2982,815,12804,2115,3388,1171,4340,1041,4071,981,780,388,225,320,640610,3856,312380,6794,26868,2709,63288,4208,109870,4411,76184,4215,36170,2947,328230,6859,83888,3093,65446,3698,119489,5432,45600,3511,13807,1860,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1055142,4131,57337,3613,36676,2890,4503,1273,7691,1334,13086,1837,7361,1263,4035,932,20661,2468,5897,1680,6541,1174,7446,1334,648,410,129,132,997805,5017,484088,8974,48921,3464,136293,5275,168469,5773,80900,4262,49505,3325,513717,9216,139003,4133,127907,6606,177050,6688,50935,4288,18822,2406,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1128352,4134,67832,4667,34942,2801,3604,1080,7899,1767,11384,1572,8203,1395,3852,789,32890,3447,9608,2143,11563,1948,9571,1970,1554,691,594,437,1060520,6103,445840,8744,49475,3328,134327,5488,143613,5951,84883,4581,33542,3187,614680,8622,173150,5096,151980,7438,200092,6672,68190,4432,21268,2521,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,308216,1827,14244,1911,8743,1468,309,284,1289,396,2954,687,2496,784,1695,600,5501,1259,957,569,1789,654,2122,839,401,322,232,220,293972,2632,135385,3997,6452,1243,39674,2594,45631,3109,29098,2645,14530,1729,158587,4307,32554,1605,44183,2890,54308,3382,21786,2228,5756,1161,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1481849,4726,79000,4686,52822,4191,4772,1350,8404,1864,15252,2154,12422,1616,11972,1917,26178,2827,5007,1252,9614,2199,9015,1736,1871,752,671,467,1402849,5713,607864,8488,43140,3213,121338,5988,174650,6533,151930,5799,116806,4668,794985,10045,175807,4810,178655,6392,248236,8247,133053,6238,59234,4257,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1667482,3935,79068,4162,54156,3103,2842,1018,7538,1528,11707,1908,16424,1818,15645,1818,24912,2731,5844,1367,7165,1699,8782,1707,2396,713,725,448,1588414,5881,659126,9317,39127,3607,125420,6108,169734,7302,190559,5637,134286,5227,929288,10010,190206,4503,182314,7832,289077,8269,183816,5930,83875,4124,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2367360,5191,128835,6081,76330,4365,5754,1114,12284,1412,25359,2447,21360,2227,11573,1512,52505,4316,13983,2260,16975,2248,19318,2717,1895,684,334,267,2238525,8077,978370,11341,65526,3481,225170,6339,368781,8727,210154,6271,108739,5276,1260155,11783,307345,5787,269143,8776,487944,9680,143880,6172,51843,4255,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1289960,3601,73251,3831,51385,2994,3659,956,5772,1116,17207,1575,18029,1852,6718,1095,21866,2394,5189,1351,6659,1278,8708,1551,1155,455,155,161,1216709,5487,575835,7688,26992,2415,101723,4622,213349,5638,163392,4316,70379,3790,640874,7724,145523,3746,118104,5507,241308,7131,105961,5370,29978,2325,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,735497,3842,45919,3775,22395,2641,2938,895,5878,1644,7461,1380,4073,1077,2045,786,23524,2701,6549,1559,6417,1503,9887,1932,476,380,195,168,689578,5071,298362,7726,28094,3292,74590,4621,119186,5543,53763,3458,22729,2372,391216,8651,110135,4706,88150,5506,143180,6298,35626,3163,14125,1998,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1455661,4678,82335,5120,52108,3921,5561,1170,9141,1671,16598,2110,14003,1872,6805,1266,30227,2656,6411,1186,11147,1744,11221,2185,1276,541,172,170,1373326,6761,632432,8199,53748,3536,159316,5813,209362,6837,139297,5395,70709,3764,740894,9697,188734,4402,163397,5629,254796,8442,94466,4522,39501,3316,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,222234,2164,14037,1847,10106,1430,792,447,2168,783,2854,747,3363,904,929,415,3931,1067,1268,603,1198,698,1220,517,226,291,19,31,208197,2906,101123,3841,6011,1186,23965,2155,37541,2705,24808,2170,8798,1356,107074,3731,26328,1963,23610,2610,38680,3089,15672,2060,2784,763,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,434790,2547,28509,2677,19107,2042,1446,693,2309,661,6352,1112,6493,935,2507,788,9402,1583,2208,880,2137,692,4630,1187,378,257,49,81,406281,3566,201965,4623,14720,1988,37887,2898,73402,3096,54559,2592,21397,2142,204316,5465,51987,2725,40866,3181,79317,3888,25288,2088,6858,1104,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,662425,2646,41465,4016,26200,3226,4240,1179,7439,1659,7595,1673,5255,1380,1671,695,15265,2597,4796,1487,5485,1493,3562,1041,718,439,704,539,620960,4834,286722,7823,46866,3297,79645,5245,96565,5752,45181,3267,18465,2278,334238,7579,91369,4144,85566,5824,112355,5642,33073,3246,11875,1752,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,318915,2073,16194,2066,10898,1666,884,761,2358,773,3323,949,3055,778,1278,449,5296,1522,818,508,2562,1093,1185,564,731,559,0,257,302721,2928,143184,4001,6144,1092,32084,2719,47916,3183,37286,2645,19754,2202,159537,4702,35392,1813,39014,3019,50893,2868,26361,2593,7877,1466,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2171597,4914,110473,5492,77409,4611,3838,1130,14914,1767,15874,2175,25815,2338,16968,1873,33064,3383,6749,1448,12393,2276,10725,1685,2778,929,419,320,2061124,7328,949159,12335,65161,4713,217484,6522,240950,7677,277567,8223,147997,5363,1111965,11446,264408,5348,260824,8189,323930,8505,193645,6692,69158,3887,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,488254,3183,28502,2658,16190,2248,2547,879,3506,1332,5253,1214,3796,1053,1088,397,12312,1884,3294,1210,3700,1199,4801,1084,391,275,126,137,459752,4435,192909,5909,27931,2824,46514,3388,71541,3902,28689,2386,18234,1745,266843,6041,75174,3312,54521,3937,99070,4998,25931,2805,12147,1857,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4953728,6360,247003,8427,165229,7398,17892,2410,35137,3135,38878,3220,36494,3373,36828,2975,81774,5191,25337,3271,23598,2530,25274,2832,5629,1175,1936,660,4706725,9388,1928433,17814,203905,7850,451392,10496,523314,10886,422269,10225,327553,8388,2778292,18476,636423,8842,518196,12364,862661,16643,518422,12464,242590,8179,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2391578,7245,130058,6169,79704,4796,9022,1903,14383,2358,26140,2784,19776,2031,10383,1649,50354,4110,14102,2276,16713,2429,15967,2231,3116,1083,456,401,2261520,9225,1071566,12315,98459,5181,233034,7647,391429,8559,249371,8867,99273,4911,1189954,12150,300529,7303,246311,9105,429219,10434,160609,7332,53286,3941,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,155174,1382,8895,1209,6294,997,137,146,519,313,2484,644,2496,758,658,449,2601,749,248,194,775,404,1446,530,132,157,0,211,146279,1738,70540,2750,2904,751,13088,1316,27277,1706,20249,1828,7022,1116,75739,2552,15359,1083,12778,1521,33927,2329,11276,1641,2399,651,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2759703,5597,145431,5543,85829,4252,7412,1503,15975,1960,26367,2366,22911,2449,13164,1852,59602,3339,13315,1532,21341,2457,22748,2202,1929,835,269,214,2614272,7878,1174990,13888,74910,4303,325029,8625,394031,9387,252391,7312,128629,5258,1439282,14120,361623,6162,344525,9523,506403,9865,166366,5937,60365,3868,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,900784,3999,49557,3525,32128,2734,4094,968,7834,1527,10077,1595,7473,1259,2650,668,17429,2087,3957,985,7611,1458,5238,1273,525,335,98,112,851227,5501,416456,7256,46187,3370,114596,4965,147993,5441,79594,4001,28086,2546,434771,8316,115442,4325,109020,6164,152083,7312,45399,3396,12827,1514,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,914539,4410,48873,3836,34368,3049,4326,1225,5493,1231,11582,1782,8030,1384,4937,1108,14505,2395,3906,1234,5274,1538,4689,1387,450,295,186,181,865666,5956,394467,8032,40943,3549,85087,5610,141519,5478,84355,4141,42563,2585,471199,8133,116333,4516,88745,4863,176783,7133,66799,4535,22539,2507,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3030667,5459,144791,5329,90872,3579,7962,1222,17295,1817,23674,2094,26169,1736,15772,1573,53919,4229,13287,2354,19354,2507,16413,1812,4088,1046,777,414,2885876,7620,1275707,11382,79407,4007,376897,7905,363775,8901,300185,6680,155443,6491,1610169,12260,369671,6068,408081,8605,515912,11427,228064,7444,88441,4502,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,265051,2065,12732,2058,7688,1567,511,415,1871,983,2235,706,1915,673,1156,557,5044,1253,1360,750,1625,649,1764,633,183,187,112,107,252319,2797,99583,3684,8970,1958,20952,2337,29929,2854,23932,2150,15800,1789,152736,4305,34389,2232,28833,2701,58293,3971,22418,2692,8803,1383,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1136829,4659,63648,4250,33855,3250,3017,1084,5382,1359,13260,1885,8263,1397,3933,921,29793,2920,9950,1731,10110,2106,8520,1563,1047,485,166,157,1073181,6220,476110,9389,44093,3384,117796,5960,167916,6635,96778,4768,49527,3569,597071,9080,154900,5417,140613,7338,206499,6464,70483,4584,24576,2614,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,187914,1823,10804,1553,6862,1191,763,475,782,403,2478,653,1939,621,900,333,3942,913,878,419,1499,597,1400,646,165,143,0,223,177110,2212,83782,2964,3751,1079,18818,1986,31929,1930,22644,2178,6640,1184,93328,3681,25452,1884,19405,2215,33627,2734,12084,1999,2760,835,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1561195,5325,96604,5579,55830,4155,6476,1553,14342,2462,17684,2499,11286,1848,6042,1264,40774,3846,9152,1808,14617,2545,14404,2122,2147,1023,454,404,1464591,7870,686714,10067,61290,4261,203650,6386,223775,7525,132567,5906,65432,4189,777877,10221,196099,5669,203492,7664,252499,8503,89391,4973,36396,3619,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6415052,8632,395185,10686,253348,7733,43742,3403,56693,4410,71646,4605,56719,4141,24548,2901,141837,7684,43191,3821,46094,4311,45861,3824,4922,1260,1769,728,6019867,12291,2918398,22600,513711,12408,677643,13846,905697,14915,589298,12481,232049,7062,3101469,24456,890598,13584,666005,14974,1040058,16818,380960,12336,123848,5585,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
