GEO_ID,B19313G_001E,B19313G_001M,NAME,B19313G_001MA,B19313G_001EA,state
0400000US01,819819300,197177378,Alabama,null,null,01
0400000US02,823590000,105817617,Alaska,null,null,02
0400000US04,2218241100,254805936,Arizona,null,null,04
0400000US05,596531700,119995233,Arkansas,null,null,05
0400000US06,26993622800,919620880,California,null,null,06
0400000US08,2438920600,230038060,Colorado,null,null,08
0400000US09,1364382700,216111042,Connecticut,null,null,09
0400000US10,336186700,87137649,Delaware,null,null,10
0400000US11,419774800,90830106,District of Columbia,null,null,11
0400000US12,5518740500,332513255,Florida,null,null,12
0400000US13,2095093100,197496707,Georgia,null,null,13
0400000US15,6077544600,350307595,Hawaii,null,null,15
0400000US16,420960900,94138289,Idaho,null,null,16
0400000US17,3710292600,422668521,Illinois,null,null,17
0400000US18,1257561900,145741108,Indiana,null,null,18
0400000US19,530747200,79528972,Iowa,null,null,19
0400000US20,978726500,118670208,Kansas,null,null,20
0400000US21,572685900,84873352,Kentucky,null,null,21
0400000US22,950341300,119760573,Louisiana,null,null,22
0400000US23,251406200,40319308,Maine,null,null,23
0400000US24,2795074000,271479284,Maryland,null,null,24
0400000US25,3062835800,307458076,Massachusetts,null,null,25
0400000US26,2814610800,209437405,Michigan,null,null,26
0400000US27,1547635400,190906170,Minnesota,null,null,27
0400000US28,319104000,62164125,Mississippi,null,null,28
0400000US29,1637142000,180485258,Missouri,null,null,29
0400000US30,322269500,69542359,Montana,null,null,30
0400000US31,445935700,68022994,Nebraska,null,null,31
0400000US32,1579633000,201200745,Nevada,null,null,32
0400000US33,389880000,103910970,New Hampshire,null,null,33
0400000US34,4184957200,305363418,New Jersey,null,null,34
0400000US35,826197100,124069693,New Mexico,null,null,35
0400000US36,8597560200,528169248,New York,null,null,36
0400000US37,2546964600,265488847,North Carolina,null,null,37
0400000US38,93042200,22419070,North Dakota,null,null,38
0400000US39,2606260800,207748387,Ohio,null,null,39
0400000US40,4009985900,221682590,Oklahoma,null,null,40
0400000US41,1788806200,183027663,Oregon,null,null,41
0400000US42,2724628200,230545879,Pennsylvania,null,null,42
0400000US44,390698500,87623080,Rhode Island,null,null,44
0400000US45,951038800,155838385,South Carolina,null,null,45
0400000US46,130266400,33916815,South Dakota,null,null,46
0400000US47,1158594300,166575525,Tennessee,null,null,47
0400000US48,8187160100,467290658,Texas,null,null,48
0400000US49,543841000,82899671,Utah,null,null,49
0400000US50,122329900,30127999,Vermont,null,null,50
0400000US51,3768962300,361831694,Virginia,null,null,51
0400000US53,4493187800,258984845,Washington,null,null,53
0400000US54,375534400,55268763,West Virginia,null,null,54
0400000US55,1221557300,147785251,Wisconsin,null,null,55
0400000US56,194375100,51998312,Wyoming,null,null,56
0400000US72,4548534500,231752078,Puerto Rico,null,null,72
