GEO_ID,B13002A_001E,B13002A_001M,B13002A_002E,B13002A_002M,B13002A_003E,B13002A_003M,B13002A_004E,B13002A_004M,B13002A_005E,B13002A_005M,B13002A_006E,B13002A_006M,B13002A_007E,B13002A_007M,NAME,B13002A_001EA,B13002A_001MA,B13002A_002MA,B13002A_002EA,B13002A_003EA,B13002A_003MA,B13002A_004MA,B13002A_004EA,B13002A_005MA,B13002A_005EA,B13002A_006EA,B13002A_006MA,B13002A_007MA,B13002A_007EA,state
0400000US33,296940,1937,14725,1964,9913,1522,4812,1476,282215,2672,132852,4071,149363,4238,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1416677,7938,68459,4045,54210,3642,14249,1849,1348218,8945,653724,9384,694494,9568,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,347522,5039,18734,2218,11361,1714,7373,1408,328788,5807,146477,5714,182311,5843,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3062560,10501,144583,6373,110015,5797,34568,2726,2917977,11330,1298567,15497,1619410,15405,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1593427,6858,81681,4002,61304,3917,20377,2437,1511746,7488,807440,10339,704306,9936,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,138507,960,7487,1130,5749,978,1738,624,131020,1461,65193,2559,65827,2334,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2248703,5681,111471,4812,74955,4018,36516,2660,2137232,7423,1031940,12760,1105292,11677,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,645413,3212,33822,3020,24525,2411,9297,1563,611591,4031,316845,6308,294746,6406,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,761344,5047,38873,3145,27524,2564,11349,2091,722471,5945,329647,7517,392824,7867,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2427372,6589,108389,4227,77045,3133,31344,2923,2318983,7547,1096828,10474,1222155,10907,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,207031,2594,8219,1413,5443,1035,2776,886,198812,3172,82026,3318,116786,4036,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,727371,3760,37495,3212,26268,2661,11227,1886,689876,5204,357662,7353,332214,6322,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,158962,1068,8384,1248,5753,1076,2631,827,150578,1490,75439,2565,75139,3098,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1183078,5188,60704,3560,41652,3133,19052,2199,1122374,6340,580725,9029,541649,9106,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4602073,15377,285598,9079,191983,7233,93615,6160,4316475,16677,2193701,19959,2122774,20704,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,616791,3429,49205,3436,41432,2996,7773,1545,567586,4195,305837,5649,261749,6395,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,140851,1157,6064,1124,3986,848,2078,671,134787,1608,58300,2565,76487,2881,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1356082,6844,66706,4885,50664,3433,16042,2814,1289376,7928,665773,10045,623603,10234,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1267668,5893,66700,4200,47857,3831,18843,2003,1200968,6642,589873,9326,611095,9824,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,397397,2579,19422,2542,11893,1965,7529,1417,377975,3274,182866,4481,195109,4830,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1161660,3664,59217,3261,43451,3013,15766,1972,1102443,4660,527213,7803,575230,7448,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,117435,1395,6960,1448,5459,1175,1501,638,110475,1991,60007,2684,50468,2514,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,619341,8243,31274,2966,15442,2236,15832,1953,588067,8960,219255,5732,368812,8562,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
