GEO_ID,B27001A_001E,B27001A_001M,B27001A_002E,B27001A_002M,B27001A_003E,B27001A_003M,B27001A_004E,B27001A_004M,B27001A_005E,B27001A_005M,B27001A_006E,B27001A_006M,B27001A_007E,B27001A_007M,B27001A_008E,B27001A_008M,B27001A_009E,B27001A_009M,B27001A_010E,B27001A_010M,B27001A_011E,B27001A_011M,B27001A_012E,B27001A_012M,B27001A_013E,B27001A_013M,B27001A_014E,B27001A_014M,B27001A_015E,B27001A_015M,B27001A_016E,B27001A_016M,B27001A_017E,B27001A_017M,B27001A_018E,B27001A_018M,B27001A_019E,B27001A_019M,B27001A_020E,B27001A_020M,B27001A_021E,B27001A_021M,B27001A_022E,B27001A_022M,B27001A_023E,B27001A_023M,B27001A_024E,B27001A_024M,B27001A_025E,B27001A_025M,B27001A_026E,B27001A_026M,B27001A_027E,B27001A_027M,B27001A_028E,B27001A_028M,NAME,B27001A_001EA,B27001A_001MA,B27001A_002EA,B27001A_002MA,B27001A_003MA,B27001A_003EA,B27001A_004EA,B27001A_004MA,B27001A_005EA,B27001A_005MA,B27001A_006EA,B27001A_006MA,B27001A_007EA,B27001A_007MA,B27001A_008MA,B27001A_008EA,B27001A_009EA,B27001A_009MA,B27001A_010MA,B27001A_010EA,B27001A_011EA,B27001A_011MA,B27001A_012EA,B27001A_012MA,B27001A_013MA,B27001A_013EA,B27001A_014EA,B27001A_014MA,B27001A_015EA,B27001A_015MA,B27001A_016MA,B27001A_016EA,B27001A_017EA,B27001A_017MA,B27001A_018EA,B27001A_018MA,B27001A_019MA,B27001A_019EA,B27001A_020EA,B27001A_020MA,B27001A_021MA,B27001A_021EA,B27001A_022EA,B27001A_022MA,B27001A_023EA,B27001A_023MA,B27001A_024MA,B27001A_024EA,B27001A_025MA,B27001A_025EA,B27001A_026EA,B27001A_026MA,B27001A_027EA,B27001A_027MA,B27001A_028EA,B27001A_028MA,state
0400000US01,3277164,6976,224498,3770,214759,3937,9739,1988,490237,3817,463040,4629,27197,4219,304950,3234,227100,5000,77850,4891,390607,4626,287627,5465,102980,6475,423073,3300,343500,5789,79573,5684,489219,2128,411592,5026,77627,4551,438525,1081,400490,2731,38035,2598,295760,1251,295303,1315,457,366,220295,1538,220178,1547,117,160,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,463025,3095,36515,1494,34502,1626,2013,909,70007,1607,63636,2563,6371,1800,38895,1294,27918,1641,10977,1534,65558,2125,47830,3079,17728,2399,63368,1466,53917,1875,9451,1669,81510,1032,68133,1927,13377,1713,67380,572,58350,1614,9030,1520,26313,692,25850,707,463,370,13479,685,13446,692,33,53,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5022807,24298,394380,8167,358214,8257,36166,4368,797775,9742,688665,10862,109110,8149,455704,5914,319125,7879,136579,7301,636066,7811,468970,8653,167096,8252,625112,5032,490992,7452,134120,6532,685072,4577,567715,5798,117357,5513,631242,3435,552834,5175,78408,4735,449303,2278,445332,2533,3971,1135,348153,2205,346333,2316,1820,837,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2250470,6814,167064,3683,159766,3679,7298,1938,341201,3769,316625,4523,24576,3403,209876,4236,134548,5526,75328,4394,270012,4506,186278,5568,83734,5083,284265,3525,215433,5171,68832,4970,321821,1996,258989,4283,62832,4254,294902,1215,253953,3425,40949,3225,206781,1415,206521,1434,260,223,154548,1765,154124,1928,424,519,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,22998619,69063,1722849,14060,1611935,15757,110914,6955,3628665,20390,3272936,21008,355729,14367,2233678,15154,1508415,15068,725263,17080,3063028,18084,2166783,17187,896245,18457,3075395,16896,2348646,15934,726749,15980,3381882,15192,2744878,16544,637004,13523,2801039,9518,2413416,13177,387623,10930,1636884,7028,1611663,7806,25221,3110,1455199,7242,1445175,6962,10024,1823,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4139741,17290,316057,5077,291353,5595,24704,3184,630736,8055,562942,9531,67794,6410,384521,3781,279579,5770,104942,5787,576612,5268,426707,7667,149905,7870,566153,4320,469411,5463,96742,5907,635361,4098,537489,5761,97872,5420,537663,2379,477709,3826,59954,3758,281266,2165,279703,2225,1563,700,211372,1523,210872,1577,500,368,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2759067,10541,164277,3502,160683,3515,3594,1056,417892,3844,408324,4186,9568,1857,228040,2523,193421,3452,34619,2917,289690,3904,239659,4583,50031,3695,363049,3215,328455,4879,34594,3987,473442,2471,435744,3947,37698,3806,385072,1550,360455,2505,24617,2248,223564,1534,222463,1474,1101,503,214041,1745,213451,1750,590,452,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,627148,4834,39715,1804,38593,1899,1122,514,86118,1923,79607,2438,6511,1958,60391,1290,49596,1814,10795,1957,72146,1615,58396,1984,13750,1979,77946,1389,69048,1917,8898,1898,97615,893,85586,1657,12029,1809,87315,759,81132,1914,6183,1740,59514,636,59466,641,48,85,46388,595,46388,595,0,265,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,240292,4058,12223,962,12223,962,0,292,12538,1367,12323,1327,215,243,40602,1248,38316,1504,2286,1058,70433,1301,64043,2128,6390,1933,35589,926,33647,1189,1942,798,24334,678,22467,976,1867,840,21795,615,20826,710,969,487,13227,397,13084,394,143,145,9551,323,9485,325,66,119,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14222212,32761,856598,10138,770748,11189,85850,5879,1852679,10148,1610349,14117,242330,12299,1185250,7269,759085,10558,426165,11552,1591805,10442,1000737,14556,591068,13320,1792667,8498,1262516,13138,530151,12806,2131958,7870,1603481,15522,528477,15484,1945457,4161,1610771,12135,334686,12795,1510276,4073,1489653,5186,20623,2874,1355522,4009,1348017,4440,7505,2217,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5798121,17245,436864,6606,405373,6588,31491,4002,906279,7654,823487,8075,82792,6458,526745,5547,357160,7289,169585,7350,722732,7139,495971,8179,226761,8571,819408,6765,638807,8562,180601,8794,872345,3961,715476,7446,156869,7075,745573,2763,649076,5378,96497,5814,451433,1877,447777,2142,3656,1261,316742,2642,315975,2775,767,693,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,310774,4546,16768,1321,16050,1214,718,569,29319,1662,27202,1650,2117,1031,24128,1797,21904,2089,2224,862,45021,2174,39821,2207,5200,1410,38678,1154,33181,1777,5497,1481,51422,1094,43114,2120,8308,1576,56556,568,50386,1462,6170,1308,28907,646,28493,659,414,318,19975,724,19915,726,60,100,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1431716,5789,130012,2662,117324,3206,12688,2184,252903,2968,226720,4476,26183,3735,137340,1789,94394,4006,42946,3963,186522,2282,130834,3937,55688,4057,173237,1945,133209,3296,40028,3175,192952,1801,154791,3119,38161,3082,171737,1011,144493,2593,27244,2842,106270,1060,106017,1064,253,191,80743,1019,80743,1019,0,267,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9199957,28033,644727,8772,625090,8664,19637,2659,1396502,11226,1337184,11244,59318,4756,845376,5857,655065,7707,190311,7230,1220612,7569,954493,8914,266119,8790,1217094,5975,1037449,8096,179645,7837,1423573,4462,1234579,7979,188994,6997,1164160,3645,1049261,6533,114899,5581,682692,2510,675855,2820,6837,1471,605221,3291,601683,3177,3538,932,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5448167,8740,412588,4343,376988,5084,35600,3332,865330,4938,785572,7211,79758,5246,527608,3080,382108,5666,145500,5574,674567,3965,501243,6858,173324,6965,701529,2804,574218,5623,127311,5800,826569,2139,706064,5705,120505,4882,692511,1929,618611,4320,73900,3993,412351,1324,410724,1419,1627,562,335114,2526,334332,2553,782,481,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2752877,6332,204689,2737,198408,3072,6281,1306,421164,3141,404318,3489,16846,2448,266548,2154,216784,3349,49764,3583,337308,2511,280335,3640,56973,3442,328619,2176,289865,3432,38754,3315,413487,1556,372606,3009,40881,2802,360978,1056,338481,2234,22497,2078,216600,730,215820,793,780,381,203484,992,203301,969,183,199,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2394374,7699,190368,3684,177772,3724,12596,1710,389147,3601,356403,4201,32744,3156,234773,2754,180085,4240,54688,4059,300773,3835,224856,4368,75917,4701,289680,2831,237555,4088,52125,3789,355317,2284,311206,3778,44111,2990,299609,1471,271071,2861,28538,2488,174660,1284,174007,1317,653,416,160047,1598,159708,1649,339,316,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3758929,6739,274956,3357,260431,4009,14525,2296,582638,3970,546022,4959,36616,3830,341953,3138,232299,5641,109654,5259,471423,3764,340469,5494,130954,5061,499208,2858,392915,5680,106293,5228,570834,1761,476772,5758,94062,5676,494986,1470,438960,3697,56026,3599,302367,1254,301545,1390,822,431,220564,1393,220550,1391,14,24,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2806828,6094,204565,3900,196703,3651,7862,1810,410523,4426,387865,5370,22658,3385,264689,3251,192923,4356,71766,4379,369075,3574,266238,6008,102837,5861,355248,2290,274191,5348,81057,5475,426313,2030,347764,5052,78549,5034,369950,1377,322817,4301,47133,4207,227719,1371,226267,1456,1452,635,178746,1917,178351,1886,395,363,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1252056,1569,76219,1429,74113,1711,2106,695,173663,1451,165692,2282,7971,1388,108069,1200,86647,2355,21422,1869,133899,906,109173,2271,24726,2460,161762,818,138009,2503,23753,2551,209823,559,183943,2271,25880,2142,187666,470,168602,2163,19064,2186,110227,470,110056,469,171,143,90728,892,90728,892,0,230,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3356226,11677,223404,4095,215407,4562,7997,2054,484381,4838,465193,5537,19188,3109,291485,2723,235450,4441,56035,4430,406606,4323,332990,4464,73616,5349,436182,3985,382590,4315,53592,4186,551751,2195,507568,4141,44183,3847,461339,1815,433039,2987,28300,2776,266828,1268,263368,1316,3460,1125,234250,2446,233207,2441,1043,356,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5257446,13470,318353,4260,315232,4214,3121,1048,751844,5711,740214,6024,11630,2597,509750,3623,471930,5098,37820,3815,628983,3967,578939,5554,50044,4972,698766,3763,665533,4730,33233,3631,854612,3008,816680,5452,37932,4694,707599,2558,688387,3524,19212,2693,407267,1597,406592,1553,675,507,380272,2186,379978,2212,294,334,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7764965,11565,510430,5340,493097,5904,17333,2697,1192414,6450,1143948,7520,48466,3899,725459,3305,547876,5815,177583,5704,885025,3394,671381,7576,213644,7342,987609,3028,824030,8043,163579,7848,1242381,2197,1066559,6375,175822,5943,1059160,1824,966375,4914,92785,4821,627232,1618,625845,1713,1387,560,535255,2188,534609,2205,646,388,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4527997,6880,323164,3730,305708,4125,17456,2473,680635,3988,640768,4898,39867,3345,405743,2113,334093,4241,71650,4149,591343,2013,504609,3893,86734,4190,577657,2192,524326,4066,53331,3540,731155,1643,675731,3299,55424,3125,589664,1348,556199,2436,33465,2072,334276,1240,333835,1248,441,241,294360,1680,294135,1697,225,162,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1732540,5037,126214,2964,117114,3157,9100,1883,261211,3456,238333,4752,22878,3581,159603,3024,111784,4343,47819,4243,205931,3990,144801,4978,61130,4477,222340,2988,171661,4957,50679,4648,250333,2375,204760,4040,45573,3903,231591,1416,204728,3002,26863,2616,157092,1238,156651,1285,441,320,118225,1586,117950,1597,275,261,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4897218,6895,356782,3939,337829,4777,18953,2558,749497,4461,699805,5814,49692,3964,455068,3153,346227,7198,108841,6878,613443,3271,477729,6113,135714,6001,607508,2746,504167,5633,103341,5334,752980,1917,651044,4491,101936,4339,634124,1537,571978,3893,62146,3728,400625,1662,399509,1740,1116,413,327191,1796,326266,1923,925,510,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,877743,1956,60063,1567,52102,2069,7961,1541,125664,1748,112445,2454,13219,2218,80586,1387,60533,2509,20053,2257,105889,1153,78698,2704,27191,2580,100498,836,79013,2020,21485,2089,136839,852,109596,2282,27243,2311,131531,643,114241,2025,17290,1777,76204,368,75930,466,274,282,60469,456,60401,444,68,115,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1604166,5591,129225,2465,123615,2511,5610,1154,254738,2916,240047,3335,14691,2041,157469,1771,122098,2738,35371,2796,208976,2754,167610,3355,41366,3267,192149,2000,163394,2800,28755,2587,235590,1647,207724,2879,27866,2397,199347,1303,182944,2281,16403,1886,116068,949,115723,960,345,232,110604,1981,110595,1978,9,16,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1946617,13163,149443,4314,128677,4514,20766,2715,295348,4472,239066,5381,56282,4908,167175,3455,95718,4830,71457,4845,262733,4459,170505,5558,92228,4939,271338,4027,198356,5334,72982,4839,281225,2401,214829,4484,66396,4446,251737,1995,210844,3457,40893,3220,162533,1325,159650,1678,2883,1260,105085,1266,103609,1309,1476,872,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1225293,3452,74330,1859,71522,2104,2808,1180,185011,2181,175883,2990,9128,2090,114137,1213,90323,2456,23814,2541,129832,1770,100963,3291,28869,2767,164764,1114,141500,2657,23264,2768,215282,1225,189303,2932,25979,2507,172722,497,156157,2279,16565,2201,94709,699,94441,762,268,312,74506,675,74226,732,280,262,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
