GEO_ID,B17019_001E,B17019_001M,B17019_002E,B17019_002M,B17019_003E,B17019_003M,B17019_004E,B17019_004M,B17019_005E,B17019_005M,B17019_006E,B17019_006M,B17019_007E,B17019_007M,B17019_008E,B17019_008M,B17019_009E,B17019_009M,B17019_010E,B17019_010M,B17019_011E,B17019_011M,B17019_012E,B17019_012M,B17019_013E,B17019_013M,B17019_014E,B17019_014M,B17019_015E,B17019_015M,B17019_016E,B17019_016M,B17019_017E,B17019_017M,B17019_018E,B17019_018M,B17019_019E,B17019_019M,B17019_020E,B17019_020M,B17019_021E,B17019_021M,B17019_022E,B17019_022M,B17019_023E,B17019_023M,NAME,B17019_001EA,B17019_001MA,B17019_002MA,B17019_002EA,B17019_003MA,B17019_003EA,B17019_004MA,B17019_004EA,B17019_005EA,B17019_005MA,B17019_006MA,B17019_006EA,B17019_007MA,B17019_007EA,B17019_008EA,B17019_008MA,B17019_009MA,B17019_009EA,B17019_010EA,B17019_010MA,B17019_011EA,B17019_011MA,B17019_012MA,B17019_012EA,B17019_013EA,B17019_013MA,B17019_014MA,B17019_014EA,B17019_015EA,B17019_015MA,B17019_016EA,B17019_016MA,B17019_017EA,B17019_017MA,B17019_018EA,B17019_018MA,B17019_019MA,B17019_019EA,B17019_020EA,B17019_020MA,B17019_021MA,B17019_021EA,B17019_022EA,B17019_022MA,B17019_023EA,B17019_023MA,state
0400000US01,1227884,13886,180849,6757,56212,3459,32435,2638,23777,2745,124637,6103,16878,2581,7558,1482,9320,1986,107759,4952,34533,3399,73226,4228,1047035,12901,812734,12086,707121,9820,105613,6785,234301,7336,62430,4463,41424,3540,21006,2598,171871,6410,108925,4762,62946,4476,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,170859,4484,12277,1505,3588,812,1842,530,1746,654,8689,1163,1709,583,686,366,1023,478,6980,1013,1573,485,5407,908,158582,4656,124381,4730,96811,4291,27570,2881,34201,2515,12502,1832,8084,1332,4418,1214,21699,2139,11179,1587,10520,1639,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1548428,12546,194239,8312,81946,4465,39333,3078,42613,3446,112293,6405,23173,2641,7466,1316,15707,2404,89120,6024,23997,2909,65123,5208,1354189,11236,1052283,11352,855611,10780,196672,6711,301906,8970,100599,6134,57310,4429,43289,4414,201307,6753,113886,5560,87421,4521,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761361,9102,107243,4728,37321,2720,20241,2010,17080,2289,69922,4568,12037,2148,4363,1147,7674,1673,57885,3869,14741,1916,43144,3569,654118,7896,517625,8143,439371,8650,78254,4485,136493,5972,39583,3040,23593,2296,15990,2149,96910,4853,54403,3474,42507,3301,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8507856,27357,1003305,17807,437443,10169,140110,6358,297333,8868,565862,14438,121378,7334,27561,2857,93817,6309,444484,10980,71189,3898,373295,10442,7504551,26422,5645123,26318,4081313,21566,1563810,18517,1859428,20517,615248,12067,297500,8978,317748,8791,1244180,18019,602383,11473,641797,13118,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1258885,11852,118446,6082,45684,3914,21499,2216,24185,3261,72762,4791,13751,2325,2945,769,10806,2078,59011,3914,12858,1980,46153,3819,1140439,10316,913940,10744,766918,9694,147022,6826,226499,6124,76767,4664,45387,3327,31380,3229,149732,5449,83917,4030,65815,3886,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890770,9681,63695,4324,18642,2308,7967,1395,10675,1717,45053,3592,5956,1524,2208,878,3748,1169,39097,3313,5674,1202,33423,3219,827075,9311,637987,8316,555750,7748,82237,4368,189088,6835,52369,3990,32238,3050,20131,2569,136719,6555,77382,4692,59337,4295,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,221233,4976,17881,2221,5527,1251,3530,894,1997,877,12354,1739,1957,722,388,268,1569,685,10397,1518,2474,718,7923,1472,203352,5101,156048,4811,137590,4267,18458,2353,47304,3417,12167,1778,7737,1352,4430,1017,35137,3242,21278,2556,13859,2046,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,101519,4051,14285,1749,1765,604,768,502,997,440,12520,1612,1209,562,238,316,971,469,11311,1444,1052,431,10259,1434,87234,3887,55510,2748,37995,2619,17515,2140,31724,2645,7531,1181,3036,930,4495,1180,24193,2321,10142,1263,14051,1875,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4556930,26451,548767,9830,218862,8016,119432,6201,99430,5160,329905,9401,58942,4362,23336,2561,35606,3388,270963,8493,77286,4485,193677,7970,4008163,23287,3089022,22163,2573351,22731,515671,10508,919141,15599,254363,9459,150929,6871,103434,6352,664778,11688,397111,9205,267667,8204,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
