GEO_ID,B19121_001E,B19121_001M,B19121_002E,B19121_002M,B19121_003E,B19121_003M,B19121_004E,B19121_004M,B19121_005E,B19121_005M,NAME,B19121_001MA,B19121_001EA,B19121_002EA,B19121_002MA,B19121_003MA,B19121_003EA,B19121_004MA,B19121_004EA,B19121_005EA,B19121_005MA,state
0400000US01,50429,708,25546,854,38321,850,70962,819,89002,3497,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,76962,2545,30420,5224,52611,2765,95313,3028,124696,7668,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,55353,769,33414,891,41385,751,74737,1447,90988,3447,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,47049,745,26281,1127,34203,1135,65935,1108,82736,2831,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,65481,394,28022,508,47683,564,86667,610,96642,1109,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,67800,882,33813,1097,47361,1035,85092,1266,96876,3754,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,81246,884,35801,1616,56773,1490,100308,1487,118038,3436,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,68746,2459,39272,2082,48049,3436,86197,3165,105715,4779,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,77514,6098,12378,2121,50552,4407,134133,8791,112184,8189,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,53093,410,32926,627,40766,431,71943,541,87367,1492,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,55209,574,25038,749,39694,953,75344,702,90090,2101,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,76134,1551,39546,3592,51099,1636,86532,1901,117128,4984,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,52342,855,33077,1932,39120,1627,64579,1691,78882,2601,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,65417,429,30733,777,45545,713,83603,983,101241,1453,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,55368,500,29914,752,39987,708,72633,835,90057,1812,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,60917,646,33535,1295,40650,810,73170,957,87363,2341,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,61013,878,34039,1531,41611,963,74437,1469,92043,2441,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,50392,623,24360,708,38356,1055,71034,1074,90591,2750,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,52456,918,22373,793,37931,1624,75201,1314,95423,2759,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,58197,1152,28557,1928,40532,1534,73585,1803,87747,3134,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,83137,1192,34892,1485,57455,1380,103693,1360,119752,2825,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,78653,1116,28270,904,53496,1334,100101,1253,116444,2334,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,56101,429,31826,561,43677,693,75845,700,92116,1687,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,69625,675,35468,969,46161,791,83448,766,98037,1661,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,45484,988,20918,797,33126,1290,67065,1399,84318,3938,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,56214,603,30329,789,38895,923,72120,860,92211,1921,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,54507,1827,31767,2033,38369,1865,68984,2960,90689,3972,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,60812,905,32595,1636,39192,1967,71987,1196,86168,2495,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,60192,1155,31681,2316,43146,2215,75893,2051,90128,3047,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,74634,1610,33836,2445,51550,1718,87089,2216,111543,4944,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,82427,842,31505,1002,60322,1162,104786,1211,122575,2213,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,51020,945,27643,1482,37246,1580,72193,1969,91053,4812,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,65897,408,26972,581,45931,481,89558,778,110484,1488,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,52920,541,26772,656,37892,753,72035,708,85057,1836,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,65207,1493,30284,2451,42953,2186,74895,2104,91074,5567,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,56518,418,29014,548,40471,469,75852,641,91537,1283,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US40,51958,620,27665,1117,37466,1084,67290,954,85484,2772,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
0400000US41,56661,973,33137,1104,42877,1093,73372,1594,87693,3803,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,61890,408,29304,480,45092,644,80104,764,99420,1328,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US44,67814,2295,28042,2267,46335,2639,86739,2865,105339,7717,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
0400000US45,51704,595,26813,810,37660,1023,72139,1136,83181,2393,South Carolina,null,null,null,null,null,null,null,null,null,null,45
0400000US46,59987,1689,30365,2332,36799,1691,69616,1754,88375,3075,South Dakota,null,null,null,null,null,null,null,null,null,null,46
0400000US47,51083,511,25406,637,37967,886,69198,914,87033,3455,Tennessee,null,null,null,null,null,null,null,null,null,null,47
0400000US48,56575,441,25813,568,39673,640,75510,566,86415,1312,Texas,null,null,null,null,null,null,null,null,null,null,48
0400000US49,61618,583,35830,1641,48176,1422,68320,1251,95025,3359,Utah,null,null,null,null,null,null,null,null,null,null,49
0400000US50,62575,1719,27963,2687,43544,2220,74287,1924,95090,4262,Vermont,null,null,null,null,null,null,null,null,null,null,50
0400000US51,72476,752,32975,952,50605,716,91286,1078,109784,2452,Virginia,null,null,null,null,null,null,null,null,null,null,51
0400000US53,67328,649,36322,1303,51671,729,84639,1049,99671,2086,Washington,null,null,null,null,null,null,null,null,null,null,53
0400000US54,48927,1009,26118,1083,40887,1083,70922,1594,84557,3915,West Virginia,null,null,null,null,null,null,null,null,null,null,54
0400000US55,62088,500,32140,881,41880,719,76777,623,93510,1657,Wisconsin,null,null,null,null,null,null,null,null,null,null,55
0400000US56,65841,2734,34421,2806,48832,2225,80030,2876,97376,7087,Wyoming,null,null,null,null,null,null,null,null,null,null,56
0400000US72,21645,373,9487,381,21190,476,43235,1181,54395,3960,Puerto Rico,null,null,null,null,null,null,null,null,null,null,72
