GEO_ID,B17010H_001E,B17010H_001M,B17010H_002E,B17010H_002M,B17010H_003E,B17010H_003M,B17010H_004E,B17010H_004M,B17010H_005E,B17010H_005M,B17010H_006E,B17010H_006M,B17010H_007E,B17010H_007M,B17010H_008E,B17010H_008M,B17010H_009E,B17010H_009M,B17010H_010E,B17010H_010M,B17010H_011E,B17010H_011M,B17010H_012E,B17010H_012M,B17010H_013E,B17010H_013M,B17010H_014E,B17010H_014M,B17010H_015E,B17010H_015M,B17010H_016E,B17010H_016M,B17010H_017E,B17010H_017M,B17010H_018E,B17010H_018M,B17010H_019E,B17010H_019M,B17010H_020E,B17010H_020M,B17010H_021E,B17010H_021M,B17010H_022E,B17010H_022M,B17010H_023E,B17010H_023M,B17010H_024E,B17010H_024M,B17010H_025E,B17010H_025M,B17010H_026E,B17010H_026M,B17010H_027E,B17010H_027M,B17010H_028E,B17010H_028M,B17010H_029E,B17010H_029M,B17010H_030E,B17010H_030M,B17010H_031E,B17010H_031M,B17010H_032E,B17010H_032M,B17010H_033E,B17010H_033M,B17010H_034E,B17010H_034M,B17010H_035E,B17010H_035M,B17010H_036E,B17010H_036M,B17010H_037E,B17010H_037M,B17010H_038E,B17010H_038M,B17010H_039E,B17010H_039M,B17010H_040E,B17010H_040M,B17010H_041E,B17010H_041M,NAME,B17010H_001EA,B17010H_001MA,B17010H_002EA,B17010H_002MA,B17010H_003EA,B17010H_003MA,B17010H_004EA,B17010H_004MA,B17010H_005EA,B17010H_005MA,B17010H_006MA,B17010H_006EA,B17010H_007EA,B17010H_007MA,B17010H_008MA,B17010H_008EA,B17010H_009EA,B17010H_009MA,B17010H_010EA,B17010H_010MA,B17010H_011EA,B17010H_011MA,B17010H_012EA,B17010H_012MA,B17010H_013EA,B17010H_013MA,B17010H_014EA,B17010H_014MA,B17010H_015EA,B17010H_015MA,B17010H_016MA,B17010H_016EA,B17010H_017EA,B17010H_017MA,B17010H_018MA,B17010H_018EA,B17010H_019EA,B17010H_019MA,B17010H_020MA,B17010H_020EA,B17010H_021EA,B17010H_021MA,B17010H_022MA,B17010H_022EA,B17010H_023EA,B17010H_023MA,B17010H_024MA,B17010H_024EA,B17010H_025EA,B17010H_025MA,B17010H_026MA,B17010H_026EA,B17010H_027EA,B17010H_027MA,B17010H_028MA,B17010H_028EA,B17010H_029EA,B17010H_029MA,B17010H_030EA,B17010H_030MA,B17010H_031EA,B17010H_031MA,B17010H_032MA,B17010H_032EA,B17010H_033EA,B17010H_033MA,B17010H_034MA,B17010H_034EA,B17010H_035EA,B17010H_035MA,B17010H_036MA,B17010H_036EA,B17010H_037EA,B17010H_037MA,B17010H_038MA,B17010H_038EA,B17010H_039EA,B17010H_039MA,B17010H_040MA,B17010H_040EA,B17010H_041EA,B17010H_041MA,state
0400000US01,878546,9385,83696,4488,36587,2519,20313,2301,3755,1126,5401,1385,11157,1465,16274,1913,47109,3731,8892,1814,6528,1833,1141,559,1152,586,4235,1537,2364,789,38217,2956,32036,2809,5221,1047,6339,1679,20476,2019,6181,1230,794850,9780,668222,9466,250202,6699,48364,3035,42340,3341,159498,5684,418020,6814,126628,5478,39636,3860,19923,2586,3426,803,1883,683,14614,2173,19713,2706,86992,3980,44051,3129,6746,1374,3974,952,33331,2621,42941,3236,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,121855,3723,5016,1089,1605,563,1030,504,550,395,216,143,264,213,575,305,3411,990,522,365,470,353,86,133,31,60,353,329,52,86,2889,937,2889,937,1262,701,505,380,1122,549,0,246,116839,3626,98054,3951,45507,3204,10405,1920,9560,1512,25542,2294,52547,2852,18785,1817,8049,1556,4739,1046,571,486,1043,567,3125,775,3310,1033,10736,1556,7343,1266,363,223,614,419,6366,1250,3393,783,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1002970,9499,71577,5207,31239,2940,15523,2345,3534,1194,5337,1187,6652,1484,15716,1724,40338,4156,7609,1470,5863,1393,1066,664,770,471,4027,1137,1746,631,32729,3928,27318,3675,5993,1466,5114,1333,16211,2862,5411,1349,931393,9158,770574,9066,249871,7265,51788,3886,48692,3692,149391,5769,520703,7622,160819,7147,51282,3911,29038,2874,7064,1689,2936,1079,19038,2314,22244,2735,109537,5595,61329,4206,9016,1827,7123,1478,45190,3719,48208,3368,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,597637,7430,61424,4000,25399,2296,14506,1914,3084,1299,4043,1015,7379,1174,10893,1535,36025,3213,6003,1398,3391,1052,673,424,655,442,2063,722,2612,914,30022,2926,26666,2745,5732,1411,7374,1415,13560,1608,3356,886,536213,7006,446883,7557,161295,4977,29301,2801,31804,2848,100190,3840,285588,5565,89330,4671,28044,2543,13396,1759,2793,852,1459,702,9144,1467,14648,1947,61286,3562,36472,3078,6379,1469,3161,1003,26932,2584,24814,2285,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3879321,21523,222488,7721,102012,5310,49948,3460,8897,1632,14207,1790,26844,2535,52064,3615,120476,5970,27409,3002,19378,2714,4036,1247,2899,1125,12443,2040,8031,1624,93067,4693,73001,4675,14967,2057,16604,2178,41430,4236,20066,2349,3656833,20477,2955178,18352,1125448,14461,234196,7282,190798,5853,700454,12209,1829730,15779,701655,13195,222855,8104,103632,5670,20089,2472,8938,1686,74605,4534,119223,5635,478800,10784,234695,8860,35106,3139,22840,3101,176749,8265,244105,7369,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,938629,10055,52470,3858,22431,2685,10156,1607,2850,975,3231,915,4075,1044,12275,1711,30039,2782,5319,1379,3940,1218,1227,675,362,359,2351,916,1379,609,24720,2547,21461,2448,5423,1593,4579,1262,11459,1795,3259,732,886159,9324,739215,9259,297285,7184,64594,4090,53180,3406,179511,5564,441930,8217,146944,4514,50114,3285,29034,2865,5712,1271,2376,941,20946,2291,21080,1933,96830,4534,53688,3397,8799,1488,5465,1248,39424,3111,43142,2672,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,669611,8221,22900,2676,10084,1688,4316,1068,1273,591,1182,582,1861,654,5768,1327,12816,1941,2422,841,2007,790,552,451,368,408,1087,562,415,271,10394,1700,8774,1574,2881,859,1300,599,4593,1119,1620,625,646711,8054,528856,7129,213956,5883,39463,2710,32056,2629,142437,5014,314900,5776,117855,4978,34764,2990,15443,2177,2201,791,697,420,12545,1997,19321,2088,83091,4703,43193,3434,4412,1051,3985,1004,34796,3159,39898,2949,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,152822,3778,7232,1419,3004,915,1775,676,66,105,827,450,882,480,1229,547,4228,993,907,571,746,521,493,495,62,101,191,149,161,231,3321,798,2760,784,806,428,368,256,1586,688,561,241,145590,3660,118578,3714,42780,2310,7116,1005,7616,1257,28048,2137,75798,3062,27012,2338,7953,1291,4215,903,966,471,291,218,2958,730,3738,863,19059,2019,10259,1727,1631,562,1289,545,7339,1633,8800,1300,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2855004,20835,213288,7592,98654,5166,42347,3703,7678,1303,10770,1810,23899,2965,56307,4086,114634,5984,25208,2445,16451,2030,4050,948,2092,755,10309,1514,8757,1499,89426,5250,72306,5006,16358,2400,14336,1974,41612,3683,17120,2221,2641716,19188,2196179,17626,653082,12308,130148,5284,102565,5215,420369,9756,1543097,14439,445537,12037,135855,7018,64601,4809,14276,1873,5780,1207,44545,3999,71254,5180,309682,8723,156975,5093,23675,2340,13648,2140,119652,4558,152707,6766,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
