GEO_ID,B25101_001E,B25101_001M,B25101_002E,B25101_002M,B25101_003E,B25101_003M,B25101_004E,B25101_004M,B25101_005E,B25101_005M,B25101_006E,B25101_006M,B25101_007E,B25101_007M,B25101_008E,B25101_008M,B25101_009E,B25101_009M,B25101_010E,B25101_010M,B25101_011E,B25101_011M,B25101_012E,B25101_012M,B25101_013E,B25101_013M,B25101_014E,B25101_014M,B25101_015E,B25101_015M,B25101_016E,B25101_016M,B25101_017E,B25101_017M,B25101_018E,B25101_018M,B25101_019E,B25101_019M,B25101_020E,B25101_020M,B25101_021E,B25101_021M,B25101_022E,B25101_022M,B25101_023E,B25101_023M,B25101_024E,B25101_024M,B25101_025E,B25101_025M,B25101_026E,B25101_026M,B25101_027E,B25101_027M,B25101_028E,B25101_028M,B25101_029E,B25101_029M,B25101_030E,B25101_030M,B25101_031E,B25101_031M,B25101_032E,B25101_032M,B25101_033E,B25101_033M,B25101_034E,B25101_034M,B25101_035E,B25101_035M,B25101_036E,B25101_036M,B25101_037E,B25101_037M,B25101_038E,B25101_038M,B25101_039E,B25101_039M,B25101_040E,B25101_040M,B25101_041E,B25101_041M,B25101_042E,B25101_042M,B25101_043E,B25101_043M,B25101_044E,B25101_044M,B25101_045E,B25101_045M,NAME,B25101_001MA,B25101_001EA,B25101_002EA,B25101_002MA,B25101_003EA,B25101_003MA,B25101_004MA,B25101_004EA,B25101_005EA,B25101_005MA,B25101_006MA,B25101_006EA,B25101_007MA,B25101_007EA,B25101_008MA,B25101_008EA,B25101_009EA,B25101_009MA,B25101_010MA,B25101_010EA,B25101_011EA,B25101_011MA,B25101_012EA,B25101_012MA,B25101_013MA,B25101_013EA,B25101_014MA,B25101_014EA,B25101_015MA,B25101_015EA,B25101_016EA,B25101_016MA,B25101_017EA,B25101_017MA,B25101_018MA,B25101_018EA,B25101_019MA,B25101_019EA,B25101_020EA,B25101_020MA,B25101_021EA,B25101_021MA,B25101_022MA,B25101_022EA,B25101_023MA,B25101_023EA,B25101_024MA,B25101_024EA,B25101_025MA,B25101_025EA,B25101_026EA,B25101_026MA,B25101_027EA,B25101_027MA,B25101_028EA,B25101_028MA,B25101_029EA,B25101_029MA,B25101_030MA,B25101_030EA,B25101_031EA,B25101_031MA,B25101_032EA,B25101_032MA,B25101_033EA,B25101_033MA,B25101_034MA,B25101_034EA,B25101_035MA,B25101_035EA,B25101_036MA,B25101_036EA,B25101_037EA,B25101_037MA,B25101_038EA,B25101_038MA,B25101_039MA,B25101_039EA,B25101_040EA,B25101_040MA,B25101_041EA,B25101_041MA,B25101_042MA,B25101_042EA,B25101_043EA,B25101_043MA,B25101_044EA,B25101_044MA,B25101_045MA,B25101_045EA,state
0400000US01,1272846,12811,774408,11811,75886,4134,296,314,1781,699,73809,4064,97105,4517,4753,956,19666,2204,72686,3728,119834,5322,19476,2208,47745,3621,52613,3581,167745,6706,66474,4284,64908,4449,36363,2679,308761,8052,222530,7164,69814,4135,16417,1891,5077,1165,498438,9912,128733,4754,31189,2543,31915,2540,65629,3678,112207,5619,83388,4826,21541,2092,7278,1209,80998,4807,75832,4493,4723,1144,443,267,80273,4278,78902,4172,1324,626,47,78,87530,4797,87017,4767,467,330,46,77,8697,1375,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,162785,3878,112659,3658,3623,1000,0,246,14,24,3609,1000,7870,1274,193,137,653,384,7024,1262,9487,1405,726,483,1407,511,7354,1339,20097,2129,4003,952,6890,1105,9204,1488,71384,3397,37857,2880,24547,2444,8980,1525,198,216,50126,2618,8264,1225,1889,505,1528,593,4847,1044,7651,992,4163,819,2043,493,1445,534,6194,926,4799,809,1042,499,353,205,9492,1276,8746,1259,703,407,43,72,18383,1774,18343,1785,40,67,0,246,142,125,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1522938,13309,1065003,11608,77082,4358,258,228,1138,457,75686,4400,125266,5302,3446,887,14053,2145,107767,5490,149706,5757,14841,1798,36258,3032,98607,5097,240567,7197,45720,3666,96581,4482,98266,4477,463746,8531,260193,7235,148819,6026,54734,3082,8636,1593,457935,8752,96006,4656,26729,2192,23049,2176,46228,3733,103358,4786,73616,4078,21311,2125,8431,1524,76141,4326,68868,3874,6484,1391,789,392,76466,4111,74943,4052,1197,502,326,283,97185,3963,96762,3983,300,224,123,144,8779,1525,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,751568,9191,433218,8521,38597,2832,240,200,1245,442,37112,2723,64329,3913,3510,869,19694,2437,41125,3154,72607,4470,18204,1980,32686,2851,21717,2293,98608,4602,52138,3879,33532,2799,12938,1941,157193,5786,121287,5466,29991,2255,5915,1063,1884,795,318350,6991,78553,3991,25868,2699,20922,1871,31763,2804,78154,3392,64003,3239,11806,1391,2345,625,52267,3605,50691,3574,1417,514,159,156,49795,3337,49136,3298,609,443,50,79,55235,3391,55235,3391,0,273,0,273,4346,1014,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6903175,27402,5183554,27183,251029,8075,1024,469,2675,869,247330,8236,401308,9626,7273,1432,18950,2020,375085,9595,516394,12349,19081,1996,59713,3808,437600,11636,918757,14448,88487,4559,206059,6415,624211,12645,3065602,22981,1067877,16481,1041081,14253,956644,13912,30464,3075,1719621,18951,301600,8179,64984,3247,59561,3867,177055,6758,319512,7187,187779,6061,70918,4237,60815,3430,247450,8072,199995,7091,33335,2695,14120,1750,289259,7825,268983,7757,15518,1764,4758,856,538627,11060,529562,10738,6991,1119,2074,737,23173,2275,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1292792,11248,974765,10769,55643,3689,120,140,654,393,54869,3614,88499,5187,1786,614,6230,1267,80483,4631,114633,5260,7643,1222,27271,2599,79719,4792,196363,6375,34229,3049,77030,4180,85104,4498,513874,8495,276400,7426,173633,5436,63841,3440,5753,1137,318027,6814,56652,3398,11162,1464,14060,1634,31430,2564,63218,3708,43864,2795,13463,1868,5891,1258,50228,3013,44956,2789,4891,949,381,250,56570,3254,55403,3244,989,366,178,153,87784,3715,87352,3784,345,240,87,136,3575,827,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,923617,8286,660057,8447,23015,2555,0,281,112,131,22903,2511,39385,2882,416,341,1318,489,37651,2883,56297,3256,961,398,5361,978,49975,3044,117036,5565,8879,1269,31518,2841,76639,4147,421750,7776,176352,4718,160241,4638,85157,4217,2574,947,263560,6166,37696,3110,766,310,2733,743,34197,3118,44086,3277,5528,1072,14455,1700,24103,2210,40313,2712,17650,1877,16410,1768,6253,1052,45612,3200,35621,2802,8576,1293,1415,563,93263,3787,89591,3748,3026,775,646,261,2590,890,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,239884,4113,170847,3770,9700,1658,0,265,182,159,9518,1659,15081,1930,313,273,1644,511,13124,1680,20750,1867,1498,439,4985,890,14267,1480,36448,2706,6587,1237,13797,1898,16064,2013,88326,3241,48494,2761,29353,2117,10479,1427,542,325,69037,2701,13522,1553,2657,693,2889,874,7976,1226,12895,1531,8140,1262,2658,719,2097,729,10834,1154,9330,1147,1253,501,251,150,12927,1585,12321,1553,498,239,108,132,18294,1877,18161,1853,133,216,0,265,565,270,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,107193,3924,82658,3696,4787,970,0,292,0,292,4787,970,4361,1008,42,69,307,256,4012,991,5768,1210,235,284,889,344,4644,1071,11175,1648,1281,476,3035,824,6859,1393,55879,3105,27873,2456,18994,1936,9012,1531,688,342,24535,1627,3391,730,376,193,640,319,2375,719,3161,803,1735,738,670,293,756,329,3319,747,2634,702,307,229,378,260,4032,702,3463,673,392,255,177,151,10297,1320,10110,1310,146,141,41,69,335,329,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4794130,25332,3064955,23728,278740,8921,425,358,2494,870,275821,8859,405333,9346,8353,1313,37508,3193,359472,8388,463150,10997,32754,2814,107659,5519,322737,8166,660472,14918,130083,6680,225540,9286,304849,9277,1227506,16365,603073,13378,406135,10358,218298,6882,29754,3050,1729175,14629,375007,9155,61837,3603,71744,3934,241426,7492,383295,8725,202357,6229,110149,4695,70789,3980,274647,7002,221060,6120,39811,3103,13776,1659,291809,6765,269732,6132,16400,2046,5677,982,372304,8347,362983,8041,7352,1080,1969,679,32113,2993,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
