GEO_ID,C08526_001E,C08526_001M,C08526_002E,C08526_002M,C08526_003E,C08526_003M,C08526_004E,C08526_004M,C08526_005E,C08526_005M,C08526_006E,C08526_006M,C08526_007E,C08526_007M,C08526_008E,C08526_008M,C08526_009E,C08526_009M,C08526_010E,C08526_010M,C08526_011E,C08526_011M,C08526_012E,C08526_012M,C08526_013E,C08526_013M,C08526_014E,C08526_014M,C08526_015E,C08526_015M,C08526_016E,C08526_016M,C08526_017E,C08526_017M,C08526_018E,C08526_018M,C08526_019E,C08526_019M,C08526_020E,C08526_020M,C08526_021E,C08526_021M,C08526_022E,C08526_022M,C08526_023E,C08526_023M,C08526_024E,C08526_024M,C08526_025E,C08526_025M,C08526_026E,C08526_026M,C08526_027E,C08526_027M,C08526_028E,C08526_028M,C08526_029E,C08526_029M,C08526_030E,C08526_030M,C08526_031E,C08526_031M,C08526_032E,C08526_032M,C08526_033E,C08526_033M,C08526_034E,C08526_034M,C08526_035E,C08526_035M,C08526_036E,C08526_036M,C08526_037E,C08526_037M,C08526_038E,C08526_038M,C08526_039E,C08526_039M,C08526_040E,C08526_040M,C08526_041E,C08526_041M,C08526_042E,C08526_042M,C08526_043E,C08526_043M,C08526_044E,C08526_044M,C08526_045E,C08526_045M,C08526_046E,C08526_046M,C08526_047E,C08526_047M,C08526_048E,C08526_048M,C08526_049E,C08526_049M,C08526_050E,C08526_050M,C08526_051E,C08526_051M,C08526_052E,C08526_052M,C08526_053E,C08526_053M,C08526_054E,C08526_054M,C08526_055E,C08526_055M,C08526_056E,C08526_056M,C08526_057E,C08526_057M,C08526_058E,C08526_058M,C08526_059E,C08526_059M,C08526_060E,C08526_060M,C08526_061E,C08526_061M,C08526_062E,C08526_062M,C08526_063E,C08526_063M,C08526_064E,C08526_064M,C08526_065E,C08526_065M,C08526_066E,C08526_066M,C08526_067E,C08526_067M,C08526_068E,C08526_068M,C08526_069E,C08526_069M,C08526_070E,C08526_070M,C08526_071E,C08526_071M,C08526_072E,C08526_072M,C08526_073E,C08526_073M,C08526_074E,C08526_074M,C08526_075E,C08526_075M,C08526_076E,C08526_076M,C08526_077E,C08526_077M,C08526_078E,C08526_078M,C08526_079E,C08526_079M,C08526_080E,C08526_080M,C08526_081E,C08526_081M,C08526_082E,C08526_082M,C08526_083E,C08526_083M,C08526_084E,C08526_084M,NAME,C08526_001MA,C08526_001EA,C08526_002EA,C08526_002MA,C08526_003EA,C08526_003MA,C08526_004EA,C08526_004MA,C08526_005EA,C08526_005MA,C08526_006MA,C08526_006EA,C08526_007MA,C08526_007EA,C08526_008EA,C08526_008MA,C08526_009MA,C08526_009EA,C08526_010EA,C08526_010MA,C08526_011EA,C08526_011MA,C08526_012MA,C08526_012EA,C08526_013MA,C08526_013EA,C08526_014EA,C08526_014MA,C08526_015MA,C08526_015EA,C08526_016EA,C08526_016MA,C08526_017MA,C08526_017EA,C08526_018MA,C08526_018EA,C08526_019EA,C08526_019MA,C08526_020EA,C08526_020MA,C08526_021MA,C08526_021EA,C08526_022EA,C08526_022MA,C08526_023EA,C08526_023MA,C08526_024MA,C08526_024EA,C08526_025EA,C08526_025MA,C08526_026EA,C08526_026MA,C08526_027EA,C08526_027MA,C08526_028EA,C08526_028MA,C08526_029MA,C08526_029EA,C08526_030EA,C08526_030MA,C08526_031EA,C08526_031MA,C08526_032MA,C08526_032EA,C08526_033EA,C08526_033MA,C08526_034MA,C08526_034EA,C08526_035MA,C08526_035EA,C08526_036EA,C08526_036MA,C08526_037EA,C08526_037MA,C08526_038MA,C08526_038EA,C08526_039MA,C08526_039EA,C08526_040MA,C08526_040EA,C08526_041MA,C08526_041EA,C08526_042EA,C08526_042MA,C08526_043MA,C08526_043EA,C08526_044MA,C08526_044EA,C08526_045EA,C08526_045MA,C08526_046MA,C08526_046EA,C08526_047EA,C08526_047MA,C08526_048EA,C08526_048MA,C08526_049EA,C08526_049MA,C08526_050MA,C08526_050EA,C08526_051MA,C08526_051EA,C08526_052MA,C08526_052EA,C08526_053EA,C08526_053MA,C08526_054EA,C08526_054MA,C08526_055MA,C08526_055EA,C08526_056MA,C08526_056EA,C08526_057MA,C08526_057EA,C08526_058MA,C08526_058EA,C08526_059MA,C08526_059EA,C08526_060EA,C08526_060MA,C08526_061MA,C08526_061EA,C08526_062MA,C08526_062EA,C08526_063MA,C08526_063EA,C08526_064MA,C08526_064EA,C08526_065MA,C08526_065EA,C08526_066MA,C08526_066EA,C08526_067MA,C08526_067EA,C08526_068EA,C08526_068MA,C08526_069MA,C08526_069EA,C08526_070MA,C08526_070EA,C08526_071EA,C08526_071MA,C08526_072MA,C08526_072EA,C08526_073MA,C08526_073EA,C08526_074EA,C08526_074MA,C08526_075EA,C08526_075MA,C08526_076EA,C08526_076MA,C08526_077EA,C08526_077MA,C08526_078EA,C08526_078MA,C08526_079MA,C08526_079EA,C08526_080EA,C08526_080MA,C08526_081EA,C08526_081MA,C08526_082MA,C08526_082EA,C08526_083EA,C08526_083MA,C08526_084MA,C08526_084EA,state
0400000US01,1916877,16226,36366,3957,134742,6643,257231,8283,52938,4128,236628,8217,92325,5262,140547,5577,174935,7976,407619,9906,160318,7562,97647,5224,112418,5306,13163,1777,1618851,17986,27484,3168,97870,5270,217221,7624,45520,3766,211951,7406,81763,4924,124182,5501,143050,6932,349708,9168,125806,6143,80501,4834,104009,5494,9786,1710,192542,9035,4671,1309,28492,3586,31339,3596,3883,1150,15658,2255,5584,1108,8257,1791,16252,2291,39196,3523,22745,3356,9109,1899,6588,1270,768,427,7463,1907,77,129,139,182,511,309,0,273,888,538,181,135,285,367,728,480,2176,878,1790,891,574,429,114,179,0,273,42239,3521,1427,693,3417,1080,2206,764,1249,897,4472,1286,2895,781,1398,711,3594,961,8517,1591,6678,1663,3815,1284,639,329,1932,821,55782,4508,2707,804,4824,1211,5954,1181,2286,734,3659,887,1902,763,6425,1153,11311,1977,8022,1605,3299,884,3648,1015,1068,601,677,555,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,352044,6246,18752,2146,23940,3104,15685,2439,7263,2381,36025,3192,25032,2648,19310,2771,24270,2462,76498,4050,30304,2912,12799,2045,43909,3530,18257,1930,232190,5902,7650,1402,16507,2527,5910,1280,4861,1105,25418,2660,17969,2373,14291,2169,15777,2183,52954,3843,16881,2151,8267,1638,32609,3036,13096,2015,46425,4348,2697,1159,3349,1252,751,337,419,293,5333,1502,2508,933,2163,936,2394,778,10518,1671,5821,1529,1793,755,5517,1340,3162,1283,4244,1067,271,239,329,322,135,192,90,93,401,368,55,98,7,16,279,329,1318,562,787,481,144,117,428,274,0,273,50380,3443,6502,1117,2196,707,6904,1918,1745,1732,3910,837,3901,848,1347,532,3145,943,8924,1328,5009,1024,1203,419,4436,815,1158,950,18805,3141,1632,953,1559,689,1985,1165,148,128,963,509,599,304,1502,950,2675,1107,2784,715,1806,783,1392,564,919,441,841,1633,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2600823,20960,33447,3819,169754,7986,188452,8503,63142,4006,328318,10694,125516,6812,245334,9133,297155,10339,581679,11562,274081,11567,122985,6453,152773,6471,18187,1937,1990105,19952,21764,2817,130026,6920,147776,7967,46515,3162,262432,10339,100301,5408,186625,7916,212136,8424,456809,10862,195013,9436,92960,5040,124386,5432,13362,2407,303210,11319,6410,1478,23677,3604,21940,3165,7491,2382,32449,3732,13511,2288,25236,3324,32822,3524,67700,5282,39275,4049,13691,1963,16797,2438,2211,1110,45794,4266,885,508,2251,953,1483,649,337,293,7032,1828,1815,687,3239,1106,4892,1394,8021,1777,9829,1818,2030,807,3913,893,67,109,110825,6695,2744,1294,4387,1223,5772,1471,1198,589,15078,2589,4816,1369,6780,1298,12358,2125,24491,2569,21366,2661,5545,1802,4079,1139,2211,1548,150889,6705,1644,549,9413,1858,11481,1890,7601,1540,11327,2130,5073,1499,23454,2688,34947,3461,24658,2918,8598,1840,8759,3202,3598,1081,336,305,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1223069,12450,44033,4104,78722,5370,172418,6786,29429,2956,162356,7592,67466,4136,73809,3997,82592,5252,286089,7888,98015,6142,59721,3814,62040,3662,6379,1728,1003617,12336,30549,3563,57037,4170,144864,6356,24896,2680,139391,6602,58261,3886,63306,3661,66285,5000,238703,7673,73515,5630,47329,3514,54139,3382,5342,1300,138865,6039,5283,1318,16277,2486,21513,2420,3191,1025,15062,2271,5448,1198,5133,1460,8854,1632,30496,2931,15163,2354,6099,1261,5746,1606,600,442,5633,1628,20,33,118,152,732,499,102,190,832,530,283,307,16,27,190,169,1913,851,1043,581,0,273,384,344,0,273,38695,4382,3205,1102,2824,951,3441,910,290,177,5211,2101,2265,816,1898,769,2626,779,7830,1409,4953,1277,2855,893,1012,465,285,335,36259,3465,4976,1525,2466,841,1868,570,950,448,1860,661,1209,590,3456,989,4637,1012,7147,1857,3341,1641,3438,841,759,370,152,255,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15926651,47686,362805,14282,935599,19262,1593594,22754,519149,14732,1768860,22822,727139,14505,1461290,20105,1978507,26112,3279525,31195,1519537,26787,849914,18596,797794,17058,132938,4468,11656106,49778,209919,8257,676652,13857,1220009,19928,396516,11781,1336466,20948,584550,13711,1091070,17738,1331036,21589,2487491,27578,1034427,21376,597795,13524,615216,13370,74959,4451,1832747,24538,94452,9202,161941,8781,201953,10346,62133,5151,185653,8054,70613,4853,117783,6477,227112,8594,327789,8760,176939,8956,102352,6228,85174,6416,18853,3376,818537,17719,7068,1659,28250,3066,68019,3988,15628,2179,96196,5839,25345,2642,74291,5607,130538,6829,135982,6448,132317,7325,58850,4448,43720,3636,2333,1142,794956,17129,35244,4530,30617,3483,54782,3633,12938,2321,96171,5169,25703,2873,59568,4073,90694,5347,171969,7395,127729,6359,42908,3873,23780,2532,22853,3085,824305,17515,16122,2404,38139,3994,48831,3427,31934,3378,54374,4378,20928,3182,118578,5376,199127,9171,156294,8785,48125,4253,48009,4067,29904,4863,13940,3859,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2417222,16499,53321,4235,179469,8065,178424,7233,63697,4064,273754,10043,104309,5958,243043,8011,310954,7232,483953,11640,255471,9901,118942,5972,122818,6232,29067,2451,1827849,17445,34804,3083,130872,7259,138444,6311,49147,3438,215677,7858,84203,4968,186017,6957,216312,6762,383827,10220,178650,8256,91639,5016,100025,5778,18232,2164,242244,10488,7280,1505,33487,3625,19628,2788,5997,1553,27058,2892,10249,2043,14438,2302,26920,3099,43864,3388,27952,3339,11594,1564,11680,1793,2097,1165,70619,4737,1548,648,2267,899,2322,731,1182,486,7038,1556,2073,719,8510,1759,11213,2231,8804,1514,17429,2799,2440,834,5610,1033,183,179,121378,6627,3545,1364,4332,1128,5771,1367,1917,547,14118,2143,3666,967,9821,1740,13833,2059,25286,2979,22670,3638,4543,1126,3723,1046,8153,1744,155132,7501,6144,1276,8511,1687,12259,1617,5454,1330,9863,1417,4118,1685,24257,2522,42676,3378,22172,2487,8770,1509,8726,1379,1780,600,402,308,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1696736,11314,7675,1482,91251,5700,189647,6587,42757,3400,182961,7677,62350,4126,191757,7262,184450,7049,441796,9987,148105,8589,80765,5089,65425,4291,7797,1076,1366668,13478,4859,1297,69404,4128,161447,6401,35387,3241,147482,6965,52966,3471,157939,6631,133631,5788,371549,9208,104880,6943,63254,4536,59694,3974,4176,1049,137517,6829,1200,529,15177,2657,16462,2537,3098,962,15046,2300,5027,1402,10838,1814,16173,2807,27640,2705,15625,2475,7631,1622,3106,1048,494,392,59778,5478,0,273,1159,684,4306,1035,526,302,9632,1765,1873,958,7406,1667,7158,1758,10797,1731,12844,2751,2898,958,1179,596,0,273,65558,4703,756,353,2062,931,3365,1004,1120,522,7402,1321,1324,684,3932,1093,8185,1566,20038,2322,10854,2661,3282,915,816,386,2422,869,67215,4129,860,440,3449,943,4067,780,2626,770,3399,671,1160,542,11642,1578,19303,2206,11772,1873,3902,1222,3700,1027,630,345,705,600,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,412806,8922,3430,882,27999,2704,39079,3796,8079,1426,49946,3347,13993,2141,57262,4155,37317,2665,98221,5421,34078,3267,17005,2309,23565,2423,2832,826,337223,8567,2134,726,22532,2667,32400,3513,6652,1161,41007,2971,11159,1949,46689,3805,29046,2474,82097,5317,26242,2855,13854,2021,20891,2295,2520,785,36609,3271,348,273,3006,773,3921,977,749,499,3923,971,1079,587,4785,1126,3023,902,7953,1287,4393,1150,1161,441,1956,664,312,292,10651,2004,0,273,523,428,805,501,346,455,1952,1136,569,449,2354,916,933,524,1496,628,1239,563,86,102,348,247,0,273,13561,2091,212,191,954,524,653,294,215,308,1725,776,471,320,1260,598,988,502,4168,1251,1590,753,1193,739,132,165,0,273,14762,1986,736,458,984,409,1300,543,117,126,1339,662,715,534,2174,732,3327,780,2507,751,614,509,711,290,238,202,0,273,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,784987,13175,1159,447,28019,3148,12881,1903,4233,1170,24805,2917,24696,2554,62763,4296,157151,5870,128246,6016,58627,4726,60815,4654,211346,7255,10246,1601,348253,8747,420,253,16416,2314,7966,1515,2793,968,10800,2129,13803,2135,26360,2834,62503,4034,69809,4190,21006,2157,21897,2507,88441,4639,6039,1186,84560,5382,58,94,4975,1374,1043,524,210,200,1279,566,2416,990,6451,1531,15318,1933,13644,2145,5844,1438,6504,1453,25328,2686,1490,624,282506,9040,681,392,5835,1474,3410,1027,1116,700,10140,1908,5397,1219,23215,2224,61088,4206,33898,3587,25002,3184,25503,2661,85759,4532,1462,672,54798,4524,0,273,628,445,354,250,0,273,1977,898,2537,920,4682,1015,13075,1906,9216,1869,5749,1119,5104,1150,11160,1999,316,246,14870,2071,0,273,165,274,108,127,114,137,609,418,543,525,2055,676,5167,1122,1679,510,1026,547,1807,701,658,550,939,695,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7821529,28945,94614,9184,507399,14208,425053,12587,228808,9439,1055740,19888,388471,11537,753275,14654,937962,17597,1653361,21088,903027,19011,429291,13053,391661,11850,52867,4108,6259890,33694,49731,5077,374569,11337,349910,10853,181859,8309,875531,18159,328186,10290,619746,14021,704729,14590,1381135,18773,684467,15794,330482,11839,347387,11375,32158,3479,754965,18840,17451,3253,81688,7927,39214,4560,22227,3137,91720,6056,30442,3501,47651,4041,92940,6623,158097,7014,100984,6921,41348,4291,27664,2931,3539,1092,158874,10822,13238,6922,8305,2285,4300,1278,1610,732,21808,2701,3987,1139,8265,1624,14018,2212,26919,3151,35399,4712,15683,2979,4605,1105,737,827,284969,13441,7952,2081,16022,3012,11022,1667,6613,1867,36126,3954,13510,1787,23556,3149,34581,3860,42022,4180,63540,6506,17522,2637,8117,1814,4386,1497,362831,11267,6242,1948,26815,3389,20607,2637,16499,2345,30555,3182,12346,2495,54057,4465,91694,5482,45188,3948,18637,2738,24256,3492,3888,1142,12047,2543,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
