GEO_ID,C17022_001E,C17022_001M,C17022_002E,C17022_002M,C17022_003E,C17022_003M,C17022_004E,C17022_004M,C17022_005E,C17022_005M,C17022_006E,C17022_006M,C17022_007E,C17022_007M,C17022_008E,C17022_008M,C17022_009E,C17022_009M,C17022_010E,C17022_010M,C17022_011E,C17022_011M,C17022_012E,C17022_012M,C17022_013E,C17022_013M,C17022_014E,C17022_014M,C17022_015E,C17022_015M,C17022_016E,C17022_016M,C17022_017E,C17022_017M,C17022_018E,C17022_018M,C17022_019E,C17022_019M,C17022_020E,C17022_020M,C17022_021E,C17022_021M,NAME,C17022_001EA,C17022_001MA,C17022_002MA,C17022_002EA,C17022_003EA,C17022_003MA,C17022_004EA,C17022_004MA,C17022_005EA,C17022_005MA,C17022_006MA,C17022_006EA,C17022_007MA,C17022_007EA,C17022_008MA,C17022_008EA,C17022_009MA,C17022_009EA,C17022_010EA,C17022_010MA,C17022_011EA,C17022_011MA,C17022_012MA,C17022_012EA,C17022_013MA,C17022_013EA,C17022_014MA,C17022_014EA,C17022_015EA,C17022_015MA,C17022_016EA,C17022_016MA,C17022_017EA,C17022_017MA,C17022_018MA,C17022_018EA,C17022_019MA,C17022_019EA,C17022_020EA,C17022_020MA,C17022_021EA,C17022_021MA,state
0400000US01,1227884,13886,247635,7108,90642,4341,156993,6351,22867,2704,134126,5415,48442,3316,26415,2286,22027,2733,5200,1173,16827,2361,79753,4725,49394,3662,30359,2558,7529,1595,22830,2386,852054,12369,702495,11172,149559,6432,43712,3793,105847,4878,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,170859,4484,18676,1914,6073,1223,12603,1570,2327,704,10276,1444,4528,1007,2479,677,2049,756,317,316,1732,656,8224,1312,4703,951,3521,913,1241,602,2280,697,139431,4585,114714,4599,24717,2127,10326,1634,14391,1609,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1548428,12546,283389,10365,131433,6129,151956,7418,32996,3303,118960,6941,61565,4111,36374,3537,25191,2725,6962,1508,18229,2308,96915,5378,63987,4031,32928,3270,9849,1819,23079,2668,1106559,11736,902435,11651,204124,8624,73965,4961,130159,6669,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761361,9102,153060,5419,61555,3871,91505,4585,16886,2157,74619,3815,35179,2983,21594,2249,13585,2437,3000,935,10585,1908,60607,3604,40214,2827,20393,2302,4664,1233,15729,2178,512515,7852,431583,7625,80932,4436,27070,2495,53862,3146,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8507856,27357,1455586,19223,702760,14455,752826,16279,172387,7667,580439,12298,307303,9497,180571,6620,126732,5765,39064,3835,87668,4726,526400,13544,334196,10490,192204,6773,55661,3859,136543,5444,6218567,25296,4865039,24160,1353528,17290,469514,11109,884014,14395,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1258885,11852,169399,6535,74152,4694,95247,5577,18195,2761,77052,4477,34210,3001,19053,2182,15157,1979,3605,1051,11552,1770,68205,4780,41736,3591,26469,3112,6600,1383,19869,2610,987071,9994,824683,9748,162388,5334,62118,3862,100270,4424,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890770,9681,91286,4849,28800,2999,62486,3761,8839,1781,53647,3430,19169,2248,9116,1566,10053,1611,2437,970,7616,1390,34550,3126,18218,2386,16332,2092,3360,1180,12972,1577,745765,10019,600495,8646,145270,6411,43689,3893,101581,6091,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,221233,4976,24751,2625,8953,1552,15798,1955,2481,842,13317,1719,6704,1686,2844,951,3860,1271,673,475,3187,1195,12894,1825,6172,1216,6722,1314,1354,622,5368,1312,176884,4665,143606,4544,33278,2975,9616,1619,23662,2588,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,101519,4051,17788,2025,3091,850,14697,1775,1816,682,12881,1534,3113,947,964,465,2149,859,413,354,1736,762,4864,1109,1256,634,3608,908,747,513,2861,799,75754,3545,51964,2664,23790,2106,5764,1144,18026,1868,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4556930,26451,778259,13842,336085,9948,442174,11612,82836,5293,359338,9944,167156,6550,93960,5163,73196,4993,15121,2204,58075,4442,312824,10237,193915,7896,118909,5943,28191,3024,90718,5078,3298691,23311,2683924,24285,614767,12850,187157,8127,427610,10345,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
