GEO_ID,B25091_001E,B25091_001M,B25091_002E,B25091_002M,B25091_003E,B25091_003M,B25091_004E,B25091_004M,B25091_005E,B25091_005M,B25091_006E,B25091_006M,B25091_007E,B25091_007M,B25091_008E,B25091_008M,B25091_009E,B25091_009M,B25091_010E,B25091_010M,B25091_011E,B25091_011M,B25091_012E,B25091_012M,B25091_013E,B25091_013M,B25091_014E,B25091_014M,B25091_015E,B25091_015M,B25091_016E,B25091_016M,B25091_017E,B25091_017M,B25091_018E,B25091_018M,B25091_019E,B25091_019M,B25091_020E,B25091_020M,B25091_021E,B25091_021M,B25091_022E,B25091_022M,B25091_023E,B25091_023M,NAME,B25091_001EA,B25091_001MA,B25091_002EA,B25091_002MA,B25091_003MA,B25091_003EA,B25091_004MA,B25091_004EA,B25091_005EA,B25091_005MA,B25091_006MA,B25091_006EA,B25091_007MA,B25091_007EA,B25091_008EA,B25091_008MA,B25091_009MA,B25091_009EA,B25091_010EA,B25091_010MA,B25091_011EA,B25091_011MA,B25091_012MA,B25091_012EA,B25091_013EA,B25091_013MA,B25091_014EA,B25091_014MA,B25091_015EA,B25091_015MA,B25091_016EA,B25091_016MA,B25091_017MA,B25091_017EA,B25091_018MA,B25091_018EA,B25091_019MA,B25091_019EA,B25091_020MA,B25091_020EA,B25091_021EA,B25091_021MA,B25091_022EA,B25091_022MA,B25091_023MA,B25091_023EA,state
0400000US01,1272846,12811,774408,11811,49400,3455,120451,5398,143678,5790,117330,5642,86584,4877,58183,3319,44421,3481,49383,3456,99901,5101,5077,1165,498438,9912,197932,7351,99949,4675,58447,3665,36099,2633,23871,2504,19532,2023,10315,1495,13680,1657,29916,2604,8697,1375,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,162785,3878,112659,3658,6612,1556,15869,2364,20298,2130,20444,2129,13067,1920,10787,1635,6450,1093,6732,1050,12202,1433,198,216,50126,2618,23533,2148,8970,1285,5437,908,2977,746,2379,648,1587,550,391,245,934,307,3776,1001,142,125,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1522938,13309,1065003,11608,47774,3201,111574,5265,165110,5445,164025,6760,132824,6540,98588,5351,71144,4120,90305,4844,175023,7356,8636,1593,457935,8752,201472,6550,86744,3762,52702,3486,32891,2454,19450,2235,12341,1780,10032,1426,10111,1450,23413,2503,8779,1525,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,751568,9191,433218,8521,32773,2587,76541,3988,86065,4705,66293,3881,50855,3473,30391,2590,20899,2212,21794,2394,45723,3198,1884,795,318350,6991,145569,5987,62757,3408,36607,3011,22241,2187,12513,1560,8283,1153,5828,1023,6401,1241,13805,1968,4346,1014,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6903175,27402,5183554,27183,169946,5846,392207,11115,621589,13381,688625,12204,639853,12404,535139,12390,413631,9907,543026,11505,1149074,18151,30464,3075,1719621,18951,762540,12953,310072,8342,178691,4994,113513,5648,72810,3931,58662,3205,37574,2875,50820,3339,111766,5097,23173,2275,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1292792,11248,974765,10769,46457,2726,111125,5118,162596,6400,158503,5184,126315,6008,88216,3977,66052,3712,68760,4070,140988,5530,5753,1137,318027,6814,149497,4945,58821,3239,34419,2775,20819,2004,12929,1560,9432,1657,5898,995,7453,1233,15184,1852,3575,827,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,923617,8286,660057,8447,26572,2404,62049,3528,97987,4675,109784,4313,88766,4254,66031,3365,42360,3073,57180,3829,106754,4678,2574,947,263560,6166,60917,3177,48947,2741,39292,2409,25435,2150,19765,1923,14635,1385,8986,1335,14416,1492,28577,2893,2590,890,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,239884,4113,170847,3770,9069,1524,18596,1806,29227,2672,29663,2173,20298,1912,16183,1899,11475,1820,12304,1459,23490,2224,542,325,69037,2701,29677,2246,12780,1559,8152,1040,4879,1100,2552,646,2305,549,1470,460,2357,634,4300,970,565,270,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,107193,3924,82658,3696,4685,1113,10844,1474,13902,1816,12038,1552,11187,1541,5422,1116,5247,1106,5633,1170,13012,1721,688,342,24535,1627,11184,1107,4422,816,2712,670,1498,498,657,325,673,278,724,341,566,317,1764,662,335,329,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4794130,25332,3064955,23728,108016,5084,268943,7934,397729,12163,417937,10213,361399,10598,287109,8144,226109,8598,290525,8076,677434,13555,29754,3050,1729175,14629,557024,9706,334328,7996,226617,6379,143823,4825,101633,4893,67907,3776,56181,3476,65947,3921,143602,6134,32113,2993,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
