GEO_ID,C23008_001E,C23008_001M,C23008_002E,C23008_002M,C23008_003E,C23008_003M,C23008_004E,C23008_004M,C23008_005E,C23008_005M,C23008_006E,C23008_006M,C23008_007E,C23008_007M,C23008_008E,C23008_008M,C23008_009E,C23008_009M,C23008_010E,C23008_010M,C23008_011E,C23008_011M,C23008_012E,C23008_012M,C23008_013E,C23008_013M,C23008_014E,C23008_014M,C23008_015E,C23008_015M,C23008_016E,C23008_016M,C23008_017E,C23008_017M,C23008_018E,C23008_018M,C23008_019E,C23008_019M,NAME,C23008_001EA,C23008_001MA,C23008_002MA,C23008_002EA,C23008_003EA,C23008_003MA,C23008_004MA,C23008_004EA,C23008_005MA,C23008_005EA,C23008_006EA,C23008_006MA,C23008_007MA,C23008_007EA,C23008_008EA,C23008_008MA,C23008_009EA,C23008_009MA,C23008_010EA,C23008_010MA,C23008_011EA,C23008_011MA,C23008_012EA,C23008_012MA,C23008_013EA,C23008_013MA,C23008_014MA,C23008_014EA,C23008_015EA,C23008_015MA,C23008_016MA,C23008_016EA,C23008_017EA,C23008_017MA,C23008_018EA,C23008_018MA,C23008_019EA,C23008_019MA,state
0400000US01,1061972,6538,349113,4973,201861,5960,120118,5033,73152,6102,5212,1677,3379,1217,147252,6276,108244,6235,39008,4114,712859,6383,431384,9569,284605,8248,113557,6934,19781,3132,13441,2957,281475,8921,216958,9051,64517,5935,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,179352,1744,62130,1928,42110,2429,22418,2347,16540,2072,2741,1234,411,303,20020,2106,13995,2019,6025,1347,117222,2227,80326,3827,54477,4360,21496,3243,3581,1075,772,461,36896,3709,29657,3203,7239,1676,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1540577,7707,528671,6053,325148,9151,167471,6640,140825,8402,8606,2205,8246,2236,203523,8576,146742,7706,56781,5047,1011906,8146,646460,14307,390109,13686,214684,12079,27112,4205,14555,3094,365446,13151,298808,12520,66638,5604,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,659320,5285,227082,4170,132065,5091,80826,4293,44258,4468,4648,1278,2333,1022,95017,4723,74606,4993,20411,3161,432238,5508,273115,6595,180874,5966,71086,5084,14827,2584,6328,1503,159123,6603,128307,6496,30816,3368,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8846687,18494,2927465,11046,1902593,17587,1047517,17187,763177,16525,56480,5084,35419,4414,1024872,17422,737728,15550,287144,13482,5919222,16709,3999102,32890,2418996,31502,1338326,25220,154372,8709,87408,6893,1920120,31075,1534874,27509,385246,19253,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1179063,5746,401753,4491,286593,6192,165682,6418,109155,6033,7981,1826,3775,1889,115160,5182,90157,4900,25003,2962,777310,6054,536728,8943,352466,9778,158442,7937,15740,2397,10080,3095,240582,8753,206565,8599,34017,4714,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,784968,3771,236098,3380,160694,4351,100298,4277,57019,3493,2329,831,1048,584,75404,4613,58418,4856,16986,2560,548870,4437,374781,7685,269493,8468,91687,5577,10585,2184,3016,1301,174089,7758,150471,7440,23618,3499,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,195644,2095,63007,1768,37571,2512,26027,2336,9043,2033,1906,1098,595,557,25436,2355,20462,2436,4974,1686,132637,2285,84898,4213,59675,4244,19060,3017,3251,1182,2912,1544,47739,3899,40168,3672,7571,2274,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,94296,1968,35899,1645,18325,1792,12510,1577,4813,1160,1002,674,0,292,17574,2201,12111,2171,5463,1783,58397,1713,19424,2304,14234,2085,4630,1302,560,363,0,292,38973,2428,31551,3054,7422,2378,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3784214,10198,1236232,10482,735863,13357,458408,12395,237875,11127,26563,4223,13017,3026,500369,12811,383279,11534,117090,8216,2547982,11966,1564762,21683,1051511,21419,414295,15278,69150,5875,29806,3799,983220,19560,820185,18276,163035,10889,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2358698,8799,790554,8214,475479,10783,270561,9464,183477,7703,13969,2793,7472,2220,315075,9962,247523,9944,67552,5258,1568144,10186,994870,16053,638329,12382,294561,11455,40525,5322,21455,4653,573274,15551,480157,16731,93117,7709,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,281265,3785,94923,2481,64117,3270,38131,3243,23651,2886,1950,790,385,331,30806,3254,22788,2897,8018,2318,186342,3266,132142,5704,95852,5501,29104,3468,5182,1631,2004,1068,54200,4792,45741,4253,8459,2137,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,412625,3487,142567,3197,105903,4316,55269,4187,46019,3763,3006,1142,1609,812,36664,3221,27932,2909,8732,1934,270058,3345,201737,5842,129629,6459,62641,4525,6113,2121,3354,1856,68321,5552,58275,5337,10046,2158,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2999454,8366,965329,7308,630183,9860,375675,8622,235009,8714,13832,2053,5667,1821,335146,9950,256252,8535,78894,6600,2034125,7709,1380730,14205,934819,15689,385099,13699,45454,4670,15358,2890,653395,14509,537898,14674,115497,7546,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1524549,6108,505755,5851,317861,7903,198628,7222,104709,6253,9350,1783,5174,1417,187894,8074,146528,7618,41366,4561,1018794,6630,676785,10672,456213,11258,184554,8465,24393,2971,11625,2965,342009,9745,278802,10594,63207,5449,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,695575,3752,234793,3254,165879,4128,120938,4319,38669,3587,4102,1077,2170,1012,68914,4130,56621,3432,12293,2101,460782,3910,330002,7180,250843,7122,63807,4715,10289,1875,5063,1785,130780,6877,115419,7042,15361,2562,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,693913,3981,238616,4313,160449,5342,100232,5005,55610,4103,3865,1266,742,380,78167,5188,66185,4427,11982,2665,455297,4964,319379,7878,231646,7760,76824,4603,7780,1881,3129,1044,135918,8249,117154,7737,18764,3525,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,957762,5454,319134,4584,197377,5501,112695,5386,70056,4604,8028,1746,6598,1799,121757,5813,88104,5846,33653,3431,638628,6010,421953,9345,268515,8948,112563,7711,25818,3409,15057,2196,216675,8221,160810,7219,55865,5224,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1044620,7503,357576,4719,182426,5931,110795,6164,64103,5052,4835,1433,2693,1042,175150,6391,126727,5906,48423,4336,687044,7369,390654,8933,254249,9219,111005,8060,16120,2740,9280,1734,296390,9708,233947,9564,62443,6302,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,261411,1912,80521,1955,53597,3191,35854,2644,14496,1971,2347,785,900,567,26924,2903,20519,2498,6405,1585,180890,2207,117676,4583,88766,3858,22297,2480,4169,1091,2444,670,63214,4550,52925,4571,10289,2139,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1284216,5910,419077,4747,272716,6483,178654,6710,85708,5730,6703,1487,1651,836,146361,5779,117035,5313,29326,3566,865139,6572,554276,11836,409730,12605,124867,7980,16036,2854,3643,1166,310863,10328,264335,9756,46528,5368,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1364253,4598,432786,3767,297424,6463,198693,7238,90536,6144,5648,1456,2547,1044,135362,6343,100297,5914,35065,4879,931467,6119,641387,10597,463989,11188,145969,7424,23457,4140,7972,1924,290080,9270,236086,9150,53994,5454,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2227517,6396,690669,6270,437863,8437,276189,8340,135498,6358,16343,2235,9833,1934,252806,7821,199052,8336,53754,4850,1536848,7861,1026869,13269,692371,12974,263320,10644,46784,3957,24394,3272,509979,12520,418961,11073,91018,7266,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1241714,3938,418679,4469,302010,5527,213203,5918,75663,5169,9577,1823,3567,1435,116669,5629,93400,5364,23269,3152,823035,5431,595149,8085,444959,8657,123445,6997,19783,2576,6962,2043,227886,7569,195157,7665,32729,3994,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,703974,4252,235827,4083,119214,4925,70692,4207,42199,3801,4506,1357,1817,807,116613,5029,80638,4983,35975,4476,468147,5232,259227,7767,172863,7332,65787,5328,12815,2969,7762,1863,208920,7677,165930,7632,42990,4564,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
