GEO_ID,B20001_001E,B20001_001M,B20001_002E,B20001_002M,B20001_003E,B20001_003M,B20001_004E,B20001_004M,B20001_005E,B20001_005M,B20001_006E,B20001_006M,B20001_007E,B20001_007M,B20001_008E,B20001_008M,B20001_009E,B20001_009M,B20001_010E,B20001_010M,B20001_011E,B20001_011M,B20001_012E,B20001_012M,B20001_013E,B20001_013M,B20001_014E,B20001_014M,B20001_015E,B20001_015M,B20001_016E,B20001_016M,B20001_017E,B20001_017M,B20001_018E,B20001_018M,B20001_019E,B20001_019M,B20001_020E,B20001_020M,B20001_021E,B20001_021M,B20001_022E,B20001_022M,B20001_023E,B20001_023M,B20001_024E,B20001_024M,B20001_025E,B20001_025M,B20001_026E,B20001_026M,B20001_027E,B20001_027M,B20001_028E,B20001_028M,B20001_029E,B20001_029M,B20001_030E,B20001_030M,B20001_031E,B20001_031M,B20001_032E,B20001_032M,B20001_033E,B20001_033M,B20001_034E,B20001_034M,B20001_035E,B20001_035M,B20001_036E,B20001_036M,B20001_037E,B20001_037M,B20001_038E,B20001_038M,B20001_039E,B20001_039M,B20001_040E,B20001_040M,B20001_041E,B20001_041M,B20001_042E,B20001_042M,B20001_043E,B20001_043M,NAME,B20001_001EA,B20001_001MA,B20001_002MA,B20001_002EA,B20001_003MA,B20001_003EA,B20001_004EA,B20001_004MA,B20001_005EA,B20001_005MA,B20001_006MA,B20001_006EA,B20001_007MA,B20001_007EA,B20001_008MA,B20001_008EA,B20001_009EA,B20001_009MA,B20001_010MA,B20001_010EA,B20001_011EA,B20001_011MA,B20001_012EA,B20001_012MA,B20001_013MA,B20001_013EA,B20001_014EA,B20001_014MA,B20001_015EA,B20001_015MA,B20001_016MA,B20001_016EA,B20001_017EA,B20001_017MA,B20001_018MA,B20001_018EA,B20001_019MA,B20001_019EA,B20001_020EA,B20001_020MA,B20001_021EA,B20001_021MA,B20001_022MA,B20001_022EA,B20001_023EA,B20001_023MA,B20001_024EA,B20001_024MA,B20001_025MA,B20001_025EA,B20001_026EA,B20001_026MA,B20001_027EA,B20001_027MA,B20001_028MA,B20001_028EA,B20001_029EA,B20001_029MA,B20001_030MA,B20001_030EA,B20001_031MA,B20001_031EA,B20001_032EA,B20001_032MA,B20001_033MA,B20001_033EA,B20001_034MA,B20001_034EA,B20001_035EA,B20001_035MA,B20001_036EA,B20001_036MA,B20001_037MA,B20001_037EA,B20001_038EA,B20001_038MA,B20001_039EA,B20001_039MA,B20001_040MA,B20001_040EA,B20001_041MA,B20001_041EA,B20001_042EA,B20001_042MA,B20001_043EA,B20001_043MA,state
0400000US01,2291063,15668,1196561,9221,77400,5490,47529,3310,47044,3826,41749,3498,62935,4252,36845,3512,51506,3273,34607,3693,63176,5042,30650,3122,80610,5240,83619,4986,66494,4093,68779,4940,48244,4340,59515,4349,70678,4289,54628,4315,76030,4513,94523,4231,1094502,11798,100186,4280,69957,3925,68559,5008,52549,3854,70079,3953,50234,3234,63756,4253,44335,3934,67779,3968,41771,4045,80717,5421,75022,4494,57756,4159,55747,3621,37592,3014,43051,3560,40003,3480,25558,2725,29730,2649,20121,2188,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,417064,4741,232677,2942,11616,1498,10893,1528,8382,1475,4361,931,11131,1513,3980,919,8403,1341,4580,886,11559,1850,5620,1165,12207,1937,12652,2046,9538,1416,11510,1641,7595,1419,12813,1808,20706,2345,16713,2349,21986,2175,26432,2548,184387,3786,13343,1504,10527,1511,10794,1607,6314,1090,11460,1632,6638,1334,8394,1445,4986,1210,10199,1556,4731,896,12439,1812,11506,1286,9832,1518,11175,1798,8813,1454,9626,1644,10482,1240,5875,1048,10952,1416,6301,1087,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3054544,18423,1632223,11397,99898,5927,60074,4657,73084,5049,56518,3848,89279,5280,44120,4089,67796,5479,44181,3484,78947,5403,46180,3799,99719,5314,114128,5573,95143,5323,93297,6109,66458,4254,77261,5360,99013,4780,68371,4908,115922,5684,142834,5975,1422321,12382,114367,6469,74332,5102,80001,4359,62693,4328,90776,5178,50782,4560,76039,5376,43186,3612,82065,4691,48176,3710,105466,5565,109784,5756,90948,4554,81377,5116,51705,3957,54637,4009,66169,4773,41569,3311,55457,3777,42792,3479,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1425130,10860,741317,6976,50696,4305,33854,3203,32533,2841,23011,2844,38368,3440,21215,2794,34374,3226,25078,2762,40755,3105,22122,2316,54623,3685,55923,3696,45575,3464,48280,3923,31190,3345,34913,3080,37607,3297,30657,2664,38015,3163,42528,3053,683813,8190,61653,4598,37906,3432,41508,3503,34571,3007,51167,4172,33472,2903,44770,3544,32347,3071,46666,3828,25843,2553,56182,3826,47600,3517,35228,3176,31986,2719,21983,1979,18853,1759,22628,2139,14620,1950,14586,1780,10244,1364,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18507985,42549,10002980,24218,516304,13658,355060,11267,391599,11863,319424,10978,520299,12365,298214,10983,452433,11759,297642,10866,490293,12553,276746,9757,562525,13300,592127,14041,483680,11825,503475,12476,364514,9794,444835,12117,593200,13526,463743,10536,811816,12251,1265051,18203,8505005,32840,622132,13067,436288,12879,467067,10717,373309,9739,559112,12008,312509,11339,401622,9644,283278,9524,444031,11768,245354,8819,506388,12328,527269,11942,422519,10767,418361,11065,313742,9669,339552,10061,447466,9867,355205,9865,526875,11350,502926,11965,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2829526,13741,1518814,8683,91331,5035,65455,4338,64255,4402,41517,3438,76670,4995,33061,2766,53841,4370,36646,3063,64353,4045,38322,3223,87475,5167,96244,6617,79706,4798,83895,4937,62608,4669,76720,4532,92986,4769,82454,4655,120943,5060,170332,5305,1310712,10146,108031,4844,73011,4365,73523,4228,55426,2851,86884,4760,42465,3281,61128,4845,37742,3660,70619,4693,37227,3047,91174,5320,94723,4525,75100,4703,70457,4371,52642,3288,52035,3265,65630,3922,50165,3487,63726,3782,49004,3726,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1970232,9105,1016971,7195,62518,3715,39171,3411,38204,3162,27420,2721,37776,3191,14872,2191,27087,2591,22166,2480,38127,3136,16627,2119,45922,3451,54572,3651,44443,2969,50696,3594,43376,3026,58164,3808,74035,3639,61392,4206,99248,4818,161155,4797,953261,7212,73737,4528,48717,3566,53142,3554,33443,3262,49256,3627,23896,2502,36934,3719,28269,2386,42450,3232,26009,2854,59208,3812,62319,3492,49624,3474,54886,3468,40196,3359,48615,3820,55248,3520,48711,3415,66300,4097,52301,3568,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,466437,5888,234286,3418,14728,1760,10551,1806,8772,1545,4643,1026,10109,1414,5553,1061,8779,1742,5037,1091,9039,1500,6107,1245,12877,1681,16406,2129,12881,1984,13420,1918,10171,1898,12218,1731,15415,2031,14079,1835,18876,2176,24625,2167,232151,4837,16774,1894,14856,1897,10356,1427,9701,1447,12850,1770,6716,1388,8895,1437,7947,1658,12634,2029,5866,1176,15617,1919,17756,2423,15196,1813,15005,1821,8879,1511,11076,1722,13159,1671,9869,1824,10974,1682,8025,1266,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,347971,5891,170291,3448,10951,1825,5434,1248,5411,1089,2165,643,5442,1212,4098,1145,4255,1216,2646,771,6026,1184,4750,1273,7771,1272,11103,2024,5796,1285,9004,1458,9214,2062,7962,1664,9203,1390,8472,1618,16788,1681,33800,2569,177680,4118,12754,1902,7053,1227,8636,1477,4633,1251,7975,1598,3401,1122,5713,1391,2147,800,4841,1138,3196,794,7405,1304,11288,1689,8882,1683,9192,1465,7883,1402,8443,1505,12850,1563,11308,1641,16351,1733,23729,2265,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9088169,29200,4714318,19281,255429,9728,193472,8049,214602,8550,162038,7303,282795,11128,141436,8275,239279,10022,149269,7359,276011,10612,133603,5509,330125,11594,328709,8970,252832,9329,267687,9540,179669,6511,225353,8196,248916,8375,174529,6242,278563,7436,380001,10519,4373851,23852,304993,8336,214824,7543,240501,10641,192906,7799,317884,10206,169211,8438,265036,10688,169310,7630,270974,9207,155225,6296,357565,10872,326795,10689,271035,10216,242883,8969,159710,7645,166583,7117,181791,7011,112397,5951,137756,6125,116472,5121,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
