GEO_ID,C02003_001E,C02003_001M,C02003_002E,C02003_002M,C02003_003E,C02003_003M,C02003_004E,C02003_004M,C02003_005E,C02003_005M,C02003_006E,C02003_006M,C02003_007E,C02003_007M,C02003_008E,C02003_008M,C02003_009E,C02003_009M,C02003_010E,C02003_010M,C02003_011E,C02003_011M,C02003_012E,C02003_012M,C02003_013E,C02003_013M,C02003_014E,C02003_014M,C02003_015E,C02003_015M,C02003_016E,C02003_016M,C02003_017E,C02003_017M,C02003_018E,C02003_018M,C02003_019E,C02003_019M,NAME,C02003_001EA,C02003_001MA,C02003_002MA,C02003_002EA,C02003_003MA,C02003_003EA,C02003_004MA,C02003_004EA,C02003_005EA,C02003_005MA,C02003_006EA,C02003_006MA,C02003_007MA,C02003_007EA,C02003_008MA,C02003_008EA,C02003_009MA,C02003_009EA,C02003_010EA,C02003_010MA,C02003_011EA,C02003_011MA,C02003_012EA,C02003_012MA,C02003_013MA,C02003_013EA,C02003_014MA,C02003_014EA,C02003_015MA,C02003_015EA,C02003_016MA,C02003_016EA,C02003_017EA,C02003_017MA,C02003_018MA,C02003_018EA,C02003_019MA,C02003_019EA,state
0400000US13,9712587,-555555555,9533696,10595,5895315,17303,2976758,9979,22055,3666,316098,5145,2533,687,320937,16948,178891,10595,33468,4749,145423,9844,166600,10142,58184,6915,26393,3696,24015,3365,11926,3292,46082,5606,11441,2731,850,652,Georgia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1363621,-555555555,1039512,11358,335563,4302,20345,1676,2660,801,530937,9464,134881,4613,15126,2635,324109,11358,11354,2974,312755,11240,206929,8224,4667,1232,10826,2072,71316,5880,565,490,119555,6844,101570,7674,15610,3441,Hawaii,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1571450,-555555555,1534857,3845,1449223,5879,8871,1619,21791,2283,18718,2020,2095,1052,34159,4822,36593,3845,6051,2188,30542,3211,33208,3460,3174,1142,14752,1862,6634,1758,170,163,8478,2386,3385,1390,0,267,Idaho,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12843166,-555555555,12600547,11153,9305662,28467,1866145,10533,29545,4078,590174,6216,4008,1294,805013,28427,242619,11153,47582,4687,195037,10423,229096,10192,76325,7151,35175,3232,53562,4601,5327,1596,58707,5142,12331,2461,1192,732,Illinois,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6490621,-555555555,6361945,8197,5522578,9035,587044,7499,16320,2173,102920,3317,1201,651,131882,9845,128676,8197,16059,2816,112617,7327,122564,7831,54125,5531,29389,3305,17044,2313,3927,1869,18079,2954,5589,1604,523,321,Indiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3049883,-555555555,2994582,4856,2791596,6364,95190,4381,9147,1591,51756,2060,498,370,46395,4926,55301,4856,7086,1900,48215,4519,51065,4491,18626,3031,14360,2472,7831,1448,1157,604,9091,2275,3969,1320,267,345,Iowa,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2859169,-555555555,2769777,5428,2436845,7539,164819,4262,25819,2538,70972,2331,888,540,70434,6729,89392,5428,11746,2918,77646,4974,81896,4996,25050,3558,27225,2003,9885,1750,5393,1816,14343,3072,7496,2584,0,248,Kansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4346266,-555555555,4274812,5462,3837101,6473,336561,6038,9201,1799,47895,3077,2290,988,41764,5053,71454,5462,5957,1744,65497,5585,66238,5163,31046,4402,17539,2711,7889,1532,2338,998,7426,1709,4847,1873,369,454,Kentucky,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4544228,-555555555,4474462,5753,2855924,5605,1455478,7095,28913,3426,71476,3183,4388,2907,58283,6173,69766,5753,9196,1917,60570,5544,64522,5483,22709,4053,17560,2575,7958,1477,3497,1307,12798,2288,4491,1560,753,585,Louisiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1327567,-555555555,1303997,2152,1265687,1414,15121,1625,6876,1144,13678,1224,601,427,2034,851,23570,2152,1515,599,22055,2019,22639,2120,4021,966,11869,1666,3323,870,737,449,2689,886,868,375,63,103,Maine,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5785982,-555555555,5626083,9557,3408003,10960,1701903,7464,18928,4576,319965,4433,2122,1041,175162,11518,159899,9557,21493,3223,138406,9023,144907,8912,49808,5727,16965,2276,33335,4020,10480,3573,34319,4227,13962,3077,1030,669,Maryland,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6557254,-555555555,6376520,11073,5320148,13075,443271,6703,13481,2673,353211,4785,1083,580,245326,11590,180734,11073,33834,4251,146900,10563,172851,11041,76859,8919,18518,1839,30895,3416,4700,1405,41879,4765,7294,2074,589,376,Massachusetts,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9877574,-555555555,9635782,10013,7834808,10593,1385311,7695,57394,3805,241095,4236,2268,781,114906,9632,241792,10013,32498,3561,209294,8760,223789,9507,82822,5705,52940,3035,33039,3551,12011,2809,42977,4226,17298,3493,705,553,Michigan,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5310584,-555555555,5182725,7699,4573199,6828,273680,6367,57270,3212,209834,3915,2078,894,66664,6289,127859,7699,9761,2007,118098,7472,117735,7525,41565,4491,28967,2966,27848,3170,4923,2010,14432,2792,9851,2643,273,284,Minnesota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2970036,-555555555,2938204,4882,1767532,4916,1109263,5953,12478,1676,26354,2849,196,201,22381,4128,31832,4882,3084,1085,28748,4773,30537,4675,11184,3211,10663,3337,2924,1162,1910,1067,3856,1295,820,494,475,447,Mississippi,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5996231,-555555555,5863700,7992,4983469,6146,703257,6390,21642,2804,93404,3684,4757,1418,57171,5795,132531,7992,10422,2283,122109,8056,125713,7337,37899,4643,46512,3429,21821,3039,5127,1807,14354,2599,6742,1972,76,106,Missouri,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,990898,-555555555,967015,2974,890335,1948,4835,1072,61645,2616,5494,908,592,368,4114,1402,23883,2974,1159,488,22724,2925,21812,2890,2249,692,14955,2438,2624,916,100,123,1884,650,1942,817,129,201,Montana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1830429,-555555555,1790320,4277,1627046,5447,80630,3687,17005,2168,29248,2336,2257,1920,34134,4706,40109,4277,5178,1851,34931,3928,34952,3841,9209,1978,9009,1354,5671,1982,4292,1980,6771,1889,5013,1548,144,203,Nebraska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2704642,-555555555,2599524,7658,1970730,13285,216792,5005,26812,2698,197350,4935,16279,1836,171561,12650,105118,7658,17189,2983,87929,7010,92014,6815,19536,3804,14655,2097,23369,4261,2067,981,32387,4194,12214,3036,890,653,Nevada,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1316759,-555555555,1295612,2344,1238424,3420,15448,1479,2888,891,28125,1529,297,333,10430,3226,21147,2344,2076,1027,19071,2316,20298,2300,5234,1553,7096,1136,4808,1279,287,200,2873,1318,824,575,25,69,New Hampshire,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8801624,-555555555,8572312,12412,6103285,19750,1186144,9320,18956,2852,725077,5900,2500,1567,536350,21128,229312,12412,62728,6009,166584,10881,215406,12147,66702,8132,24264,4737,41185,5033,6914,2100,76341,6226,13347,2888,559,324,New Jersey,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2065932,-555555555,2006710,5179,1515500,12116,40588,2908,195112,3754,25323,2206,1195,698,228992,12632,59222,5179,22106,3478,37116,4417,55685,5116,7984,2229,12792,2518,8720,1818,2250,870,23939,3626,3461,1155,76,122,New Mexico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19392283,-555555555,18878895,13896,12775673,26664,3015272,17302,71792,5491,1433875,9785,6597,1710,1575686,27562,513388,13896,143739,8977,369649,14197,475377,13935,139687,10836,54297,5188,86994,6896,19204,3188,175195,9884,34656,4998,3355,1371,New York,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9561558,-555555555,9342801,11429,6666233,15111,2050395,11127,111756,5197,211705,4370,4404,1054,298308,14393,218757,11429,32964,4935,185793,10441,197873,11358,63202,6068,44707,5306,27823,3853,20999,4233,41142,5467,19488,3871,1396,1009,North Carolina,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,674499,-555555555,660724,1869,607058,1188,8601,1080,33384,1708,7679,1065,424,332,3578,946,13775,1869,1108,721,12667,1923,12802,1839,1111,495,6987,1521,1935,907,501,632,2268,964,950,580,23,37,North Dakota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11536182,-555555555,11295613,9459,9569990,9283,1412002,9497,21331,2596,197489,3808,1492,827,93309,7510,240569,9459,23696,3609,216873,9222,220910,9050,110716,7350,42581,2949,29225,2804,8040,2043,30348,3878,17738,3479,1921,1260,Ohio,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3761702,-555555555,3463920,10694,2764307,8104,270132,4992,261746,7116,65232,2927,4234,1081,98269,6964,297782,10694,15411,3289,282371,10420,287521,9653,30755,4129,211136,8647,10947,1898,14026,2580,20657,3527,10046,2472,215,228,Oklahoma,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3838957,-555555555,3700993,8568,3262714,12729,70368,3549,49975,4056,141586,4867,12769,1315,163581,12248,137964,8568,18505,3198,119459,7158,127749,8169,18638,3174,48301,3647,31275,3870,1465,670,28070,4100,8766,1999,1449,689,Oregon,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12709630,-555555555,12470565,11942,10492442,11982,1376234,11015,20429,2439,350234,5367,2758,781,228468,11422,239065,11942,38257,4986,200808,9585,223936,11437,100088,7670,31619,2577,31433,3490,11086,2931,49710,5629,13419,2382,1710,896,Pennsylvania,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1052886,-555555555,1023958,3153,857493,6327,62822,3785,3176,1052,30939,1637,1104,927,68424,6770,28928,3153,6885,1595,22043,3336,26041,3056,7594,1863,4542,1155,4241,1349,2109,1340,7555,1679,2887,866,0,291,Rhode Island,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4636312,-555555555,4551888,7091,3110798,8478,1301988,6526,12675,2234,53658,3328,1642,992,71127,7227,84424,7091,8658,2258,75766,6673,78551,6781,32148,5319,18544,2531,12028,2571,3062,1252,12769,2827,5525,1807,348,314,South Carolina,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,816463,-555555555,800367,2591,701880,2321,10743,1290,73601,2811,8001,1863,82,149,6060,1556,16096,2591,1709,739,14387,2612,14945,2418,2268,948,8762,1904,1776,710,238,200,1901,768,1151,712,0,223,South Dakota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6356897,-555555555,6248900,7211,4982270,9322,1066253,7068,16704,3385,93038,3471,2039,1198,88596,8563,107997,7211,12688,2803,95309,6306,101749,6698,38791,4315,30051,2911,13523,2459,3441,1139,15943,3003,5704,1984,544,440,Tennessee,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,25257114,-555555555,24709066,20535,18716520,44542,2970243,13225,129162,8782,969500,8159,18528,2995,1905113,39239,548048,20535,155229,11778,392819,14900,514378,20137,126294,9110,105402,6254,87467,6759,16634,3785,178581,11844,31572,5002,2098,1007,Texas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2776469,-555555555,2710979,5960,2466280,10860,28701,2468,34663,2325,51846,2665,26013,2152,103476,9471,65490,5960,12345,3065,53145,4789,61892,5756,8672,2066,11562,2504,18441,2351,524,477,22693,4143,3230,1095,368,447,Utah,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,625960,-555555555,615645,1582,597325,1265,6564,1063,1542,423,7813,915,186,213,2215,968,10315,1582,439,279,9876,1558,9788,1499,3018,965,3725,811,2393,744,0,211,652,361,461,290,66,107,Vermont,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8024617,-555555555,7805319,10898,5573934,16436,1569497,8714,24477,4217,438003,6485,6709,3006,192699,16161,219298,10898,26361,4539,192937,9108,202033,10951,66914,6603,23891,2512,58399,5848,10982,2565,41847,5585,15705,3380,1560,889,Virginia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6744496,-555555555,6441241,11858,5308097,14719,239112,6439,99736,5296,485029,6968,39889,2374,269378,14718,303255,11858,33433,4891,269822,10662,273422,11819,53505,5409,71266,3942,80587,5332,7109,2359,60955,6271,27407,3489,2426,1071,Washington,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1853973,-555555555,1817814,3150,1740520,2508,57509,3533,3094,1297,10838,979,701,440,5152,1664,36159,3150,1591,725,34568,3084,33702,2918,12554,2200,16092,1930,1536,727,598,356,2922,1158,1699,708,758,823,West Virginia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5691047,-555555555,5570242,7010,4951854,7436,350438,4951,47703,2687,129033,3752,1357,368,89857,6685,120805,7010,17716,2875,103089,6366,111217,6443,32503,3507,31714,3155,19848,2903,5956,2429,21196,3103,9110,2724,478,443,Wisconsin,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,564460,-555555555,549342,2528,513623,2841,4612,1021,14581,1563,3803,967,347,412,12376,2268,15118,2528,2880,1357,12238,2361,14974,2536,1833,768,8716,2233,990,623,153,210,3282,1426,144,168,0,269,Wyoming,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3722133,-555555555,3224254,14329,2523383,20522,281915,11671,6470,1780,13248,3015,0,285,399238,14540,497879,14329,18977,2811,478902,14338,485938,13681,462381,13771,1839,890,885,567,1230,722,19603,2842,11941,3085,0,285,Puerto Rico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
