GEO_ID,B20017B_001E,B20017B_001M,B20017B_002E,B20017B_002M,B20017B_003E,B20017B_003M,B20017B_004E,B20017B_004M,B20017B_005E,B20017B_005M,B20017B_006E,B20017B_006M,B20017B_007E,B20017B_007M,NAME,B20017B_001EA,B20017B_001MA,B20017B_002EA,B20017B_002MA,B20017B_003MA,B20017B_003EA,B20017B_004EA,B20017B_004MA,B20017B_005EA,B20017B_005MA,B20017B_006MA,B20017B_006EA,B20017B_007EA,B20017B_007MA,state
0400000US01,20118,490,22363,936,32041,672,7283,679,18472,664,27050,611,7319,505,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,32104,7418,30515,16182,52847,5686,11580,2653,32851,10101,44062,7082,11118,6716,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,26697,1125,27303,3674,40635,3649,10152,1146,26006,1549,35600,4843,8939,1452,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,19252,822,19970,1282,31291,1318,6655,717,18693,1001,26370,1104,8637,977,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30870,336,32298,1015,47760,1567,10574,470,28730,999,41606,584,10288,613,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,23237,1605,25736,1720,40270,2924,10250,2612,21133,1274,34435,3948,10002,1783,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,26801,1215,27158,2138,42471,2652,9011,1437,26560,1433,39260,1944,8618,1262,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,26001,1121,27013,2201,37732,3767,6806,837,25145,1725,35601,2184,7399,2164,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,31027,878,30157,2907,42245,2332,11006,1377,31662,1158,46433,1818,8289,1339,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,21946,235,22499,702,32175,559,9526,552,21527,299,29073,650,9859,376,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,23966,470,26174,529,36318,685,9131,554,22289,376,31194,507,9286,438,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,36626,6269,41392,4783,45755,11204,12082,2731,26763,4104,34261,13687,9203,3417,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,21184,4403,20030,8572,35221,25792,10910,2956,25500,8594,26961,13158,5477,7922,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,25332,519,27414,1232,41876,698,8768,713,23755,969,36794,758,9633,563,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,21641,812,23454,2441,37011,1258,8731,926,20744,851,30332,659,8285,780,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,16591,2970,19429,5102,30430,2065,6125,1324,15760,1907,27215,3496,4817,1811,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,22031,1891,25949,3805,37267,3382,6724,1337,19605,2214,30065,1865,7145,1572,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,20334,899,19835,1726,28168,3114,8363,842,20700,937,30418,1055,8024,1340,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,19971,543,22820,1463,32280,1223,8687,816,17398,429,24242,740,8831,508,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13964,3651,17416,5848,28614,6139,5480,3684,9101,3791,30793,3572,6563,2422,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,35606,574,36148,840,48015,1410,9600,778,35216,806,45689,1123,10592,528,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,26710,848,28233,2808,43707,3150,8187,902,25722,1007,39224,3103,9539,1727,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,21558,662,21469,1075,40218,1375,7131,482,21623,777,35681,967,7903,711,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,20605,1161,22081,1853,36561,2209,8532,1817,18948,1394,30566,1622,10327,1335,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,18495,594,20710,701,28733,1839,7528,758,16840,528,23672,992,7098,469,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,21837,560,22049,908,34867,2488,7544,798,21669,854,30446,642,8519,795,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,21104,5510,21376,3482,30321,9190,20010,26147,9549,25079,24424,21561,6629,3232,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,21733,1872,22595,2223,30556,2491,8075,2149,21109,2540,27152,2368,5977,1334,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,26158,1160,26729,1837,32866,4164,12247,2023,25422,2009,33372,2478,11071,1702,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,31052,5690,33287,1823,34601,7605,4570,7571,16925,4362,47863,37878,7236,2406,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,31361,572,32802,2311,44423,3257,10114,938,30326,744,40734,774,10495,707,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,26416,2783,27412,5063,38898,11529,6217,2410,25823,3383,37621,11066,11259,4676,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,30496,296,31031,401,41282,509,9832,553,30047,588,38650,931,10426,448,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,22225,462,24667,1025,33231,1405,7363,427,21124,474,30201,535,8817,439,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
