GEO_ID,B27005_001E,B27005_001M,B27005_002E,B27005_002M,B27005_003E,B27005_003M,B27005_004E,B27005_004M,B27005_005E,B27005_005M,B27005_006E,B27005_006M,B27005_007E,B27005_007M,B27005_008E,B27005_008M,B27005_009E,B27005_009M,B27005_010E,B27005_010M,B27005_011E,B27005_011M,B27005_012E,B27005_012M,B27005_013E,B27005_013M,B27005_014E,B27005_014M,B27005_015E,B27005_015M,B27005_016E,B27005_016M,B27005_017E,B27005_017M,B27005_018E,B27005_018M,B27005_019E,B27005_019M,B27005_020E,B27005_020M,B27005_021E,B27005_021M,B27005_022E,B27005_022M,B27005_023E,B27005_023M,B27005_024E,B27005_024M,B27005_025E,B27005_025M,B27005_026E,B27005_026M,B27005_027E,B27005_027M,B27005_028E,B27005_028M,B27005_029E,B27005_029M,B27005_030E,B27005_030M,B27005_031E,B27005_031M,B27005_032E,B27005_032M,B27005_033E,B27005_033M,B27005_034E,B27005_034M,B27005_035E,B27005_035M,B27005_036E,B27005_036M,B27005_037E,B27005_037M,B27005_038E,B27005_038M,B27005_039E,B27005_039M,B27005_040E,B27005_040M,B27005_041E,B27005_041M,B27005_042E,B27005_042M,B27005_043E,B27005_043M,B27005_044E,B27005_044M,B27005_045E,B27005_045M,B27005_046E,B27005_046M,B27005_047E,B27005_047M,B27005_048E,B27005_048M,B27005_049E,B27005_049M,B27005_050E,B27005_050M,B27005_051E,B27005_051M,B27005_052E,B27005_052M,B27005_053E,B27005_053M,B27005_054E,B27005_054M,B27005_055E,B27005_055M,B27005_056E,B27005_056M,B27005_057E,B27005_057M,NAME,B27005_001MA,B27005_001EA,B27005_002MA,B27005_002EA,B27005_003EA,B27005_003MA,B27005_004MA,B27005_004EA,B27005_005EA,B27005_005MA,B27005_006MA,B27005_006EA,B27005_007EA,B27005_007MA,B27005_008MA,B27005_008EA,B27005_009EA,B27005_009MA,B27005_010EA,B27005_010MA,B27005_011EA,B27005_011MA,B27005_012MA,B27005_012EA,B27005_013MA,B27005_013EA,B27005_014EA,B27005_014MA,B27005_015EA,B27005_015MA,B27005_016EA,B27005_016MA,B27005_017MA,B27005_017EA,B27005_018EA,B27005_018MA,B27005_019MA,B27005_019EA,B27005_020EA,B27005_020MA,B27005_021EA,B27005_021MA,B27005_022EA,B27005_022MA,B27005_023EA,B27005_023MA,B27005_024EA,B27005_024MA,B27005_025EA,B27005_025MA,B27005_026EA,B27005_026MA,B27005_027EA,B27005_027MA,B27005_028EA,B27005_028MA,B27005_029MA,B27005_029EA,B27005_030EA,B27005_030MA,B27005_031EA,B27005_031MA,B27005_032EA,B27005_032MA,B27005_033MA,B27005_033EA,B27005_034EA,B27005_034MA,B27005_035EA,B27005_035MA,B27005_036MA,B27005_036EA,B27005_037EA,B27005_037MA,B27005_038MA,B27005_038EA,B27005_039MA,B27005_039EA,B27005_040MA,B27005_040EA,B27005_041EA,B27005_041MA,B27005_042MA,B27005_042EA,B27005_043EA,B27005_043MA,B27005_044EA,B27005_044MA,B27005_045MA,B27005_045EA,B27005_046MA,B27005_046EA,B27005_047EA,B27005_047MA,B27005_048EA,B27005_048MA,B27005_049EA,B27005_049MA,B27005_050MA,B27005_050EA,B27005_051MA,B27005_051EA,B27005_052MA,B27005_052EA,B27005_053EA,B27005_053MA,B27005_054EA,B27005_054MA,B27005_055EA,B27005_055MA,B27005_056MA,B27005_056EA,B27005_057MA,B27005_057EA,state
0400000US01,4702769,1669,2264282,5426,188286,3666,12759,2103,175527,3907,392123,4605,26950,2900,365173,5597,236302,3998,26960,3161,209342,4881,276701,4038,21613,2683,255088,4640,292383,4241,26451,2424,265932,4596,327871,3597,36430,2996,291441,4100,278439,2068,36631,2713,241808,2926,167773,1670,49070,2526,118703,2741,104404,1650,39871,2074,64533,2475,2438487,5571,178951,3512,11611,1718,167340,3883,374278,4155,29913,3177,344365,5173,242582,2992,28455,3042,214127,3960,305380,3742,24726,2484,280654,4496,312342,3234,25483,2482,286859,3659,350702,2437,36583,2730,314119,3360,308834,1550,45907,3085,262927,3500,198107,1475,66589,2958,131518,3126,167311,1992,68172,2703,99139,3074,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,689249,1872,351120,2257,33667,1374,496,365,33171,1422,64400,2292,3246,1261,61154,2836,31899,1604,1782,610,30117,1589,47996,1811,2934,1150,45062,1893,45510,1647,2401,973,43109,1715,56100,1441,3150,746,52950,1603,46546,828,4733,1008,41813,1302,17286,721,2538,816,14748,970,7716,531,1890,518,5826,589,338129,1869,30792,1532,516,306,30276,1573,59125,1729,1840,612,57285,1735,33878,1226,1970,564,31908,1306,47646,1232,1945,765,45701,1319,44094,1124,2554,735,41540,1305,54924,1223,3792,782,51132,1490,40842,895,3624,852,37218,1235,16632,733,3632,895,13000,912,10196,716,1919,577,8277,790,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6310174,2001,3105385,4053,280992,4198,17050,2400,263942,4657,554357,3998,44937,4515,509420,5489,311034,2932,28747,2861,282287,3938,410783,3438,29754,3030,381029,4166,397024,2712,29487,2952,367537,4277,405281,2351,38911,3158,366370,3689,345382,1304,44735,2743,300647,3231,236711,1478,75035,3271,161676,3417,163821,1344,60954,3044,102867,3323,3204789,3753,266773,4076,14777,2007,251996,4522,527809,3948,38084,3168,489725,4686,301742,2276,27038,3039,274704,3690,419039,2229,24887,2717,394152,3686,403764,2259,29727,2783,374037,3554,427190,2282,41321,3376,385869,4208,383444,1067,63012,3673,320432,3431,262884,1449,92242,4176,170642,4237,212144,1791,82815,3339,129329,3403,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2867611,1672,1395533,6537,123400,3855,6916,1333,116484,3940,236667,4150,17202,2140,219465,4620,141178,3650,14451,2004,126727,3860,176009,4209,13476,1859,162533,4187,176951,3383,15289,1891,161662,3944,194640,2628,19621,1780,175019,3198,167002,1479,21427,2041,145575,2469,110609,1659,38303,2148,72306,2507,69077,1312,31352,2098,37725,1924,1472078,6426,114999,2861,5839,1370,109160,2941,234308,3343,16746,2238,217562,3408,143662,3459,12505,1798,131157,4011,180206,3706,13563,1794,166643,3739,185609,2837,15737,2042,169872,3453,204804,2473,20594,2102,184210,3369,183372,1520,25240,1968,158132,2423,122305,1789,47131,2556,75174,2917,102813,1833,44845,2763,57968,2635,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36815569,4634,18152479,9393,1561392,7583,115339,4733,1446053,8066,3187808,8503,297261,10132,2890547,14036,1955217,5842,226903,10478,1728314,11087,2598957,6290,222250,7378,2376707,9196,2529992,6352,210441,7614,2319551,8266,2548771,5249,263706,9067,2285065,11154,1945031,2998,256663,6799,1688368,7369,1048445,2855,238272,6695,810173,7102,776866,2601,241172,5907,535694,5976,18663090,7973,1485825,6604,108430,5282,1377395,7115,3053666,6254,284115,9910,2769551,11872,1877834,4146,236698,10033,1641136,10909,2591500,4970,220927,7320,2370573,9109,2573727,4032,223800,8811,2349927,9421,2633301,3387,281084,8223,2352217,9027,2095577,3072,294474,8392,1801103,8746,1221552,2250,321750,5560,899802,6014,1130108,5102,368060,6539,762048,7622,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4956873,2211,2462240,6565,211470,3516,17097,2428,194373,3825,418369,3965,39992,3161,378377,4981,238879,3036,33379,2917,205500,3942,355392,3429,38450,3316,316942,5024,343914,3236,36591,2920,307323,3615,360658,2825,43417,2883,317241,4127,293958,1614,47358,2850,246600,3610,146421,1406,51554,2707,94867,3141,93179,1394,38157,2064,55022,2119,2494633,6292,201887,3482,16871,2450,185016,3999,394482,3430,36278,3215,358204,4402,234438,2515,31050,2816,203388,3391,347950,3192,30441,2983,317509,4479,343257,2746,36670,2727,306587,3803,370437,2084,42387,2904,328050,3467,305647,1338,55276,2661,250371,3137,161686,1503,60931,2354,100755,2283,134849,1680,60773,2766,74076,3177,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3519913,989,1704117,2239,122941,2309,7498,1494,115443,2857,293204,2575,20425,2420,272779,3733,159817,1219,19762,2488,140055,2639,201014,1967,14279,1631,186735,2729,230998,1889,19061,2406,211937,2720,275921,1397,28920,2402,247001,2749,212900,922,25260,2147,187640,2392,118138,1194,35074,2342,83064,2579,89184,946,39626,2313,49558,2382,1815796,2076,119947,1900,5784,1106,114163,2251,278918,1811,22564,3107,256354,3452,158570,1138,18054,1633,140516,2104,210731,1611,15796,2195,194935,2760,246441,1323,19835,2281,226606,2651,293984,1363,27740,2393,266244,2681,229702,936,28583,2182,201119,2392,137034,1007,46347,2222,90687,2369,140469,1476,62494,2480,77975,2595,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,885232,820,426205,1636,33808,1245,1588,795,32220,1412,71675,1300,4362,1209,67313,1661,45213,1107,4423,1168,40790,1654,51130,1188,4337,1150,46793,1598,53961,1172,3265,843,50696,1468,63102,1088,5379,905,57723,1444,51844,537,6270,1446,45574,1530,33638,645,10063,1235,23575,1316,21834,430,7905,1044,13929,985,459027,1568,33216,1216,2115,831,31101,1352,67347,1258,4692,1208,62655,1808,45443,839,6148,1437,39295,1572,55722,869,3333,931,52389,1361,60068,1086,4017,927,56051,1347,68267,1034,5803,1058,62464,1576,59019,642,7893,1233,51126,1236,38261,534,13344,1378,24917,1457,31684,603,10515,1075,21169,1220,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,594282,401,278370,1152,19737,841,2997,981,16740,1274,31482,1086,3899,1500,27583,1705,37037,748,9918,1574,27119,1744,58359,713,10627,2078,47732,2219,39492,482,7641,1686,31851,1796,36965,472,5481,1280,31484,1380,28562,707,3890,942,24672,1082,16043,328,3572,862,12471,907,10693,299,4130,665,6563,669,315912,1126,18119,842,4155,1139,13964,1198,31652,1067,3653,1521,27999,1622,47566,165,14037,1681,33529,1670,66057,135,12825,1735,53232,1758,40470,649,5945,1363,34525,1456,37367,444,5107,1041,32260,1037,34300,418,6728,1269,27572,1419,20849,634,4880,941,15969,973,19532,939,6059,1088,13473,1380,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18534081,4456,8979510,7602,656093,6433,42706,3544,613387,7231,1384332,6378,133754,7009,1250578,8153,858468,6021,96437,5318,762031,7126,1081604,6473,73649,5115,1007955,7688,1160503,5173,93603,5459,1066900,6497,1306011,3636,130841,6922,1175170,7891,1096600,3232,140337,5720,956263,6620,803499,3244,238317,6351,565182,7339,632400,2822,246310,5157,386090,5476,9554571,6409,631346,6717,49162,4222,582184,7545,1318476,7586,116114,6854,1202362,10428,854559,4148,84568,4832,769991,6039,1118472,5184,80232,5023,1038240,6747,1224525,5011,103090,5395,1121435,7504,1394513,3995,146178,6490,1248335,6952,1240024,2596,187569,6293,1052455,6520,920438,2950,299890,7030,620548,7252,852218,3159,334037,6050,518181,6336,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
