GEO_ID,B12002G_001E,B12002G_001M,B12002G_002E,B12002G_002M,B12002G_003E,B12002G_003M,B12002G_004E,B12002G_004M,B12002G_005E,B12002G_005M,B12002G_006E,B12002G_006M,B12002G_007E,B12002G_007M,B12002G_008E,B12002G_008M,B12002G_009E,B12002G_009M,B12002G_010E,B12002G_010M,B12002G_011E,B12002G_011M,B12002G_012E,B12002G_012M,B12002G_013E,B12002G_013M,NAME,B12002G_001EA,B12002G_001MA,B12002G_002EA,B12002G_002MA,B12002G_003MA,B12002G_003EA,B12002G_004EA,B12002G_004MA,B12002G_005MA,B12002G_005EA,B12002G_006EA,B12002G_006MA,B12002G_007EA,B12002G_007MA,B12002G_008MA,B12002G_008EA,B12002G_009EA,B12002G_009MA,B12002G_010EA,B12002G_010MA,B12002G_011MA,B12002G_011EA,B12002G_012MA,B12002G_012EA,B12002G_013MA,B12002G_013EA,state
0400000US30,14211,1867,7632,1324,3793,953,2137,610,481,503,156,179,1065,489,6579,1251,2317,714,2161,631,407,316,387,243,1307,647,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,20861,2346,10261,1544,5221,1086,3754,878,165,251,73,85,1048,519,10600,1578,5558,1291,3007,817,410,378,486,258,1139,492,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,61585,5092,29545,3376,13931,2004,9852,1796,471,471,398,405,4893,1498,32040,3088,11926,2154,13049,1818,998,513,756,359,5311,1461,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,12919,1741,5920,1180,2792,1053,2537,677,89,108,37,66,465,274,6999,1171,2139,764,3180,815,75,108,373,207,1232,607,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,146169,9159,73551,5665,36721,4327,29316,2905,1922,659,1452,457,4140,1099,72618,5298,31258,3623,27531,2940,2279,891,4075,1107,7475,1347,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,34449,3539,16641,2107,8805,1678,5821,1138,56,92,561,346,1398,613,17808,2614,7949,1979,5682,1010,391,298,954,430,2832,928,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,333171,10743,164144,7625,87613,5199,56971,3877,5082,1375,3005,969,11473,1563,169027,6927,84559,5592,50779,3252,6957,1550,9562,1568,17170,1754,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,121952,6983,60075,4384,32345,3477,20017,2353,1835,1002,775,459,5103,1641,61877,4498,27242,3040,21646,2723,2162,766,3292,1115,7535,1550,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6694,1170,3057,715,2013,594,634,326,108,127,75,141,227,180,3637,859,2084,702,829,372,0,211,348,407,376,289,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,121286,5198,57931,3604,30343,2539,19184,2192,1651,673,810,351,5943,1236,63355,3545,30404,2838,19294,1870,1952,783,4219,994,7486,1458,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,185687,7128,91960,3754,38257,3160,37803,2519,2038,780,2684,810,11178,1436,93727,4947,29431,3035,40185,2965,3093,873,6610,941,14408,1685,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,86828,5832,40818,3550,19298,2611,14721,1936,564,345,540,381,5695,1188,46010,3492,18407,2117,17163,2038,1090,521,2405,844,6945,1321,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,135257,7455,66332,4784,37936,3665,21398,2290,1615,705,1075,457,4308,970,68925,4651,35194,3319,20465,2026,2108,711,4066,990,7092,1361,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,17210,2256,8171,1650,4276,1126,2708,858,216,280,115,149,856,606,9039,1419,4576,1095,2360,679,226,240,609,347,1268,599,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,44716,3992,21984,2289,12260,1654,7614,1507,325,217,420,277,1365,715,22732,2413,9825,1559,7316,1383,1394,653,1832,751,2365,878,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,8285,1478,4502,962,2972,774,992,463,34,55,156,253,348,309,3783,885,1604,575,1018,414,103,126,323,259,735,399,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,56748,4832,26572,3114,12402,2085,8758,1631,600,470,1059,481,3753,1086,30176,2924,11385,1886,11264,1645,886,456,2225,764,4416,1216,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,323608,11892,156818,7680,72337,5504,62486,3716,3336,870,3545,962,15114,1776,166790,7276,64228,4766,67963,4013,5957,1306,8341,1421,20301,2251,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,31843,3161,15341,1976,7909,1785,6267,1227,43,71,118,155,1004,526,16502,1892,7651,1360,6866,1224,621,380,169,119,1195,491,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,5303,990,1889,550,819,359,875,373,0,211,53,90,142,123,3414,770,1145,433,1386,466,153,192,111,92,619,405,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,117188,7220,55236,4165,27317,2841,22586,2791,1284,886,645,389,3404,966,61952,4338,25491,2774,24316,2683,2222,854,2561,707,7362,1502,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,180634,7536,86284,4842,46894,4011,28781,2445,1917,621,546,303,8146,1492,94350,4789,45554,3682,31603,2588,2689,976,3863,956,10641,1726,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,21694,2180,10121,1509,4686,1226,2599,621,455,343,271,307,2110,759,11573,1776,5626,1311,2412,696,250,203,984,491,2301,653,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,62805,4008,32775,2798,18629,2067,10019,1520,187,192,597,310,3343,914,30030,2722,15491,2167,9202,1704,468,265,938,378,3931,1092,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,8507,1622,4175,978,1779,785,1750,672,208,174,38,56,400,226,4332,990,1951,756,1564,652,313,316,163,201,341,201,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,384728,11828,186089,6995,83240,5055,74176,4221,5117,1191,4638,974,18918,2354,198639,6725,74399,4449,70381,4274,6673,1103,17763,2206,29423,3087,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
