GEO_ID,B24010B_001E,B24010B_001M,B24010B_002E,B24010B_002M,B24010B_003E,B24010B_003M,B24010B_004E,B24010B_004M,B24010B_005E,B24010B_005M,B24010B_006E,B24010B_006M,B24010B_007E,B24010B_007M,B24010B_008E,B24010B_008M,B24010B_009E,B24010B_009M,B24010B_010E,B24010B_010M,B24010B_011E,B24010B_011M,B24010B_012E,B24010B_012M,B24010B_013E,B24010B_013M,B24010B_014E,B24010B_014M,B24010B_015E,B24010B_015M,B24010B_016E,B24010B_016M,B24010B_017E,B24010B_017M,B24010B_018E,B24010B_018M,B24010B_019E,B24010B_019M,B24010B_020E,B24010B_020M,B24010B_021E,B24010B_021M,B24010B_022E,B24010B_022M,B24010B_023E,B24010B_023M,B24010B_024E,B24010B_024M,B24010B_025E,B24010B_025M,B24010B_026E,B24010B_026M,B24010B_027E,B24010B_027M,B24010B_028E,B24010B_028M,B24010B_029E,B24010B_029M,B24010B_030E,B24010B_030M,B24010B_031E,B24010B_031M,B24010B_032E,B24010B_032M,B24010B_033E,B24010B_033M,B24010B_034E,B24010B_034M,B24010B_035E,B24010B_035M,B24010B_036E,B24010B_036M,B24010B_037E,B24010B_037M,B24010B_038E,B24010B_038M,B24010B_039E,B24010B_039M,B24010B_040E,B24010B_040M,B24010B_041E,B24010B_041M,B24010B_042E,B24010B_042M,B24010B_043E,B24010B_043M,B24010B_044E,B24010B_044M,B24010B_045E,B24010B_045M,B24010B_046E,B24010B_046M,B24010B_047E,B24010B_047M,B24010B_048E,B24010B_048M,B24010B_049E,B24010B_049M,B24010B_050E,B24010B_050M,B24010B_051E,B24010B_051M,B24010B_052E,B24010B_052M,B24010B_053E,B24010B_053M,B24010B_054E,B24010B_054M,B24010B_055E,B24010B_055M,B24010B_056E,B24010B_056M,B24010B_057E,B24010B_057M,B24010B_058E,B24010B_058M,B24010B_059E,B24010B_059M,B24010B_060E,B24010B_060M,B24010B_061E,B24010B_061M,B24010B_062E,B24010B_062M,B24010B_063E,B24010B_063M,B24010B_064E,B24010B_064M,B24010B_065E,B24010B_065M,B24010B_066E,B24010B_066M,B24010B_067E,B24010B_067M,B24010B_068E,B24010B_068M,B24010B_069E,B24010B_069M,B24010B_070E,B24010B_070M,B24010B_071E,B24010B_071M,B24010B_072E,B24010B_072M,B24010B_073E,B24010B_073M,NAME,B24010B_001EA,B24010B_001MA,B24010B_002MA,B24010B_002EA,B24010B_003EA,B24010B_003MA,B24010B_004EA,B24010B_004MA,B24010B_005MA,B24010B_005EA,B24010B_006EA,B24010B_006MA,B24010B_007EA,B24010B_007MA,B24010B_008EA,B24010B_008MA,B24010B_009EA,B24010B_009MA,B24010B_010MA,B24010B_010EA,B24010B_011EA,B24010B_011MA,B24010B_012MA,B24010B_012EA,B24010B_013EA,B24010B_013MA,B24010B_014EA,B24010B_014MA,B24010B_015EA,B24010B_015MA,B24010B_016EA,B24010B_016MA,B24010B_017MA,B24010B_017EA,B24010B_018EA,B24010B_018MA,B24010B_019EA,B24010B_019MA,B24010B_020EA,B24010B_020MA,B24010B_021EA,B24010B_021MA,B24010B_022MA,B24010B_022EA,B24010B_023MA,B24010B_023EA,B24010B_024MA,B24010B_024EA,B24010B_025MA,B24010B_025EA,B24010B_026EA,B24010B_026MA,B24010B_027EA,B24010B_027MA,B24010B_028MA,B24010B_028EA,B24010B_029EA,B24010B_029MA,B24010B_030MA,B24010B_030EA,B24010B_031MA,B24010B_031EA,B24010B_032EA,B24010B_032MA,B24010B_033MA,B24010B_033EA,B24010B_034MA,B24010B_034EA,B24010B_035MA,B24010B_035EA,B24010B_036MA,B24010B_036EA,B24010B_037EA,B24010B_037MA,B24010B_038EA,B24010B_038MA,B24010B_039MA,B24010B_039EA,B24010B_040EA,B24010B_040MA,B24010B_041MA,B24010B_041EA,B24010B_042MA,B24010B_042EA,B24010B_043EA,B24010B_043MA,B24010B_044MA,B24010B_044EA,B24010B_045EA,B24010B_045MA,B24010B_046MA,B24010B_046EA,B24010B_047EA,B24010B_047MA,B24010B_048EA,B24010B_048MA,B24010B_049EA,B24010B_049MA,B24010B_050MA,B24010B_050EA,B24010B_051EA,B24010B_051MA,B24010B_052EA,B24010B_052MA,B24010B_053MA,B24010B_053EA,B24010B_054EA,B24010B_054MA,B24010B_055MA,B24010B_055EA,B24010B_056EA,B24010B_056MA,B24010B_057EA,B24010B_057MA,B24010B_058EA,B24010B_058MA,B24010B_059MA,B24010B_059EA,B24010B_060EA,B24010B_060MA,B24010B_061MA,B24010B_061EA,B24010B_062MA,B24010B_062EA,B24010B_063EA,B24010B_063MA,B24010B_064EA,B24010B_064MA,B24010B_065EA,B24010B_065MA,B24010B_066MA,B24010B_066EA,B24010B_067EA,B24010B_067MA,B24010B_068EA,B24010B_068MA,B24010B_069EA,B24010B_069MA,B24010B_070EA,B24010B_070MA,B24010B_071EA,B24010B_071MA,B24010B_072EA,B24010B_072MA,B24010B_073EA,B24010B_073MA,state
0400000US01,453502,8314,198184,5860,33817,2606,13051,1817,10285,1642,2766,884,7981,1499,3389,961,4086,1131,506,430,10948,1673,1992,646,498,359,6466,1307,1992,707,1837,785,1259,671,578,465,41479,3497,2028,850,9154,1748,4605,1161,4549,1261,14580,2389,13606,2059,2111,793,30130,3225,12944,2268,17186,2264,25989,2750,2627,828,14706,2439,8656,1499,66769,4581,30111,3171,17498,2315,19160,2522,255318,5491,72896,4944,22590,2742,14444,2250,8146,1595,4024,1312,2246,1065,1516,718,262,225,29581,2923,6322,1380,891,462,20763,2190,1605,791,16701,2058,7834,1273,8867,1750,72484,4372,20167,2536,3855,1107,1563,680,2292,811,20411,2682,16556,1952,11495,1692,80740,4879,31180,2913,49560,3658,3078,1012,704,460,450,374,1924,957,26120,3187,19729,2729,2904,1087,3487,976,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,99028,3858,48902,2917,18217,2403,7192,1558,4262,1281,2930,1011,4379,993,3373,903,945,542,61,105,5514,1187,2732,938,377,356,1800,639,605,393,1132,576,874,524,258,198,8325,1560,764,457,2127,635,1480,562,647,331,1689,756,2008,886,1737,951,10693,1903,4891,1260,5802,1347,4327,1432,0,305,1431,758,2896,1106,7340,1465,2661,874,2704,956,1975,885,50126,2642,18256,2020,5853,1242,2975,926,2878,890,1629,677,1135,581,249,245,245,341,5503,1417,1788,824,333,335,3273,1047,109,130,5271,1321,4030,1120,1241,574,12098,2096,3910,1266,1136,568,380,293,756,495,3292,1298,559,386,3201,915,17234,2165,4348,1270,12886,1926,271,306,61,100,0,305,210,285,2267,1344,569,474,1188,1178,510,511,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,170677,5500,74855,3990,12412,2305,5031,1303,4407,1253,624,404,1039,542,533,455,123,161,383,222,4552,1286,1611,643,229,288,1720,825,992,740,1790,659,1074,481,716,467,16214,2383,1168,557,3001,951,1509,696,1492,688,4161,1395,6254,1347,1630,729,12070,1958,4063,1081,8007,1741,8697,1554,1660,796,3561,1029,3476,999,25462,2441,11357,2076,7537,1481,6568,1299,95822,3773,29107,2478,8732,1623,5106,1262,3626,1058,828,461,524,339,304,331,0,273,12296,2156,2937,1001,828,628,8285,1591,246,242,7251,1359,4079,1033,3172,930,27478,2590,8190,1504,2428,990,777,694,1651,806,6638,1401,4268,1003,5954,1224,27618,2410,11018,1708,16600,1863,533,406,306,337,55,93,172,184,11086,1751,7650,1658,1398,639,2038,683,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,852894,13164,412398,7862,126976,6561,54504,3693,35214,2822,19290,2594,21473,2533,13662,1998,6587,1200,1224,535,39578,4224,10832,2115,3345,1095,13621,2084,11780,2341,11421,2225,5828,1354,5593,1482,85963,4609,5780,1645,33060,2757,22119,2602,10941,1706,11982,2240,19302,2619,15839,2474,93913,5389,44633,3990,49280,4196,38436,3496,2162,1010,18398,2453,17876,2205,67110,4818,16979,2745,32615,3437,17516,2436,440496,8825,171094,6235,68307,4218,40403,3589,27904,3124,7640,1673,3457,1013,2246,829,1937,764,62539,3786,17019,2217,6096,1299,33350,3126,6074,1622,32608,3179,19457,2500,13151,2074,98302,5165,23074,2500,10776,1943,7354,1658,3422,1113,14100,2000,10161,2143,40191,3487,147701,6505,39966,3412,107735,5695,2339,889,687,463,782,463,870,502,21060,2658,9115,1751,8380,1439,3565,1026,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,77217,3934,40825,2966,10467,1414,3600,898,3026,868,574,373,3059,905,1833,780,1025,535,201,204,2453,742,539,395,71,120,1132,619,711,435,1355,618,594,438,761,530,8994,1638,868,402,2888,1049,1928,794,960,610,2192,844,2051,803,995,515,9306,1608,3545,1009,5761,1314,3090,1012,0,279,1713,786,1377,573,8968,2053,2748,1394,4291,996,1929,901,36392,2174,10148,1615,4891,1238,2942,944,1949,753,1157,629,648,382,509,477,0,279,2654,753,959,447,192,165,1344,626,159,211,1446,732,805,553,641,409,11253,1954,3238,993,200,164,150,147,50,91,2910,1155,1665,970,3240,1083,11881,1783,4010,985,7871,1417,608,522,11,23,343,390,254,332,2502,922,1097,646,908,613,497,620,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,153216,4648,68380,3044,17653,2070,6709,1407,4377,1178,2332,761,2744,885,2091,828,549,295,104,95,6409,1319,2788,913,106,128,2243,773,1272,731,1791,801,1178,589,613,475,16465,2387,2555,970,3292,989,2642,876,650,446,3917,1062,5324,1567,1377,639,13727,1987,6193,1373,7534,1338,5142,1261,218,191,3264,1008,1660,721,15393,2131,7054,1741,5254,1349,3085,885,84836,3500,24591,2399,7061,1312,3068,962,3993,1151,1307,769,825,593,270,225,212,270,9940,1654,4018,1183,800,534,4373,1123,749,501,6283,1432,2831,1009,3452,1083,24968,2565,12594,1972,1330,629,932,507,398,356,2983,967,2725,972,5336,1067,30330,2719,11312,1784,19018,2312,520,388,189,299,0,281,331,241,4427,1013,1853,593,1677,790,897,554,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,77256,2584,33543,2134,8434,1235,4349,1088,2872,871,1477,799,1227,612,378,396,616,423,233,295,2386,749,916,454,291,395,821,520,358,257,472,379,296,300,176,231,4939,1017,209,198,1149,579,790,507,359,283,1243,569,1682,625,656,435,6111,1301,3299,1021,2812,995,4145,1169,45,58,1659,636,2441,1086,9914,1713,3598,1090,4203,1017,2113,866,43713,1985,15561,1929,6113,1370,3005,809,3108,955,1156,498,676,413,78,102,402,341,5458,1137,1923,771,525,480,2773,891,237,220,2834,976,1220,629,1614,667,11526,2000,3912,1442,611,546,301,297,310,464,2994,1040,1460,709,2549,630,13904,1945,3985,1142,9919,1599,115,151,12,22,0,265,103,149,2607,785,1366,562,681,536,560,332,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,113193,4122,49038,2765,14838,1836,5670,1281,3323,1019,2347,921,2197,609,1519,592,315,225,363,212,6049,1273,952,480,1499,669,2210,727,1388,673,922,590,553,451,369,390,10676,1799,552,346,3308,1017,2615,806,693,522,2627,907,3161,931,1028,655,9830,1837,4185,1518,5645,1271,4661,1073,86,144,2230,685,2345,742,9033,1754,1950,880,5207,1239,1876,882,64155,2850,27014,2036,9575,1393,4779,993,4796,1115,2205,658,1370,432,99,114,736,449,12132,1621,2589,925,2306,775,4859,1058,2378,865,3102,916,1743,670,1359,592,15380,1906,3891,952,1817,822,1297,648,520,336,3502,1046,3608,1069,2562,766,18392,2114,6553,1589,11839,1708,531,320,0,292,215,257,316,218,2838,941,1206,546,1258,617,374,345,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1127622,12714,500581,8473,99963,5241,42016,3756,28117,2981,13899,1977,14415,2019,8987,1697,3580,994,1848,878,30287,3222,9889,1830,2919,1154,11617,2018,5862,1705,13245,2001,5646,1464,7599,1517,126138,6583,6836,1545,23960,3212,13577,2466,10383,2037,40024,3823,45813,3868,9505,1787,106052,5979,50473,4264,55579,4463,70860,4304,3885,1132,36545,3296,30430,3284,97568,5232,25315,2823,43741,3829,28512,3241,627041,9566,190160,7935,54510,3890,31442,2883,23068,2621,8429,1664,4724,1104,1258,841,2447,1027,74005,5303,17036,2410,5076,1392,48259,4083,3634,1082,53216,4747,29626,3194,23590,3340,197223,7058,66892,4717,16776,2189,8981,1850,7795,1539,40775,3753,36823,3084,35957,3999,203846,7732,75591,5075,128255,6214,4364,1426,2106,973,863,611,1395,820,31448,2682,15345,2002,12154,1756,3949,1296,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
