GEO_ID,B15002I_001E,B15002I_001M,B15002I_002E,B15002I_002M,B15002I_003E,B15002I_003M,B15002I_004E,B15002I_004M,B15002I_005E,B15002I_005M,B15002I_006E,B15002I_006M,B15002I_007E,B15002I_007M,B15002I_008E,B15002I_008M,B15002I_009E,B15002I_009M,B15002I_010E,B15002I_010M,B15002I_011E,B15002I_011M,B15002I_012E,B15002I_012M,B15002I_013E,B15002I_013M,B15002I_014E,B15002I_014M,B15002I_015E,B15002I_015M,B15002I_016E,B15002I_016M,B15002I_017E,B15002I_017M,B15002I_018E,B15002I_018M,B15002I_019E,B15002I_019M,NAME,B15002I_001EA,B15002I_001MA,B15002I_002MA,B15002I_002EA,B15002I_003MA,B15002I_003EA,B15002I_004EA,B15002I_004MA,B15002I_005MA,B15002I_005EA,B15002I_006MA,B15002I_006EA,B15002I_007EA,B15002I_007MA,B15002I_008MA,B15002I_008EA,B15002I_009MA,B15002I_009EA,B15002I_010EA,B15002I_010MA,B15002I_011MA,B15002I_011EA,B15002I_012EA,B15002I_012MA,B15002I_013EA,B15002I_013MA,B15002I_014MA,B15002I_014EA,B15002I_015EA,B15002I_015MA,B15002I_016EA,B15002I_016MA,B15002I_017MA,B15002I_017EA,B15002I_018MA,B15002I_018EA,B15002I_019EA,B15002I_019MA,state
0400000US01,88940,2788,50204,2365,18545,2143,8756,2115,10322,1698,1465,692,5127,1191,1418,666,3089,980,1482,607,38736,1959,12054,2502,5588,1417,6385,1366,755,493,6271,1578,2571,835,3829,1107,1283,541,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,19665,1464,10585,1404,1245,481,2088,765,933,583,416,269,3456,941,661,417,1203,565,583,356,9080,662,536,309,1096,682,1272,496,769,434,2103,616,1304,640,1465,498,535,351,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,966077,1619,476196,1184,95829,6006,77281,5729,111592,5632,26392,2726,92742,5238,27541,3415,33500,2907,11319,1837,489881,1233,95923,4802,73202,5727,111907,5142,19546,2077,103567,5105,31322,3242,38360,3626,16054,2277,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,85167,2495,45761,2047,13278,1720,9830,1820,10123,2175,1753,723,4634,1341,961,453,3326,973,1856,733,39406,2017,11348,1636,9856,1527,6622,1560,1397,673,5327,1378,1851,749,1859,684,1146,643,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,7540267,2054,3751867,1973,985115,17368,663393,14098,822514,14718,102233,6012,636136,13326,176739,7916,255059,7822,110678,5461,3788400,1912,978898,16027,569548,12555,807173,14560,82365,4710,700344,13609,220781,8648,300188,9305,129103,5731,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,548619,2249,277738,2095,52698,3733,48571,3483,64670,4290,16930,2592,51656,3827,13467,2114,19263,2443,10483,1418,270881,2084,47338,3043,43481,3369,59971,3734,15951,2404,50771,3553,17345,2406,24780,2710,11244,1744,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,260280,902,126283,965,26543,2891,19846,2531,35022,3005,6505,1457,16656,2391,4572,1397,10244,1820,6895,1473,133997,792,20294,2028,19897,2273,33120,2761,7570,1375,25854,2418,8094,1430,10796,1627,8372,1741,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,36207,600,18315,336,4226,1316,3314,928,3889,1099,572,429,3599,1117,691,468,1001,459,1023,470,17892,582,3906,1149,2536,825,4239,938,516,477,2666,825,807,428,1540,749,1682,747,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,34864,-555555555,18067,-555555555,5446,1428,2030,749,2609,1220,446,437,1617,752,125,166,2371,648,3423,1037,16797,-555555555,4739,1231,1390,599,1428,639,153,152,2423,1014,727,489,2340,909,3597,884,District of Columbia,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2677432,3366,1287775,2992,202143,9234,164506,7524,329849,8555,43286,3513,209691,7503,88304,6092,163156,7443,86840,4975,1389657,2379,191295,7909,145001,7515,341799,9277,39759,3033,242137,9137,130472,5990,202359,7705,96835,4870,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
