GEO_ID,B18101G_001E,B18101G_001M,B18101G_002E,B18101G_002M,B18101G_003E,B18101G_003M,B18101G_004E,B18101G_004M,B18101G_005E,B18101G_005M,B18101G_006E,B18101G_006M,B18101G_007E,B18101G_007M,B18101G_008E,B18101G_008M,B18101G_009E,B18101G_009M,B18101G_010E,B18101G_010M,NAME,B18101G_001EA,B18101G_001MA,B18101G_002EA,B18101G_002MA,B18101G_003EA,B18101G_003MA,B18101G_004MA,B18101G_004EA,B18101G_005EA,B18101G_005MA,B18101G_006EA,B18101G_006MA,B18101G_007MA,B18101G_007EA,B18101G_008EA,B18101G_008MA,B18101G_009EA,B18101G_009MA,B18101G_010EA,B18101G_010MA,state
0400000US01,63876,4371,31579,3631,1114,546,30465,3584,28101,2579,7159,1573,20942,2125,4196,837,2364,626,1832,633,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,48798,4248,24301,3095,998,498,23303,3008,23455,2448,3302,953,20153,2186,1042,407,633,344,409,226,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,167933,10037,87716,7497,5109,1507,82607,7246,73730,5116,8740,1485,64990,4752,6487,1088,2652,710,3835,892,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,48593,4174,23712,2830,1099,483,22613,2800,22138,2469,4738,1157,17400,2329,2743,674,1676,613,1067,380,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1548628,32093,693037,20250,27080,3072,665957,20394,777907,18288,80948,4524,696959,17803,77684,4344,31957,3135,45727,3086,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,168093,8544,83006,5490,4067,1076,78939,5075,79501,5265,11296,1845,68205,4506,5586,1030,2330,677,3256,856,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,89314,6287,46549,3937,2025,829,44524,3797,40110,3634,4507,1129,35603,3704,2655,711,1148,465,1507,582,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,22909,3453,12089,2510,1258,723,10831,2208,9650,1566,1129,544,8521,1446,1170,558,358,213,812,503,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,11614,2001,3230,934,157,185,3073,929,7349,1337,732,343,6617,1328,1035,550,512,430,523,304,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,400212,15997,176935,10453,8635,1934,168300,10109,198997,9081,26721,2923,172276,8869,24280,2620,9771,1460,14509,2007,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,176229,10438,94134,7375,4834,1551,89300,6783,75450,5504,8677,1949,66773,5302,6645,1734,2919,1255,3726,1231,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,317024,11437,127572,5249,5637,1593,121935,5268,169590,8168,16441,2381,153149,7636,19862,2238,7644,1441,12218,1705,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,35371,3752,16611,2308,831,348,15780,2265,17026,2255,3315,890,13711,1958,1734,738,1287,620,447,274,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,239578,11194,127713,7017,5799,1500,121914,6846,101693,7373,11359,2010,90334,6635,10172,1481,4177,1037,5995,1015,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,125850,8302,70940,6038,5071,981,65869,5783,50712,4141,9059,1426,41653,4051,4198,952,2005,638,2193,685,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,54441,4850,29387,3200,1841,682,27546,3017,23599,2635,3736,893,19863,2479,1455,577,567,350,888,437,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,87100,5311,45174,3796,2707,980,42467,3650,38083,3357,6973,1580,31110,3056,3843,871,2222,699,1621,476,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,69738,5414,40302,4139,4084,1317,36218,3909,26102,2731,6671,1486,19431,2469,3334,1085,2185,917,1149,537,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,67842,5691,32772,3772,1574,512,31198,3809,31676,2954,4844,1006,26832,2817,3394,753,1695,498,1699,513,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,23422,2157,11144,1385,275,230,10869,1352,11076,1457,3099,753,7977,1363,1202,393,474,296,728,307,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,157967,9662,78125,7068,3597,1026,74528,6851,73934,5575,7688,1560,66246,5079,5908,1138,1643,520,4265,978,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,179310,11090,70109,5618,3247,963,66862,5520,101903,7643,11379,1799,90524,7417,7298,1351,2390,706,4908,1090,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,238248,10002,123993,7244,7875,1290,116118,7003,103627,5012,18456,2122,85171,4606,10628,1768,4923,1250,5705,1178,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,126780,7796,71173,5069,6212,1379,64961,4865,52233,3921,6946,1277,45287,3636,3374,855,1499,589,1875,601,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,30763,4887,17119,3491,1415,643,15704,3421,12235,2633,3149,1046,9086,2078,1409,600,791,446,618,326,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,129376,8018,61937,5142,2908,1270,59029,4797,62001,4809,12376,1790,49625,4447,5438,1138,2851,834,2587,837,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,23370,2903,10807,1867,479,337,10328,1860,11162,1486,1856,608,9306,1357,1401,592,690,443,711,381,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,38982,4269,21043,2844,1392,1100,19651,2604,17053,2204,3714,1455,13339,1962,886,371,272,215,614,280,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,103365,7550,49153,4951,2114,728,47039,4925,50779,4445,5502,1179,45277,3922,3433,1091,1621,585,1812,743,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,20699,2277,9207,1437,656,364,8551,1505,10482,1407,1642,709,8840,1394,1010,416,515,274,495,280,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,226573,12263,95413,7188,4153,1316,91260,6520,119247,8002,8720,1398,110527,7605,11913,2212,3909,994,8004,1717,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,58566,5195,28881,3804,1641,924,27240,3855,25712,3045,2900,926,22812,2761,3973,917,2051,713,1922,616,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,505324,13642,209658,7975,10605,2216,199053,7563,266181,8943,33066,2791,233115,8451,29485,3504,13376,1928,16109,2353,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,212101,11481,111513,7635,6778,1716,104735,7207,94166,5983,15131,2462,79035,5179,6422,1354,3861,962,2561,900,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,13508,1825,8183,1403,246,190,7937,1396,4784,928,716,380,4068,924,541,439,429,418,112,153,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,238265,9516,136525,7525,9279,1556,127246,7135,93206,4745,14612,1895,78594,4725,8534,1397,4417,965,4117,828,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,291947,10857,128774,6703,5890,1442,122884,6514,144983,6247,25369,3013,119614,5858,18190,1310,10033,1256,8157,885,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,135540,8549,60269,4839,3413,1119,56856,4768,69351,4948,14128,2195,55223,4282,5920,1004,3343,808,2577,628,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,233814,11906,120261,8204,7915,1515,112346,7977,102723,5866,17422,2186,85301,5368,10830,1526,5903,1056,4927,1268,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,28385,3129,13620,2342,1190,576,12430,2195,13885,2144,2824,1004,11061,1877,880,350,353,259,527,306,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,82297,7049,44220,5486,2344,994,41876,5285,35056,3555,4170,1081,30886,3368,3021,815,1762,654,1259,538,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,15181,2513,8584,1844,280,310,8304,1777,5836,1288,1090,626,4746,1240,761,443,185,204,576,412,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,106837,7151,56656,4922,4189,1144,52467,4646,45142,4500,9226,1743,35916,3861,5039,1056,2907,817,2132,754,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,538385,20654,259568,13177,13415,2372,246153,12573,253482,9952,31319,3442,222163,9198,25335,2656,11641,1741,13694,2036,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,64502,5992,38148,4574,1458,676,36690,4266,25069,2612,3273,1034,21796,2659,1285,584,915,402,370,414,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,10291,1585,5512,1211,219,219,5293,1155,4524,865,1108,459,3416,743,255,146,105,109,150,102,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,215916,10768,115234,6666,4404,1249,110830,6520,91653,6505,8876,1569,82777,6196,9029,1559,4081,947,4948,1120,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,298928,11846,143762,7746,7701,1698,136061,7814,144611,6910,20683,2431,123928,6325,10555,1281,5407,1001,5148,1022,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,35437,3181,16913,1918,1662,557,15251,1789,16430,1949,4792,988,11638,1880,2094,767,1092,550,1002,427,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,118129,7056,66666,4835,3869,992,62797,4676,48687,3848,7372,1608,41315,3736,2776,615,1022,372,1754,513,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,14611,2495,7191,1730,266,226,6925,1698,7068,1534,1372,553,5696,1465,352,240,85,109,267,219,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,493561,14363,137319,6014,13911,2230,123408,5608,310762,9333,48224,3802,262538,8245,45480,3416,24462,2532,21018,2345,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
