GEO_ID,B27010_001E,B27010_001M,B27010_002E,B27010_002M,B27010_003E,B27010_003M,B27010_004E,B27010_004M,B27010_005E,B27010_005M,B27010_006E,B27010_006M,B27010_007E,B27010_007M,B27010_008E,B27010_008M,B27010_009E,B27010_009M,B27010_010E,B27010_010M,B27010_011E,B27010_011M,B27010_012E,B27010_012M,B27010_013E,B27010_013M,B27010_014E,B27010_014M,B27010_015E,B27010_015M,B27010_016E,B27010_016M,B27010_017E,B27010_017M,B27010_018E,B27010_018M,B27010_019E,B27010_019M,B27010_020E,B27010_020M,B27010_021E,B27010_021M,B27010_022E,B27010_022M,B27010_023E,B27010_023M,B27010_024E,B27010_024M,B27010_025E,B27010_025M,B27010_026E,B27010_026M,B27010_027E,B27010_027M,B27010_028E,B27010_028M,B27010_029E,B27010_029M,B27010_030E,B27010_030M,B27010_031E,B27010_031M,B27010_032E,B27010_032M,B27010_033E,B27010_033M,B27010_034E,B27010_034M,B27010_035E,B27010_035M,B27010_036E,B27010_036M,B27010_037E,B27010_037M,B27010_038E,B27010_038M,B27010_039E,B27010_039M,B27010_040E,B27010_040M,B27010_041E,B27010_041M,B27010_042E,B27010_042M,B27010_043E,B27010_043M,B27010_044E,B27010_044M,B27010_045E,B27010_045M,B27010_046E,B27010_046M,B27010_047E,B27010_047M,B27010_048E,B27010_048M,B27010_049E,B27010_049M,B27010_050E,B27010_050M,B27010_051E,B27010_051M,B27010_052E,B27010_052M,B27010_053E,B27010_053M,B27010_054E,B27010_054M,B27010_055E,B27010_055M,B27010_056E,B27010_056M,B27010_057E,B27010_057M,B27010_058E,B27010_058M,B27010_059E,B27010_059M,B27010_060E,B27010_060M,B27010_061E,B27010_061M,B27010_062E,B27010_062M,B27010_063E,B27010_063M,B27010_064E,B27010_064M,B27010_065E,B27010_065M,B27010_066E,B27010_066M,NAME,B27010_001EA,B27010_001MA,B27010_002MA,B27010_002EA,B27010_003EA,B27010_003MA,B27010_004EA,B27010_004MA,B27010_005EA,B27010_005MA,B27010_006EA,B27010_006MA,B27010_007MA,B27010_007EA,B27010_008EA,B27010_008MA,B27010_009EA,B27010_009MA,B27010_010EA,B27010_010MA,B27010_011MA,B27010_011EA,B27010_012EA,B27010_012MA,B27010_013MA,B27010_013EA,B27010_014MA,B27010_014EA,B27010_015EA,B27010_015MA,B27010_016MA,B27010_016EA,B27010_017EA,B27010_017MA,B27010_018MA,B27010_018EA,B27010_019MA,B27010_019EA,B27010_020MA,B27010_020EA,B27010_021EA,B27010_021MA,B27010_022MA,B27010_022EA,B27010_023EA,B27010_023MA,B27010_024MA,B27010_024EA,B27010_025MA,B27010_025EA,B27010_026MA,B27010_026EA,B27010_027EA,B27010_027MA,B27010_028EA,B27010_028MA,B27010_029MA,B27010_029EA,B27010_030EA,B27010_030MA,B27010_031MA,B27010_031EA,B27010_032EA,B27010_032MA,B27010_033EA,B27010_033MA,B27010_034EA,B27010_034MA,B27010_035MA,B27010_035EA,B27010_036MA,B27010_036EA,B27010_037MA,B27010_037EA,B27010_038EA,B27010_038MA,B27010_039EA,B27010_039MA,B27010_040MA,B27010_040EA,B27010_041MA,B27010_041EA,B27010_042EA,B27010_042MA,B27010_043EA,B27010_043MA,B27010_044EA,B27010_044MA,B27010_045EA,B27010_045MA,B27010_046MA,B27010_046EA,B27010_047EA,B27010_047MA,B27010_048EA,B27010_048MA,B27010_049EA,B27010_049MA,B27010_050EA,B27010_050MA,B27010_051MA,B27010_051EA,B27010_052MA,B27010_052EA,B27010_053EA,B27010_053MA,B27010_054MA,B27010_054EA,B27010_055EA,B27010_055MA,B27010_056EA,B27010_056MA,B27010_057MA,B27010_057EA,B27010_058MA,B27010_058EA,B27010_059EA,B27010_059MA,B27010_060MA,B27010_060EA,B27010_061EA,B27010_061MA,B27010_062EA,B27010_062MA,B27010_063MA,B27010_063EA,B27010_064MA,B27010_064EA,B27010_065EA,B27010_065MA,B27010_066MA,B27010_066EA,state
0400000US01,4702769,1669,1133638,2253,996823,8921,495624,12304,55639,5749,3287,1294,416226,10775,25619,3468,428,381,69857,5794,16894,2598,640,608,3771,1677,9053,2061,533,458,38966,4399,66958,7017,1060965,5398,693807,9361,501938,10022,76903,5738,2995,937,94302,5899,14856,2116,2813,1143,56479,4233,17635,2381,790,445,7527,1380,5950,1358,151,157,24426,2701,310679,9536,1870571,5948,1339202,12179,1040620,14873,116408,6880,47550,4029,93060,6763,27931,2902,13633,1980,224333,7119,53541,3671,17120,1930,11191,1793,41940,3663,20975,2370,6212,1317,73354,4091,307036,9443,637595,2562,147891,5761,7092,1202,817,540,139490,5816,203,175,289,343,487785,6347,169,159,125694,5475,121757,5599,55410,2968,188,217,11104,1550,173463,5530,1919,934,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,689249,1872,187984,558,146206,4128,78545,4784,3549,1349,152,113,47779,3742,16181,2782,0,246,18935,2900,1663,901,203,253,890,453,6879,1970,0,246,9300,2316,22843,3332,161419,2374,97714,4353,64928,4302,6800,1695,166,225,14927,2102,10369,1939,524,318,10574,2170,1240,559,12,19,321,231,4418,1853,305,490,4278,1096,53131,4043,288016,2143,197054,4391,160970,5133,11383,1618,1752,679,11499,1867,8225,1861,3225,1004,31270,2844,6182,1178,832,438,259,239,4656,1113,6441,1604,734,390,12166,1864,59692,3264,51830,1042,13190,1482,1250,531,413,332,11463,1450,0,246,64,105,37466,1582,18,30,13061,1640,4518,1039,6485,1074,0,246,1111,471,12273,1500,1174,622,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6310174,2001,1629931,1211,1331902,11617,683862,15489,80968,6534,3382,1825,535438,15016,27347,4597,905,843,90062,7893,25088,3465,400,269,3598,1422,5577,1683,175,161,55224,6762,207967,10279,1442598,4149,964643,11148,608703,11984,82675,4853,2470,908,248575,9680,18765,2765,3455,1102,63697,4671,22077,3746,612,460,5086,1214,3088,996,1060,625,31774,3261,414258,11231,2362085,4347,1727720,13174,1250797,14759,163870,7195,34425,3020,224749,9547,31725,4238,22154,2842,201196,7610,52666,4341,11474,1891,6772,1424,30483,3556,12852,2169,9134,1740,77815,4583,433169,11377,875560,2405,245817,8029,10809,2004,4178,1378,229924,7959,305,268,601,504,620005,7624,1372,1013,160895,5846,181491,7295,58783,4238,150,178,19172,2070,198142,6527,9738,2002,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2867611,1672,709374,2349,624838,6271,253828,8620,32205,3571,1316,616,327826,9026,9362,1702,301,286,38041,4165,9488,2223,48,77,1080,430,3082,1027,49,67,24294,3413,46495,5193,641055,5858,382796,8412,276562,8353,37970,3398,2671,913,56101,3574,7606,1584,1886,709,34318,3388,11691,1762,251,320,4814,1270,3828,1136,184,182,13550,1948,223941,9158,1112378,5530,750755,10239,568598,11184,71205,4238,35330,3203,47306,3950,11567,1788,16749,2275,132432,6013,28027,2927,7919,1526,6094,1530,33795,2743,6598,1608,6191,1245,43808,3236,229191,7874,404804,2660,103979,4120,3078,922,346,246,100296,4131,72,130,187,193,299839,4923,439,389,56095,3651,91686,4147,34801,2954,130,155,10556,1451,106132,4381,986,566,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36815569,4634,9288691,3004,7987874,25743,4001346,32391,602265,17020,34167,4187,3241270,38346,106925,6120,1901,1199,468065,16238,124320,8551,2340,904,24637,4020,28620,3896,1506,785,286642,11589,832752,19319,9023508,8051,5789927,29532,3923047,33301,722326,16544,21431,2690,1026291,19363,80160,6058,16672,2368,345409,11103,150249,9222,2755,858,35125,3922,25919,3248,3426,1226,127935,6203,2888172,29046,14326399,8364,10325723,34802,7836518,43331,1131000,20904,141149,7190,1062447,22098,83955,4688,70654,4634,968280,19150,284795,10666,52397,3772,26085,2800,224108,9310,45317,3502,21292,2435,314286,10434,3032396,31240,4176971,6408,1192670,15955,118420,5251,18868,2206,1051738,16133,1576,747,2068,733,2912708,16874,3674,734,811498,13731,681936,11417,619315,11397,800,399,64196,4214,731289,11473,71593,5102,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4956873,2211,1226208,1972,1051884,8906,612942,11766,92516,5865,3074,1349,301960,11220,41273,4522,119,143,50196,5516,13078,2119,69,116,2371,1206,6292,1626,305,395,28081,4338,124128,8657,1176659,3960,795545,11209,572021,11905,111587,6718,2194,724,85119,4991,21327,2608,3297,1237,43736,3866,17258,2277,630,390,3029,1186,5007,1143,388,349,17424,2664,337378,11527,2017871,4048,1541133,10805,1189647,13613,197473,7265,20459,2723,85190,5183,34792,2926,13572,2168,152157,6518,43767,3451,6535,1296,5387,1373,23898,2967,15956,2263,4135,1011,52479,3489,324581,10774,536135,2272,132891,4912,11140,1695,1619,581,119414,4808,115,186,603,432,400222,4914,359,250,103849,4922,120933,5256,31398,2785,57,96,9130,1496,134496,4325,3022,997,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3519913,989,815010,360,748219,5955,491792,9437,35447,4083,850,525,212379,9201,7751,2047,0,281,42677,4553,16834,2301,320,445,756,402,2364,783,44,75,22359,3575,24114,3218,730132,2494,556847,6453,408405,8277,47577,3996,1986,789,92020,5644,5390,1581,1469,693,32947,3322,17942,2799,186,187,2632,1047,1103,515,98,159,10986,1588,140338,5516,1489946,2913,1225098,9060,1009888,9873,88797,5070,19304,2989,97029,4765,4065,1206,6015,1853,113757,5996,45516,4487,8049,1321,4216,1205,19196,2499,4014,1031,2258,724,30508,3350,151091,7585,484825,1411,114534,4929,12802,1942,1012,407,100670,5105,0,281,50,81,365701,5008,788,409,121789,5077,103045,4211,28859,2639,116,192,7833,1527,103271,4119,4590,1164,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,885232,820,206046,606,180357,3536,104304,5721,6985,1802,654,601,63985,5238,4429,1537,0,265,14677,2606,3729,1154,157,192,17,32,2244,998,0,265,8530,2077,11012,2537,197508,1460,149188,4007,103091,4273,11789,1957,913,532,30360,3507,2566,790,469,504,11410,1831,5033,1265,83,142,689,405,1029,547,0,265,4576,1122,36910,3457,356261,1569,278179,4730,222889,5677,15617,2088,5575,1363,29049,3056,4439,1133,610,380,40398,3710,12003,1826,3891,1015,985,548,6202,1271,3546,1008,787,421,12984,2096,37684,3708,125417,821,27409,2309,2182,868,11,18,25183,2277,33,37,0,265,97813,2380,397,617,37653,2335,21201,2037,5836,1234,0,265,1684,563,31042,2284,195,175,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,594282,401,100990,441,82952,2959,35105,3010,2457,1536,176,229,44192,3926,1022,496,0,292,15729,2878,5994,1678,72,122,231,232,485,436,0,292,8947,2223,2309,928,209019,607,158766,4164,104950,3953,23429,2461,0,292,29574,3167,770,343,43,68,27398,3628,19012,3008,49,80,348,273,624,391,0,292,7365,2040,22855,2994,217156,1030,161680,3835,113581,3881,10097,1531,1639,683,33983,3041,1163,578,1217,663,36395,3176,17430,2564,1163,760,93,109,3882,794,869,397,533,304,12425,2154,19081,2188,67117,907,14329,1593,3615,1022,213,210,10316,1320,185,224,0,292,51869,1619,602,386,19012,1630,6412,1241,6866,1071,0,292,1306,615,17671,1874,919,598,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18534081,4456,3990247,4584,3304625,19187,1600533,21608,261417,11077,10534,2535,1352028,25516,77857,6648,2256,1169,178688,8814,50573,4946,558,388,10913,2821,20400,3239,559,454,95685,6627,506934,18755,3913103,8732,2274391,22863,1572218,21910,274784,9371,11262,2197,353079,11032,54132,5350,8916,1653,130211,7083,48336,4289,1586,886,15642,2493,13159,2337,1119,613,50369,4191,1508501,22302,7422176,8539,4928081,29134,3709154,25411,561293,14235,125999,7123,352064,11492,106107,5690,73464,5637,614382,12288,151735,7699,35232,2684,18404,2103,126237,5815,47564,3520,24278,2958,210932,8057,1879713,27864,3208555,3802,955586,14745,43809,3415,19730,2562,889455,14187,1190,664,1402,707,2207057,15816,4492,1252,504961,12111,622026,12420,277995,8962,870,834,67523,3987,729190,12634,45912,4203,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
