GEO_ID,C27008_001E,C27008_001M,C27008_002E,C27008_002M,C27008_003E,C27008_003M,C27008_004E,C27008_004M,C27008_005E,C27008_005M,C27008_006E,C27008_006M,C27008_007E,C27008_007M,C27008_008E,C27008_008M,C27008_009E,C27008_009M,C27008_010E,C27008_010M,C27008_011E,C27008_011M,C27008_012E,C27008_012M,C27008_013E,C27008_013M,C27008_014E,C27008_014M,C27008_015E,C27008_015M,C27008_016E,C27008_016M,C27008_017E,C27008_017M,C27008_018E,C27008_018M,C27008_019E,C27008_019M,C27008_020E,C27008_020M,C27008_021E,C27008_021M,NAME,C27008_001MA,C27008_001EA,C27008_002MA,C27008_002EA,C27008_003EA,C27008_003MA,C27008_004MA,C27008_004EA,C27008_005EA,C27008_005MA,C27008_006MA,C27008_006EA,C27008_007EA,C27008_007MA,C27008_008EA,C27008_008MA,C27008_009EA,C27008_009MA,C27008_010EA,C27008_010MA,C27008_011MA,C27008_011EA,C27008_012EA,C27008_012MA,C27008_013MA,C27008_013EA,C27008_014MA,C27008_014EA,C27008_015MA,C27008_015EA,C27008_016MA,C27008_016EA,C27008_017EA,C27008_017MA,C27008_018EA,C27008_018MA,C27008_019EA,C27008_019MA,C27008_020EA,C27008_020MA,C27008_021MA,C27008_021EA,state
0400000US01,4702769,1669,2264282,5426,580409,4165,18981,2568,561428,4574,1411696,4278,43208,3260,1368488,5022,272177,2147,36421,2638,235756,3033,2438487,5571,553229,3838,19102,2527,534127,4488,1519840,3855,51559,3403,1468281,5549,365418,2200,36563,2443,328855,2721,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,689249,1872,351120,2257,98067,1769,12053,1950,86014,2330,228051,1873,13963,2215,214088,2972,25002,744,3412,706,21590,934,338129,1869,89917,1576,13320,1996,76597,2506,221384,1182,21773,2553,199611,2703,26828,631,1986,547,24842,716,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6310174,2001,3105385,4053,835349,2384,20278,3359,815071,3840,1869504,3564,39806,3266,1829698,4810,400532,1319,38971,2597,361561,2880,3204789,3753,794582,2245,18809,2928,775773,3539,1935179,2604,46934,4568,1888245,5105,475028,1801,33400,2375,441628,2889,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2867611,1672,1395533,6537,360067,3837,7786,1393,352281,4452,855780,5332,19181,2066,836599,5523,179686,1735,19495,1935,160191,2108,1472078,6426,349307,3824,7231,1613,342076,3753,897653,5403,22528,2404,875125,5135,225118,1959,18233,2046,206885,2596,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36815569,4634,18152479,9393,4749200,4391,78045,5912,4671155,7470,11577968,9176,141887,6273,11436081,10818,1825311,3391,102437,4406,1722874,5515,18663090,7973,4539491,3888,75228,4837,4464263,6011,11771939,6474,164778,6461,11607161,8685,2351660,4990,106694,4154,2244966,6581,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4956873,2211,2462240,6565,629839,3148,26869,3020,602970,4387,1592801,5038,41102,3105,1551699,5574,239600,1431,23825,1685,215775,2154,2494633,6292,596369,3090,23819,3056,572550,4122,1601729,4414,54128,3426,1547601,5745,296535,1791,23681,1769,272854,2447,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3519913,989,1704117,2239,416145,1288,5680,1796,410465,1979,1080650,1981,8955,1842,1071695,2222,207322,1165,8008,1136,199314,1579,1815796,2076,398865,1282,5145,1186,393720,1752,1139428,1712,10178,1626,1129250,2345,277503,1289,5799,963,271704,1677,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,885232,820,426205,1636,105483,1063,3327,1070,102156,1410,265250,1178,6574,1316,258676,1758,55472,575,4459,887,51013,1046,459027,1568,100563,969,4142,1151,96421,1508,288519,1142,7841,1356,280678,1674,69945,566,3557,896,66388,1100,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,594282,401,278370,1152,51219,734,225,213,50994,753,200415,1083,2066,757,198349,1288,26736,414,1767,660,24969,811,315912,1126,49771,582,1607,691,48164,928,225760,797,2372,739,223388,951,40381,1099,1024,452,39357,1118,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18534081,4456,8979510,7602,2040425,4878,54229,5123,1986196,6850,5503186,7114,134944,7038,5368242,9539,1435899,3228,127796,3903,1308103,5206,9554571,6409,1949822,4738,54225,4891,1895597,6680,5832093,4854,156303,6661,5675790,8805,1772656,3805,122739,4347,1649917,5666,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9519836,3059,4595689,7668,1275569,5860,46526,4260,1229043,6806,2892009,5853,80019,4285,2811990,7344,428111,2684,44975,2869,383136,3618,4924147,7623,1216712,5971,43606,3492,1173106,6726,3132018,4795,105686,5299,3026332,8025,575417,2855,45766,2769,529651,3967,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1315677,2309,644535,2929,157018,1400,16494,1896,140524,2463,401038,2613,18752,2234,382286,3092,86479,787,8484,1018,77995,1346,671142,2158,146643,1457,18145,1953,128498,1864,417143,1667,30104,2803,387039,2949,107356,775,7875,1146,99481,1279,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1551635,954,772179,3023,220549,2348,5173,1242,215376,2761,462624,2563,11777,1702,450847,3275,89006,994,9817,1322,79189,1566,779456,2944,207747,2192,5100,1395,202647,2292,467688,2234,11431,1635,456257,2694,104021,1142,8160,1287,95861,1685,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12673245,2432,6188379,6646,1595153,3906,12513,1804,1582640,3864,3934540,6093,34995,2624,3899545,6725,658686,2796,21975,1645,636711,3394,6484866,6072,1526566,3510,15257,2149,1511309,3940,4067203,4614,32611,2615,4034592,5106,891097,3005,19630,1638,871467,2735,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6391470,950,3132505,4540,821850,3216,10363,2023,811487,3450,1962643,3642,21935,2178,1940708,4059,348012,1760,16322,1581,331690,2185,3258965,4486,780470,3371,7991,1636,772479,3821,2019723,3300,19698,2110,2000025,3941,458772,2609,13103,1583,445669,3107,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3004885,571,1483717,3817,367351,2873,4735,1160,362616,2988,930050,2621,10591,1485,919459,2874,186316,1087,9475,1127,176841,1544,1521168,3843,354411,3080,5202,1442,349209,3274,924766,2161,11958,1576,912808,2818,241991,1285,6584,1122,235407,1629,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2804461,1848,1379541,3843,371188,3235,15580,1768,355608,3689,850271,2862,18893,2136,831378,3559,158082,1606,13226,1398,144856,2065,1424920,3890,354249,3373,16103,1906,338146,3634,868256,2475,28666,2215,839590,2675,202415,1733,12663,1394,189752,1986,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4242714,4353,2065844,4964,526090,3772,14322,2285,511768,4412,1297854,4482,21803,1927,1276051,4440,241900,1677,17105,1691,224795,2566,2176870,5805,492285,3757,14336,2354,477949,4313,1370126,4137,29200,2794,1340926,4464,314459,1758,16046,1631,298413,2268,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4440314,1830,2146775,5421,568772,5051,12519,1892,556253,5495,1346768,5476,21419,2644,1325349,5951,231235,1949,15877,1546,215358,2355,2293539,5059,544557,4002,11002,2044,533555,4320,1441656,3030,26671,2313,1414985,3609,307326,2094,14742,1424,292584,2385,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1313037,991,640864,2086,140497,1106,2969,1251,137528,1677,409860,1592,8863,1200,400997,1882,90507,716,8419,1082,82088,1272,672173,1794,132601,1190,3554,1237,129047,1528,426619,1192,10442,1582,416177,2016,112953,852,7907,1031,105046,1241,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5687998,2852,2730888,4561,689853,3158,24959,3336,664894,4295,1748894,3282,47961,3572,1700933,4759,292141,1505,22976,2088,269165,2564,2957110,4114,660158,2936,26477,2951,633681,4077,1902044,3248,56665,4099,1845379,5480,394908,2410,20411,1971,374497,2406,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6478067,1529,3126920,3073,721791,1755,5288,1153,716503,2062,2039337,2361,14782,1938,2024555,2961,365792,1686,16352,1945,349440,2562,3351147,2622,692955,1926,4945,1368,688010,2465,2160196,2089,12174,1542,2148022,2861,497996,1896,13663,1704,484333,2441,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9763683,1209,4771428,4679,1194627,3227,9293,1566,1185334,3501,2997973,3477,28364,3022,2969609,4951,578828,1904,19102,1403,559726,2646,4992255,4631,1136848,3013,9624,1648,1127224,3304,3108521,3069,24174,2219,3084347,3730,746886,2255,16426,1526,730460,2298,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5252092,680,2602043,3879,655641,2802,6940,1309,648701,3202,1656207,2541,16979,1492,1639228,3002,290195,1728,13469,1243,276726,2065,2650049,3664,625381,2930,5310,1148,620071,3078,1658093,2845,16893,1386,1641200,3214,366575,2160,10791,1255,355784,2510,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2902907,1467,1391938,5326,382928,3654,10297,1895,372631,4020,852663,4094,23045,3065,829618,5144,156347,1559,18032,1857,138315,2253,1510969,5148,369057,3655,9740,2277,359317,4609,928455,3456,25714,2559,902741,4232,213457,1541,17214,1475,196243,2015,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
