GEO_ID,B23002I_001E,B23002I_001M,B23002I_002E,B23002I_002M,B23002I_003E,B23002I_003M,B23002I_004E,B23002I_004M,B23002I_005E,B23002I_005M,B23002I_006E,B23002I_006M,B23002I_007E,B23002I_007M,B23002I_008E,B23002I_008M,B23002I_009E,B23002I_009M,B23002I_010E,B23002I_010M,B23002I_011E,B23002I_011M,B23002I_012E,B23002I_012M,B23002I_013E,B23002I_013M,B23002I_014E,B23002I_014M,B23002I_015E,B23002I_015M,B23002I_016E,B23002I_016M,B23002I_017E,B23002I_017M,B23002I_018E,B23002I_018M,B23002I_019E,B23002I_019M,B23002I_020E,B23002I_020M,B23002I_021E,B23002I_021M,B23002I_022E,B23002I_022M,B23002I_023E,B23002I_023M,B23002I_024E,B23002I_024M,B23002I_025E,B23002I_025M,B23002I_026E,B23002I_026M,B23002I_027E,B23002I_027M,B23002I_028E,B23002I_028M,B23002I_029E,B23002I_029M,B23002I_030E,B23002I_030M,B23002I_031E,B23002I_031M,B23002I_032E,B23002I_032M,B23002I_033E,B23002I_033M,B23002I_034E,B23002I_034M,B23002I_035E,B23002I_035M,B23002I_036E,B23002I_036M,B23002I_037E,B23002I_037M,B23002I_038E,B23002I_038M,B23002I_039E,B23002I_039M,B23002I_040E,B23002I_040M,B23002I_041E,B23002I_041M,B23002I_042E,B23002I_042M,B23002I_043E,B23002I_043M,B23002I_044E,B23002I_044M,B23002I_045E,B23002I_045M,B23002I_046E,B23002I_046M,B23002I_047E,B23002I_047M,B23002I_048E,B23002I_048M,B23002I_049E,B23002I_049M,B23002I_050E,B23002I_050M,B23002I_051E,B23002I_051M,B23002I_052E,B23002I_052M,B23002I_053E,B23002I_053M,B23002I_054E,B23002I_054M,B23002I_055E,B23002I_055M,B23002I_056E,B23002I_056M,B23002I_057E,B23002I_057M,B23002I_058E,B23002I_058M,B23002I_059E,B23002I_059M,B23002I_060E,B23002I_060M,B23002I_061E,B23002I_061M,B23002I_062E,B23002I_062M,B23002I_063E,B23002I_063M,B23002I_064E,B23002I_064M,B23002I_065E,B23002I_065M,B23002I_066E,B23002I_066M,B23002I_067E,B23002I_067M,B23002I_068E,B23002I_068M,B23002I_069E,B23002I_069M,B23002I_070E,B23002I_070M,B23002I_071E,B23002I_071M,B23002I_072E,B23002I_072M,B23002I_073E,B23002I_073M,B23002I_074E,B23002I_074M,B23002I_075E,B23002I_075M,B23002I_076E,B23002I_076M,B23002I_077E,B23002I_077M,B23002I_078E,B23002I_078M,B23002I_079E,B23002I_079M,NAME,B23002I_001EA,B23002I_001MA,B23002I_002EA,B23002I_002MA,B23002I_003EA,B23002I_003MA,B23002I_004MA,B23002I_004EA,B23002I_005MA,B23002I_005EA,B23002I_006EA,B23002I_006MA,B23002I_007EA,B23002I_007MA,B23002I_008MA,B23002I_008EA,B23002I_009MA,B23002I_009EA,B23002I_010MA,B23002I_010EA,B23002I_011MA,B23002I_011EA,B23002I_012EA,B23002I_012MA,B23002I_013EA,B23002I_013MA,B23002I_014MA,B23002I_014EA,B23002I_015MA,B23002I_015EA,B23002I_016EA,B23002I_016MA,B23002I_017MA,B23002I_017EA,B23002I_018EA,B23002I_018MA,B23002I_019EA,B23002I_019MA,B23002I_020MA,B23002I_020EA,B23002I_021EA,B23002I_021MA,B23002I_022EA,B23002I_022MA,B23002I_023MA,B23002I_023EA,B23002I_024MA,B23002I_024EA,B23002I_025EA,B23002I_025MA,B23002I_026MA,B23002I_026EA,B23002I_027EA,B23002I_027MA,B23002I_028EA,B23002I_028MA,B23002I_029MA,B23002I_029EA,B23002I_030MA,B23002I_030EA,B23002I_031EA,B23002I_031MA,B23002I_032EA,B23002I_032MA,B23002I_033EA,B23002I_033MA,B23002I_034EA,B23002I_034MA,B23002I_035MA,B23002I_035EA,B23002I_036EA,B23002I_036MA,B23002I_037EA,B23002I_037MA,B23002I_038EA,B23002I_038MA,B23002I_039EA,B23002I_039MA,B23002I_040EA,B23002I_040MA,B23002I_041MA,B23002I_041EA,B23002I_042EA,B23002I_042MA,B23002I_043EA,B23002I_043MA,B23002I_044EA,B23002I_044MA,B23002I_045EA,B23002I_045MA,B23002I_046MA,B23002I_046EA,B23002I_047EA,B23002I_047MA,B23002I_048MA,B23002I_048EA,B23002I_049MA,B23002I_049EA,B23002I_050EA,B23002I_050MA,B23002I_051MA,B23002I_051EA,B23002I_052MA,B23002I_052EA,B23002I_053EA,B23002I_053MA,B23002I_054EA,B23002I_054MA,B23002I_055MA,B23002I_055EA,B23002I_056EA,B23002I_056MA,B23002I_057EA,B23002I_057MA,B23002I_058MA,B23002I_058EA,B23002I_059MA,B23002I_059EA,B23002I_060EA,B23002I_060MA,B23002I_061MA,B23002I_061EA,B23002I_062EA,B23002I_062MA,B23002I_063EA,B23002I_063MA,B23002I_064MA,B23002I_064EA,B23002I_065MA,B23002I_065EA,B23002I_066EA,B23002I_066MA,B23002I_067MA,B23002I_067EA,B23002I_068EA,B23002I_068MA,B23002I_069MA,B23002I_069EA,B23002I_070MA,B23002I_070EA,B23002I_071EA,B23002I_071MA,B23002I_072MA,B23002I_072EA,B23002I_073EA,B23002I_073MA,B23002I_074MA,B23002I_074EA,B23002I_075MA,B23002I_075EA,B23002I_076EA,B23002I_076MA,B23002I_077EA,B23002I_077MA,B23002I_078EA,B23002I_078MA,B23002I_079EA,B23002I_079MA,state
0400000US01,120960,2089,68975,1990,5828,1501,3271,1019,122,120,3149,1011,2023,756,1126,655,2557,1015,12943,1500,11651,1532,3,11,11648,1532,10336,1500,1312,542,1292,602,45314,2375,43406,2425,710,456,42696,2387,38799,2712,3897,1140,1908,628,2981,832,2524,786,0,273,2524,786,2382,763,142,201,457,338,610,415,379,339,379,339,0,273,231,214,1299,505,274,206,274,206,0,273,1025,458,51985,1645,4265,1123,1543,640,0,273,1543,640,1035,531,508,298,2722,940,8984,1367,5443,1522,67,108,5376,1520,4808,1442,568,466,3541,1019,34305,2152,21580,2390,134,163,21446,2377,18610,2410,2836,940,12725,2122,2112,633,1473,626,0,273,1473,626,1368,624,105,134,639,323,439,255,236,184,236,184,0,273,203,186,1880,711,77,109,77,109,0,273,1803,705,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1275829,2868,635942,2274,75592,2372,26371,2788,370,169,26001,2753,16836,2188,9165,1895,49221,3187,84154,1237,61209,3036,941,599,60268,3014,48115,3211,12153,2127,22945,2841,377415,1105,316701,5163,1786,832,314915,5285,273715,6106,41200,3924,60714,5097,55928,396,38262,1983,0,305,38262,1983,33612,2211,4650,1217,17666,1964,14840,1509,3894,920,3423,925,471,358,10946,1433,28013,1479,3644,930,3231,902,413,359,24369,1506,639887,2201,72481,2153,25948,2594,62,111,25886,2572,18775,2506,7111,1680,46533,3170,77525,1360,52585,2958,521,494,52064,2855,44061,2945,8003,1639,24940,2518,373936,1260,255293,5917,24,40,255269,5921,223327,6282,31942,3168,118643,5999,60968,346,33312,2150,0,305,33312,2150,30638,2146,2674,789,27656,2179,18647,1465,4479,1043,4326,1048,153,141,14168,1514,36330,1538,2314,1562,2129,1616,185,215,34016,2217,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,116539,2201,62566,2202,7022,1276,3494,818,0,273,3494,818,2749,740,745,416,3528,923,9783,1554,9043,1655,0,273,9043,1655,8279,1516,764,595,740,425,40643,1959,37466,1960,209,200,37257,1998,34627,2109,2630,1084,3177,764,3817,727,3246,677,0,273,3246,677,2935,655,311,204,571,400,386,254,212,197,212,197,0,273,174,204,915,445,0,273,0,273,0,273,915,445,53973,2020,6689,976,1671,681,0,273,1671,681,812,418,859,499,5018,1036,7878,1759,4996,1598,0,273,4996,1598,3995,1454,1001,620,2882,1063,33658,1594,20567,1790,0,273,20567,1790,18940,1747,1627,844,13091,1722,3562,804,1967,558,0,273,1967,558,1967,558,0,273,1595,646,789,370,6,11,6,11,0,273,783,370,1397,640,161,239,161,239,0,273,1236,587,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9858487,7650,4964204,5478,566382,5625,188280,6720,2428,730,185852,6761,112853,5284,72999,4864,378102,8047,645955,1646,516640,6655,7763,1366,508877,6356,408596,7508,100281,6350,129315,6622,3002640,1713,2691231,9006,9826,1620,2681405,8798,2359189,12985,322216,10003,311409,8889,429397,1331,312217,4494,118,101,312099,4499,272815,4961,39284,3463,117180,4067,113550,3757,43031,2893,37763,2999,5268,1038,70519,3381,206280,3803,25469,2792,21996,2489,3473,849,180811,4227,4894283,5338,523201,5657,155091,5807,156,156,154935,5786,97522,5194,57413,4396,368110,7991,582682,1886,394891,6550,967,483,393924,6655,316262,7329,77662,4860,187791,6564,2880275,1399,2016414,14428,1922,803,2014492,14272,1743302,16181,271190,8720,863861,14453,470225,1036,247686,5060,0,294,247686,5060,218414,5938,29272,2717,222539,5246,142491,4354,30934,2838,27250,2777,3684,958,111557,4008,295409,4500,14782,1888,13324,1870,1458,621,280627,4545,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,707756,2207,358213,2006,37685,1771,18285,1720,443,309,17842,1690,11969,1615,5873,1266,19400,1499,42790,1308,35821,1844,554,317,35267,1863,30104,2121,5163,1220,6969,1417,221078,1880,192927,3336,1392,680,191535,3400,168466,4400,23069,3031,28151,3578,31992,981,20554,1553,0,279,20554,1553,18297,1514,2257,671,11438,1451,8681,1314,3313,832,2954,849,359,247,5368,1126,15987,1405,1946,775,1743,783,203,200,14041,1371,349543,1958,37166,1671,14445,1595,100,121,14345,1610,9916,1527,4429,1116,22721,1707,41496,1315,30277,2015,189,218,30088,1987,25820,2103,4268,1249,11219,1870,207373,2078,146809,3928,310,287,146499,3920,129715,3908,16784,2522,60564,3283,33761,855,19649,1699,0,279,19649,1699,17640,1736,2009,746,14112,1570,9992,935,2663,699,2414,669,249,216,7329,1001,19755,1136,1038,542,1038,542,0,279,18717,1172,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,337330,1436,166645,1291,18245,1267,8097,1426,109,134,7988,1423,4616,1151,3372,895,10148,1451,22117,754,18409,1285,400,189,18009,1265,14670,1228,3339,802,3708,1138,103385,723,87222,2082,376,283,86846,2047,76270,2263,10576,1807,16163,2041,13962,380,8247,979,0,281,8247,979,7656,1025,591,302,5715,947,3966,788,2125,693,1926,674,199,205,1841,647,4970,957,1068,547,1002,536,66,113,3902,740,170685,1129,16606,1143,7086,1102,0,281,7086,1102,4468,1022,2618,764,9520,1397,20082,720,15629,1229,0,281,15629,1229,12390,1393,3239,969,4453,1084,105616,876,80961,2818,0,281,80961,2818,68229,2891,12732,2048,24655,2699,15577,418,8426,1022,0,281,8426,1022,8156,989,270,191,7151,1006,5476,882,865,484,781,468,84,136,4611,948,7328,1028,608,397,459,361,149,168,6720,1037,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,48744,453,25025,628,2972,902,959,615,0,265,959,615,822,604,137,170,2013,701,3738,691,3457,676,99,136,3358,675,2875,729,483,366,281,186,15927,112,14309,676,34,68,14275,672,13336,812,939,532,1618,659,1298,423,944,459,0,265,944,459,849,442,95,127,354,393,338,242,83,110,83,110,0,265,255,227,752,359,54,95,54,95,0,265,698,394,23719,511,3249,646,1521,664,0,265,1521,664,974,465,547,588,1728,711,2578,842,1992,769,0,265,1992,769,1445,712,547,503,586,497,14597,552,10136,1069,0,265,10136,1069,9487,1108,649,373,4461,1028,1887,522,1207,478,0,265,1207,478,1007,376,200,300,680,318,155,198,0,265,0,265,0,265,155,198,1253,403,219,220,146,169,73,130,1034,386,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,44591,187,23308,454,1510,610,445,354,40,71,405,344,405,344,0,292,1065,640,3731,339,2596,732,113,63,2483,737,1777,822,706,590,1135,685,15385,-555555555,14040,588,34,57,14006,591,13391,696,615,414,1345,588,1633,-555555555,1471,170,0,292,1471,170,1082,323,389,314,162,170,543,218,499,213,448,212,51,84,44,70,506,218,267,182,267,182,0,292,239,218,21283,477,1762,665,221,313,0,292,221,313,221,313,0,292,1541,760,2724,580,1798,883,41,60,1757,865,1757,865,0,292,926,463,13181,-555555555,10508,800,0,292,10508,800,9327,942,1181,450,2673,800,1896,-555555555,1606,190,0,292,1606,190,1516,217,90,110,290,190,646,296,249,177,249,177,0,292,397,245,1074,297,81,138,81,138,0,292,993,311,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3269395,3758,1599768,4798,134584,3763,40983,3102,609,397,40374,3089,27727,2915,12647,1862,93601,3918,177409,4682,137142,6038,2035,843,135107,6071,109719,6608,25388,3353,40267,3745,937738,2469,834471,5606,4064,1294,830407,5689,729682,7801,100725,6249,103267,4833,166632,1597,118031,3604,0,310,118031,3604,102480,3462,15551,2307,48601,3843,56390,2761,24275,1976,20958,2005,3317,957,32115,2806,127015,2944,18002,2272,15813,2074,2189,827,109013,3240,1669627,3224,124407,3112,37936,2666,114,194,37822,2689,27396,2399,10426,1673,86471,3670,155563,2428,112252,4116,870,520,111382,4050,92582,4216,18800,2671,43311,4232,932850,1938,700792,8651,792,436,700000,8672,613547,9567,86453,4974,232058,8455,198352,1109,107679,3779,0,310,107679,3779,94008,3316,13671,1825,90673,3809,75101,3249,17121,1957,15300,1975,1821,595,57980,3058,183354,2993,9864,1491,7761,1306,2103,1006,173490,3206,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
