GEO_ID,C12002H_001E,C12002H_001M,C12002H_002E,C12002H_002M,C12002H_003E,C12002H_003M,C12002H_004E,C12002H_004M,C12002H_005E,C12002H_005M,C12002H_006E,C12002H_006M,NAME,C12002H_001MA,C12002H_001EA,C12002H_002EA,C12002H_002MA,C12002H_003MA,C12002H_003EA,C12002H_004MA,C12002H_004EA,C12002H_005MA,C12002H_005EA,C12002H_006EA,C12002H_006MA,state
0400000US01,2653423,1129,591457,10164,1471031,17678,51854,4698,201763,5976,337318,11394,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,376411,804,98098,4709,209576,6130,6160,1403,13534,1665,49043,4565,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3144741,1653,791498,10452,1669605,17254,43582,3749,210653,6826,429403,11798,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1791668,1664,386103,9264,992271,13857,36867,3316,140764,4462,235663,8774,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12899619,5433,3801599,26428,6414675,33511,217419,7977,860866,12707,1605060,19658,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2939060,2456,813500,11186,1584613,16487,36843,3596,140887,5015,363217,10282,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2143303,3062,603645,10018,1122241,13105,20692,2352,151775,4233,244950,8003,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,499440,244,137996,4523,256433,7907,7404,1483,38081,2534,59526,4786,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,194370,333,112557,3192,63343,3194,2530,1066,4072,814,11868,1400,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9402776,7707,2280166,20321,4832103,30001,165619,7558,803160,11230,1321728,21001,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4452075,2215,1079145,13715,2501468,20555,71770,5386,277860,7069,521832,11892,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,275035,848,77794,3455,139385,5235,3969,1202,14197,1811,39690,3721,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1044347,398,244644,5845,602735,9803,13348,1910,55508,2918,128112,6107,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6822890,1595,1935091,15412,3606983,24788,77803,5307,476917,7774,726096,13036,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4314511,1669,1140097,10890,2308073,19147,53218,3867,269982,6175,543141,12063,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2214858,1757,576752,8388,1221485,13841,24827,2643,154470,4230,237324,7791,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1822025,961,463112,9066,1002297,12885,20637,2304,119064,4076,216915,6905,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3071422,1776,765180,12355,1613455,17665,65785,4347,217021,5709,409981,11101,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2252982,1569,577220,9661,1194500,14528,43689,3453,155899,5468,281674,10097,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1054536,226,282708,6019,541350,8735,14369,2327,70190,2954,145919,5294,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2651173,1794,726094,11312,1444929,17182,46942,2826,181560,5040,251648,8943,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4228445,3933,1384315,14311,2070006,20525,62003,4770,290450,7120,421671,10810,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6258772,1964,1729585,13343,3329724,23111,61034,3338,407581,7794,730848,13587,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3639164,1049,1044561,10655,1997612,16804,31740,3069,209440,4290,355811,8458,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1414205,2329,315039,8189,787128,12984,27878,2876,106460,4162,177700,8128,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3980130,1771,1026067,10640,2141301,19665,64024,4358,271448,6499,477290,11484,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,723501,511,183178,5033,396422,7924,9970,1610,43832,2007,90099,4639,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1228830,1040,321033,6666,683308,8891,13232,1803,79698,2743,131559,5566,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1246163,1035,321823,8068,622779,12314,21485,2289,83995,4027,196081,7897,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
