GEO_ID,C12002H_001E,C12002H_001M,C12002H_002E,C12002H_002M,C12002H_003E,C12002H_003M,C12002H_004E,C12002H_004M,C12002H_005E,C12002H_005M,C12002H_006E,C12002H_006M,NAME,C12002H_001MA,C12002H_001EA,C12002H_002EA,C12002H_002MA,C12002H_003MA,C12002H_003EA,C12002H_004MA,C12002H_004EA,C12002H_005MA,C12002H_005EA,C12002H_006EA,C12002H_006MA,state
0400000US33,1011928,1444,276157,6312,537979,10010,12582,1749,59859,3295,125351,5409,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4351522,3672,1208082,12368,2354062,16624,57214,4048,340861,6991,391303,11239,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,724401,1099,172976,5236,382190,8012,11696,2015,49177,2844,108362,4740,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,9501464,4167,3018257,27268,4783859,35403,169221,8179,692121,9767,838006,17169,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5188837,4450,1249465,12330,2868113,23670,134693,6694,360689,7817,575877,15268,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,499019,265,146840,4658,272080,6208,2853,729,31561,1823,45685,2998,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7697621,2340,2097549,17255,4039048,27931,119524,6251,535694,8977,905806,15128,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2149898,858,494763,7794,1165918,11506,40725,2759,161898,5066,286594,7879,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2539114,2471,680836,10399,1295393,16914,40777,3627,159216,5655,362892,10192,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8489335,2007,2443850,15825,4401924,27734,169570,6566,665472,9482,808519,14370,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,688985,1874,226952,5562,313759,8353,9166,1740,53530,2361,85578,5147,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2475921,793,616025,9278,1357053,16459,57766,4358,176936,4910,268141,9334,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,564446,1213,151174,5067,312271,7860,4381,845,37067,2147,59553,4048,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3971081,1749,918811,12780,2174712,20079,72705,5944,278657,7146,526196,12338,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9504211,4284,2309547,20205,5219394,30924,157839,6850,607521,10151,1209910,18786,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1669647,1126,441532,8481,985862,11099,20479,2331,67630,3318,154144,6591,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,495749,436,150136,4132,253272,5994,6345,1207,27004,1626,58992,3440,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4331217,2058,1135494,13798,2387554,22311,95805,5563,262762,7020,449602,12152,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4105118,1359,1103959,12627,2178272,20715,65282,3882,229797,6924,527808,14656,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1440182,2167,361230,7438,751594,13232,22225,2363,120926,4821,184207,7146,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3937998,1360,1098705,10694,2121072,19555,35758,3003,251576,4982,430887,10948,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,395088,469,92914,4170,223862,6321,5788,1328,22523,2123,50001,3702,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,23879,2337,6301,1434,12147,1555,573,326,1425,597,3433,825,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
