GEO_ID,C19101H_001E,C19101H_001M,C19101H_002E,C19101H_002M,C19101H_003E,C19101H_003M,C19101H_004E,C19101H_004M,C19101H_005E,C19101H_005M,C19101H_006E,C19101H_006M,C19101H_007E,C19101H_007M,C19101H_008E,C19101H_008M,C19101H_009E,C19101H_009M,C19101H_010E,C19101H_010M,C19101H_011E,C19101H_011M,NAME,C19101H_001MA,C19101H_001EA,C19101H_002EA,C19101H_002MA,C19101H_003EA,C19101H_003MA,C19101H_004MA,C19101H_004EA,C19101H_005EA,C19101H_005MA,C19101H_006MA,C19101H_006EA,C19101H_007EA,C19101H_007MA,C19101H_008EA,C19101H_008MA,C19101H_009MA,C19101H_009EA,C19101H_010MA,C19101H_010EA,C19101H_011MA,C19101H_011EA,state
0400000US34,1376991,9776,22249,2457,15979,1887,56238,3666,73119,4046,119494,4975,218422,6630,211676,6993,319451,6364,163185,4972,177178,5428,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,234023,5123,7828,1580,5006,1045,18242,2024,21030,2056,32936,3029,48829,3278,33059,2898,40183,3013,14931,1811,11979,1309,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2852276,16531,76406,4539,64112,3785,165364,6437,205511,7484,326010,9031,521100,10033,424166,10005,549096,9592,240760,6986,279751,7567,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1692858,12036,65191,3864,49231,3498,133925,5203,167063,6574,247293,6319,376961,8895,259970,8683,236066,7585,79302,4647,77856,3749,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,157312,3099,4248,827,3669,784,10310,1346,12442,1303,20971,1647,38741,2200,29926,1990,25784,1862,6109,951,5112,867,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2491262,15003,107203,5338,72710,4217,193624,6760,245682,6879,379689,8609,554566,10729,387627,8203,355352,7069,107898,4448,86911,3720,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,708360,7185,29305,2889,23229,2316,67523,3899,72387,4426,111133,5162,163636,5101,101606,4367,89817,3996,26985,2263,22739,2178,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,796599,8559,34938,3584,23720,2681,64854,4128,81698,4353,122943,5660,168049,6134,119559,5669,115185,4735,35349,2448,30304,2582,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2664653,15076,76703,4635,62091,3864,182517,5898,242086,6029,379044,8627,582686,10912,420083,8348,436014,8508,148624,4860,134805,4775,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,196840,4600,5217,1263,3031,1008,10998,1555,15351,2074,22195,2338,39558,2619,33652,2995,38972,2465,15260,1905,12606,1686,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,816389,8122,33198,3148,21686,2096,66901,3879,79817,4452,121313,4760,181829,6353,127414,4956,115969,5095,35578,2761,32684,2562,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,181258,4226,4224,864,3899,935,12931,1668,18016,1766,25952,1976,45753,2690,31704,2192,26527,2034,5942,1059,6310,924,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1305139,10997,62399,4153,48968,3527,129235,4443,140447,5000,208106,6192,277514,6650,179374,6528,160436,5513,48240,3362,50420,2738,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3097882,16138,87064,5085,65256,4588,185382,6342,236900,8757,381913,10015,615107,10055,494671,11672,574571,10827,221929,7788,235089,6835,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,560004,6788,16469,2134,11194,1677,35379,3164,45291,3616,82040,4294,135611,4277,94592,3915,92829,4496,24692,2058,21907,1929,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,154126,3374,5709,1000,4333,879,11463,1421,15088,1738,22318,1938,34407,2108,24813,1955,22181,1675,7792,1129,6022,937,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1400745,11459,34946,2904,27857,2743,81858,4060,94511,4631,159204,5952,255234,7822,209650,6300,273719,6382,126046,4885,137720,4421,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1308384,10253,40224,3519,27491,2912,77051,5145,100143,4899,160108,6009,281033,6406,221760,6136,241952,6068,84928,4581,73694,3856,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,461797,6634,26363,2921,19702,2232,53537,4070,56923,3592,76410,3711,99013,5102,62012,3808,49124,2952,10157,1314,8556,1183,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1267923,9077,35645,2662,29319,2435,85748,3616,113001,4115,176978,5644,299276,5403,221538,5052,206693,5112,55390,2984,44335,2781,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,131235,3127,3129,861,2865,1010,8396,1315,11015,1583,15987,1821,32696,2796,22131,1791,22849,2235,7284,1440,4883,953,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,6748,1221,1214,558,807,482,1083,450,332,216,969,463,770,392,368,258,888,426,270,211,47,81,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
