GEO_ID,C19101H_001E,C19101H_001M,C19101H_002E,C19101H_002M,C19101H_003E,C19101H_003M,C19101H_004E,C19101H_004M,C19101H_005E,C19101H_005M,C19101H_006E,C19101H_006M,C19101H_007E,C19101H_007M,C19101H_008E,C19101H_008M,C19101H_009E,C19101H_009M,C19101H_010E,C19101H_010M,C19101H_011E,C19101H_011M,NAME,C19101H_001MA,C19101H_001EA,C19101H_002EA,C19101H_002MA,C19101H_003EA,C19101H_003MA,C19101H_004MA,C19101H_004EA,C19101H_005EA,C19101H_005MA,C19101H_006MA,C19101H_006EA,C19101H_007EA,C19101H_007MA,C19101H_008EA,C19101H_008MA,C19101H_009MA,C19101H_009EA,C19101H_010MA,C19101H_010EA,C19101H_011MA,C19101H_011EA,state
0400000US01,878546,9385,39992,3440,27968,2737,79455,4323,89978,4467,135165,6067,184983,6816,123495,5398,123070,4693,43189,2974,31251,2705,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,121855,3723,2346,860,1709,623,4668,1040,7408,1304,11728,1589,22378,2355,19572,2071,30183,2571,12192,1871,9671,1258,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1002970,9499,35247,3932,26437,2858,70477,4426,87490,4523,147104,6777,214521,7152,149663,6706,164958,6145,55298,3270,51775,3086,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,597637,7430,28118,2845,21153,2532,65172,4194,74265,4326,97840,4610,128541,4922,77836,3787,68596,3108,20481,2214,15635,1887,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3879321,21523,113940,6039,70743,4508,218152,7286,243500,8020,414880,9516,647969,11669,566380,10580,792434,13250,378948,7865,432375,10203,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,938629,10055,26807,2620,16440,2124,51295,3705,64459,4960,113233,4880,184308,5955,154396,5225,188416,6304,72340,4112,66935,3461,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,669611,8221,10883,2002,8906,1585,23977,2367,34765,2670,65165,3846,112381,4993,111118,4680,151999,5374,67090,3342,83327,4196,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,152822,3778,2918,861,2671,890,7396,1508,11266,1597,20468,1861,31345,2273,26391,2185,30879,2379,10510,1177,8978,1116,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,31930,1605,378,261,57,92,451,367,580,281,768,394,2480,664,1985,583,5760,928,6018,1140,13453,1277,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2855004,20835,111338,5573,71222,5711,216150,7709,282609,9265,436265,8921,609710,12852,419139,9790,416997,10470,141468,6064,150106,6548,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1459638,12875,55705,3724,35120,2421,110333,5454,133040,7079,197093,6323,298162,7881,213639,7539,241176,7395,91403,4868,83967,3932,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,82230,2754,1914,531,2186,818,3916,1032,5414,1296,9611,1545,14107,1837,15649,2078,17028,1753,5846,1205,6559,1135,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,350245,6241,13856,1895,12592,1797,29723,2617,40934,2906,56624,3472,86133,3978,51428,2956,38428,2733,11666,1523,8861,1493,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2150540,12184,55355,3920,41000,3048,125955,5060,166942,4808,261714,7032,424480,10243,354429,7943,409232,8822,156699,5113,154734,4803,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1412761,10056,56846,4067,40434,3130,113318,5101,146232,4436,230016,6030,320987,8778,218614,6117,194996,6330,49738,3209,41580,2458,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,731030,7003,20688,1656,18079,1488,53263,3145,67125,3349,112803,4692,177108,4784,121118,3985,110604,4299,28805,2270,21437,1433,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,597884,7304,18658,2109,14096,1609,42122,3043,52512,3612,85947,3683,135522,4793,99107,4524,97581,4656,28474,2010,23865,1688,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1005451,9470,62176,3727,45176,2899,104513,5390,111946,5105,155649,5535,206215,6952,140857,4666,119631,5216,32421,2495,26867,1975,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,727435,8923,28119,2930,21291,2274,59699,3609,65752,4317,101238,5367,146405,5737,112903,5272,118883,4810,39774,2912,33371,2922,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,333167,4672,12384,1683,10419,1509,30848,2637,33529,2467,52017,3158,78913,3371,50456,2681,42429,2523,12817,1618,9355,1141,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,848044,8935,16939,1990,10031,1501,31322,2728,46589,3737,68795,3667,138496,5955,133730,5475,196981,6092,97595,4302,107566,4253,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1253987,11221,29541,2806,23889,2416,63831,4052,74557,3950,121901,5420,218050,7400,194271,7211,277744,7264,122394,5113,127809,4600,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2017840,14023,76277,3838,60198,3626,160615,5184,194603,6762,316108,8435,445793,8409,307765,7732,292179,7617,92970,3994,71332,3198,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1184377,8695,23767,2279,25082,2065,67863,3994,89259,3335,150494,4274,257924,4898,212453,5127,221395,5174,73955,3048,62185,3031,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,468754,6787,20251,2656,17986,2420,46112,3703,48023,3250,72419,4295,101117,5243,73858,3820,59421,3061,16076,1928,13491,1538,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1284646,10964,48368,3694,39741,2835,109981,4965,127845,4979,197845,6405,286234,7505,192340,6144,182959,5659,52136,3068,47197,3335,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,233211,4631,9590,1662,6680,1278,24773,2496,25336,2256,36202,2381,50307,3194,37235,2857,29305,2281,7624,1246,6159,1058,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,403106,5251,9780,1499,9835,1457,27286,2225,35069,2133,57983,3028,96490,4057,70176,3325,64937,2819,17131,1558,14419,1650,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,383264,6765,12551,1771,7727,1475,26500,3020,32179,2976,48240,3203,84832,4229,63589,3818,68255,4214,20662,2118,18729,2140,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,322471,5995,8286,1535,5569,1143,16979,1862,23622,2365,41449,2881,64398,3913,55302,3219,64569,3318,23723,2096,18574,1647,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
