GEO_ID,C16008_001E,C16008_001M,C16008_002E,C16008_002M,C16008_003E,C16008_003M,C16008_004E,C16008_004M,C16008_005E,C16008_005M,C16008_006E,C16008_006M,C16008_007E,C16008_007M,C16008_008E,C16008_008M,C16008_009E,C16008_009M,C16008_010E,C16008_010M,C16008_011E,C16008_011M,C16008_012E,C16008_012M,C16008_013E,C16008_013M,C16008_014E,C16008_014M,C16008_015E,C16008_015M,C16008_016E,C16008_016M,C16008_017E,C16008_017M,C16008_018E,C16008_018M,C16008_019E,C16008_019M,C16008_020E,C16008_020M,NAME,C16008_001MA,C16008_001EA,C16008_002MA,C16008_002EA,C16008_003EA,C16008_003MA,C16008_004MA,C16008_004EA,C16008_005EA,C16008_005MA,C16008_006MA,C16008_006EA,C16008_007MA,C16008_007EA,C16008_008EA,C16008_008MA,C16008_009MA,C16008_009EA,C16008_010MA,C16008_010EA,C16008_011EA,C16008_011MA,C16008_012MA,C16008_012EA,C16008_013MA,C16008_013EA,C16008_014MA,C16008_014EA,C16008_015MA,C16008_015EA,C16008_016EA,C16008_016MA,C16008_017MA,C16008_017EA,C16008_018MA,C16008_018EA,C16008_019EA,C16008_019MA,C16008_020MA,C16008_020EA,state
0400000US47,5950484,2840,5664511,10014,5521928,11061,92442,6132,30077,3321,13083,1798,6981,1859,285973,9777,96204,7429,25463,3107,18727,2968,19031,2600,21571,2330,11412,3739,189769,9323,20848,2530,113281,6811,20414,3188,23061,3066,12165,3099,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,23327776,4319,19213442,39966,14861736,35269,4035155,35881,158595,7687,126793,7742,31163,4558,4114334,38901,1321776,21283,180583,8054,679463,16273,144635,9009,262718,9301,54377,5727,2792558,35274,165860,8719,2184888,32618,170682,10482,210223,9986,60905,7218,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2512866,1228,2291728,7766,2119782,10317,112910,6059,26483,3039,20005,2852,12548,1762,221138,7835,74478,4455,18631,2137,28194,2927,13333,2762,13687,1949,633,504,146660,7490,16759,2414,98441,6695,9334,2075,17986,2593,4140,1999,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,593692,756,566455,2615,548849,3098,4973,1165,11245,1399,902,508,486,285,27237,2436,16548,2112,8604,1555,687,411,5144,1162,1964,866,149,213,10689,2125,3234,638,1185,828,3477,1036,1116,409,1677,1395,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7517185,3129,6612817,16286,6259493,18855,207503,8429,82328,5484,46290,3803,17203,2807,904368,16436,413446,12093,91005,5421,68856,4505,90859,6343,122565,5674,40161,5243,490922,14749,53988,5302,228079,8139,80636,6201,88135,6118,40084,5301,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6306287,2020,5428205,14218,4992240,17735,254304,9119,78211,4609,88790,5088,14660,2376,878082,13842,401583,11326,96045,5957,51927,4630,74978,6974,158565,7075,20068,2798,476499,14103,63753,4825,206123,7812,79973,8463,103932,6426,22718,4265,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1752096,1822,1729822,3434,1705368,4252,14157,1922,6298,1180,2063,869,1936,692,22274,2468,10207,1487,4096,1001,1511,591,1882,564,2186,738,532,332,12067,2305,3671,1078,2338,877,1356,611,2760,823,1942,1146,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5335995,2117,5084588,7727,4839659,10956,137791,7016,68674,5043,31194,2999,7270,1485,251407,7452,102113,4170,32366,2671,18618,2337,24509,2785,23494,2407,3126,1056,149294,6017,18449,2601,80701,5014,18175,2723,27417,2934,4552,1435,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,523440,1298,508318,2786,486823,3327,16080,2345,3466,875,637,374,1312,595,15122,2092,6447,1476,2127,857,2722,902,1105,642,461,318,32,52,8675,1851,1182,601,5372,1633,1047,720,1020,560,54,91,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3498886,-555555555,3393512,6896,139218,7478,3252456,10604,1356,515,195,197,287,250,105374,6897,41098,3835,2522,807,37226,3631,540,350,606,379,204,281,64276,5776,2228,677,60223,5628,738,441,901,520,186,301,Puerto Rico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,4477229,3071,4310550,8076,4216317,9744,67948,5334,18238,2370,5380,1492,2667,894,166679,7211,47445,3722,17280,2647,9973,2467,8845,1847,9568,1429,1779,1019,119234,6765,12972,2539,74910,4479,11971,2029,16813,2661,2568,1082,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,660403,1218,611349,4297,542635,5837,13621,2049,9227,1720,13928,2350,31938,2437,49054,3898,23974,2651,4885,1296,2943,1154,3184,1503,12298,1527,664,422,25080,3138,3639,1232,5386,1846,4426,1277,10764,1986,865,488,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5957961,1719,5107715,17645,4235495,22491,674934,15078,42863,3937,29049,3838,125374,5691,850246,17288,309621,10062,73653,5245,141367,7516,39407,4171,41495,3660,13699,2974,540625,17595,56138,5307,398604,14010,28817,3734,40958,5300,16108,4072,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2727155,2544,2597841,6625,2517893,7492,59378,3713,12751,2236,6147,1653,1672,968,129314,6045,36185,3585,9834,1848,15067,2318,3682,1295,7161,1641,441,236,93129,6867,11770,2820,62547,5396,6168,1800,11326,2498,1318,810,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,34820465,2428,24713091,59949,18656165,64671,4817261,33391,420547,11453,727141,16608,91977,8185,10107374,60055,4625620,43120,584445,16153,1583798,24187,647114,17644,1668888,20567,141375,10517,5481754,59567,347505,12680,3658914,44088,413932,16116,961839,23176,99564,8376,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4706794,1540,4213718,13637,3821444,19475,315329,11770,42583,3170,24108,2995,10254,2230,493076,13369,176624,7983,46679,4018,53179,4610,32454,4042,36770,2377,7542,1481,316452,12599,33524,3660,204568,9514,31298,3806,30311,3269,16751,2892,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3375388,930,2892124,13774,2546692,14403,229740,7944,95932,5350,14392,2072,5368,1735,483264,13762,227317,8201,68814,5033,34939,3606,89260,4927,26760,3648,7544,1653,255947,11522,42102,3989,89400,7593,86653,7145,31807,3588,5985,1406,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,843674,492,772425,3553,726940,5416,31155,3092,11297,2469,1971,582,1062,512,71249,3538,32895,2923,8711,1567,6511,1636,10565,1702,5626,1103,1482,743,38354,3098,6462,2011,20416,2724,3302,1041,6651,1573,1523,954,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,571592,205,490512,4489,454334,4471,21030,2858,9171,1336,3485,957,2492,932,81080,4471,32148,3340,13611,2355,7236,1811,5185,1260,2619,754,3497,1149,48932,3653,20574,3603,11129,2054,8265,1885,3874,933,5090,1439,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17775340,3060,14133038,37260,12219892,33477,1550506,23638,289072,13709,48151,4458,25417,3912,3642302,36992,1769314,25629,409830,14156,884653,17097,327480,11029,114832,6466,32519,3582,1872988,31138,277351,12436,1131496,23003,339766,16544,95475,7892,28900,4140,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9030273,3859,8093319,15390,7678294,18100,286421,9707,72841,4769,41165,4794,14598,2938,936954,14618,329103,9973,96431,5322,63031,4781,76066,5827,69049,5331,24526,3305,607851,15309,73549,5359,353382,10712,77009,6113,77743,6353,26168,5417,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1276928,794,1030896,12823,906671,15679,17841,2572,10578,1932,94858,6348,948,733,246032,12878,140780,7433,24498,2687,4937,1520,5271,1291,105713,6365,361,279,105252,9039,15166,2892,3351,1237,6776,1288,79229,7621,730,656,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1450742,1276,1364559,4950,1282775,6478,64192,4313,10708,1925,4420,1107,2464,676,86183,4819,29550,3449,7974,1810,12840,2211,5307,1642,2927,800,502,380,56633,4684,7554,1618,38039,3534,5708,2048,4109,1267,1223,721,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12010235,1928,10262643,21428,9191566,23904,765138,14470,216074,10031,58224,5056,31641,3861,1747592,21444,765980,14047,111148,6469,218119,7797,259270,11336,139011,6422,38432,4296,981612,22512,63376,4954,577264,16282,192897,11287,118435,6705,29640,4313,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
