GEO_ID,B23024_001E,B23024_001M,B23024_002E,B23024_002M,B23024_003E,B23024_003M,B23024_004E,B23024_004M,B23024_005E,B23024_005M,B23024_006E,B23024_006M,B23024_007E,B23024_007M,B23024_008E,B23024_008M,B23024_009E,B23024_009M,B23024_010E,B23024_010M,B23024_011E,B23024_011M,B23024_012E,B23024_012M,B23024_013E,B23024_013M,B23024_014E,B23024_014M,B23024_015E,B23024_015M,B23024_016E,B23024_016M,B23024_017E,B23024_017M,B23024_018E,B23024_018M,B23024_019E,B23024_019M,B23024_020E,B23024_020M,B23024_021E,B23024_021M,B23024_022E,B23024_022M,B23024_023E,B23024_023M,B23024_024E,B23024_024M,B23024_025E,B23024_025M,B23024_026E,B23024_026M,B23024_027E,B23024_027M,B23024_028E,B23024_028M,B23024_029E,B23024_029M,B23024_030E,B23024_030M,B23024_031E,B23024_031M,NAME,B23024_001MA,B23024_001EA,B23024_002MA,B23024_002EA,B23024_003MA,B23024_003EA,B23024_004EA,B23024_004MA,B23024_005EA,B23024_005MA,B23024_006EA,B23024_006MA,B23024_007MA,B23024_007EA,B23024_008EA,B23024_008MA,B23024_009EA,B23024_009MA,B23024_010EA,B23024_010MA,B23024_011EA,B23024_011MA,B23024_012EA,B23024_012MA,B23024_013MA,B23024_013EA,B23024_014MA,B23024_014EA,B23024_015EA,B23024_015MA,B23024_016EA,B23024_016MA,B23024_017MA,B23024_017EA,B23024_018MA,B23024_018EA,B23024_019MA,B23024_019EA,B23024_020EA,B23024_020MA,B23024_021EA,B23024_021MA,B23024_022MA,B23024_022EA,B23024_023EA,B23024_023MA,B23024_024MA,B23024_024EA,B23024_025MA,B23024_025EA,B23024_026EA,B23024_026MA,B23024_027MA,B23024_027EA,B23024_028MA,B23024_028EA,B23024_029MA,B23024_029EA,B23024_030MA,B23024_030EA,B23024_031EA,B23024_031MA,state
0400000US01,2781566,5830,475591,12793,124775,6876,26223,3189,19,39,26204,3187,13365,2126,12839,2117,98552,5725,350816,10928,211571,8002,479,256,211092,7972,136238,6639,74854,5003,139245,5892,2305975,13183,287868,9599,118590,5628,654,421,117936,5524,100780,5320,17156,1857,169278,7304,2018107,14644,1701456,14676,11949,1477,1689507,14757,1570455,14958,119052,7312,316651,9274,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,443184,1892,38782,3509,7483,1428,2485,784,0,246,2485,784,1624,703,861,311,4998,1133,31299,3085,20478,2450,52,89,20426,2435,12760,1742,7666,1682,10821,1905,404402,3997,40563,2876,22188,2270,746,447,21442,2211,19119,2227,2323,671,18375,2360,363839,4682,310415,5823,12395,1784,298020,5630,278980,5412,19040,1898,53424,3617,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3626138,4085,586416,17326,95315,6595,25134,3257,0,305,25134,3257,11872,1959,13262,2158,70181,6343,491101,14748,275627,9869,417,357,275210,9839,182735,6918,92475,7004,215474,9397,3039722,18608,259547,9005,121779,6348,396,277,121383,6343,102935,5499,18448,2806,137768,6752,2780175,19161,2339608,18706,12533,1949,2327075,18645,2150727,19988,176348,8108,440567,11522,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1658817,5787,277868,9367,67916,4336,15223,2114,0,273,15223,2114,9135,1462,6088,1405,52693,3870,209952,8493,129372,7195,34,73,129338,7196,94004,5878,35334,3299,80580,5356,1380949,10435,181555,6764,74152,4288,208,177,73944,4311,66808,4136,7136,1223,107403,5037,1199394,10386,1029044,10865,5600,1254,1023444,10874,964978,11051,58466,4297,170350,7016,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,22234524,9728,3120539,38319,443435,14363,115496,7971,0,294,115496,7971,57212,4698,58284,6744,327939,11108,2677104,31757,1568697,22459,1008,440,1567689,22359,1053168,18880,514521,11583,1108407,19941,19113985,39270,1330340,20601,618066,13766,2760,929,615306,13803,513378,12476,101928,5464,712274,14640,17783645,43065,14986465,47102,74241,4556,14912224,47676,13529812,48452,1382412,20876,2797180,26981,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3069097,5320,378258,11872,64785,4429,19895,2890,0,279,19895,2890,10316,1990,9579,1927,44890,3732,313473,11118,203494,9362,572,403,202922,9370,147557,7634,55365,4558,109979,6217,2690839,13385,201697,7655,115686,6167,1193,642,114493,6033,99616,5132,14877,2169,86011,5101,2489142,14062,2172121,14639,17789,2140,2154332,14593,2008734,15661,145598,6426,317021,9050,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2105373,3581,204472,8895,40671,4260,10630,2148,0,281,10630,2148,3662,1111,6968,1822,30041,3911,163801,8237,103821,6826,0,281,103821,6826,67857,5154,35964,3446,59980,4776,1900901,9352,133090,6345,74067,4477,0,281,74067,4477,62778,4107,11289,1658,59023,4361,1767811,10249,1563172,10352,3813,989,1559359,10465,1441409,10777,117950,5572,204639,7298,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,522493,1937,53897,4633,11052,2247,2734,909,0,265,2734,909,1551,727,1183,451,8318,1881,42845,3776,22999,2557,51,86,22948,2566,15561,2420,7387,1414,19846,3118,468596,4903,47074,3602,22878,2754,0,265,22878,2754,19350,2252,3528,1168,24196,2336,421522,5917,365422,6583,2723,799,362699,6533,339272,6889,23427,2667,56100,3627,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,393425,1690,65252,4635,14847,2355,3682,1277,0,292,3682,1277,1350,938,2332,812,11165,2030,50405,4206,26762,2787,0,292,26762,2787,15894,1866,10868,2187,23643,2970,328173,4859,20286,2265,11533,2002,0,292,11533,2002,9319,1630,2214,888,8753,1386,307887,5268,277651,5135,1328,401,276323,5145,253066,4644,23257,2917,30236,2981,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10832950,9201,1690176,24146,292298,11281,78869,5189,0,310,78869,5189,36843,3436,42026,3772,213429,9133,1397878,23376,858898,17155,243,222,858655,17178,538462,14390,320193,10905,538980,16910,9142774,26929,795668,14562,368302,10436,578,430,367724,10482,301622,9103,66102,5068,427366,9466,8347106,31298,7105423,30891,37625,4302,7067798,31077,6438879,29263,628919,13728,1241683,19116,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
