GEO_ID,B24032_001E,B24032_001M,B24032_002E,B24032_002M,B24032_003E,B24032_003M,B24032_004E,B24032_004M,B24032_005E,B24032_005M,B24032_006E,B24032_006M,B24032_007E,B24032_007M,B24032_008E,B24032_008M,B24032_009E,B24032_009M,B24032_010E,B24032_010M,B24032_011E,B24032_011M,B24032_012E,B24032_012M,B24032_013E,B24032_013M,B24032_014E,B24032_014M,B24032_015E,B24032_015M,B24032_016E,B24032_016M,B24032_017E,B24032_017M,B24032_018E,B24032_018M,B24032_019E,B24032_019M,B24032_020E,B24032_020M,B24032_021E,B24032_021M,B24032_022E,B24032_022M,B24032_023E,B24032_023M,B24032_024E,B24032_024M,B24032_025E,B24032_025M,B24032_026E,B24032_026M,B24032_027E,B24032_027M,B24032_028E,B24032_028M,B24032_029E,B24032_029M,B24032_030E,B24032_030M,B24032_031E,B24032_031M,B24032_032E,B24032_032M,B24032_033E,B24032_033M,B24032_034E,B24032_034M,B24032_035E,B24032_035M,B24032_036E,B24032_036M,B24032_037E,B24032_037M,B24032_038E,B24032_038M,B24032_039E,B24032_039M,B24032_040E,B24032_040M,B24032_041E,B24032_041M,B24032_042E,B24032_042M,B24032_043E,B24032_043M,B24032_044E,B24032_044M,B24032_045E,B24032_045M,B24032_046E,B24032_046M,B24032_047E,B24032_047M,B24032_048E,B24032_048M,B24032_049E,B24032_049M,B24032_050E,B24032_050M,B24032_051E,B24032_051M,B24032_052E,B24032_052M,B24032_053E,B24032_053M,B24032_054E,B24032_054M,NAME,B24032_001MA,B24032_001EA,B24032_002MA,B24032_002EA,B24032_003MA,B24032_003EA,B24032_004EA,B24032_004MA,B24032_005MA,B24032_005EA,B24032_006MA,B24032_006EA,B24032_007MA,B24032_007EA,B24032_008EA,B24032_008MA,B24032_009EA,B24032_009MA,B24032_010MA,B24032_010EA,B24032_011MA,B24032_011EA,B24032_012MA,B24032_012EA,B24032_013EA,B24032_013MA,B24032_014MA,B24032_014EA,B24032_015EA,B24032_015MA,B24032_016MA,B24032_016EA,B24032_017MA,B24032_017EA,B24032_018EA,B24032_018MA,B24032_019EA,B24032_019MA,B24032_020EA,B24032_020MA,B24032_021MA,B24032_021EA,B24032_022MA,B24032_022EA,B24032_023EA,B24032_023MA,B24032_024MA,B24032_024EA,B24032_025EA,B24032_025MA,B24032_026EA,B24032_026MA,B24032_027MA,B24032_027EA,B24032_028MA,B24032_028EA,B24032_029MA,B24032_029EA,B24032_030MA,B24032_030EA,B24032_031MA,B24032_031EA,B24032_032EA,B24032_032MA,B24032_033EA,B24032_033MA,B24032_034MA,B24032_034EA,B24032_035EA,B24032_035MA,B24032_036MA,B24032_036EA,B24032_037EA,B24032_037MA,B24032_038MA,B24032_038EA,B24032_039MA,B24032_039EA,B24032_040EA,B24032_040MA,B24032_041MA,B24032_041EA,B24032_042EA,B24032_042MA,B24032_043MA,B24032_043EA,B24032_044MA,B24032_044EA,B24032_045EA,B24032_045MA,B24032_046EA,B24032_046MA,B24032_047EA,B24032_047MA,B24032_048MA,B24032_048EA,B24032_049MA,B24032_049EA,B24032_050EA,B24032_050MA,B24032_051MA,B24032_051EA,B24032_052EA,B24032_052MA,B24032_053EA,B24032_053MA,B24032_054MA,B24032_054EA,state
0400000US01,34592,1056,35570,5395,26287,1018,51449,1341,27064,865,39121,1665,37797,6007,23992,2176,43287,3942,39037,3433,62075,4207,42149,6030,51070,1988,61135,5882,35980,4768,40890,2286,65196,4080,101710,29341,21109,1623,42281,2383,39671,2144,49156,3295,12230,754,21565,5076,11511,607,27835,2306,47181,2220,23664,499,22037,6627,20692,4182,32291,11998,25919,3649,25986,632,25785,1799,14829,964,37029,4362,32027,5322,50847,13052,31187,2130,30455,935,31378,900,25589,2026,28065,1858,35286,2133,63984,77669,19284,3651,28497,1444,33625,2916,26329,716,10436,481,11344,2439,10385,505,15821,1041,37476,2196,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,47515,3203,74422,8417,60308,15721,81968,13394,50886,5304,26602,5131,37970,13011,28246,5599,49350,5439,48957,5481,51075,21506,51303,16546,61944,16498,101795,59494,42036,15114,61834,7276,74718,10642,31755,19363,27121,9043,46760,6696,54755,2198,37006,6101,21018,1955,26201,8744,20309,2712,35865,7810,61257,797,30941,888,54743,22502,28729,7728,77993,19385,41523,5362,24194,2838,37030,8740,20268,1805,33764,6476,31077,6562,43608,6870,42221,8946,40796,5968,41682,9244,31683,15186,36798,6339,38847,3647,65643,63630,27524,22086,33319,3024,35045,4767,32598,3725,13804,2650,12718,3993,14225,3318,21174,3578,46930,3415,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,35915,444,37654,5328,27364,2675,60199,7330,32195,1296,50552,1296,43405,5338,26009,908,41641,1312,36924,2284,70565,6730,45119,8473,47964,3171,55296,4574,32126,4253,37260,2070,59948,3334,86773,12429,23853,2025,40481,1099,37431,1996,45875,5145,17465,1205,22873,2226,15856,1026,26316,1680,51674,1097,26859,304,16821,9904,15477,4756,41515,18101,30975,2274,34556,2881,30848,1771,18565,1058,33123,3961,32097,3345,40658,6810,31414,3076,36789,1193,38352,2136,30774,2779,28707,2346,35617,2476,39950,20151,21262,939,30852,510,31888,1104,30388,621,12484,873,17320,2557,11924,626,16905,1778,38943,2367,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,31534,410,27916,2518,24834,2037,60263,20713,27541,2001,34947,2060,35872,3288,26485,1267,41817,889,41584,1055,42462,6191,42589,8036,41353,5856,55026,7561,24772,3710,28998,4292,53151,7384,64444,62685,19260,2201,39675,2420,35845,2167,41855,2158,13278,1733,21011,1803,12307,1136,26604,2986,41029,1576,22003,305,21534,4255,20889,5599,52871,37353,22978,5133,22393,1026,27437,6140,16883,693,31785,2461,30709,2449,41122,14558,27735,5577,27987,1890,29139,1611,22066,5486,25219,1446,30644,2118,39658,9658,16326,1660,26361,687,31523,1654,24826,1157,10923,633,15447,3001,10619,644,14003,1237,30585,1489,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37732,472,20898,560,20023,672,60490,8655,32582,1329,46809,727,40212,990,26086,501,42707,1608,37497,1742,78474,3221,58529,3226,52934,1768,66168,1784,40183,1694,46891,1023,75977,1111,56468,16498,23470,675,46532,640,45637,1306,47169,830,19921,414,26277,854,18078,544,27023,702,70043,2199,29599,368,12942,939,12644,830,42459,10947,37915,2206,33936,2235,31950,776,19464,463,38507,2780,33827,2354,60966,1557,48112,2858,40620,512,42485,1522,32024,1016,36601,575,46799,1015,46631,8464,20813,533,33307,643,35530,646,32281,247,14997,363,20193,773,14045,374,16268,468,46202,771,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,40394,358,41019,2980,28731,4024,66958,5497,35638,1234,50195,3052,44898,2565,26892,1062,49629,2817,46370,1751,58733,7480,60365,4871,54506,4536,65623,4357,42479,8231,50523,1021,67597,4614,74017,91310,24551,1535,40606,1651,36936,1558,49319,5644,18077,1568,24770,3422,16590,723,31582,1192,59446,3861,28313,649,32217,5545,24031,9512,75430,18301,31217,1484,36331,2348,39339,4435,19370,1100,39053,4679,35496,3770,51530,7086,41543,2173,38982,2055,40847,1228,33291,3929,32264,1486,44144,3734,42398,48565,19771,1510,31105,547,30623,1100,31310,632,12628,839,15589,1909,12287,597,16704,1144,45669,1530,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,49131,1390,31391,2760,30382,4603,41298,14157,41644,1423,57110,4313,58165,5670,28827,2886,54356,3333,50270,4592,80692,4194,61054,4701,87104,8987,100988,1497,41535,3008,54311,3946,76377,3467,59720,47881,26856,2795,49179,2676,49021,3059,49382,3717,20885,1072,26250,2528,19422,2019,35627,4352,66572,1994,32462,713,12199,9836,11372,8583,51594,57568,33377,6571,40615,1675,42270,3403,17174,1732,38282,7012,28333,5553,58561,7764,48694,8229,50096,2127,52265,3053,33035,5220,38180,2759,45289,3007,50142,13161,19144,2174,36089,880,39089,3175,35291,1018,15392,1332,21965,1503,13693,1378,20221,1219,52025,1546,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,40853,906,40238,18053,40060,18256,50625,58639,40249,4901,49212,6394,47768,6913,28962,3698,47332,8640,45125,12202,65740,7741,50538,8295,50053,3184,54133,7440,35745,4722,57024,9828,73158,9143,-666666666,-222222222,29513,5662,45535,7493,45769,6369,44509,15090,16751,2392,20167,3256,14675,2667,32324,7431,50682,3690,30701,649,21332,3671,21332,3671,-666666666,-222222222,40853,13993,41859,6852,31529,7418,18391,2199,39837,6725,36573,8790,54190,9022,30910,8299,40961,1991,41956,1839,26406,2690,38997,6322,49279,5366,47065,10781,14537,3460,31807,1078,38507,3221,30370,1645,12450,2480,18084,4107,11217,1721,15683,5756,39155,1842,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,50312,2008,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,38160,5059,46665,7558,44175,23681,23953,2191,42009,15477,41096,26053,60784,40882,70500,13894,50046,3322,78879,35176,34930,12876,62636,7270,76282,6241,-666666666,-222222222,29667,3795,51069,3914,51258,5910,50746,10177,26356,2329,30205,9361,25462,2875,57143,15400,76618,5890,45484,1648,12089,11190,12089,11190,-666666666,-222222222,39580,14863,83267,46630,53198,22070,17670,13913,36197,9617,31154,7899,45817,16623,56680,9965,63318,6785,65319,11608,47190,27994,56355,6450,65999,3611,250001,-333333333,20242,6661,36784,3644,40593,5236,35159,3761,25663,4351,38884,6834,21483,6299,42305,3733,70123,3997,District of Columbia,null,null,**,-,**,-,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"250,000+",***,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,31903,183,16758,1290,15996,1223,50764,5414,28469,1383,41116,783,40611,955,25054,696,39476,2254,36202,884,51904,1465,42366,2920,41621,722,52143,1875,30915,983,36121,714,60951,966,62225,22632,22778,868,40273,879,38192,1913,41476,1070,19144,690,23048,1290,17623,692,25586,740,50482,749,25710,215,14983,1809,14555,1751,39802,22572,31838,1155,27746,1548,29487,2228,18174,698,34261,3038,31845,1445,46437,5367,34327,3490,34466,1051,36384,629,29418,1895,28425,1110,35449,950,37393,17550,20702,737,30368,259,34276,1606,28677,464,14852,482,18794,1657,13873,524,16028,483,37384,956,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
