GEO_ID,C25122_001E,C25122_001M,C25122_002E,C25122_002M,C25122_003E,C25122_003M,C25122_004E,C25122_004M,C25122_005E,C25122_005M,C25122_006E,C25122_006M,C25122_007E,C25122_007M,C25122_008E,C25122_008M,C25122_009E,C25122_009M,C25122_010E,C25122_010M,C25122_011E,C25122_011M,C25122_012E,C25122_012M,C25122_013E,C25122_013M,C25122_014E,C25122_014M,C25122_015E,C25122_015M,C25122_016E,C25122_016M,C25122_017E,C25122_017M,C25122_018E,C25122_018M,C25122_019E,C25122_019M,C25122_020E,C25122_020M,C25122_021E,C25122_021M,C25122_022E,C25122_022M,C25122_023E,C25122_023M,C25122_024E,C25122_024M,C25122_025E,C25122_025M,C25122_026E,C25122_026M,C25122_027E,C25122_027M,C25122_028E,C25122_028M,C25122_029E,C25122_029M,C25122_030E,C25122_030M,C25122_031E,C25122_031M,NAME,C25122_001MA,C25122_001EA,C25122_002EA,C25122_002MA,C25122_003EA,C25122_003MA,C25122_004MA,C25122_004EA,C25122_005MA,C25122_005EA,C25122_006MA,C25122_006EA,C25122_007EA,C25122_007MA,C25122_008EA,C25122_008MA,C25122_009MA,C25122_009EA,C25122_010EA,C25122_010MA,C25122_011MA,C25122_011EA,C25122_012MA,C25122_012EA,C25122_013EA,C25122_013MA,C25122_014EA,C25122_014MA,C25122_015EA,C25122_015MA,C25122_016EA,C25122_016MA,C25122_017MA,C25122_017EA,C25122_018EA,C25122_018MA,C25122_019EA,C25122_019MA,C25122_020EA,C25122_020MA,C25122_021EA,C25122_021MA,C25122_022MA,C25122_022EA,C25122_023MA,C25122_023EA,C25122_024EA,C25122_024MA,C25122_025EA,C25122_025MA,C25122_026EA,C25122_026MA,C25122_027MA,C25122_027EA,C25122_028EA,C25122_028MA,C25122_029MA,C25122_029EA,C25122_030EA,C25122_030MA,C25122_031EA,C25122_031MA,state
0400000US01,542306,10228,117227,5872,44853,3413,49116,3592,6850,1427,16408,2106,120479,5812,39841,3538,59360,3569,8159,1605,13119,1667,130201,6460,20013,2214,83387,4991,12848,1643,13953,2269,75976,4675,8188,1566,47811,3780,12093,2108,7884,1508,59958,4417,4426,1204,34361,3494,15964,2074,5207,1342,38465,3810,1775,561,14017,2292,18280,2564,4393,1158,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,91825,3849,6188,1251,1647,764,2110,632,1106,580,1325,477,13482,1626,2513,618,6824,1319,2740,864,1405,542,18551,1870,2062,875,8901,1399,5348,1209,2240,728,15499,2085,211,160,6814,1412,6138,1155,2336,899,19027,1857,431,301,6477,1210,10338,1490,1781,676,19078,2376,319,217,3807,961,12961,2035,1991,696,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,811112,13574,120266,6088,28595,2897,63553,4344,18435,2304,9683,1800,134889,5911,24916,2276,79566,4808,23091,3016,7316,1247,193370,8041,14187,1992,123877,6519,45330,3959,9976,1614,136064,6684,6254,1175,78715,5750,45920,3396,5175,1144,121433,6120,4316,961,50909,4077,61907,5102,4301,1175,105090,5894,3719,1030,28450,3076,69724,4499,3197,1119,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,363334,8761,71237,4705,28865,2632,28983,3302,4020,993,9369,1445,84470,4572,29067,2803,42178,3270,3540,1010,9685,1388,91976,4876,15845,1740,59069,3745,7256,1314,9806,1602,49898,3373,6394,1295,33711,2860,5317,1196,4476,1148,42703,3667,3603,1059,28058,3002,7727,1385,3315,1023,23050,2968,595,275,12627,2168,7766,1634,2062,658,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5503300,25377,534236,11770,93579,4411,201109,6690,211693,8306,27855,2620,880915,14137,166012,6708,382606,9453,295396,8819,36901,2909,1083944,18032,48646,3824,463227,11461,540060,13607,32011,2692,850314,13565,14709,2284,272194,9491,539000,11907,24411,2691,960557,13935,13595,1911,210671,7869,713405,11267,22886,2526,1193334,19600,9893,1628,109756,5764,1047590,18322,26095,2425,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,667793,12023,92545,5146,25416,2599,43736,4027,16731,2142,6662,1367,113574,4908,23408,2553,66079,4271,20574,2352,3513,852,153473,6970,12561,1791,99298,5576,35843,3535,5771,894,109115,6576,2463,733,63850,4483,39824,3606,2978,907,108704,4965,2097,880,47448,3606,54879,4297,4280,1137,90382,4577,1923,626,22733,2305,62460,3828,3266,789,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,435192,8295,58615,3862,18091,2007,19774,2334,17855,2397,2895,923,78214,4489,19684,1944,32385,2627,22535,2671,3610,1059,86006,4776,8153,1772,42884,3596,31834,2897,3135,789,71387,4052,1850,739,31818,2946,35914,3097,1805,647,68304,4177,1034,470,24083,2360,41074,3412,2113,654,72666,4492,697,590,12190,2181,56422,4281,3357,866,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,88881,3899,11697,1507,3185,838,5359,1175,2502,763,651,354,15307,2021,4248,1188,6561,1374,3390,1057,1108,489,20663,2976,1088,598,10764,1987,8019,1726,792,430,14133,1927,120,120,7700,1682,5665,1363,648,323,15097,1873,171,137,5680,1354,8879,1465,367,219,11984,2012,63,80,2148,671,8905,1960,868,602,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,145195,4932,21497,2434,6582,1246,4121,1004,9641,1626,1153,633,19211,2304,5646,1229,7519,1453,5395,1194,651,382,22621,2493,2589,791,10237,1992,9035,1628,760,458,17375,1783,471,329,7418,1180,9106,1444,380,241,24475,2661,671,396,6136,1147,17113,2466,555,358,40016,3033,413,251,3514,1221,34887,2738,1202,638,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2240938,20709,332548,8907,70011,4597,158088,6820,74698,4897,29751,3187,417048,9541,61469,3683,232211,8046,99424,5612,23944,2468,525054,13486,21084,2342,301369,10272,177650,6939,24951,2759,369704,12187,8233,1529,176510,8181,169286,8383,15675,1853,332647,10486,4167,1110,108321,6088,207962,9199,12197,1781,263937,8275,2294,757,48183,3923,201514,7288,11946,2063,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
