GEO_ID,C17020D_001E,C17020D_001M,C17020D_002E,C17020D_002M,C17020D_003E,C17020D_003M,C17020D_004E,C17020D_004M,C17020D_005E,C17020D_005M,C17020D_006E,C17020D_006M,C17020D_007E,C17020D_007M,C17020D_008E,C17020D_008M,C17020D_009E,C17020D_009M,NAME,C17020D_001EA,C17020D_001MA,C17020D_002EA,C17020D_002MA,C17020D_003EA,C17020D_003MA,C17020D_004MA,C17020D_004EA,C17020D_005MA,C17020D_005EA,C17020D_006EA,C17020D_006MA,C17020D_007EA,C17020D_007MA,C17020D_008EA,C17020D_008MA,C17020D_009MA,C17020D_009EA,state
0400000US13,306966,5034,38985,5643,9644,2901,25832,3686,3509,1042,267981,8145,67280,4000,184423,4982,16278,1544,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,522320,9361,31890,4374,5271,2328,18802,2591,7817,1402,490430,9412,73982,4457,311762,6384,104686,2432,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,18401,2047,4276,1504,1870,772,2334,925,72,128,14125,2187,3388,1203,9083,1329,1654,635,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,576875,7337,68252,7229,15159,3146,46302,4856,6791,1602,508623,9855,112866,4980,349864,6498,45893,1925,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,98510,3251,21405,3217,6056,1539,15093,2163,256,330,77105,3969,18930,1948,53893,2548,4282,804,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,50076,1984,5661,1883,1327,823,4272,1231,62,99,44415,2769,12359,1175,30203,1999,1853,505,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,69038,2582,10496,2903,2690,1256,6476,1680,1330,915,58542,3632,17263,1546,39020,2808,2259,562,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,46815,3138,8067,2457,1896,910,5944,1935,227,247,38748,3197,10634,1590,25648,2161,2466,537,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,69228,3240,12897,2434,3439,1060,8838,1855,620,419,56331,3359,11873,1619,39942,2628,4516,1078,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13156,1244,1371,537,245,213,1036,533,90,128,11785,1513,3128,787,8222,1179,435,265,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,315352,4333,27795,5075,6315,2033,17802,3009,3678,1061,287557,5943,65208,3098,196330,3835,26019,1652,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,338216,5637,45086,5327,7763,1950,32900,3671,4423,966,293130,6671,71067,2740,201845,4856,20218,1285,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,233785,4320,31640,4331,7562,1828,22108,2721,1970,655,202145,5364,56738,2816,130954,3542,14453,1266,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,205414,4014,36521,5259,15601,3261,18096,2657,2824,1027,168893,6127,50216,3334,110286,3428,8391,1123,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,25712,2850,3350,1886,1010,892,2122,1161,218,246,22362,2238,4949,958,16132,1650,1281,609,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,90154,3776,13304,2341,1969,856,10180,1874,1155,678,76850,3904,18478,1979,53334,2995,5038,797,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,5200,913,781,409,83,106,698,391,0,237,4419,959,705,370,3009,757,705,361,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,28219,2362,3187,1029,404,302,2461,840,322,438,25032,2522,7343,1119,16657,1873,1032,482,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,196661,4988,22028,4424,4961,2078,15437,3104,1630,764,174633,5961,33871,3391,119710,4056,21052,963,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,27767,1620,3830,1229,657,576,3149,1008,24,40,23937,2122,7520,1021,15320,1371,1097,377,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,714967,6108,56741,6950,11598,2830,39933,4975,5210,1249,658226,7765,161175,3590,446337,5757,50714,1535,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,24776,2260,4023,1877,1239,868,2274,1101,510,488,20753,2025,4048,1017,14865,1585,1840,523,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1408502,9392,248152,15014,59150,5283,163705,10185,25297,2336,1160350,15200,227818,5535,829012,10668,103520,2911,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,206911,4565,29234,4044,9052,1980,19524,2906,658,424,177677,4962,47572,2514,119914,3863,10191,1133,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7131,1113,1930,798,95,157,1808,794,27,48,5201,904,1400,430,3440,680,361,288,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,192924,3557,26976,3598,6439,1664,19309,2508,1228,607,165948,4599,41299,2789,112468,3281,12181,1207,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,63382,3014,9816,2230,2399,929,7102,1690,315,258,53566,3457,12709,1773,35698,2079,5159,943,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,138423,4906,19743,3323,4972,1669,13354,2074,1417,582,118680,4816,26337,2654,82637,3017,9706,1013,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,338721,5457,49942,4882,11349,2374,34331,3397,4262,1053,288779,7684,70126,3089,196790,5526,21863,1731,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,28297,1904,3814,1532,816,634,2884,1208,114,126,24483,2429,6269,1323,16583,1567,1631,338,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,52158,3268,4430,1720,1190,948,2602,1078,638,550,47728,3776,9181,2072,33061,2466,5486,1077,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,7132,1930,1275,744,449,463,826,485,0,223,5857,1823,859,610,4983,1677,15,33,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,91125,3514,11809,3091,3687,1581,7436,1729,686,415,79316,4458,20323,2178,53417,3137,5576,1193,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,958391,8272,120914,10629,27741,4188,82582,7203,10591,1797,837477,11732,205733,5033,575135,8913,56609,2087,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,50903,2687,10344,2117,2331,915,7217,1532,796,463,40559,2679,7835,1337,29682,1947,3042,586,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7346,950,2031,970,456,364,1575,772,0,211,5315,1133,1364,454,3344,873,607,255,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,429572,6880,38423,4817,8607,2147,26221,3566,3595,1069,391149,7363,91175,3919,269830,4824,30144,1500,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,477761,7161,52113,5273,11232,2275,34197,3333,6684,1161,425648,8513,93951,4195,294470,5415,37227,1739,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,10182,954,2494,823,129,66,2151,800,214,161,7688,1213,1566,578,5305,944,817,392,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,126413,3874,26653,4890,9175,2613,16254,2693,1224,534,99760,5864,31592,3109,63760,3245,4408,971,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,3689,968,581,502,119,198,462,447,0,269,3108,1024,784,525,1924,741,400,360,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,12964,2926,5757,1716,2401,818,3257,1164,99,122,7207,2013,1545,739,4824,1320,838,605,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
