GEO_ID,B21001I_001E,B21001I_001M,B21001I_002E,B21001I_002M,B21001I_003E,B21001I_003M,B21001I_004E,B21001I_004M,B21001I_005E,B21001I_005M,B21001I_006E,B21001I_006M,B21001I_007E,B21001I_007M,B21001I_008E,B21001I_008M,B21001I_009E,B21001I_009M,B21001I_010E,B21001I_010M,B21001I_011E,B21001I_011M,B21001I_012E,B21001I_012M,B21001I_013E,B21001I_013M,B21001I_014E,B21001I_014M,B21001I_015E,B21001I_015M,B21001I_016E,B21001I_016M,B21001I_017E,B21001I_017M,B21001I_018E,B21001I_018M,B21001I_019E,B21001I_019M,B21001I_020E,B21001I_020M,B21001I_021E,B21001I_021M,B21001I_022E,B21001I_022M,B21001I_023E,B21001I_023M,B21001I_024E,B21001I_024M,B21001I_025E,B21001I_025M,B21001I_026E,B21001I_026M,B21001I_027E,B21001I_027M,B21001I_028E,B21001I_028M,B21001I_029E,B21001I_029M,B21001I_030E,B21001I_030M,B21001I_031E,B21001I_031M,B21001I_032E,B21001I_032M,B21001I_033E,B21001I_033M,NAME,B21001I_001EA,B21001I_001MA,B21001I_002MA,B21001I_002EA,B21001I_003MA,B21001I_003EA,B21001I_004EA,B21001I_004MA,B21001I_005EA,B21001I_005MA,B21001I_006EA,B21001I_006MA,B21001I_007EA,B21001I_007MA,B21001I_008MA,B21001I_008EA,B21001I_009EA,B21001I_009MA,B21001I_010EA,B21001I_010MA,B21001I_011MA,B21001I_011EA,B21001I_012EA,B21001I_012MA,B21001I_013MA,B21001I_013EA,B21001I_014MA,B21001I_014EA,B21001I_015EA,B21001I_015MA,B21001I_016EA,B21001I_016MA,B21001I_017MA,B21001I_017EA,B21001I_018MA,B21001I_018EA,B21001I_019MA,B21001I_019EA,B21001I_020EA,B21001I_020MA,B21001I_021EA,B21001I_021MA,B21001I_022MA,B21001I_022EA,B21001I_023MA,B21001I_023EA,B21001I_024MA,B21001I_024EA,B21001I_025MA,B21001I_025EA,B21001I_026EA,B21001I_026MA,B21001I_027MA,B21001I_027EA,B21001I_028MA,B21001I_028EA,B21001I_029MA,B21001I_029EA,B21001I_030EA,B21001I_030MA,B21001I_031EA,B21001I_031MA,B21001I_032EA,B21001I_032MA,B21001I_033MA,B21001I_033EA,state
0400000US13,534992,2539,292459,3316,157325,3309,4073,1362,153252,3547,109877,3063,5513,1736,104364,3160,17108,1766,2746,936,14362,1703,5227,956,1735,618,3492,787,2922,1057,803,463,2119,927,242533,2766,123832,3224,1733,861,122099,3188,89581,2787,1390,653,88191,2870,17607,1863,287,398,17320,1824,7578,1266,158,184,7420,1292,3935,1011,0,300,3935,1011,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,70646,1347,33532,1244,13679,1370,1859,740,11820,1231,13035,816,2472,674,10563,1065,3631,544,1087,460,2544,640,2260,692,655,343,1605,661,927,437,403,246,524,371,37114,477,16026,659,1013,543,15013,781,13433,490,806,476,12627,713,4043,337,65,110,3978,355,2379,282,133,137,2246,319,1233,188,39,64,1194,206,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,103417,703,54815,1161,27249,1151,973,745,26276,1114,20652,1141,1524,633,19128,1203,4159,663,758,367,3401,644,1754,570,277,221,1477,536,1001,326,567,286,434,227,48602,1137,23474,1267,510,487,22964,1217,17860,1181,53,73,17807,1161,3647,694,0,267,3647,694,2095,566,0,267,2095,566,1526,584,116,185,1410,542,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1310670,1573,678325,1789,315635,1582,5261,1514,310374,2045,268565,1412,8920,1521,259645,2052,56803,821,4729,943,52074,1186,24259,933,2460,669,21799,1115,13063,874,2684,678,10379,969,632345,1667,283004,1804,1079,524,281925,1757,245269,1503,613,314,244656,1521,57280,886,136,156,57144,882,28890,989,122,145,28768,1018,17902,1018,151,239,17751,1008,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,235911,1560,126469,1594,66795,1931,1669,795,65126,2014,45513,1764,3756,1055,41757,1997,8490,955,1651,584,6839,932,3548,715,1094,472,2454,597,2123,459,926,435,1197,445,109442,1507,51750,1770,295,231,51455,1746,42063,1486,619,558,41444,1501,8825,1009,30,73,8795,1010,3952,739,72,120,3880,731,2852,589,58,104,2794,586,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,89554,1265,47507,1403,25189,1549,337,325,24852,1565,18015,1518,1337,591,16678,1510,2739,654,439,251,2300,631,1084,332,214,214,870,321,480,269,196,170,284,197,42047,1093,20812,1637,54,81,20758,1647,15288,1322,14,26,15274,1322,4147,845,0,228,4147,845,1100,447,0,228,1100,447,700,314,0,228,700,314,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,177876,1248,92591,1402,44670,1382,661,381,44009,1313,36294,1166,1911,690,34383,1229,7277,880,1642,510,5635,879,2912,968,420,283,2492,945,1438,593,1212,577,226,179,85285,1190,41218,1236,618,441,40600,1244,32018,1217,407,311,31611,1247,6652,847,94,171,6558,819,3110,684,29,64,3081,671,2287,611,0,248,2287,611,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,77110,2833,43503,2446,22856,1893,1096,920,21760,1687,16569,1462,1413,723,15156,1401,2276,640,211,161,2065,637,1153,688,561,620,592,400,649,346,269,206,380,334,33607,2007,17505,1746,322,287,17183,1711,12515,1299,180,231,12335,1327,2037,600,56,83,1981,594,943,350,0,271,943,350,607,293,0,271,607,293,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,138290,1885,78357,2086,37377,1934,904,508,36473,2073,29160,1515,1432,620,27728,1494,5891,777,874,365,5017,726,3487,772,1162,651,2325,545,2442,630,823,385,1619,630,59933,1588,24692,1620,337,260,24355,1560,20564,1372,236,288,20328,1363,7485,843,38,70,7447,837,3824,662,0,281,3824,662,3368,562,0,281,3368,562,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,10789,823,5792,732,3078,622,126,159,2952,615,1770,628,427,335,1343,657,524,275,263,238,261,200,294,203,8,22,286,202,126,117,57,74,69,95,4997,693,2333,690,0,230,2333,690,1737,565,24,42,1713,563,292,180,0,230,292,180,411,285,0,230,411,285,224,175,0,230,224,175,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,322685,1006,170419,1460,88095,1333,2374,1039,85721,1533,64601,1050,3393,1029,61208,1225,10662,741,1540,539,9122,590,4977,923,800,355,4177,972,2084,529,480,275,1604,428,152266,935,71896,1091,782,524,71114,1217,58012,943,898,387,57114,975,13291,639,129,152,13162,653,5424,499,0,289,5424,499,3643,351,0,289,3643,351,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,418893,503,201209,877,99388,1042,1818,760,97570,1201,74416,1004,2645,848,71771,1363,16810,554,1177,586,15633,828,6650,878,585,322,6065,866,3945,914,502,385,3443,860,217684,724,97138,938,579,455,96559,1031,83171,969,227,221,82944,998,20931,721,0,285,20931,721,10171,571,35,57,10136,579,6273,648,26,46,6247,651,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,267919,1413,136852,1279,63007,1643,1023,535,61984,1702,51560,1316,4335,847,47225,1448,12774,1297,2070,639,10704,1265,5561,822,1713,581,3848,790,3950,728,1606,448,2344,671,131067,1407,58250,1479,43,72,58207,1491,49916,1351,392,328,49524,1373,12250,1176,104,127,12146,1195,6619,956,14,24,6605,950,4032,583,0,244,4032,583,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,147945,1149,78064,1089,42295,1335,1104,616,41191,1389,28125,1193,1798,592,26327,1204,5002,646,746,397,4256,641,1788,454,348,204,1440,451,854,319,451,219,403,238,69881,1308,35374,1427,266,226,35108,1439,26378,1164,457,324,25921,1201,4784,639,0,211,4784,639,2001,619,0,211,2001,619,1344,505,0,211,1344,505,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,47285,2567,28984,1981,15882,1946,344,311,15538,1971,10111,1578,988,588,9123,1431,1885,749,168,170,1717,714,833,324,145,140,688,316,273,223,221,220,52,59,18301,1491,9587,1365,111,143,9476,1359,5871,1189,12,24,5859,1189,1587,609,192,220,1395,567,517,361,0,287,517,361,739,361,0,287,739,361,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,130593,1324,65570,1622,30966,1424,748,426,30218,1416,25351,1352,1730,633,23621,1414,4870,732,1343,580,3527,720,2664,645,611,281,2053,603,1719,666,858,501,861,472,65023,1633,31112,1898,261,199,30851,1833,23856,1280,277,217,23579,1241,4781,917,9,15,4772,917,2680,647,0,259,2680,647,2594,663,0,259,2594,663,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,17102,817,8926,1001,4172,878,98,122,4074,866,3194,688,601,314,2593,726,1085,489,681,456,404,192,134,117,68,75,66,87,341,221,65,98,276,192,8176,790,3198,603,67,104,3131,619,2863,702,0,237,2863,702,1243,566,0,237,1243,566,576,322,0,237,576,322,296,204,32,47,264,199,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,97870,971,51659,895,25341,1150,460,339,24881,1152,20578,1091,1105,621,19473,1117,3556,553,683,371,2873,558,1023,380,195,176,828,363,1161,443,587,334,574,434,46211,1041,23150,1131,347,346,22803,1228,17771,1288,60,92,17711,1297,2712,484,0,228,2712,484,1258,490,73,190,1185,425,1320,528,0,228,1320,528,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,456273,744,233939,1020,107935,917,1502,667,106433,1251,93605,891,4829,1220,88776,1433,19366,591,2842,747,16524,867,8888,559,2155,666,6733,623,4145,382,1334,573,2811,590,222334,720,97703,814,556,330,97147,893,88750,654,775,462,87975,779,20220,540,231,203,19989,563,10122,462,0,309,10122,462,5539,453,0,309,5539,453,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,23601,773,11103,673,4359,646,222,256,4137,702,4872,827,596,453,4276,765,832,416,209,195,623,403,714,485,133,178,581,434,326,239,19,37,307,243,12498,809,6135,939,0,257,6135,939,4501,920,0,257,4501,920,667,318,0,257,667,318,685,436,0,257,685,436,510,354,0,257,510,354,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1099960,499,549911,572,238262,1251,3597,1095,234665,1720,219590,1266,8338,1582,211252,1924,51992,780,3691,1030,48301,1040,26812,1078,2859,803,23953,1153,13255,973,1303,493,11952,1004,550049,582,212372,593,572,396,211800,763,221009,719,571,521,220438,861,60685,463,184,222,60501,472,33230,974,133,162,33097,992,22753,1013,0,281,22753,1013,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,654574,528,320648,465,122157,1533,5085,1583,117072,2136,118347,1536,11623,1750,106724,2350,41559,578,13352,1487,28207,1679,23592,967,8696,1285,14896,1308,14993,1100,7602,953,7391,1160,333926,156,118819,1483,1431,813,117388,1560,122675,1491,1553,743,121122,1804,44559,603,549,368,44010,729,26274,857,222,243,26052,888,21599,680,291,273,21308,728,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2456589,2285,1191316,1921,517653,2324,7549,1567,510104,2745,451958,1541,19678,2076,432280,2215,123443,1095,11785,1778,111658,1984,62566,965,7012,1240,55554,1427,35696,728,5683,1031,30013,1117,1265273,2101,484064,2635,1937,713,482127,2721,475209,1390,1399,532,473810,1495,152669,855,632,444,152037,882,87552,873,136,133,87416,873,65779,798,288,235,65491,853,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,483706,2668,259635,3244,145405,2694,4132,1593,141273,2831,95585,2753,6964,1557,88621,3074,11344,1588,1903,641,9441,1449,5106,1005,706,466,4400,1055,2195,737,681,347,1514,571,224071,2538,119073,2613,460,311,118613,2592,83851,2469,2093,754,81758,2699,12045,1200,315,285,11730,1231,5725,841,141,175,5584,853,3377,876,0,289,3377,876,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US39,219873,2197,112709,2145,56111,1989,877,487,55234,2027,40512,1914,2815,885,37697,1932,9385,1196,2403,806,6982,1043,3856,870,1560,488,2296,676,2845,843,1289,482,1556,698,107164,1802,49556,1644,492,355,49064,1678,38575,1532,440,296,38135,1543,9803,1030,0,269,9803,1030,5475,849,0,269,5475,849,3755,680,60,105,3695,692,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,197267,1607,104838,1553,55676,1652,1872,786,53804,1867,38572,1514,3478,1120,35094,1770,6148,521,1733,604,4415,748,2478,693,651,348,1827,666,1964,593,1062,464,902,482,92429,1397,47928,1721,722,451,47206,1698,33613,1676,177,150,33436,1713,6593,682,218,267,6375,660,2244,590,111,136,2133,575,2051,543,78,99,1973,544,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,270921,342,143260,1046,72162,1436,819,435,71343,1524,55172,1305,2984,1121,52188,1693,10285,999,1531,596,8754,842,4125,840,1038,458,3087,827,1516,518,285,223,1231,508,127661,1030,61697,1545,339,463,61358,1667,49023,1501,269,237,48754,1479,9705,1044,0,277,9705,1044,4239,779,0,277,4239,779,2997,655,193,211,2804,643,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
