GEO_ID,B19037A_001E,B19037A_001M,B19037A_002E,B19037A_002M,B19037A_003E,B19037A_003M,B19037A_004E,B19037A_004M,B19037A_005E,B19037A_005M,B19037A_006E,B19037A_006M,B19037A_007E,B19037A_007M,B19037A_008E,B19037A_008M,B19037A_009E,B19037A_009M,B19037A_010E,B19037A_010M,B19037A_011E,B19037A_011M,B19037A_012E,B19037A_012M,B19037A_013E,B19037A_013M,B19037A_014E,B19037A_014M,B19037A_015E,B19037A_015M,B19037A_016E,B19037A_016M,B19037A_017E,B19037A_017M,B19037A_018E,B19037A_018M,B19037A_019E,B19037A_019M,B19037A_020E,B19037A_020M,B19037A_021E,B19037A_021M,B19037A_022E,B19037A_022M,B19037A_023E,B19037A_023M,B19037A_024E,B19037A_024M,B19037A_025E,B19037A_025M,B19037A_026E,B19037A_026M,B19037A_027E,B19037A_027M,B19037A_028E,B19037A_028M,B19037A_029E,B19037A_029M,B19037A_030E,B19037A_030M,B19037A_031E,B19037A_031M,B19037A_032E,B19037A_032M,B19037A_033E,B19037A_033M,B19037A_034E,B19037A_034M,B19037A_035E,B19037A_035M,B19037A_036E,B19037A_036M,B19037A_037E,B19037A_037M,B19037A_038E,B19037A_038M,B19037A_039E,B19037A_039M,B19037A_040E,B19037A_040M,B19037A_041E,B19037A_041M,B19037A_042E,B19037A_042M,B19037A_043E,B19037A_043M,B19037A_044E,B19037A_044M,B19037A_045E,B19037A_045M,B19037A_046E,B19037A_046M,B19037A_047E,B19037A_047M,B19037A_048E,B19037A_048M,B19037A_049E,B19037A_049M,B19037A_050E,B19037A_050M,B19037A_051E,B19037A_051M,B19037A_052E,B19037A_052M,B19037A_053E,B19037A_053M,B19037A_054E,B19037A_054M,B19037A_055E,B19037A_055M,B19037A_056E,B19037A_056M,B19037A_057E,B19037A_057M,B19037A_058E,B19037A_058M,B19037A_059E,B19037A_059M,B19037A_060E,B19037A_060M,B19037A_061E,B19037A_061M,B19037A_062E,B19037A_062M,B19037A_063E,B19037A_063M,B19037A_064E,B19037A_064M,B19037A_065E,B19037A_065M,B19037A_066E,B19037A_066M,B19037A_067E,B19037A_067M,B19037A_068E,B19037A_068M,B19037A_069E,B19037A_069M,NAME,B19037A_001MA,B19037A_001EA,B19037A_002EA,B19037A_002MA,B19037A_003MA,B19037A_003EA,B19037A_004EA,B19037A_004MA,B19037A_005EA,B19037A_005MA,B19037A_006EA,B19037A_006MA,B19037A_007EA,B19037A_007MA,B19037A_008MA,B19037A_008EA,B19037A_009EA,B19037A_009MA,B19037A_010EA,B19037A_010MA,B19037A_011MA,B19037A_011EA,B19037A_012MA,B19037A_012EA,B19037A_013EA,B19037A_013MA,B19037A_014MA,B19037A_014EA,B19037A_015EA,B19037A_015MA,B19037A_016MA,B19037A_016EA,B19037A_017MA,B19037A_017EA,B19037A_018MA,B19037A_018EA,B19037A_019MA,B19037A_019EA,B19037A_020MA,B19037A_020EA,B19037A_021MA,B19037A_021EA,B19037A_022MA,B19037A_022EA,B19037A_023EA,B19037A_023MA,B19037A_024MA,B19037A_024EA,B19037A_025EA,B19037A_025MA,B19037A_026MA,B19037A_026EA,B19037A_027EA,B19037A_027MA,B19037A_028EA,B19037A_028MA,B19037A_029EA,B19037A_029MA,B19037A_030MA,B19037A_030EA,B19037A_031EA,B19037A_031MA,B19037A_032EA,B19037A_032MA,B19037A_033EA,B19037A_033MA,B19037A_034MA,B19037A_034EA,B19037A_035EA,B19037A_035MA,B19037A_036EA,B19037A_036MA,B19037A_037MA,B19037A_037EA,B19037A_038MA,B19037A_038EA,B19037A_039EA,B19037A_039MA,B19037A_040MA,B19037A_040EA,B19037A_041MA,B19037A_041EA,B19037A_042MA,B19037A_042EA,B19037A_043EA,B19037A_043MA,B19037A_044MA,B19037A_044EA,B19037A_045MA,B19037A_045EA,B19037A_046MA,B19037A_046EA,B19037A_047EA,B19037A_047MA,B19037A_048MA,B19037A_048EA,B19037A_049EA,B19037A_049MA,B19037A_050EA,B19037A_050MA,B19037A_051MA,B19037A_051EA,B19037A_052EA,B19037A_052MA,B19037A_053MA,B19037A_053EA,B19037A_054EA,B19037A_054MA,B19037A_055EA,B19037A_055MA,B19037A_056MA,B19037A_056EA,B19037A_057EA,B19037A_057MA,B19037A_058MA,B19037A_058EA,B19037A_059EA,B19037A_059MA,B19037A_060MA,B19037A_060EA,B19037A_061EA,B19037A_061MA,B19037A_062EA,B19037A_062MA,B19037A_063MA,B19037A_063EA,B19037A_064EA,B19037A_064MA,B19037A_065MA,B19037A_065EA,B19037A_066MA,B19037A_066EA,B19037A_067EA,B19037A_067MA,B19037A_068MA,B19037A_068EA,B19037A_069EA,B19037A_069MA,state
0400000US01,1311821,8656,55483,3544,12494,2133,6103,1475,5613,1244,4761,956,5280,1356,5294,1187,2333,617,3361,919,2292,787,2474,846,2732,858,2278,955,346,360,60,74,62,76,0,273,396939,6445,29187,3434,18630,2227,15098,2679,19251,1792,18851,2256,21523,2451,22264,2337,23948,2950,17737,2186,39073,2826,46926,3528,56563,3216,32595,2228,15591,1918,13001,1439,6701,1304,520637,4696,39217,3246,24815,2260,23757,2526,24412,2595,22837,2712,23954,2691,25171,2373,25364,2547,22438,2545,44804,3317,54324,3782,63905,4004,47584,2867,26632,2281,28613,2565,22810,2239,338762,4256,24324,2226,35631,2390,34892,2334,32382,2607,26732,1557,26143,2525,23365,2044,18165,2030,15385,1837,22313,2210,27991,2516,22340,2153,12210,1357,5636,977,6309,1001,4944,1030,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,191655,2636,9391,1272,583,376,588,392,82,113,872,529,955,465,1264,618,344,289,926,518,420,365,1318,596,750,476,639,413,304,190,292,294,54,95,0,246,68622,2148,2222,793,1653,658,1296,584,1323,617,2452,832,2065,859,3330,996,2762,836,2607,934,4821,1041,11091,2032,11332,1797,8642,1523,5825,1262,4703,1201,2498,829,88319,2073,3151,861,3176,950,1987,707,2838,637,2635,754,2792,762,2387,641,3115,1045,2727,810,6606,1466,7362,1138,12827,1580,11833,1693,8165,1492,9047,1470,7671,1091,25323,1342,609,379,1784,598,1813,744,2134,660,1231,484,2046,720,1178,546,1451,503,997,320,2019,607,2681,711,2629,719,1689,654,1878,689,476,271,708,340,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1963161,11524,91488,4841,17559,2143,7708,1708,8967,1948,7644,1776,7200,1671,8999,1616,6236,1400,4147,1145,3254,959,7696,1791,6927,1519,3855,1343,899,522,397,433,0,305,0,305,632679,8393,45425,3909,25851,2976,24036,2767,35959,3867,34279,3390,34150,2899,36145,3683,39536,3725,27055,3329,58352,4404,69855,4541,86462,5141,52007,3655,26688,2956,20377,2595,16502,1693,747019,7794,50528,4097,33756,3081,27912,2760,32679,2734,32788,3601,35259,3187,34547,3260,36847,2990,31124,2964,60995,4137,82656,4641,96681,5233,70071,3979,44182,3903,39123,2820,37871,2978,491975,5935,27207,2651,41428,2870,43087,2815,39372,3803,38320,2556,37152,3028,32181,2909,29032,2554,27366,2724,40059,2702,45083,3132,40830,2951,23025,2000,9804,1349,9374,1363,8655,1057,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,905918,6959,44337,3614,8893,1508,4263,1182,6074,1379,5207,1170,4809,1337,3487,1062,2268,770,2391,845,2534,1087,2207,761,1413,595,511,293,134,145,146,271,0,273,0,273,278991,5287,19938,2348,14200,2253,12865,2012,17341,2104,14339,2044,19616,2248,17802,2245,13163,1771,14048,1864,25015,2424,34849,3129,35115,2786,20395,2268,8529,1411,6934,1415,4842,1210,348003,4040,25983,2468,18900,1836,18119,2120,18422,2274,19711,2290,20974,2225,17692,2074,19804,2080,17097,1747,28939,2916,39654,2399,40638,2757,24671,2468,14777,1920,12714,1539,9908,1625,234587,3767,19714,1890,26856,2288,25024,2345,22763,2005,20959,2357,18442,1804,14197,1640,12459,1437,10893,1575,15997,1550,17018,1868,14420,1507,6474,1004,3176,751,3008,761,3187,825,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8422400,21278,281091,6762,43818,3284,22642,2998,24201,2646,21796,2786,19293,2420,19509,2706,17142,2243,17712,3075,12892,2101,21722,1856,24536,2831,19663,2604,7274,1364,4637,1182,3496,922,758,465,2766146,17178,131470,6128,94275,6197,105946,5145,123116,5164,111368,6309,127784,6545,125156,6012,128169,6902,116396,6380,228517,8523,303074,8855,387103,10568,282781,9086,161826,6190,176030,6034,163135,5976,3441188,17844,159824,6752,132002,5473,114228,5280,139650,5691,121987,6027,127842,6273,126445,5325,128335,5103,122757,5620,238116,7834,342410,8643,462582,10293,369689,9005,240040,7104,290188,7292,325093,7132,1933975,13676,105388,5562,167904,5782,159719,6610,144509,6125,124704,4704,116688,5415,105915,4556,99075,4870,82900,3546,142659,3927,163624,6362,189510,5579,116146,5033,66631,3425,67610,3190,80993,3505,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1702454,10472,93374,4449,17589,2433,9228,1600,7921,1774,7850,1687,6911,1494,8127,1807,7060,1488,5535,1392,3714,1147,5531,1184,6774,1545,4548,1132,1484,519,880,588,120,151,102,123,600643,7413,28614,2956,17131,2520,21420,2691,24476,2505,27807,2552,29858,3023,29928,2800,30621,2777,26091,2702,54176,3463,74165,4342,91415,4286,59894,3319,35763,2895,27655,2673,21629,2071,687492,6167,37396,2639,25202,1991,23249,2135,26623,2691,22537,2504,27616,2541,24604,2218,27852,2291,27029,2629,50794,3143,72548,3843,100596,4539,75944,4063,46993,3052,50168,3295,48341,3005,320945,4088,21594,2252,29705,2085,24523,2193,27963,2386,22235,1753,21901,2071,19178,1939,14317,1562,15815,1584,27312,2321,27705,2062,27817,2225,16105,1930,7456,1178,9083,1313,8236,1258,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1117760,7836,27003,2185,3802,1060,2548,889,2223,836,1680,614,1658,867,2088,809,1926,718,1666,755,1190,664,2407,760,2215,788,1902,890,939,598,180,155,331,358,248,246,318735,6160,11723,1799,7065,1540,7657,1736,7200,1286,9251,1554,8842,1509,13181,1848,12440,1977,12221,1985,28568,2784,34257,2755,54341,3055,35929,2197,25548,2328,23385,2272,27127,2234,488510,4078,20351,2174,11855,1839,10061,1769,11414,1671,12200,1837,13517,1827,14746,2262,18338,2377,15564,1791,31256,2692,47665,3283,72373,4096,58955,3508,42869,3486,49439,2744,57907,3248,283512,3387,15682,1868,21572,2221,26754,2618,22832,2256,20769,2143,17126,1655,14845,1516,15602,2164,11377,1440,20801,1846,24878,2309,25920,1918,14616,1450,10248,1418,9409,1232,11081,1302,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,244876,3857,8100,1497,1473,638,570,432,360,332,1112,713,346,363,517,427,245,196,409,287,643,483,543,354,758,419,582,430,542,478,0,265,0,265,0,265,68669,2825,2158,759,1226,431,2067,864,2564,806,3006,1112,2170,730,2425,984,3416,847,3728,1019,7036,1489,8602,1400,11144,1639,8346,1431,4887,1009,3144,801,2750,744,102944,2506,4688,1050,2452,727,2519,728,2957,805,2869,771,5627,1253,3306,790,3828,805,3093,797,9255,1284,12224,1650,15611,1743,12249,1736,7471,1136,8482,1213,6313,1038,65163,1919,3422,742,5305,996,5341,1026,4328,725,4425,923,3803,853,4156,836,4400,843,3697,725,6020,1165,6138,1030,6209,1044,3588,735,1754,538,1384,547,1193,402,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,111490,3335,7793,1259,1951,820,262,200,269,193,221,189,251,268,585,316,426,309,417,296,467,364,495,294,665,358,595,351,758,395,181,214,208,162,42,72,58224,2785,2142,760,1125,643,974,585,1356,721,1232,572,1525,682,1029,562,835,436,1295,577,4809,1123,4956,1170,9805,1642,6675,1191,4460,819,7547,1210,8459,1167,29718,1660,1204,555,214,168,680,487,474,375,237,214,409,273,723,478,945,478,476,361,1308,590,2225,700,2230,646,2636,872,2678,786,3641,791,9638,1170,15755,838,496,283,733,564,349,304,707,344,603,310,274,191,581,330,800,505,626,383,1153,407,1324,416,1373,537,1329,565,876,349,1488,496,3043,581,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5712179,20245,166303,7020,34637,3353,13721,1947,17612,2357,15873,2285,11204,2135,14314,1981,11443,1630,9563,1646,7366,1389,11017,1972,9307,1730,5909,1425,2972,855,916,484,206,177,243,287,1545521,14789,97593,5574,56812,4601,71346,5889,76464,4875,76842,4823,87822,5604,92324,5479,86546,5690,78275,4497,153977,7134,182768,7445,208584,8058,120783,6017,61558,4038,52101,3877,41726,3368,2245604,13528,158538,5914,106382,5478,97288,4340,107427,5256,108064,4846,113178,4889,102719,5265,111247,5339,102137,5252,191705,7569,241475,8089,284227,7884,195995,8098,105268,5450,107094,5724,112860,5067,1754751,13075,128703,5687,161824,6310,155087,6333,149410,6427,135007,5538,126712,5271,113063,4634,98953,5201,81434,4038,135778,5367,141537,6554,138121,5316,71519,3884,36123,2420,34683,2845,46797,3378,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
