GEO_ID,B05003_001E,B05003_001M,B05003_002E,B05003_002M,B05003_003E,B05003_003M,B05003_004E,B05003_004M,B05003_005E,B05003_005M,B05003_006E,B05003_006M,B05003_007E,B05003_007M,B05003_008E,B05003_008M,B05003_009E,B05003_009M,B05003_010E,B05003_010M,B05003_011E,B05003_011M,B05003_012E,B05003_012M,B05003_013E,B05003_013M,B05003_014E,B05003_014M,B05003_015E,B05003_015M,B05003_016E,B05003_016M,B05003_017E,B05003_017M,B05003_018E,B05003_018M,B05003_019E,B05003_019M,B05003_020E,B05003_020M,B05003_021E,B05003_021M,B05003_022E,B05003_022M,B05003_023E,B05003_023M,NAME,B05003_001EA,B05003_001MA,B05003_002MA,B05003_002EA,B05003_003EA,B05003_003MA,B05003_004EA,B05003_004MA,B05003_005MA,B05003_005EA,B05003_006EA,B05003_006MA,B05003_007EA,B05003_007MA,B05003_008EA,B05003_008MA,B05003_009EA,B05003_009MA,B05003_010EA,B05003_010MA,B05003_011MA,B05003_011EA,B05003_012EA,B05003_012MA,B05003_013EA,B05003_013MA,B05003_014EA,B05003_014MA,B05003_015MA,B05003_015EA,B05003_016EA,B05003_016MA,B05003_017MA,B05003_017EA,B05003_018EA,B05003_018MA,B05003_019EA,B05003_019MA,B05003_020EA,B05003_020MA,B05003_021MA,B05003_021EA,B05003_022MA,B05003_022EA,B05003_023EA,B05003_023MA,state
0400000US01,4785298,-555555555,2322243,4446,582172,4168,572304,4163,9868,2203,2245,1046,7623,1840,1740071,2707,1662134,4451,77937,3929,18846,2227,59091,3740,2463055,4446,553256,3837,544673,3895,8583,2061,2056,990,6527,1803,1909799,2111,1837591,3724,72208,3440,24952,2480,47256,3119,Alabama,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,713985,-555555555,372436,1772,98315,1802,97272,1966,1043,547,233,245,810,501,274121,911,250312,2103,23809,2346,11346,1622,12463,2146,341549,1772,90070,1594,88629,1592,1441,571,724,343,717,410,251479,691,228453,1925,23026,1867,11799,1572,11227,1422,Alaska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6413737,-555555555,3190700,2757,836848,2347,804878,3720,31970,3442,3698,1014,28272,3260,2353852,1788,1971672,9198,382180,9247,137562,6804,244618,9843,3223037,2757,795563,2187,763338,4644,32225,3978,4404,1139,27821,3813,2427474,1483,2017186,10186,410288,9975,165171,5976,245117,8955,Arizona,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2921606,-555555555,1430837,4306,361533,3844,353859,3691,7674,1445,808,396,6866,1456,1069304,2970,1010217,4477,59087,4239,15978,2103,43109,4627,1490769,4306,349597,3779,342562,3902,7035,1380,1264,587,5771,1312,1141172,2305,1083301,3267,57871,2920,18385,2207,39486,2556,Arkansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37349363,-555555555,18570505,5032,4765530,3847,4475578,11603,289952,11235,47275,4291,242677,10068,13804975,3716,9145695,30655,4659280,30538,2078614,23815,2580666,29810,18778858,5032,4541699,3677,4260417,11818,281282,10763,49552,3607,231730,10276,14237159,3747,9317244,31883,4919915,31563,2458068,26276,2461847,30752,California,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5049071,-555555555,2531362,3639,631702,3008,609509,3841,22193,2651,4044,1462,18149,2455,1899660,2783,1673161,7309,226499,7324,77506,4350,148993,6841,2517709,3639,596976,3005,574117,3479,22859,2348,7536,1722,15323,2154,1920733,2037,1695179,7333,225554,7346,88260,4371,137294,6690,Colorado,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3577073,-555555555,1738918,1627,416344,1272,400196,2506,16148,2294,4917,1290,11231,2136,1322574,1220,1102507,7507,220067,7638,99034,4612,121033,6588,1838155,1627,398944,1288,379841,2392,19103,2458,7041,1335,12062,1994,1439211,1201,1207409,7416,231802,7380,117067,5214,114735,5580,Connecticut,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,899769,-555555555,436608,1451,105506,1060,102855,1326,2651,901,946,529,1705,802,331102,968,299763,2341,31339,2239,13985,1689,17354,2022,463161,1451,100563,969,97523,1191,3040,726,1025,452,2015,662,362598,908,327760,2230,34838,2149,17517,1886,17321,1922,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,604453,-555555555,285729,795,51496,652,49059,1019,2437,819,763,430,1674,752,234233,366,194637,2848,39596,2855,15179,1986,24417,2529,318724,795,49771,582,48182,889,1589,908,505,352,1084,793,268953,485,230841,3016,38112,2953,15965,2104,22147,2391,District of Columbia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18843326,-555555555,9212548,5887,2048698,4828,1931393,9676,117305,7862,21114,2812,96191,6909,7163850,5489,5544361,18106,1619489,17927,763375,14076,856114,15859,9630778,5887,1950821,4919,1844044,8561,106777,6613,23103,2737,83674,6125,7679957,3566,5865485,18934,1814472,18754,965556,16206,848916,16316,Florida,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9712587,-555555555,4742754,6636,1277123,5620,1236127,6355,40996,3894,5993,1381,35003,3735,3465631,4417,3015192,9193,450439,8818,151196,6775,299243,9420,4969833,6636,1217398,6013,1178982,7330,38416,4219,7023,1565,31393,3716,3752435,3820,3339327,8463,413108,8240,165663,5935,247445,7393,Georgia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1363621,-555555555,684087,1583,157018,1400,150239,2013,6779,1526,2260,845,4519,1304,527069,879,426595,6778,100474,6524,60586,3856,39888,4632,679534,1583,146643,1457,139294,2554,7349,1824,2420,1029,4929,1242,532891,478,399280,6144,133611,6148,76054,4036,57557,4500,Hawaii,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1571450,-555555555,787506,2645,221213,2348,217035,2348,4178,981,825,489,3353,914,566293,1707,527502,3443,38791,2894,12783,2124,26008,2494,783944,2645,207747,2192,202962,2393,4785,1273,652,384,4133,1256,576197,1744,536853,2886,39344,2523,15290,1968,24054,2234,Idaho,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12843166,-555555555,6294434,5283,1598114,3716,1543873,6300,54241,5150,11193,1928,43048,4769,4696320,4528,3869534,12865,826786,12579,353692,8352,473094,11071,6548732,5283,1527816,3517,1471842,4755,55974,4120,13707,1911,42267,3744,5020916,4055,4198058,12380,822858,11324,390072,9275,432786,10665,Illinois,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6490621,-555555555,3197124,3805,824872,3220,808521,3798,16351,2239,4618,1256,11733,2063,2372252,3028,2235382,5917,136870,5177,44544,3124,92326,4417,3293497,3805,781243,3290,763382,3851,17861,2015,5515,1422,12346,1673,2512254,2863,2382547,5379,129707,5410,55040,4261,74667,4172,Indiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
