GEO_ID,B08014_001E,B08014_001M,B08014_002E,B08014_002M,B08014_003E,B08014_003M,B08014_004E,B08014_004M,B08014_005E,B08014_005M,B08014_006E,B08014_006M,B08014_007E,B08014_007M,B08014_008E,B08014_008M,B08014_009E,B08014_009M,B08014_010E,B08014_010M,B08014_011E,B08014_011M,B08014_012E,B08014_012M,B08014_013E,B08014_013M,B08014_014E,B08014_014M,B08014_015E,B08014_015M,B08014_016E,B08014_016M,B08014_017E,B08014_017M,B08014_018E,B08014_018M,B08014_019E,B08014_019M,B08014_020E,B08014_020M,B08014_021E,B08014_021M,NAME,B08014_001EA,B08014_001MA,B08014_002MA,B08014_002EA,B08014_003EA,B08014_003MA,B08014_004MA,B08014_004EA,B08014_005MA,B08014_005EA,B08014_006EA,B08014_006MA,B08014_007EA,B08014_007MA,B08014_008EA,B08014_008MA,B08014_009EA,B08014_009MA,B08014_010MA,B08014_010EA,B08014_011MA,B08014_011EA,B08014_012MA,B08014_012EA,B08014_013EA,B08014_013MA,B08014_014EA,B08014_014MA,B08014_015MA,B08014_015EA,B08014_016MA,B08014_016EA,B08014_017MA,B08014_017EA,B08014_018MA,B08014_018EA,B08014_019EA,B08014_019MA,B08014_020MA,B08014_020EA,B08014_021MA,B08014_021EA,state
0400000US01,1938091,17230,43072,4021,383754,11289,812926,17125,444987,15842,179687,9643,73665,7311,1022782,10876,20764,2560,166760,7181,447020,11131,247441,8812,99030,5813,41767,4893,915309,12708,22308,2859,216994,7123,365906,9959,197546,9156,80657,5127,31898,3263,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,327655,5564,18536,2046,79419,5320,135418,7524,63768,5476,21595,3228,8919,2657,179171,3708,9926,1273,40697,3645,74386,4586,36278,3185,13244,2186,4640,1631,148484,4147,8610,1259,38722,2962,61032,3719,27490,3064,8351,1469,4279,1208,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2604952,20008,78337,5730,624292,13425,1160517,18638,499847,17710,162559,12285,79400,7313,1389868,12146,44313,4433,306383,8413,633838,11332,273110,10334,87251,7020,44973,4758,1215084,13270,34024,3563,317909,9258,526679,12429,226737,10269,75308,6388,34427,4027,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1215967,10225,26010,3578,262195,9959,528988,12613,267739,10161,94572,6547,36463,4571,633568,7566,14395,2417,120695,6139,284503,8859,143476,5729,49654,3603,20845,2846,582399,7996,11615,1871,141500,6020,244485,6797,124263,5816,44918,3764,15618,2524,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15788452,46241,561992,16618,3216581,31000,6321524,52913,3386456,43880,1523440,35392,778459,23562,8571126,33306,303814,11198,1603026,22656,3502053,35487,1876739,27532,847627,21166,437867,15574,7217326,30853,258178,9686,1613555,22828,2819471,29194,1509717,22573,675813,18697,340592,11340,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2406034,15630,57828,5250,491968,12228,1048769,16710,528581,14147,195262,11597,83626,6488,1288383,10161,32244,3230,234704,8672,569818,10605,295570,9229,107573,6879,48474,4510,1117651,11721,25584,3441,257264,8109,478951,9139,233011,7089,87689,5674,35152,3231,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1682713,10005,58257,5665,340528,9694,721700,14558,368074,12005,140769,9370,53385,5514,867890,7580,28811,3646,149801,6674,390914,9301,193912,7382,74317,5295,30135,3709,814823,7933,29446,3218,190727,7775,330786,8657,174162,6706,66452,5374,23250,2480,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,400771,6771,10895,2188,84275,5131,179231,6969,84853,5231,30244,4121,11273,2592,200572,4414,4282,1271,36448,2976,94647,4431,42837,2940,15080,2167,7278,1975,200199,5138,6613,1710,47827,3740,84584,4083,42016,3417,15164,2606,3995,971,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,292000,4767,79103,5930,122288,5363,69386,5388,16319,2789,4457,1738,447,419,142571,3055,37167,3865,57442,3425,36502,3498,9151,1793,2127,891,182,206,149429,3714,41936,3810,64846,4104,32884,3016,7168,1517,2330,1037,265,241,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7814396,26682,232352,13765,1957734,29146,3565084,41016,1453577,30176,459890,23061,145759,14347,4033198,21166,129849,9686,909501,15911,1898669,26043,771488,18192,244704,13715,78987,8505,3781198,22298,102503,6890,1048233,20710,1666415,23716,682089,15612,215186,10993,66772,7091,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
