GEO_ID,C24010H_001E,C24010H_001M,C24010H_002E,C24010H_002M,C24010H_003E,C24010H_003M,C24010H_004E,C24010H_004M,C24010H_005E,C24010H_005M,C24010H_006E,C24010H_006M,C24010H_007E,C24010H_007M,C24010H_008E,C24010H_008M,C24010H_009E,C24010H_009M,C24010H_010E,C24010H_010M,C24010H_011E,C24010H_011M,C24010H_012E,C24010H_012M,C24010H_013E,C24010H_013M,NAME,C24010H_001EA,C24010H_001MA,C24010H_002MA,C24010H_002EA,C24010H_003EA,C24010H_003MA,C24010H_004MA,C24010H_004EA,C24010H_005EA,C24010H_005MA,C24010H_006EA,C24010H_006MA,C24010H_007MA,C24010H_007EA,C24010H_008MA,C24010H_008EA,C24010H_009MA,C24010H_009EA,C24010H_010MA,C24010H_010EA,C24010H_011EA,C24010H_011MA,C24010H_012MA,C24010H_012EA,C24010H_013MA,C24010H_013EA,state
0400000US13,2469893,16817,1316943,11005,491608,9971,141116,6028,248480,8079,228184,8821,207555,6306,1152950,10975,508519,9599,175720,7572,406183,9772,8876,1613,53652,4419,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,153996,4770,85561,3434,38336,2985,13488,1640,13750,2035,14297,2166,5690,1177,68435,2817,31794,2481,12004,2055,21870,2481,533,432,2234,815,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,588952,7966,312989,5451,107110,4545,42530,3270,52183,3728,59847,3341,51319,3464,275963,5268,103863,4464,57390,3074,98780,4642,2923,778,13007,1649,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4059190,16048,2113552,11534,784981,9460,237959,7323,395656,9933,319977,8711,374979,10056,1945638,10279,838267,11362,345062,8558,663502,11634,11285,1842,87522,4611,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2461603,16571,1285534,11505,378266,8048,150662,6368,221587,6664,212187,6756,322832,7921,1176069,10366,442781,8877,239379,7409,385917,8170,8453,1382,99539,4801,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1399364,8629,721552,5901,222651,5544,77586,4362,122630,4667,129193,4471,169492,4577,677812,5429,258435,5563,144458,4464,227532,5832,5892,968,41495,3342,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1124874,8634,578088,6655,206288,5322,66549,3522,101744,4293,99194,4926,104313,5157,546786,5839,226691,5474,109359,4977,179657,5362,4993,1097,26086,2184,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1597710,13044,827963,9786,229965,7815,102895,5029,139369,5750,160535,5438,195199,7216,769747,8247,301213,7496,147443,6526,254897,5894,7731,1631,58463,3518,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1272073,10540,688961,7347,211352,7189,82143,3552,109769,4199,162202,6154,123495,5238,583112,7548,242384,6561,94739,4439,221356,6066,5598,1088,19035,2045,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,614352,6534,307038,4865,93769,4041,38718,2799,52643,2912,65158,4013,56750,3169,307314,3849,127244,4879,67746,3965,93966,3867,2879,650,15479,1628,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1633073,11017,846270,7188,404425,8376,89327,4739,141068,6048,125962,6202,85488,4857,786803,7304,406712,6401,111623,4726,242391,6928,4344,1317,21733,2159,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2567852,13593,1299205,9084,551958,9312,168839,6044,241098,6587,178471,6638,158839,6382,1268647,11574,617574,10333,217156,7334,386537,9593,5935,1332,41445,3123,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3363367,15695,1728101,11013,572010,10472,231436,7759,304764,7866,261727,6761,358164,9241,1635266,11291,611903,8990,360639,7055,552270,9338,10414,1369,100040,4113,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2339740,10413,1194523,7351,439567,7435,132256,5619,218356,6179,187896,5745,216448,5436,1145217,8045,491447,8710,226057,6417,360180,7470,8922,1144,58611,3029,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,745044,9217,404633,5760,122800,4769,45658,4086,65713,3712,86508,4867,83954,4899,340411,7670,148801,6429,51323,3260,121462,5372,2430,846,16395,2290,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2291361,12236,1170561,9908,369968,9323,150828,5596,215372,6334,208499,6818,225894,6252,1120800,7653,449205,9074,221703,6839,377105,8825,8380,1308,64407,4337,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,428507,5397,221681,3985,76556,3799,29274,2874,32683,2747,49508,3055,33660,2557,206826,3440,80051,3324,49715,3294,67325,3227,3859,971,5876,1063,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,804454,6319,413319,4150,143937,4426,45975,2824,72851,3389,74197,3768,76359,3479,391135,4262,155250,4528,80245,3748,134634,4328,3036,681,17970,1565,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,678860,8511,367894,5781,119562,5277,67999,4192,75507,4187,58451,4021,46375,3562,310966,5955,113417,4830,68684,4743,116306,5549,2195,876,10364,1676,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,641412,6110,329533,5028,116953,4156,44834,3223,60698,4413,56374,3411,50674,3151,311879,4124,133056,5380,57496,3660,103228,4125,2276,679,15823,1815,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2540486,12990,1333123,9198,568112,10801,159940,6774,262384,7898,190871,7644,151816,5960,1207363,9490,575687,9013,171808,6276,416790,9978,5419,1246,37659,3104,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,391045,6103,207092,3682,91999,3589,25271,2627,34320,2690,36138,2910,19364,2269,183953,4878,91026,3405,28461,2867,57774,3839,1139,517,5553,1287,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,5471559,19718,2833155,12626,1170213,13510,378458,10101,523513,10529,397687,9179,363284,10160,2638404,13902,1279388,13439,411722,11105,841443,12633,14824,1930,91027,4647,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2845235,17739,1478624,11535,517940,9241,182965,7200,279348,8222,258878,8434,239493,7835,1366611,12126,602066,10718,234832,7989,455009,9454,10821,1805,63883,3859,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,335748,3656,177765,2868,60171,2756,18593,1818,28053,2473,38656,2714,32292,2440,157983,2516,59240,2478,38835,2813,50767,2672,1522,442,7619,1077,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4380147,17773,2258352,11960,716972,11472,289995,8167,397188,10026,341641,9377,512556,11385,2121795,13371,813392,13132,437397,8428,711907,11575,12004,1611,147095,6126,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1200979,9028,633061,6131,199969,6185,72630,3251,109449,4519,132234,5908,118779,4756,567918,7065,220751,6319,112756,5313,204256,6089,6140,1023,24015,2597,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1368600,10883,693290,7979,253678,6727,90927,4962,130140,4970,107668,4655,110877,5466,675310,8226,274988,7943,144170,5288,222643,6380,5440,1393,28069,2893,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4878342,21162,2535261,13177,856281,12535,308841,9756,437432,9641,419958,9447,512749,9342,2343081,14952,962202,12464,453311,10533,779972,12798,16661,1956,130935,5559,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,395946,5824,196410,4071,69681,3608,32268,3101,35852,2850,26923,2842,31686,2615,199536,3635,86017,3551,37398,2557,65915,4091,1309,605,8897,1450,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1329219,12890,698884,9181,231208,6797,89487,4758,134876,6256,119653,5152,123660,5211,630335,7600,263642,7286,106501,5383,226265,6129,5409,1255,28518,2910,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,368252,3954,192740,2712,63536,3165,21876,2169,33847,2580,37229,2537,36252,2616,175512,3093,70079,3522,37968,2368,58381,3140,1476,452,7608,1044,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2127837,14359,1115896,10945,356871,8549,131537,6104,213909,8520,194527,7349,219052,7918,1011941,10099,406238,8894,186792,6358,351721,7831,5914,1271,61276,3956,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5560078,20777,2985595,13962,1234943,16000,300234,10261,569249,11751,467795,8865,413374,11177,2574483,14752,1197634,13989,386935,9204,894097,13163,18169,2320,77648,5061,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1015377,8702,564778,5935,214321,6510,60550,4138,114170,5153,89769,4884,85968,4375,450599,6867,176666,5016,79702,4767,170440,6849,2803,851,20988,2343,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,308149,3931,157232,2945,53500,2427,23663,2474,24414,1868,30307,2190,25348,1965,150917,2840,65839,2582,30819,2100,46971,2064,1134,366,6154,868,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2537269,17004,1323988,11148,589730,10025,139875,6479,215399,7100,213030,7030,165954,6399,1213281,11289,596877,10475,178751,7003,381592,9587,8501,1588,47560,3140,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2315738,14711,1210362,10504,478575,7652,138374,6715,210081,6693,195958,6809,187374,6981,1105376,9859,476866,9104,219445,7832,353762,7765,10521,1629,44782,3947,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,705386,9069,368876,6472,90693,4257,56980,3811,55648,3731,90881,4847,74674,4095,336510,5708,122617,5025,80973,4342,115241,5182,2024,877,15655,2213,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2454154,11220,1259303,9116,391795,7004,146074,5041,216614,7009,203525,5451,301295,6120,1194851,6437,462106,7213,243025,6418,388754,6135,9499,1184,91467,4053,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,249905,4321,136737,2900,41787,2775,16185,1673,18528,2214,35516,2577,24721,2207,113168,2750,44151,2645,22239,2183,39731,2565,1851,861,5196,1108,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,9660,1646,5358,1098,2214,858,988,420,774,440,976,504,406,269,4302,1110,1901,764,638,381,1682,617,0,285,81,131,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
