GEO_ID,B22005H_001E,B22005H_001M,B22005H_002E,B22005H_002M,B22005H_003E,B22005H_003M,NAME,B22005H_001MA,B22005H_001EA,B22005H_002EA,B22005H_002MA,B22005H_003MA,B22005H_003EA,state
0400000US01,1284513,8267,115860,6336,1168653,10269,Alabama,null,null,null,null,null,null,01
0400000US02,184919,2724,11317,1621,173602,3100,Alaska,null,null,null,null,null,null,02
0400000US04,1597633,9807,142140,6973,1455493,10869,Arizona,null,null,null,null,null,null,04
0400000US05,876539,5776,92637,4934,783902,6728,Arkansas,null,null,null,null,null,null,05
0400000US06,6376703,16640,237957,8437,6138746,16868,California,null,null,null,null,null,null,06
0400000US08,1508651,9545,74670,4570,1433981,9722,Colorado,null,null,null,null,null,null,08
0400000US09,1043557,6368,56063,3879,987494,7012,Connecticut,null,null,null,null,null,null,09
0400000US10,233707,3942,15284,1955,218423,4093,Delaware,null,null,null,null,null,null,10
0400000US11,100088,3327,538,312,99550,3245,District of Columbia,null,null,null,null,null,null,11
0400000US12,4642502,19113,343955,9238,4298547,19625,Florida,null,null,null,null,null,null,12
0400000US13,2120189,10685,167237,5943,1952952,11496,Georgia,null,null,null,null,null,null,13
0400000US15,141093,3668,7809,1302,133284,3559,Hawaii,null,null,null,null,null,null,15
0400000US16,509056,5077,52145,2972,456911,5322,Idaho,null,null,null,null,null,null,16
0400000US17,3355982,11877,212249,5516,3143733,13345,Illinois,null,null,null,null,null,null,17
0400000US18,2100964,9384,196573,6683,1904391,10893,Indiana,null,null,null,null,null,null,18
0400000US19,1128616,5897,106712,4645,1021904,7223,Iowa,null,null,null,null,null,null,19
0400000US20,922577,7407,62717,4106,859860,8543,Kansas,null,null,null,null,null,null,20
0400000US21,1493842,9005,229537,6783,1264305,10347,Kentucky,null,null,null,null,null,null,21
0400000US22,1086416,7235,96182,4711,990234,8554,Louisiana,null,null,null,null,null,null,22
0400000US23,525584,5351,80949,3527,444635,5543,Maine,null,null,null,null,null,null,23
0400000US24,1271715,7722,62050,4337,1209665,8109,Maryland,null,null,null,null,null,null,24
0400000US25,2034673,9806,156944,5713,1877729,10665,Massachusetts,null,null,null,null,null,null,25
0400000US26,3045291,10477,393741,9235,2651550,11832,Michigan,null,null,null,null,null,null,26
0400000US27,1841564,7418,96479,3782,1745085,7703,Minnesota,null,null,null,null,null,null,27
0400000US28,676270,5957,59332,4519,616938,6855,Mississippi,null,null,null,null,null,null,28
0400000US29,1965599,9242,210393,6763,1755206,10391,Missouri,null,null,null,null,null,null,29
0400000US30,368618,3964,29680,2324,338938,4045,Montana,null,null,null,null,null,null,30
0400000US31,628967,4365,42767,3399,586200,4658,Nebraska,null,null,null,null,null,null,31
0400000US32,631354,5990,42050,3517,589304,6542,Nevada,null,null,null,null,null,null,32
0400000US33,487879,4505,37536,2752,450343,5095,New Hampshire,null,null,null,null,null,null,33
0400000US34,2068484,11000,64604,4190,2003880,11554,New Jersey,null,null,null,null,null,null,34
0400000US35,385889,4323,26838,2227,359051,4797,New Mexico,null,null,null,null,null,null,35
0400000US36,4626813,14397,351048,8329,4275765,15843,New York,null,null,null,null,null,null,36
0400000US37,2566836,12119,208660,7024,2358176,13035,North Carolina,null,null,null,null,null,null,37
0400000US38,258228,3014,16654,1517,241574,3319,North Dakota,null,null,null,null,null,null,38
0400000US39,3772655,12647,412651,9419,3360004,13696,Ohio,null,null,null,null,null,null,39
0400000US40,1074632,6509,117548,4190,957084,7238,Oklahoma,null,null,null,null,null,null,40
0400000US41,1274522,7125,202598,7420,1071924,8750,Oregon,null,null,null,null,null,null,41
0400000US42,4110318,12938,337344,8207,3772974,14338,Pennsylvania,null,null,null,null,null,null,42
0400000US44,330315,4450,33595,2952,296720,4541,Rhode Island,null,null,null,null,null,null,44
0400000US45,1208269,7810,105205,4767,1103064,8444,South Carolina,null,null,null,null,null,null,45
0400000US46,288565,3142,20198,2244,268367,3696,South Dakota,null,null,null,null,null,null,46
0400000US47,1932042,10715,263247,7563,1668795,10955,Tennessee,null,null,null,null,null,null,47
0400000US48,4703246,15488,292066,8954,4411180,16909,Texas,null,null,null,null,null,null,48
0400000US49,745064,4826,54014,3064,691050,5313,Utah,null,null,null,null,null,null,49
0400000US50,247991,2579,31830,2292,216161,3402,Vermont,null,null,null,null,null,null,50
0400000US51,2101478,9975,124555,5615,1976923,11118,Virginia,null,null,null,null,null,null,51
0400000US53,2074793,10240,225770,6920,1849023,10882,Washington,null,null,null,null,null,null,53
0400000US54,700126,5485,103826,4792,596300,6778,West Virginia,null,null,null,null,null,null,54
0400000US55,2000937,7982,168131,5730,1832806,8846,Wisconsin,null,null,null,null,null,null,55
0400000US56,200398,3150,9339,1616,191059,3582,Wyoming,null,null,null,null,null,null,56
0400000US72,9983,1420,1816,675,8167,1191,Puerto Rico,null,null,null,null,null,null,72
