GEO_ID,B25118_001E,B25118_001M,B25118_002E,B25118_002M,B25118_003E,B25118_003M,B25118_004E,B25118_004M,B25118_005E,B25118_005M,B25118_006E,B25118_006M,B25118_007E,B25118_007M,B25118_008E,B25118_008M,B25118_009E,B25118_009M,B25118_010E,B25118_010M,B25118_011E,B25118_011M,B25118_012E,B25118_012M,B25118_013E,B25118_013M,B25118_014E,B25118_014M,B25118_015E,B25118_015M,B25118_016E,B25118_016M,B25118_017E,B25118_017M,B25118_018E,B25118_018M,B25118_019E,B25118_019M,B25118_020E,B25118_020M,B25118_021E,B25118_021M,B25118_022E,B25118_022M,B25118_023E,B25118_023M,B25118_024E,B25118_024M,B25118_025E,B25118_025M,NAME,B25118_001EA,B25118_001MA,B25118_002MA,B25118_002EA,B25118_003MA,B25118_003EA,B25118_004MA,B25118_004EA,B25118_005MA,B25118_005EA,B25118_006EA,B25118_006MA,B25118_007MA,B25118_007EA,B25118_008MA,B25118_008EA,B25118_009EA,B25118_009MA,B25118_010MA,B25118_010EA,B25118_011MA,B25118_011EA,B25118_012MA,B25118_012EA,B25118_013MA,B25118_013EA,B25118_014EA,B25118_014MA,B25118_015MA,B25118_015EA,B25118_016MA,B25118_016EA,B25118_017EA,B25118_017MA,B25118_018MA,B25118_018EA,B25118_019MA,B25118_019EA,B25118_020EA,B25118_020MA,B25118_021EA,B25118_021MA,B25118_022MA,B25118_022EA,B25118_023MA,B25118_023EA,B25118_024MA,B25118_024EA,B25118_025MA,B25118_025EA,state
0400000US01,1815152,10938,1272846,12811,33281,2940,45745,3625,69167,4260,70200,3776,71963,4137,137349,6127,200832,7156,248018,8060,155860,6943,152158,5335,88273,4384,542306,10228,46076,3794,71151,4317,66015,4149,54464,4092,51552,4100,78649,5301,75976,4675,59958,4417,21849,2841,11750,1820,4866,1112,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,254610,2804,162785,3878,2020,736,2446,665,4012,954,3749,850,4762,852,10759,1285,15681,1595,29589,2456,26024,2621,38118,2912,25625,2369,91825,3849,2783,776,3405,1009,7806,1371,5676,1151,6542,1165,12009,1460,15499,2085,19027,1857,7901,1550,7728,1259,3449,1064,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2334050,12895,1522938,13309,33044,3412,33012,2985,60720,3344,63727,3408,72607,4684,156017,6322,225847,6948,317033,8704,211228,7525,217485,6574,132218,5465,811112,13574,58963,3903,61303,4232,73493,4167,61396,4296,70549,5219,122821,6386,136064,6684,121433,6120,52699,4327,38562,3179,13829,2575,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1114902,8104,751568,9191,15078,1829,23305,2785,41526,2925,43471,2934,46977,3450,95506,4913,124874,5312,148403,5515,91736,4549,79392,4090,41300,3270,363334,8761,27160,2485,44077,4187,44203,3655,40267,3681,34704,3206,57272,3901,49898,3373,42703,3667,12913,2194,7817,1826,2320,921,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12406475,16820,6903175,27402,108770,4633,98858,5001,184413,6473,214225,8085,245548,7278,475272,10152,763844,14591,1208016,16435,1008836,14248,1329511,17696,1265882,14657,5503300,25377,261146,9436,273090,8160,480298,11956,400617,10721,402408,8137,681536,15273,850314,13565,960557,13935,522126,13062,440373,11348,230835,8234,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1960585,9151,1292792,11248,20796,1844,20451,2059,39337,3071,41039,2991,49310,3401,102407,5448,164861,5244,252933,7011,202304,6017,235046,6833,164308,5270,667793,12023,42915,3112,49630,3810,59771,4162,53803,3369,57902,4177,95571,5012,109115,6576,108704,4965,46029,3037,31295,2780,13058,2019,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1358809,7109,923617,8286,10943,1622,9647,1606,18600,2299,26685,2628,26564,2503,56907,3714,96610,4101,162648,6523,143613,5831,188097,5878,183303,5514,435192,8295,24989,2824,33626,2923,41168,3548,37046,3266,31776,3487,54230,3709,71387,4052,68304,4177,36648,3078,24088,2936,11930,1688,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,328765,4178,239884,4113,4454,1090,3614,813,7353,1204,8908,1382,9273,1434,18703,1875,31584,1956,49375,2929,36402,2845,43149,2878,27069,1669,88881,3899,5343,1046,6354,1238,8243,1727,7064,1553,7916,1770,12747,2161,14133,1927,15097,1873,7084,1441,3996,1325,904,484,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,252388,3730,107193,3924,3137,806,1638,500,2406,736,2020,542,2447,823,5075,951,9087,1492,15207,1762,12069,1467,19912,1895,34195,2105,145195,4932,11288,1838,10209,1752,11492,1833,7719,1493,8281,1450,14340,1922,17375,1783,24475,2661,17062,2361,13137,1894,9817,1406,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7035068,25739,4794130,25332,120853,5967,133946,5740,226290,8480,234525,7637,265678,8913,522950,11087,737797,11962,952281,17385,612016,13090,594293,13094,393501,9664,2240938,20709,150217,6341,182331,6195,216573,8246,200475,7660,188594,7922,336460,11114,369704,12187,332647,10486,138555,6179,83723,5353,41659,3614,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
