GEO_ID,C19101A_001E,C19101A_001M,C19101A_002E,C19101A_002M,C19101A_003E,C19101A_003M,C19101A_004E,C19101A_004M,C19101A_005E,C19101A_005M,C19101A_006E,C19101A_006M,C19101A_007E,C19101A_007M,C19101A_008E,C19101A_008M,C19101A_009E,C19101A_009M,C19101A_010E,C19101A_010M,C19101A_011E,C19101A_011M,NAME,C19101A_001MA,C19101A_001EA,C19101A_002MA,C19101A_002EA,C19101A_003MA,C19101A_003EA,C19101A_004MA,C19101A_004EA,C19101A_005MA,C19101A_005EA,C19101A_006MA,C19101A_006EA,C19101A_007MA,C19101A_007EA,C19101A_008EA,C19101A_008MA,C19101A_009MA,C19101A_009EA,C19101A_010EA,C19101A_010MA,C19101A_011MA,C19101A_011EA,state
0400000US21,1020093,9917,63500,3822,46185,2968,107942,5678,114123,5099,157266,5424,208501,7186,142803,4696,120206,5250,32600,2488,26967,1965,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,750020,9247,29656,3173,22784,2292,62247,3703,68142,4459,104434,5513,151146,5927,115307,5348,121433,4950,40768,3014,34103,2891,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,334780,4731,12434,1694,10646,1510,31258,2638,33815,2472,52250,3159,79200,3375,50464,2681,42504,2520,12854,1619,9355,1141,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,896729,9410,19451,2041,10422,1602,35555,2867,50302,3927,77503,3699,149339,6554,139786,5573,203477,6360,100789,4379,110105,4123,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1321050,12064,37999,3430,29074,2726,74551,4555,81509,4152,130981,5552,227930,7401,200711,7440,283673,7310,124915,5039,129707,4486,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2073972,14145,82095,3763,64374,4114,168716,5290,202090,6759,324361,8650,456098,8463,312823,7891,296759,7416,94743,4054,71913,3237,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1216470,9226,26679,2445,27189,1978,72187,3978,93750,3353,154767,4361,264273,4996,215615,5126,223641,5150,75428,3219,62941,3059,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,476473,6915,20732,2642,18729,2447,47135,3804,49055,3397,74479,4176,101995,5310,74291,3840,60317,3054,16139,1934,13601,1534,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1309483,11274,50983,3855,40859,2936,113296,5147,130872,4936,201561,6398,290611,7721,194910,6170,185561,5676,52589,3061,48241,3395,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,236938,4665,10014,1752,6723,1289,25024,2496,25790,2280,36957,2302,51341,3313,37473,2850,29767,2318,7629,1246,6220,1055,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,427771,5522,12205,1755,11910,1840,31107,2600,38230,2434,62771,3352,101440,4336,71969,3350,65923,2880,17395,1596,14821,1745,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,486962,8442,19636,2441,13465,2042,39102,3791,49533,3806,66292,4209,104632,5102,75942,4137,75852,4760,23064,2340,19444,2237,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,327425,6070,8579,1548,5941,1207,17324,1854,24377,2579,42381,3035,65673,3840,55678,3255,64862,3346,23978,2135,18632,1649,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1577263,10034,33751,3381,25017,2462,78869,4666,92043,4272,150148,5825,256969,7343,235138,7452,347200,7065,172151,5554,185977,5399,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,388645,6568,21882,2293,14181,1837,47736,3532,41642,3119,53368,3763,76151,4168,48421,3451,53740,3527,17720,1929,13804,1617,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3176049,19074,105314,5835,80415,4273,203473,7027,241018,8130,373439,10154,576525,11483,461565,10593,588861,9936,255050,7453,290389,7892,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1783246,13859,73809,4363,56829,4142,151071,5949,181855,6997,262462,6590,389773,8931,266897,8650,240795,7846,80927,4757,78828,3676,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,158799,3079,4355,845,3685,785,10600,1393,12668,1334,21258,1676,38856,2184,30084,2003,26045,1883,6109,951,5139,870,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2534578,15407,113146,5416,75816,4383,200606,7095,250410,7179,386316,8929,561994,10869,390921,8298,357979,7103,108987,4542,88403,3766,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,745580,7427,32065,3033,26803,2675,73466,3915,78414,4878,118940,5490,168674,5386,105384,4361,91462,4098,27227,2253,23145,2214,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,846244,9298,39456,3714,26789,3013,72932,4258,88131,4414,131310,5776,176357,6251,124446,5773,118787,5014,36837,2421,31199,2687,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2746675,15565,85554,4855,69626,4442,194144,6222,251271,6098,390439,8830,595844,10740,427958,8722,444215,8638,150657,4931,136967,4828,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,208035,4831,6224,1463,3635,1014,12716,1665,16538,2035,24669,2428,41852,2864,34453,3033,39413,2464,15859,1954,12676,1670,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,840886,9211,35842,3260,23514,2205,70915,4079,82763,4532,125139,5150,186731,6630,130045,4976,117313,5046,35887,2771,32737,2567,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,183067,4232,4310,886,3925,939,13193,1763,18218,1756,26062,1983,46034,2726,32362,2317,26711,2030,5942,1059,6310,924,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1341522,11745,66317,4616,51628,3979,135171,4487,146200,4950,213918,6380,284031,6973,181688,6622,162587,5503,48777,3345,51205,2790,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4654556,23710,205327,8558,171480,7826,430415,11338,455268,12682,641486,13886,897049,14195,645401,14011,693780,11805,257025,8673,257325,7266,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,608753,7464,21026,2485,13901,1818,42074,3579,52390,3958,91286,4600,145428,4835,99078,4123,96388,4475,24906,2052,22276,1946,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,154907,3369,5709,1000,4333,879,11785,1434,15141,1735,22335,1933,34479,2111,24874,1964,22349,1700,7844,1152,6058,952,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1475790,12766,37441,2953,30438,3072,89123,4496,101854,4857,170952,6257,269053,8234,220339,6656,283902,6281,130930,5109,141758,4565,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1387326,10944,48672,4096,31366,3141,88830,5729,108683,5290,172863,6322,294140,6611,229461,6328,249629,6539,88228,4755,75454,3957,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,464121,6740,26466,2939,19974,2246,53705,4066,57290,3618,77045,3722,99242,5124,62371,3831,49237,2946,10235,1322,8556,1183,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1306766,9717,38948,2889,32083,2454,91840,3971,118358,4287,184000,6158,306177,5660,225543,5100,208897,5157,55902,3025,45018,2805,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,138178,3411,3665,953,3129,1031,9236,1469,11333,1531,17159,1732,33764,2963,23147,1928,24278,2376,7515,1489,4952,966,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,652576,9436,151845,6192,74129,3959,128987,5445,84409,4196,86012,4039,70995,3487,24654,2055,19138,2016,6036,1108,6371,1161,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
