GEO_ID,C08006_001E,C08006_001M,C08006_002E,C08006_002M,C08006_003E,C08006_003M,C08006_004E,C08006_004M,C08006_005E,C08006_005M,C08006_006E,C08006_006M,C08006_007E,C08006_007M,C08006_008E,C08006_008M,C08006_009E,C08006_009M,C08006_010E,C08006_010M,C08006_011E,C08006_011M,C08006_012E,C08006_012M,C08006_013E,C08006_013M,C08006_014E,C08006_014M,C08006_015E,C08006_015M,C08006_016E,C08006_016M,C08006_017E,C08006_017M,C08006_018E,C08006_018M,C08006_019E,C08006_019M,C08006_020E,C08006_020M,C08006_021E,C08006_021M,C08006_022E,C08006_022M,C08006_023E,C08006_023M,C08006_024E,C08006_024M,C08006_025E,C08006_025M,C08006_026E,C08006_026M,C08006_027E,C08006_027M,C08006_028E,C08006_028M,C08006_029E,C08006_029M,C08006_030E,C08006_030M,C08006_031E,C08006_031M,C08006_032E,C08006_032M,C08006_033E,C08006_033M,C08006_034E,C08006_034M,C08006_035E,C08006_035M,C08006_036E,C08006_036M,NAME,C08006_001MA,C08006_001EA,C08006_002MA,C08006_002EA,C08006_003MA,C08006_003EA,C08006_004EA,C08006_004MA,C08006_005EA,C08006_005MA,C08006_006EA,C08006_006MA,C08006_007EA,C08006_007MA,C08006_008MA,C08006_008EA,C08006_009MA,C08006_009EA,C08006_010MA,C08006_010EA,C08006_011MA,C08006_011EA,C08006_012EA,C08006_012MA,C08006_013MA,C08006_013EA,C08006_014MA,C08006_014EA,C08006_015EA,C08006_015MA,C08006_016EA,C08006_016MA,C08006_017EA,C08006_017MA,C08006_018MA,C08006_018EA,C08006_019MA,C08006_019EA,C08006_020MA,C08006_020EA,C08006_021EA,C08006_021MA,C08006_022MA,C08006_022EA,C08006_023MA,C08006_023EA,C08006_024MA,C08006_024EA,C08006_025MA,C08006_025EA,C08006_026MA,C08006_026EA,C08006_027EA,C08006_027MA,C08006_028EA,C08006_028MA,C08006_029MA,C08006_029EA,C08006_030MA,C08006_030EA,C08006_031EA,C08006_031MA,C08006_032MA,C08006_032EA,C08006_033EA,C08006_033MA,C08006_034MA,C08006_034EA,C08006_035MA,C08006_035EA,C08006_036EA,C08006_036MA,state
0400000US01,1951769,16535,1843998,17547,1648706,17854,195292,9369,146540,7311,28665,3452,20087,3237,7964,2010,2322,699,25853,3049,15850,1959,55782,4508,1029051,10587,968365,11256,858528,11795,109837,6686,78363,5234,16205,2665,15269,2894,2907,955,1454,533,14586,2083,10326,1730,31413,3542,922718,11872,875633,12343,790178,12935,85455,5604,68177,4582,12460,2009,4818,976,5057,1515,868,466,11267,2015,5524,1257,24369,2450,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,343424,5810,275492,6080,230116,5965,45376,4438,36412,3762,4635,1104,4329,1541,4034,1011,4542,1244,27069,2322,13482,1699,18805,3141,192156,3687,150420,4062,125485,3555,24935,3060,19912,2715,2221,792,2802,1408,2081,711,3523,1077,16737,1997,9110,1523,10285,2256,151268,4184,125072,4073,104631,4249,20441,2496,16500,2162,2414,665,1527,597,1953,735,1019,466,10332,1105,4372,737,8520,1641,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2621839,20723,2310451,19560,2005289,19912,305162,11371,245055,9104,33401,4235,26706,3765,46829,4262,22303,2693,52391,4528,38976,4724,150889,6705,1399516,12270,1220921,12356,1063072,13418,157849,7337,124810,5696,17257,3222,15782,2380,24723,3149,17182,2412,27789,3469,28185,3760,80716,4071,1222323,14093,1089530,12591,942217,12892,147313,6993,120245,6209,16144,2065,10924,2187,22106,2716,5121,1024,24602,2678,10791,2139,70173,4813,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1225968,11423,1143630,11249,1005284,11655,138346,6434,103659,5870,20933,2839,13754,2195,6058,1619,746,367,22201,2959,17074,2488,36259,3465,638640,7619,592064,7345,518263,7082,73801,4847,53748,4191,11002,2094,9051,1894,2979,1072,555,319,11934,1787,12259,1921,18849,2748,587328,8375,551566,8713,487021,8251,64545,3864,49911,3899,9931,1658,4703,1111,3079,1136,191,229,10267,2126,4815,1249,17410,2390,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15921475,45956,13481683,49024,11650145,48881,1831538,25012,1399793,21683,250423,10707,181322,8777,820349,17602,160016,7185,429786,13246,205336,8737,824305,17515,8663138,32317,7353415,31455,6359962,31877,993453,16904,746823,14556,139843,7728,106787,7493,412545,11606,120222,7086,226968,9238,132404,8143,417584,11256,7258337,30448,6128268,34198,5290183,32435,838085,14789,652970,13934,110580,5383,74535,4448,407804,11760,39794,3166,202818,8156,72932,5330,406721,9962,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2428102,16248,2076260,16013,1832425,17344,243835,10203,191091,8592,30764,3152,21980,3286,71917,4654,27563,2714,72320,5488,24910,2994,155132,7501,1302095,10584,1103433,12033,970076,11443,133357,7143,100775,5355,18028,2649,14554,2917,38862,3586,19972,2358,42789,4052,17435,2443,79604,4986,1126007,11671,972827,11098,862349,11391,110478,6244,90316,5640,12736,1695,7426,1442,33055,3006,7591,1376,29531,3005,7475,1547,75528,4666,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1707618,10144,1496508,12546,1360587,13792,135921,6670,106585,6127,16906,2477,12430,2100,76791,5513,4326,1974,48348,3538,14430,2353,67215,4129,880522,7624,765986,9127,695244,9562,70742,4491,54177,3693,8379,1726,8186,1804,41916,3664,3095,1526,27941,2887,8750,1758,32834,2629,827096,8017,730522,9102,665343,9186,65179,3750,52408,3746,8527,1537,4244,899,34875,3617,1231,597,20407,2062,5680,1324,34381,2900,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,404044,6800,363044,6715,324776,7163,38268,3154,31090,2804,3931,1261,3247,1128,12113,1864,630,384,9044,1863,4451,1102,14762,1986,202032,4319,180615,4565,161529,4781,19086,2018,15468,1968,2071,938,1547,629,5033,1276,491,372,4779,1247,2524,802,8590,1383,202012,5137,182429,5030,163247,5171,19182,2107,15622,1944,1860,711,1700,769,7080,1517,139,157,4265,1078,1927,829,6172,1076,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,296717,5055,120869,4683,103239,4438,17630,2165,12795,1910,3364,864,1471,654,113648,5057,9288,2128,34895,3374,3147,997,14870,2071,145302,3187,60401,3679,51804,3469,8597,1553,6030,1275,1864,728,703,483,50873,3910,6303,1662,17910,2399,1780,724,8035,1303,151415,3848,60468,3380,51435,3062,9033,1515,6765,1238,1500,585,768,360,62775,3862,2985,921,16985,2182,1367,647,6835,1381,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7865975,28271,7044093,30952,6286833,33757,757260,18804,593047,16371,100978,7251,63235,6056,161012,10861,51006,5622,130004,9757,117029,6948,362831,11267,4069941,22098,3601186,23447,3203167,21411,398019,13497,302632,11363,53434,4870,41953,5369,78733,8307,35853,4623,77030,6748,80560,5921,196579,9429,3796034,22701,3442907,24537,3083666,25378,359241,10439,290415,9465,47544,4070,21282,2516,82279,6312,15153,2398,52974,5338,36469,3250,166252,7217,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
