GEO_ID,B18135_001E,B18135_001M,B18135_002E,B18135_002M,B18135_003E,B18135_003M,B18135_004E,B18135_004M,B18135_005E,B18135_005M,B18135_006E,B18135_006M,B18135_007E,B18135_007M,B18135_008E,B18135_008M,B18135_009E,B18135_009M,B18135_010E,B18135_010M,B18135_011E,B18135_011M,B18135_012E,B18135_012M,B18135_013E,B18135_013M,B18135_014E,B18135_014M,B18135_015E,B18135_015M,B18135_016E,B18135_016M,B18135_017E,B18135_017M,B18135_018E,B18135_018M,B18135_019E,B18135_019M,B18135_020E,B18135_020M,B18135_021E,B18135_021M,B18135_022E,B18135_022M,B18135_023E,B18135_023M,B18135_024E,B18135_024M,B18135_025E,B18135_025M,B18135_026E,B18135_026M,B18135_027E,B18135_027M,B18135_028E,B18135_028M,B18135_029E,B18135_029M,B18135_030E,B18135_030M,B18135_031E,B18135_031M,B18135_032E,B18135_032M,B18135_033E,B18135_033M,B18135_034E,B18135_034M,NAME,B18135_001EA,B18135_001MA,B18135_002MA,B18135_002EA,B18135_003EA,B18135_003MA,B18135_004EA,B18135_004MA,B18135_005EA,B18135_005MA,B18135_006EA,B18135_006MA,B18135_007EA,B18135_007MA,B18135_008EA,B18135_008MA,B18135_009MA,B18135_009EA,B18135_010EA,B18135_010MA,B18135_011MA,B18135_011EA,B18135_012EA,B18135_012MA,B18135_013MA,B18135_013EA,B18135_014MA,B18135_014EA,B18135_015MA,B18135_015EA,B18135_016EA,B18135_016MA,B18135_017EA,B18135_017MA,B18135_018MA,B18135_018EA,B18135_019MA,B18135_019EA,B18135_020MA,B18135_020EA,B18135_021EA,B18135_021MA,B18135_022MA,B18135_022EA,B18135_023MA,B18135_023EA,B18135_024EA,B18135_024MA,B18135_025EA,B18135_025MA,B18135_026EA,B18135_026MA,B18135_027EA,B18135_027MA,B18135_028EA,B18135_028MA,B18135_029EA,B18135_029MA,B18135_030MA,B18135_030EA,B18135_031EA,B18135_031MA,B18135_032MA,B18135_032EA,B18135_033EA,B18135_033MA,B18135_034MA,B18135_034EA,state
0400000US01,4702769,1669,1133638,2253,56644,4813,54782,4787,21494,2460,37393,4222,1862,881,1076994,5407,1011898,8654,620941,11879,426458,12358,65096,6840,2931536,3968,422792,12276,341702,11295,188242,7427,211793,9555,81090,4970,2508744,12779,1972119,15973,1815396,18795,225271,10265,536625,13174,637595,2562,280973,6079,279920,6198,177286,5274,278359,6129,1053,728,356622,6556,355756,6434,252097,6540,348848,6549,866,535,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,689249,1872,187984,558,6333,1359,5581,1297,2858,816,3112,884,752,437,181651,1454,159560,3502,113462,4345,55212,3786,22091,3300,449435,2182,48489,3110,37465,2774,22365,2226,20336,2464,11024,1570,400946,3662,299147,5904,276138,6511,35320,2702,101799,5386,51830,1042,20335,1797,20020,1792,10757,1394,19930,1785,315,265,31495,1689,30636,1590,20776,1536,29045,1625,859,530,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6310174,2001,1629931,1211,55357,4432,51176,4156,25266,2962,30689,3020,4181,1298,1574574,4647,1370788,11402,853200,16994,568433,15796,203786,9859,3804683,3142,363680,10391,311171,9882,155775,6378,201039,8772,52509,3502,3441003,10930,2646085,19058,2219890,19089,508999,15416,794918,17164,875560,2405,286903,6278,284728,6212,167936,5759,282410,6304,2175,753,588657,6150,581094,6330,389406,7914,566598,6874,7563,1750,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2867611,1672,709374,2349,39246,3414,38080,3398,12150,1894,29096,3050,1166,701,670128,4035,624799,6199,320157,8397,325818,9161,45329,5008,1753433,3685,255498,7484,205507,7213,94680,5316,141046,6192,49991,4250,1497935,8147,1094794,15295,1000594,14506,135603,5186,403141,12991,404804,2660,172982,4964,172768,4977,101381,4613,172007,4941,214,204,231822,5128,231050,5092,156597,5197,227746,5243,772,531,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36815569,4634,9288691,3004,283254,10484,265309,10409,126842,6695,160858,7789,17945,2444,9005437,11263,8190630,21555,5025616,33859,3431605,40057,814807,18728,23349907,7727,1818312,22602,1476846,20980,731885,13039,917269,18106,341466,11939,21531595,23421,15952493,48524,14074859,55859,2228784,29233,5579102,42911,4176971,6408,1538526,16236,1522176,16626,763476,11354,1500961,16840,16350,2322,2638445,16348,2583202,16242,1604585,16461,2461079,16468,55243,4339,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4956873,2211,1226208,1972,40652,3864,35914,3692,21118,2803,17368,2094,4738,1233,1185556,4146,1066166,9176,773133,12577,318611,12266,119390,8498,3194530,3754,272809,8931,218154,8077,130358,5508,118550,6115,54655,5289,2921721,9822,2314417,17770,2160932,17769,205186,8802,607304,15750,536135,2272,185219,5017,184553,4944,122542,4013,182659,4891,666,334,350916,5215,348560,5353,250026,5658,337164,5541,2356,913,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3519913,989,815010,360,28732,3082,28320,3056,14431,2190,15131,2011,412,270,786278,3121,762576,4180,562436,9408,221577,8982,23702,3204,2220078,1770,179340,7224,160090,6693,88659,4682,90577,5867,19250,2816,2040738,7620,1768559,11647,1597983,13558,205375,8592,272179,9591,484825,1411,159485,4834,158065,4880,104915,4243,155592,4843,1420,674,325340,4940,322170,5014,237908,5017,309925,5390,3170,882,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,885232,820,206046,606,9074,1893,8966,1885,4834,1322,5428,1438,108,129,196972,2120,186068,3048,125544,5572,67915,5303,10904,2524,553769,1162,60128,4191,53104,3946,31026,2883,31302,3417,7024,1556,493641,4171,426071,5967,373495,7230,65871,5360,67570,5264,125417,821,39242,1969,39164,1967,27405,1857,39050,1985,78,130,86175,1993,86058,2000,65114,2325,83549,2107,117,116,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,594282,401,100990,441,6116,1640,6116,1640,1293,619,5247,1563,0,292,94874,1714,92565,1861,52789,3896,48371,3462,2309,928,426175,1114,37235,3309,34546,3164,14729,2163,25344,2952,2689,1184,388940,3475,349693,5022,298291,5553,66970,4171,39247,3920,67117,907,22836,1805,22634,1785,14555,1578,21504,1683,202,215,44281,1825,43564,1796,33155,2030,40079,1805,717,512,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18534081,4456,3990247,4584,155785,7580,144478,7350,62536,4643,91409,5744,11307,2449,3834462,8657,3338835,19078,2044487,27030,1381124,24087,495627,18574,11335279,6532,1114635,17647,868225,15495,441261,11394,551824,12804,246410,10694,10220644,19368,7078840,41531,6413744,41670,856759,17470,3141804,39162,3208555,3802,1096170,13998,1084866,13675,616778,13012,1073329,13688,11304,2195,2112385,14223,2077777,14469,1309490,14946,2019223,13984,34608,3984,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
