GEO_ID,B25007_001E,B25007_001M,B25007_002E,B25007_002M,B25007_003E,B25007_003M,B25007_004E,B25007_004M,B25007_005E,B25007_005M,B25007_006E,B25007_006M,B25007_007E,B25007_007M,B25007_008E,B25007_008M,B25007_009E,B25007_009M,B25007_010E,B25007_010M,B25007_011E,B25007_011M,B25007_012E,B25007_012M,B25007_013E,B25007_013M,B25007_014E,B25007_014M,B25007_015E,B25007_015M,B25007_016E,B25007_016M,B25007_017E,B25007_017M,B25007_018E,B25007_018M,B25007_019E,B25007_019M,B25007_020E,B25007_020M,B25007_021E,B25007_021M,NAME,B25007_001EA,B25007_001MA,B25007_002MA,B25007_002EA,B25007_003EA,B25007_003MA,B25007_004MA,B25007_004EA,B25007_005EA,B25007_005MA,B25007_006EA,B25007_006MA,B25007_007EA,B25007_007MA,B25007_008EA,B25007_008MA,B25007_009EA,B25007_009MA,B25007_010MA,B25007_010EA,B25007_011EA,B25007_011MA,B25007_012EA,B25007_012MA,B25007_013MA,B25007_013EA,B25007_014EA,B25007_014MA,B25007_015EA,B25007_015MA,B25007_016EA,B25007_016MA,B25007_017MA,B25007_017EA,B25007_018MA,B25007_018EA,B25007_019EA,B25007_019MA,B25007_020EA,B25007_020MA,B25007_021EA,B25007_021MA,state
0400000US13,3482420,15694,2304165,17073,28234,2816,241132,7129,468330,10146,563295,8902,249361,5954,240503,6797,306010,5444,159823,4144,47477,3108,1178255,14458,121904,5898,335292,7836,267722,8919,205629,7644,71372,4809,59993,3937,62234,3860,34452,2593,19657,2260,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,445812,4223,258533,5422,1311,639,15615,1954,36455,2702,58564,3047,32828,2310,32443,2305,40328,2121,28243,1827,12746,1374,187279,5414,15109,1867,45489,3061,36507,2910,35171,2677,14358,1806,13113,1639,14896,1741,9404,1422,3232,755,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,576709,5739,401532,6302,6938,1425,52776,2901,70974,3204,87116,3316,42414,2276,39995,2404,57189,1596,31723,1764,12407,1488,175177,5242,29422,2590,46981,3856,30837,2903,29023,2641,9728,1811,9215,1664,8494,1359,6331,1108,5146,1180,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4752857,13579,3219338,16289,26000,2473,346578,7925,595968,8911,766592,9269,368507,7495,315827,7338,424370,5856,270627,5454,104869,3792,1533519,13202,148064,7049,434541,8879,313175,7860,256904,7870,100949,5538,73329,3702,95234,4091,66168,3858,45155,3311,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2470905,11185,1736751,11947,22346,2594,195841,5678,311084,6410,406130,6254,194851,5268,170559,5525,238470,3929,149402,4223,48068,2646,734154,9897,99540,4824,194034,5536,138503,5966,122374,5412,47833,3064,34280,2697,44711,3224,33045,2766,19834,2017,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1223439,6610,885284,8254,14860,1938,109040,4224,147727,3481,196290,3882,95622,3079,91042,3150,117777,2517,80381,2218,32545,1880,338155,6728,59967,3616,83632,4347,53160,3469,51833,2936,19331,1915,14608,1414,20393,1891,18368,1799,16863,1751,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1101658,6952,749907,8746,11444,1562,88308,3723,125659,3735,175026,4133,85176,3252,75748,3185,100075,2396,63829,2678,24642,1905,351751,6919,58357,3790,95859,4448,59435,3233,52617,3352,19515,1976,16855,1626,19793,1593,16035,1439,13285,1484,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1684348,9801,1156292,12036,14061,1854,125833,5107,197914,5931,263529,4851,129027,4438,122335,4412,169212,3218,103147,3400,31234,2487,528056,11015,65628,3671,135138,5456,109019,5588,93788,4902,37008,2491,26066,2307,31473,2263,19938,1853,9998,1559,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1689822,9615,1141504,11499,15467,1941,122239,5623,193384,6015,261849,5443,135037,5099,115163,4762,164528,3724,102251,3074,31586,2319,548318,11587,72348,4564,154654,6482,103704,5913,91703,4513,40023,2658,28254,2326,31420,2854,17619,1847,8593,1331,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,545417,5576,396395,5449,3374,846,33733,2325,63956,2406,96722,3262,48762,2659,46675,2020,58565,1821,33745,1669,10863,1233,149022,5676,15766,1856,32511,2630,25891,2370,26916,2510,9839,1587,10541,1592,12459,1575,10741,1450,4358,980,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2127439,8728,1426267,12068,9790,1825,133526,4342,266024,6482,364601,6135,162747,5778,154374,5610,192035,3462,107255,3201,35915,2531,701172,11745,58230,3866,189026,4824,146161,6675,129367,5967,48030,3327,33652,3017,45044,2991,31964,2575,19698,1998,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2520419,10488,1568382,10691,6739,1332,124574,4367,285259,5479,401372,6135,181281,5186,172294,5639,208577,3772,135093,4291,53193,2705,952037,10587,82289,5046,240174,6488,181653,5743,171107,5427,60618,4028,52448,4121,73230,4000,58231,3093,32287,2570,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3806621,12287,2769474,14635,29010,2716,274058,6377,474665,7565,651758,7347,330041,6379,287754,5650,389759,4525,244613,4236,87816,3499,1037147,11792,122452,4112,253552,6501,201659,6319,183324,5374,68337,3548,55749,4129,64337,3314,50935,3044,36802,2306,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2091548,8178,1527328,10448,18154,2127,197777,4668,279166,3822,374555,4504,172166,4148,145915,3933,186473,3534,113456,3009,39666,2467,564220,7849,80919,3922,153505,4881,95285,3952,80812,4003,32886,2497,24585,2488,32487,2505,33836,1802,29905,2050,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1079999,8323,753374,9176,10006,1757,76889,3969,129248,4224,167286,4831,86040,3838,79051,3857,116133,3096,68218,3119,20503,1979,326625,7460,38693,3324,88485,4101,63027,4097,60685,3560,21990,2184,15429,1843,20555,2200,11150,1481,6611,1414,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2350628,10288,1621371,13182,18958,2414,185928,5688,272719,5487,377728,5532,176018,5697,163975,4485,233849,3916,143000,3837,49196,2616,729257,11761,95072,4748,191906,6175,130716,5077,121942,5032,48110,3339,35027,3108,47219,3112,35358,2621,23907,2717,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,402747,4175,280633,4455,4387,1152,28098,1807,40304,2348,64877,2039,34958,2505,29903,1882,44147,1957,25337,1475,8622,995,122114,4642,15730,1714,30766,2302,20949,2180,18849,2019,9907,1256,6629,1200,8502,1068,6129,894,4653,869,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,719304,4689,484649,6026,6621,1318,60870,3104,82919,3078,107912,2900,54096,2397,48378,2242,65176,1771,42481,1855,16196,1504,234655,5829,37943,2718,62762,3488,37262,2572,39390,2688,11858,1453,11742,1522,11490,1642,12346,1252,9862,1479,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,989811,6963,565869,9281,8692,1381,60049,3913,102892,5041,124541,4864,57250,3677,65373,2932,90612,3222,45039,2232,11421,1215,423942,8805,35821,3019,112464,5193,93741,4309,79930,4014,26517,2731,27109,3012,28590,2628,15332,1986,4438,999,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,515431,4523,369448,5293,2044,691,29855,2483,65917,2716,99093,3288,46338,2341,39913,2091,50355,1929,27774,1825,8159,1151,145983,5144,12801,1822,35111,3085,27803,2684,28824,2916,9261,1415,7919,1505,10633,1387,8572,1210,5059,855,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3172421,11815,2106728,14618,8209,1800,167221,6136,392271,6454,536312,7192,243478,6175,212601,5375,287049,4783,188710,4495,70877,3238,1065693,11891,55115,3965,250515,7154,236333,7549,213914,7237,77693,4205,62519,3891,77079,4179,57334,3322,35191,2681,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,765183,5603,519864,7374,6893,1526,47719,2627,80927,3672,118153,3779,60837,3006,62956,2916,80803,3024,47243,2569,14333,1574,245319,7043,33015,2771,63158,3974,49559,3595,40406,3667,16965,2054,13035,1841,17047,2005,7798,1555,4336,938,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7196427,16507,3904123,16568,23265,2766,310628,7814,676830,10191,974385,8787,461007,8484,421852,7263,545164,7907,357629,6741,133363,4412,3292304,17577,207948,7504,778390,10780,662261,11245,617082,9934,253186,7663,205266,6432,278448,6882,192314,5828,97409,3764,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3670859,14413,2465551,18417,24219,2596,244167,6094,468416,8321,552660,7298,270165,6799,264745,6774,366766,5688,206755,5449,67658,3098,1205308,14092,140145,5721,335289,8600,244816,7555,201911,7173,81462,4345,60955,3847,72351,4068,44148,3042,24231,2364,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,280412,3191,187673,3460,2994,898,23399,1755,31143,1762,43496,1313,22040,1560,18463,1486,24286,1004,16376,1185,5476,707,92739,3625,21140,1780,23128,1873,11692,1768,12426,1423,5107,1024,3421,678,4954,860,6602,984,4269,796,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4525066,15956,3095197,18587,29415,2786,311228,7592,524612,7862,723665,8377,356933,7042,325085,6551,436237,5004,287710,4675,100312,4358,1429869,17019,161695,6258,357542,8629,260947,7603,258505,6922,101194,4538,78036,4114,97030,4027,68665,2992,46255,3214,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1432959,7544,971378,9238,17201,1866,114610,4659,150340,4377,213786,4233,106636,3690,102729,3162,150004,3089,87845,2788,28227,1910,461581,7782,63624,3985,124555,5559,90423,3747,77258,4246,30494,2563,19317,1923,26241,2188,19080,1858,10589,1654,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1507137,8164,942674,8824,7526,1522,87527,4392,152688,4026,203970,5563,116127,4545,113752,4234,148014,3473,81727,3131,31343,2065,564463,10492,68733,3999,154716,5503,108340,5773,91448,4646,34603,3389,30897,2658,31572,2153,24327,2181,19827,1673,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4936030,14212,3461678,15683,27033,2985,311900,7344,585093,8027,821006,8876,400682,6483,366614,6678,493569,5265,331736,5198,124045,4223,1474352,16039,150856,6041,356678,9305,259356,7873,249757,6550,93688,4237,83567,5076,110776,3857,101653,4016,68021,3495,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,402295,4265,244516,5053,876,414,20087,1859,42417,2267,61781,2455,30243,2109,26912,2252,31240,1733,22182,1867,8778,1266,157779,5612,13902,1997,33040,2618,28677,2482,30653,2752,11413,1747,9283,1514,13072,1710,11008,1485,6731,1102,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1761393,10691,1210160,11085,12750,2127,118596,5273,195551,5536,269338,5797,135994,5756,139089,4964,200170,3922,104775,3740,33897,2655,551233,10628,64166,4491,144022,5731,114197,5472,96411,5308,39356,3282,29655,2757,35171,2918,18656,2030,9599,1549,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,318955,3470,216821,3676,3229,826,27219,2088,34028,1773,50415,2039,25945,1827,21419,1757,28917,1194,18658,1378,6991,1049,102134,3829,15776,1711,23269,2388,16183,1999,16643,1753,5729,1056,3987,971,7025,905,7415,1107,6107,1084,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2440663,12796,1662768,15433,19926,2467,169607,6173,297797,6793,367573,6965,181843,5685,184086,5101,255431,4775,144437,4120,42068,2686,777895,11156,92443,5200,197426,5940,158866,6511,136295,5804,51545,3632,45040,3353,50969,3177,28696,2986,16615,1918,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8738664,20291,5555903,27420,61686,4135,634105,10313,1091572,12234,1329055,12768,624290,10666,545995,9712,721592,7269,419406,6938,128202,4674,3182761,25433,401942,8890,944907,14144,679056,12621,540495,13165,181630,6686,133737,5655,153767,5968,95026,4589,52201,3333,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,880025,4985,615142,6267,11050,1783,105281,3744,121458,4016,131865,3915,62783,3320,51615,2744,72632,2092,43382,1795,15076,1501,264883,6277,47950,3232,88670,3851,49438,4154,32989,2625,12354,1445,9475,1462,10618,1523,7652,1240,5737,1191,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,256922,2727,180847,3870,1383,583,13546,1221,29932,1595,45679,1733,23902,1803,21165,1650,25486,1164,15092,1243,4662,770,76075,3506,9843,1332,18707,1582,13298,1599,12111,1481,5861,1187,4222,911,5198,944,3506,681,3329,838,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2992732,14604,2025240,16608,15523,2064,190160,6940,377082,7219,500574,8816,224254,6866,219173,5602,286329,5228,159263,4360,52882,2901,967492,13869,111587,5697,272903,7473,208727,6168,160653,6202,56051,3716,44650,3431,55284,3524,35643,2757,21994,2164,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2606863,9745,1644939,11518,12819,1662,166003,6013,294014,5478,395511,7103,196681,5608,184368,5709,227707,4034,120861,3882,46975,2760,961924,12195,114676,5848,272168,8265,189372,6052,155379,6716,62220,3845,46053,3102,54140,3346,37340,2908,30576,2356,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,741940,5724,553429,5834,5663,1158,49455,2504,83384,3320,115603,3655,65066,3110,63782,2864,91873,2551,58572,2264,20031,1596,188511,6311,24099,2276,44784,2921,35677,2901,33969,3056,12853,1673,10754,1643,13992,1615,8617,1275,3766,933,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2279532,9375,1566039,12101,15494,1929,173570,5054,278831,4979,381310,5417,184374,5311,150191,4254,206314,2614,129832,3132,46123,2755,713493,10686,98430,5673,182940,5997,116310,4264,118798,4980,45070,2735,33180,2530,42434,2417,41372,2787,34959,2402,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,222803,3575,155278,3397,2951,861,18625,1911,23594,1612,36015,1608,20714,1815,17140,1449,20201,1333,11605,1205,4433,776,67525,3690,11167,1805,19970,2023,11926,1615,10233,1543,3960,987,2700,770,4343,1005,1609,539,1617,545,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1319448,9440,929831,9777,5329,881,75951,4268,155922,4902,188842,4880,95994,3635,113587,3961,167049,3549,97782,2744,29375,2026,389617,7765,30065,2301,102000,4595,79278,3807,69675,3617,28681,2331,23031,2014,33352,1981,17819,1580,5716,956,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
