GEO_ID,C21007_001E,C21007_001M,C21007_002E,C21007_002M,C21007_003E,C21007_003M,C21007_004E,C21007_004M,C21007_005E,C21007_005M,C21007_006E,C21007_006M,C21007_007E,C21007_007M,C21007_008E,C21007_008M,C21007_009E,C21007_009M,C21007_010E,C21007_010M,C21007_011E,C21007_011M,C21007_012E,C21007_012M,C21007_013E,C21007_013M,C21007_014E,C21007_014M,C21007_015E,C21007_015M,C21007_016E,C21007_016M,C21007_017E,C21007_017M,C21007_018E,C21007_018M,C21007_019E,C21007_019M,C21007_020E,C21007_020M,C21007_021E,C21007_021M,C21007_022E,C21007_022M,C21007_023E,C21007_023M,C21007_024E,C21007_024M,C21007_025E,C21007_025M,C21007_026E,C21007_026M,C21007_027E,C21007_027M,C21007_028E,C21007_028M,C21007_029E,C21007_029M,C21007_030E,C21007_030M,C21007_031E,C21007_031M,NAME,C21007_001MA,C21007_001EA,C21007_002EA,C21007_002MA,C21007_003EA,C21007_003MA,C21007_004EA,C21007_004MA,C21007_005EA,C21007_005MA,C21007_006MA,C21007_006EA,C21007_007MA,C21007_007EA,C21007_008EA,C21007_008MA,C21007_009EA,C21007_009MA,C21007_010MA,C21007_010EA,C21007_011EA,C21007_011MA,C21007_012MA,C21007_012EA,C21007_013EA,C21007_013MA,C21007_014EA,C21007_014MA,C21007_015EA,C21007_015MA,C21007_016EA,C21007_016MA,C21007_017EA,C21007_017MA,C21007_018MA,C21007_018EA,C21007_019MA,C21007_019EA,C21007_020EA,C21007_020MA,C21007_021MA,C21007_021EA,C21007_022EA,C21007_022MA,C21007_023MA,C21007_023EA,C21007_024EA,C21007_024MA,C21007_025EA,C21007_025MA,C21007_026EA,C21007_026MA,C21007_027EA,C21007_027MA,C21007_028MA,C21007_028EA,C21007_029MA,C21007_029EA,C21007_030EA,C21007_030MA,C21007_031EA,C21007_031MA,state
0400000US01,3533129,2918,2895534,3917,242894,7923,20969,2894,7865,1542,13104,2093,221925,7755,40414,2686,181511,7183,2652640,8822,487952,12713,120570,6901,367382,11376,2164688,15899,252544,9363,1912144,16339,637595,2562,151578,3553,7802,1214,3971,830,3831,1005,143776,3542,64433,3168,79343,3333,486017,4223,60404,3865,35232,2827,25172,2417,425613,4751,177337,5506,248276,6094,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,499425,1965,447595,2178,54865,3879,4076,1089,588,331,3488,996,50789,3777,7276,1211,43513,3587,392730,4239,38447,3449,7084,1357,31363,2958,354283,4987,33541,2616,320742,4844,51830,1042,15861,1162,775,478,193,158,582,449,15086,1230,5560,933,9526,1181,35969,1377,2156,748,1140,541,1016,474,33813,1635,13442,1537,20371,1533,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4652975,2424,3777415,3190,295089,8503,29162,2863,9542,1899,19620,2449,265927,7870,38594,3196,227333,7792,3482326,9236,604740,18003,88929,6053,515811,15742,2877586,19239,225580,8882,2652006,19080,875560,2405,227177,4903,9657,1368,3907,1117,5750,1073,217520,5047,75974,3200,141546,4647,648383,5290,57952,3959,26623,2855,31329,3127,590431,6125,180399,5428,410032,7041,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2134372,2915,1729568,3599,148920,6307,14970,1924,5671,1020,9299,1471,133950,6016,27380,2466,106570,5041,1580648,7397,285437,9191,64114,4103,221323,8482,1295211,11161,157943,6631,1137268,11054,404804,2660,94242,3103,4267,974,1979,654,2288,759,89975,3227,37172,2286,52803,2805,310562,3641,37109,2593,21174,2155,15935,1856,273453,3928,112657,4261,160796,4518,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,27356772,6039,23179801,7833,1067967,16318,86318,4826,25322,2680,60996,3956,981649,16133,130601,6765,851048,16713,22111834,18680,3275680,38402,430745,14293,2844935,32246,18836154,44400,1226596,19612,17609558,45972,4176971,6408,847921,9120,42467,3283,20000,2513,22467,2278,805454,8774,290296,6390,515158,8184,3329050,9967,364776,9694,176619,6672,188157,7324,2964274,13274,1051611,15777,1912663,16336,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3701105,3102,3164970,3708,241596,7867,18778,2504,5265,1185,13513,2231,222818,7485,31684,2796,191134,6891,2923374,8407,386745,13065,61242,4257,325503,12618,2536629,14807,173124,7372,2363505,14107,536135,2272,143277,3229,7372,1119,3231,691,4141,1102,135905,3317,47635,2581,88270,3573,392858,3528,35787,2899,17589,2041,18198,2175,357071,4104,116764,4270,240307,4142,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2657323,1118,2172498,1880,111474,5081,6309,1770,2002,812,4307,1487,105165,4864,10723,1604,94442,4542,2061024,4927,208405,8739,39395,3927,169010,8352,1852619,10491,124953,6655,1727666,11150,484825,1411,109157,2845,3452,936,1279,461,2173,700,105705,2876,35169,2256,70536,2639,375668,3351,28481,2742,13802,1786,14679,1917,347187,4363,109235,4404,237952,5098,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,668858,1037,543441,1146,41977,3346,2827,876,559,517,2268,766,39150,3140,6599,1417,32551,2788,501464,3465,54206,4712,10507,2067,43699,3876,447258,5954,42281,3369,404977,6109,125417,821,30273,1607,1138,445,366,221,772,371,29135,1673,9670,1124,19465,1583,95144,1907,8550,1573,3467,861,5083,1241,86594,2290,25739,1695,60855,2275,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,469272,623,402300,1136,17398,2118,1739,651,898,454,841,435,15659,2019,2346,891,13313,1971,384902,2479,68361,4877,14838,2536,53523,4646,316541,5276,18495,2302,298046,5629,66972,946,11711,978,750,382,164,154,586,388,10961,960,3250,742,7711,1078,55261,1309,8018,1230,3982,770,4036,949,47243,1585,15440,1544,31803,1932,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14461347,6292,11252792,6437,829375,13658,75799,5840,22438,3068,53361,4574,753576,13430,113919,6368,639657,13055,10423417,14878,1728716,25749,276301,11436,1452415,24299,8694701,29794,700286,13759,7994415,33564,3208555,3802,763398,9073,37157,3066,16728,1938,20429,2200,726241,9249,257657,6946,468584,8169,2445157,9958,281465,9401,127010,7541,154455,6245,2163692,12344,694775,12619,1468917,13178,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
