GEO_ID,B19054_001E,B19054_001M,B19054_002E,B19054_002M,B19054_003E,B19054_003M,NAME,B19054_001EA,B19054_001MA,B19054_002MA,B19054_002EA,B19054_003MA,B19054_003EA,state
0400000US01,1815152,10938,302684,7011,1512468,10311,Alabama,null,null,null,null,null,null,01
0400000US02,254610,2804,117400,4248,137210,4497,Alaska,null,null,null,null,null,null,02
0400000US04,2334050,12895,465115,7703,1868935,14288,Arizona,null,null,null,null,null,null,04
0400000US05,1114902,8104,190631,6391,924271,8885,Arkansas,null,null,null,null,null,null,05
0400000US06,12406475,16820,2730113,19358,9676362,22571,California,null,null,null,null,null,null,06
0400000US08,1960585,9151,476955,7770,1483630,10733,Colorado,null,null,null,null,null,null,08
0400000US09,1358809,7109,377070,8413,981739,10509,Connecticut,null,null,null,null,null,null,09
0400000US10,328765,4178,74092,3448,254673,3924,Delaware,null,null,null,null,null,null,10
0400000US11,252388,3730,62794,2601,189594,4462,District of Columbia,null,null,null,null,null,null,11
0400000US12,7035068,25739,1524843,15494,5510225,25753,Florida,null,null,null,null,null,null,12
0400000US13,3482420,15694,579274,10261,2903146,15620,Georgia,null,null,null,null,null,null,13
0400000US15,445812,4223,126444,4144,319368,5945,Hawaii,null,null,null,null,null,null,15
0400000US16,576709,5739,116616,4408,460093,5855,Idaho,null,null,null,null,null,null,16
0400000US17,4752857,13579,1114148,13832,3638709,16798,Illinois,null,null,null,null,null,null,17
0400000US18,2470905,11185,488681,8813,1982224,12612,Indiana,null,null,null,null,null,null,18
0400000US19,1223439,6610,324270,6243,899169,7490,Iowa,null,null,null,null,null,null,19
0400000US20,1101658,6952,270203,6134,831455,7776,Kansas,null,null,null,null,null,null,20
0400000US21,1684348,9801,291352,7432,1392996,11829,Kentucky,null,null,null,null,null,null,21
0400000US22,1689822,9615,265851,6232,1423971,10550,Louisiana,null,null,null,null,null,null,22
0400000US23,545417,5576,133921,4557,411496,6852,Maine,null,null,null,null,null,null,23
0400000US24,2127439,8728,522675,7545,1604764,10278,Maryland,null,null,null,null,null,null,24
0400000US25,2520419,10488,676051,9912,1844368,13920,Massachusetts,null,null,null,null,null,null,25
0400000US26,3806621,12287,844834,11002,2961787,16167,Michigan,null,null,null,null,null,null,26
0400000US27,2091548,8178,537332,7573,1554216,10696,Minnesota,null,null,null,null,null,null,27
0400000US28,1079999,8323,146630,4989,933369,9156,Mississippi,null,null,null,null,null,null,28
0400000US29,2350628,10288,507957,9902,1842671,11519,Missouri,null,null,null,null,null,null,29
0400000US30,402747,4175,102478,3827,300269,5378,Montana,null,null,null,null,null,null,30
0400000US31,719304,4689,180961,4509,538343,5817,Nebraska,null,null,null,null,null,null,31
0400000US32,989811,6963,160338,6131,829473,8872,Nevada,null,null,null,null,null,null,32
0400000US33,515431,4523,129549,4115,385882,6087,New Hampshire,null,null,null,null,null,null,33
0400000US34,3172421,11815,826463,11189,2345958,14021,New Jersey,null,null,null,null,null,null,34
0400000US35,765183,5603,138180,5622,627003,6834,New Mexico,null,null,null,null,null,null,35
0400000US36,7196427,16507,1591144,14517,5605283,19845,New York,null,null,null,null,null,null,36
0400000US37,3670859,14413,726258,10623,2944601,15118,North Carolina,null,null,null,null,null,null,37
0400000US38,280412,3191,77947,3097,202465,3549,North Dakota,null,null,null,null,null,null,38
0400000US39,4525066,15956,970342,12944,3554724,18339,Ohio,null,null,null,null,null,null,39
0400000US40,1432959,7544,281950,6433,1151009,9333,Oklahoma,null,null,null,null,null,null,40
0400000US41,1507137,8164,365394,8080,1141743,9868,Oregon,null,null,null,null,null,null,41
0400000US42,4936030,14212,1243510,13911,3692520,16305,Pennsylvania,null,null,null,null,null,null,42
0400000US44,402295,4265,93330,3989,308965,5601,Rhode Island,null,null,null,null,null,null,44
0400000US45,1761393,10691,319936,6758,1441457,11132,South Carolina,null,null,null,null,null,null,45
0400000US46,318955,3470,79759,3060,239196,4181,South Dakota,null,null,null,null,null,null,46
0400000US47,2440663,12796,434602,8756,2006061,13716,Tennessee,null,null,null,null,null,null,47
0400000US48,8738664,20291,1524754,18276,7213910,23902,Texas,null,null,null,null,null,null,48
0400000US49,880025,4985,188718,5318,691307,6640,Utah,null,null,null,null,null,null,49
0400000US50,256922,2727,73537,2359,183385,3127,Vermont,null,null,null,null,null,null,50
0400000US51,2992732,14604,745223,10830,2247509,14964,Virginia,null,null,null,null,null,null,51
0400000US53,2606863,9745,689849,10481,1917014,11559,Washington,null,null,null,null,null,null,53
0400000US54,741940,5724,130055,5344,611885,7274,West Virginia,null,null,null,null,null,null,54
0400000US55,2279532,9375,609742,8040,1669790,9767,Wisconsin,null,null,null,null,null,null,55
0400000US56,222803,3575,52108,2799,170695,4378,Wyoming,null,null,null,null,null,null,56
0400000US72,1319448,9440,49006,3554,1270442,9219,Puerto Rico,null,null,null,null,null,null,72
