GEO_ID,C17021_001E,C17021_001M,C17021_002E,C17021_002M,C17021_003E,C17021_003M,C17021_004E,C17021_004M,C17021_005E,C17021_005M,C17021_006E,C17021_006M,C17021_007E,C17021_007M,C17021_008E,C17021_008M,C17021_009E,C17021_009M,C17021_010E,C17021_010M,C17021_011E,C17021_011M,C17021_012E,C17021_012M,C17021_013E,C17021_013M,C17021_014E,C17021_014M,C17021_015E,C17021_015M,NAME,C17021_001EA,C17021_001MA,C17021_002MA,C17021_002EA,C17021_003EA,C17021_003MA,C17021_004MA,C17021_004EA,C17021_005MA,C17021_005EA,C17021_006MA,C17021_006EA,C17021_007EA,C17021_007MA,C17021_008EA,C17021_008MA,C17021_009EA,C17021_009MA,C17021_010MA,C17021_010EA,C17021_011EA,C17021_011MA,C17021_012EA,C17021_012MA,C17021_013EA,C17021_013MA,C17021_014EA,C17021_014MA,C17021_015MA,C17021_015EA,state
0400000US13,9446906,4877,1688932,36955,1323481,35644,482523,23890,840958,29715,139012,11589,701946,27707,365451,13883,7757974,38121,6728381,41567,5115039,48735,1613342,37046,430090,20378,1183252,34108,1029593,18382,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1326373,1510,142185,9627,93737,10068,39262,6735,54475,7381,10930,4002,43545,5868,48448,3753,1184188,9850,1030329,11762,781172,17714,249157,15098,79374,10119,169783,12580,153859,6676,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1541860,1275,242272,10788,175904,10180,94739,9293,81165,8901,18794,4186,62371,7408,66368,5191,1299588,10971,1135413,13031,955921,17830,179492,11331,58456,6992,121036,10138,164175,7318,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12543457,3191,1731711,31915,1283080,30894,463567,24728,819513,27314,149384,11518,670129,24961,448631,11340,10811746,32489,9229016,33102,7198365,45413,2030651,38322,598290,23573,1432361,34568,1582730,20934,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6294417,3609,962775,25003,704344,24219,263482,15823,440862,19524,81397,10028,359465,17943,258431,8621,5331642,25164,4571269,26210,3634490,31423,936779,22669,276937,14139,659842,20513,760373,14084,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2950251,2192,370507,13924,243270,12388,99215,8679,144055,10418,23968,4029,120087,10037,127237,5939,2579744,14347,2163502,16275,1805726,20434,357776,14079,119012,9006,238764,12438,416242,8156,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2775355,2167,377530,15414,262192,14578,100203,10742,161989,12160,29294,3892,132695,11711,115338,5427,2397825,16069,2040652,19370,1675916,23561,364736,12863,120412,9473,244324,11384,357173,10216,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4215643,2986,800226,20902,595543,19379,236099,12961,359444,16391,75340,8883,284104,16054,204683,7538,3415417,20760,2931725,21223,2346860,27837,584865,20727,169973,11157,414892,18411,483692,9577,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4413890,3449,825144,21101,627173,20655,154523,13244,472650,19297,60222,7504,412428,19662,197971,8354,3588746,21076,3082158,23841,2262913,29368,819245,26418,198138,14122,621107,24677,506588,13225,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1293012,1146,167242,7702,107487,7543,39027,4983,68460,6191,13420,2999,55040,5649,59755,3566,1125770,7755,925095,10137,747221,12930,177874,9975,60539,6467,117335,9756,200675,6699,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5643821,3530,557140,21050,394522,19541,111661,13925,282861,15827,56084,8564,226777,15701,162618,8699,5086681,21165,4358375,29931,3255646,39838,1102729,33588,303515,19149,799214,28778,728306,16834,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6333611,2630,725143,21471,459496,19914,127026,10680,332470,17963,53492,6059,278978,17037,265647,9463,5608468,22235,4645794,28193,3624482,33206,1021312,25776,271786,14495,749526,23794,962674,17222,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9656449,3934,1618257,30260,1186111,27938,437268,19071,748843,23191,134199,11020,614644,21373,432146,11544,8038192,30568,6840480,34092,5414894,40632,1425586,30385,404211,18646,1021375,26524,1197712,18126,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5189200,2281,599516,15022,390505,14449,145252,9962,245253,12147,56333,6147,188920,11326,209011,7188,4589684,15310,3838852,18128,3187219,27960,651633,22592,220190,13205,431443,15585,750832,13285,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2875594,2515,643883,22452,520001,20661,148667,12943,371334,19820,55653,7600,315681,18103,123882,5903,2231711,22379,1958417,23938,1456370,21920,502047,19967,115682,10781,386365,16937,273294,8120,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5817852,2620,888570,21761,617299,20243,237608,14630,379691,16552,67064,7865,312627,15671,271271,10167,4929282,21852,4172898,26867,3330959,31517,841939,24759,242542,13570,599397,20717,756384,14473,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,964509,2420,140969,9640,95338,8746,44343,6175,50995,6661,10976,2756,40019,6672,45631,4710,823540,9382,679280,10972,563538,12474,115742,8920,42569,4726,73173,7180,144260,5730,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1776166,2053,229923,11823,157576,12135,65629,9079,91947,8719,22151,4490,69796,7113,72347,4768,1546243,11677,1306634,12261,1076860,14188,229774,10346,76460,7061,153314,9377,239609,7116,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2666662,1598,398027,20092,302923,17945,127510,14124,175413,13803,43508,7218,131905,13685,95104,6024,2268635,19869,1886940,23123,1401172,26075,485768,19381,179683,12282,306085,17179,381695,13563,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1276614,1142,105786,8064,65635,6864,22094,4145,43541,6227,8762,2425,34779,5432,40151,3917,1170828,8126,987247,10613,813934,13740,173313,11096,59895,7024,113418,8948,183581,7585,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8626524,2857,884789,24939,658919,24325,233349,16274,425570,20483,70652,9014,354918,17401,225870,7856,7741735,25461,6727473,27658,5232719,34595,1494754,34101,456072,17334,1038682,30340,1014262,15497,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2024716,1715,413851,19768,328519,18002,136423,12818,192096,13845,49434,8167,142662,11960,85332,5289,1610865,19912,1362895,20838,1004590,21049,358305,15232,129133,12266,229172,13346,247970,9514,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,18879810,5820,2821470,46759,2056918,43091,787053,30169,1269865,30862,215385,12534,1054480,29364,764552,16642,16058340,46730,13465302,52986,9990340,65941,3474962,60097,975224,29834,2499738,53858,2593038,25033,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9304553,3703,1627602,29606,1216524,27924,445746,24222,770778,27065,144652,13197,626126,25438,411078,11634,7676951,29270,6526758,32287,5084087,43826,1442671,34183,382748,20904,1059923,31059,1150193,18301,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,651415,600,84895,5668,48467,5205,20107,3565,28360,3390,3753,1104,24607,3605,36428,2963,566520,5646,463878,6146,397082,7913,66796,5736,22158,3763,44638,4698,102642,4292,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11224969,4110,1779032,32237,1306596,29074,442128,23292,864468,28656,145477,11019,718991,27479,472436,10581,9445937,32108,7983115,33751,6318390,47019,1664725,38096,474892,19161,1189833,34828,1462822,18257,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3646849,2289,616610,15751,464363,15609,182945,11389,281418,14568,54161,7036,227257,14383,152247,5902,3030239,16156,2587019,18272,2054684,22767,532335,16751,157602,9784,374733,15420,443220,9772,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3765919,2565,596408,17283,406968,16443,177057,14381,229911,13668,46237,6914,183674,12561,189440,7815,3169511,17754,2617618,22079,2099551,27273,518067,20536,168360,9349,349707,18934,551893,13590,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12298955,4096,1648184,29243,1130142,30396,365204,18065,764938,23913,130314,10572,634624,23187,518042,13778,10650771,28575,8980895,34710,7080895,39731,1900000,32752,557301,20420,1342699,28995,1669876,21990,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1012200,827,142188,9018,88915,8759,28062,6737,60853,6424,10569,2771,50284,6071,53273,4603,870012,9027,717378,11203,539320,13630,178058,11747,49144,6951,128914,9574,152634,6230,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4493865,3196,815755,22461,614756,22169,190681,13386,424075,20553,62317,9100,361758,17761,200999,8076,3678110,22400,3150602,23465,2383202,29772,767400,25324,198534,13558,568866,21002,527508,12212,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,788226,1027,113760,7599,74063,6861,26366,4410,47697,5492,7422,2007,40275,5504,39697,3124,674466,7721,565892,8196,472817,10513,93075,7253,32719,4998,60356,5543,108574,4791,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6195120,3574,1095466,29085,829052,26151,319299,14642,509753,21859,85160,11184,424593,18279,266414,10701,5099654,29181,4389360,29476,3402754,34029,986606,24057,267059,14278,719547,21743,710294,16159,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,24652927,7949,4414481,53320,3587866,51046,1590290,40289,1997576,47944,342185,20595,1655391,42709,826615,18184,20238446,53345,17684956,59538,13578245,79217,4106711,60311,1223391,32914,2883320,52944,2553490,24539,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2730176,1935,359242,14693,271261,14735,156942,12528,114319,10396,25924,5304,88395,9357,87981,6470,2370934,15041,2151885,17410,1851266,20878,300619,14090,99429,9246,201190,12625,219049,7925,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,600850,1125,76352,5250,46694,4985,19175,3942,27519,3795,4603,1481,22916,3934,29658,3140,524498,5536,428415,6689,353523,7646,74892,5835,27740,3850,47152,4890,96083,4776,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7780635,2803,861969,22046,603148,20506,206598,14812,396550,17362,69348,7266,327202,15589,258821,9196,6918666,21932,5902620,30390,4641060,41045,1261560,35077,359766,20741,901794,28141,1016046,18762,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6615922,2965,888718,27270,615792,25688,265719,20600,350073,16263,77853,9408,272220,15784,272926,10306,5727204,27096,4774605,28116,3867195,38910,907410,27020,309513,16872,597897,21109,952599,17779,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1799960,1852,326507,13020,229720,12640,100644,9806,129076,9524,27333,3736,101743,9387,96787,4503,1473453,13236,1258284,13990,1025925,16440,232359,11799,66531,7292,165828,10338,215169,6494,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5535803,3152,731479,17834,501555,17485,177194,11687,324361,14281,62931,8225,261430,13510,229924,6709,4804324,17753,3984720,20848,3271871,27238,712849,19324,231122,11699,481727,17925,819604,13533,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,551120,851,61577,6480,39488,5987,18064,4691,21424,3560,3379,1388,18045,3340,22089,2770,489543,6537,415104,8215,350381,9706,64723,6505,20458,3959,44265,5701,74439,4396,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3685731,1892,1659792,21557,1434247,20804,606911,21071,827336,22214,158517,11310,668819,20367,225545,8279,2025939,21770,1831044,23636,1272337,23718,558707,19872,127496,9310,431211,16925,194895,6708,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
