GEO_ID,B15002H_001E,B15002H_001M,B15002H_002E,B15002H_002M,B15002H_003E,B15002H_003M,B15002H_004E,B15002H_004M,B15002H_005E,B15002H_005M,B15002H_006E,B15002H_006M,B15002H_007E,B15002H_007M,B15002H_008E,B15002H_008M,B15002H_009E,B15002H_009M,B15002H_010E,B15002H_010M,B15002H_011E,B15002H_011M,B15002H_012E,B15002H_012M,B15002H_013E,B15002H_013M,B15002H_014E,B15002H_014M,B15002H_015E,B15002H_015M,B15002H_016E,B15002H_016M,B15002H_017E,B15002H_017M,B15002H_018E,B15002H_018M,B15002H_019E,B15002H_019M,NAME,B15002H_001MA,B15002H_001EA,B15002H_002EA,B15002H_002MA,B15002H_003MA,B15002H_003EA,B15002H_004MA,B15002H_004EA,B15002H_005EA,B15002H_005MA,B15002H_006MA,B15002H_006EA,B15002H_007EA,B15002H_007MA,B15002H_008EA,B15002H_008MA,B15002H_009MA,B15002H_009EA,B15002H_010EA,B15002H_010MA,B15002H_011EA,B15002H_011MA,B15002H_012MA,B15002H_012EA,B15002H_013EA,B15002H_013MA,B15002H_014EA,B15002H_014MA,B15002H_015MA,B15002H_015EA,B15002H_016EA,B15002H_016MA,B15002H_017EA,B15002H_017MA,B15002H_018MA,B15002H_018EA,B15002H_019MA,B15002H_019EA,state
0400000US23,901089,226,431812,187,16270,1702,30232,2570,128241,4622,25083,2270,86238,4050,33840,2321,71824,3621,40084,2636,469277,137,14327,2074,24267,2221,138043,5233,20020,1800,94863,3409,47235,2801,85453,4137,45069,2651,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2259196,1508,1082448,784,26902,2597,70128,4203,236079,6444,34897,2976,200745,6482,58802,3490,238702,6607,216193,6117,1176748,925,29839,2625,64991,4498,277971,6645,28153,2692,221647,5980,89373,5238,259405,6683,205369,5571,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3577099,3383,1691772,2164,51780,3795,87273,4432,404854,8917,56616,3937,274658,8178,112219,5092,404518,8167,299854,7595,1885327,1851,56915,3696,86690,4204,441941,9867,39188,3320,316890,8635,173189,5988,445681,8586,324833,7323,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5258029,1872,2545238,1303,70542,3898,178815,5982,680846,10516,116643,5046,613936,9414,193296,6782,426384,9355,264776,6536,2712791,906,70773,3353,169855,5430,802072,10783,72598,3637,642998,7992,264015,6800,436608,8997,253872,6759,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3080576,851,1501493,526,32692,2161,66945,3325,368822,5951,53082,3037,337947,5667,147168,4531,334888,6712,159949,4975,1579083,637,30870,2262,55386,2822,394132,6924,34625,2450,373295,6911,171605,4699,362621,6813,156549,5372,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1192199,3246,573744,2067,32630,2877,58112,3794,138291,5113,38057,3013,128630,4628,46889,3311,82458,4311,48677,3157,618455,2016,25857,2615,54751,3617,156617,4390,34524,2973,142655,5452,62300,3708,90356,3962,51395,3242,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3343849,1580,1611668,1242,62848,3145,129156,5122,448611,9196,85183,4571,359918,8411,100517,4389,268708,6700,156727,5887,1732181,827,68711,3711,132189,5316,482258,7640,67209,3370,391695,8695,127633,5045,294048,6833,168438,6339,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,611213,696,303380,605,7761,1272,16301,1919,78362,3491,15895,1780,74012,4010,21545,1924,58607,3443,30897,2591,307833,262,5962,1158,14843,1828,82172,3651,8819,1195,77339,3401,25080,2295,67255,3291,26363,2310,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1027769,1642,498002,1114,11116,1436,22789,2290,129100,4353,19600,1938,116949,4131,48521,2889,100207,3699,49720,3158,529767,978,9398,1205,20030,1893,137734,3716,13242,1393,138374,4010,49896,3076,113555,3954,47538,2830,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1087436,1444,552816,869,10165,1860,31970,3114,136627,5981,27243,3109,159976,5851,39692,3562,90936,4338,56207,3374,534620,1027,7530,1479,38611,3856,147185,6574,16687,1738,158709,5533,40583,3202,82062,5225,43253,3331,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,851476,1099,412858,620,9237,1600,26703,2468,109574,4979,19920,1976,77494,3585,36862,2749,82770,3697,50298,2787,438618,827,9762,1380,22452,2312,116371,3967,12840,1781,83325,4590,50071,2986,91442,3693,52355,2897,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3759588,3061,1784937,1681,46150,3464,88331,4363,457914,9517,48991,3416,322515,7227,100254,4578,443315,8353,277467,7253,1974651,1705,56495,3627,92781,3852,590977,10250,35877,2702,322833,8460,139739,5533,470092,8935,265857,6544,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,635269,1502,308049,1164,5981,1273,14110,1739,52857,3297,14804,2098,79209,3902,21125,2170,65897,3465,54066,3636,327220,928,4126,902,14774,1805,62525,3497,10432,1580,91383,3625,27613,2679,65394,2834,50973,3012,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8065035,4016,3854092,2929,114501,5699,228400,7387,895370,14991,154423,6491,666455,11674,315663,8180,842499,11784,636781,9867,4210943,2023,128015,5550,211909,6362,1098779,14641,111249,5507,657983,10815,415650,9229,835490,12084,751868,10880,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4413897,4738,2106647,3719,85571,4544,184910,6267,469859,10401,111376,5615,446458,9594,166476,5760,424013,10478,217984,5444,2307250,2247,70802,4567,158779,5174,535119,9617,98187,5422,522321,10858,246011,7362,458643,8929,217388,7080,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,408263,276,203379,126,9882,1056,9279,1296,48153,2261,8774,1225,47334,2679,26142,2134,37998,2405,15817,1742,204884,212,8837,981,7528,1009,49272,2036,5111,941,49691,2196,22954,1769,45243,2440,16248,1726,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,6482723,1815,3108889,1142,93000,4905,252450,7598,995964,14282,130365,4770,617391,10760,204775,6518,527128,10670,287816,7042,3373834,1115,96022,3978,252793,6114,1108850,12221,105994,5125,668973,11387,305668,7991,537280,10606,298254,7322,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1823210,1133,881005,894,27316,2255,71696,4024,237209,6162,45079,3433,217417,5860,56182,3542,150242,4249,75864,3697,942205,762,25685,2199,77526,4144,261443,5864,44454,3236,236413,6368,69825,4529,154754,5306,72105,4005,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2176341,1917,1053047,1373,20627,2563,65924,4606,212558,7857,62001,4445,282373,6422,84538,3981,206369,6193,118657,4313,1123294,849,16500,1992,63611,4449,250311,7797,36742,2882,332328,7289,92606,4416,213688,5754,117508,4319,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7186805,1601,3434614,823,96485,4743,232848,6121,1156118,14463,146708,4820,563840,11248,233696,6836,623902,10921,381017,8081,3752191,1234,109114,4202,253564,7590,1337534,12345,111784,4994,594085,9493,318963,7849,641754,10486,385393,9457,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,576719,1646,270635,912,12584,1667,22919,2695,62683,3430,12432,1789,49879,2941,19719,2151,55977,3155,34442,2724,306084,974,13528,1688,23041,2292,70793,3302,12587,1846,59730,4036,26188,2273,58924,2911,41293,2504,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2094401,1671,1005972,1261,39831,2809,82948,5181,228925,7517,52577,3779,217553,6403,81997,4212,197858,6347,104283,5015,1088429,960,40858,3282,82152,3905,274930,7747,46829,2859,231639,7429,109939,5342,189622,6803,112460,5056,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,472727,1761,232381,1035,10178,1055,12607,1638,67591,2990,9497,1329,45640,2670,22764,1928,43604,2539,20500,1802,240346,1069,8444,1204,10810,1845,65613,3525,6512,1037,56190,2751,26711,2333,48001,2644,18065,1756,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3365888,2261,1611458,1504,98016,4935,156171,7044,434240,9251,108665,5080,319874,7992,85802,4518,260733,7708,147957,5357,1754430,1500,96174,4903,152228,6624,485343,8786,111154,5270,369975,9215,126219,5388,263640,7835,149697,6093,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8099053,5038,3943558,3676,90965,5032,232335,7796,760259,14305,202602,7101,977755,14936,264156,8446,919593,13756,495893,10659,4155495,2767,93109,5039,233676,7557,911759,15417,171228,6117,1079743,15205,318061,7977,928875,13239,419044,9777,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1323271,768,654806,598,4913,978,33052,2798,124672,4430,20066,2026,181559,5495,55799,3633,146559,4850,88186,3833,668465,469,5103,1246,30241,2382,152972,5082,16235,1696,204868,6406,71458,3963,138877,4896,48711,3145,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,413851,297,199697,200,6885,987,13813,1885,60132,3203,8585,1305,31080,2243,15363,1871,38598,2311,25241,1746,214154,120,4897,781,10824,1404,55310,2469,7928,1275,41430,2432,19618,1705,45266,2173,28881,2032,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3655882,5188,1769614,4228,76477,4341,121777,4227,367456,9859,74179,4371,339501,8710,108827,4697,375502,8609,305895,6776,1886268,2314,61411,3834,114468,5261,426264,7783,62559,4288,391306,7288,142329,5954,418445,9157,269486,6892,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3498149,1518,1713851,884,24149,2532,97063,5204,336785,9798,76426,4324,444025,9950,158996,5082,366747,7799,209660,5914,1784298,1224,25373,2824,78625,4605,380097,8352,55844,3198,494462,9781,183637,6481,365535,8204,200725,6971,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1221723,2331,588493,1981,39889,3091,65469,3347,213168,6706,42941,3237,100921,4175,25355,2263,64460,3806,36290,2445,633230,1421,34233,2399,63651,3858,219639,5666,39641,3442,119338,4305,45287,3303,68161,3633,43280,2938,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3327620,1176,1624600,804,38220,2373,96938,4349,491714,7647,66455,3630,342030,7132,147548,5701,287829,6527,153866,5143,1703020,651,42145,2315,80194,3803,524844,7388,43679,2799,360706,6608,179337,4079,321649,6299,150466,5027,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,330291,1579,165725,916,3610,1046,7450,1252,42279,2618,9759,1478,45941,3182,15351,1805,25752,2224,15583,1751,164566,1169,3329,898,8088,1300,39394,2346,6612,1480,44602,2545,20680,2033,28734,2620,13127,1928,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,20312,2068,9866,1507,730,396,757,386,2043,697,95,158,1561,576,918,435,2377,901,1385,467,10446,1473,1251,586,1100,519,1736,642,0,285,1643,576,1177,506,2352,675,1187,590,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
