GEO_ID,B05003B_001E,B05003B_001M,B05003B_002E,B05003B_002M,B05003B_003E,B05003B_003M,B05003B_004E,B05003B_004M,B05003B_005E,B05003B_005M,B05003B_006E,B05003B_006M,B05003B_007E,B05003B_007M,B05003B_008E,B05003B_008M,B05003B_009E,B05003B_009M,B05003B_010E,B05003B_010M,B05003B_011E,B05003B_011M,B05003B_012E,B05003B_012M,B05003B_013E,B05003B_013M,B05003B_014E,B05003B_014M,B05003B_015E,B05003B_015M,B05003B_016E,B05003B_016M,B05003B_017E,B05003B_017M,B05003B_018E,B05003B_018M,B05003B_019E,B05003B_019M,B05003B_020E,B05003B_020M,B05003B_021E,B05003B_021M,B05003B_022E,B05003B_022M,B05003B_023E,B05003B_023M,NAME,B05003B_001EA,B05003B_001MA,B05003B_002MA,B05003B_002EA,B05003B_003MA,B05003B_003EA,B05003B_004EA,B05003B_004MA,B05003B_005EA,B05003B_005MA,B05003B_006EA,B05003B_006MA,B05003B_007MA,B05003B_007EA,B05003B_008MA,B05003B_008EA,B05003B_009EA,B05003B_009MA,B05003B_010EA,B05003B_010MA,B05003B_011EA,B05003B_011MA,B05003B_012MA,B05003B_012EA,B05003B_013MA,B05003B_013EA,B05003B_014EA,B05003B_014MA,B05003B_015EA,B05003B_015MA,B05003B_016EA,B05003B_016MA,B05003B_017MA,B05003B_017EA,B05003B_018EA,B05003B_018MA,B05003B_019EA,B05003B_019MA,B05003B_020EA,B05003B_020MA,B05003B_021MA,B05003B_021EA,B05003B_022EA,B05003B_022MA,B05003B_023EA,B05003B_023MA,state
0400000US01,1262980,5127,587644,4659,178038,3826,177700,3857,338,308,45,75,293,303,409606,2440,404676,2977,4930,1258,1819,758,3111,1071,675336,3700,171215,2846,171003,2883,212,220,96,116,116,185,504121,2274,498700,2623,5421,1435,2208,836,3213,1126,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,24711,1612,13032,1183,3149,972,3141,971,8,14,8,14,0,246,9883,654,8050,760,1833,592,959,475,874,496,11679,1018,3851,751,3633,767,218,227,128,132,90,149,7828,595,6983,751,845,529,240,220,605,460,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,264009,5590,139537,3594,43881,2911,41378,2868,2503,1046,374,321,2129,981,95656,2183,85710,2909,9946,2139,3830,1061,6116,1783,124472,3398,35272,2442,32992,2622,2280,1279,217,212,2063,1265,89200,1851,79428,2536,9772,2112,4181,1322,5591,1871,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,464411,3749,219828,3043,69579,2418,69460,2402,119,147,52,89,67,112,150249,2255,148923,2178,1326,601,448,377,878,506,244583,3226,70707,2452,70659,2455,48,76,0,273,48,76,173876,2031,172993,2068,883,559,384,329,499,372,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2246353,14331,1107757,8643,283253,6141,277925,6309,5328,1456,1798,893,3530,1031,824504,5616,757466,7253,67038,5658,36786,4214,30252,3224,1138596,9359,271486,5967,265660,5942,5826,1680,1157,538,4669,1602,867110,6160,799983,8139,67127,5178,37365,3102,29762,3684,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,198117,4670,104102,3267,27766,2043,26217,2028,1549,808,38,67,1511,826,76336,2892,65663,2769,10673,2090,3898,971,6775,1774,94015,3233,26519,2322,25097,2374,1422,664,609,470,813,552,67496,2117,55610,2271,11886,2129,2853,876,9033,1941,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,356880,5421,171626,3281,50148,2166,47659,2288,2489,1128,1021,814,1468,691,121478,2298,92635,3231,28843,3187,14850,1870,13993,2622,185254,3590,46106,2445,42370,2607,3736,1235,925,686,2811,891,139148,2273,103257,3584,35891,3322,17875,2116,18016,2402,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,191626,2650,89935,1689,27306,1292,26848,1375,458,442,393,431,65,108,62629,839,58948,1357,3681,1088,2483,896,1198,539,101691,1629,27690,1113,27348,1185,342,278,205,219,137,174,74001,1055,68801,1748,5200,1464,3208,1224,1992,994,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,309221,2659,140583,1382,34016,469,33515,627,501,429,122,147,379,406,106567,1270,95354,1986,11213,1817,5587,1402,5626,1417,168638,1621,33041,658,32417,908,624,675,0,292,624,675,135597,1318,127414,1636,8183,1536,4069,1142,4114,962,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2997377,15337,1436750,9084,436131,6714,413082,7410,23049,3329,5221,1660,17828,3146,1000619,5585,735283,9500,265336,8182,134924,7063,130412,7729,1560627,8935,422649,4718,401221,6023,21428,3322,4399,1234,17029,3013,1137978,7793,828359,9723,309619,9248,167204,6657,142415,7020,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2976758,9979,1395341,6005,438143,4891,433486,5327,4657,1758,940,606,3717,1713,957198,3940,894520,5734,62678,4786,35770,3640,26908,3558,1581417,7798,420305,5650,414840,6117,5465,1803,1600,892,3865,1532,1161112,4187,1090695,6871,70417,5590,42176,4125,28241,3494,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
