GEO_ID,C12002G_001E,C12002G_001M,C12002G_002E,C12002G_002M,C12002G_003E,C12002G_003M,C12002G_004E,C12002G_004M,C12002G_005E,C12002G_005M,C12002G_006E,C12002G_006M,NAME,C12002G_001MA,C12002G_001EA,C12002G_002EA,C12002G_002MA,C12002G_003EA,C12002G_003MA,C12002G_004MA,C12002G_004EA,C12002G_005MA,C12002G_005EA,C12002G_006EA,C12002G_006MA,state
0400000US01,37767,3363,17170,2557,11916,1662,1047,453,2637,835,4997,1069,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,29497,2879,15393,1970,8765,1436,785,416,571,330,3983,935,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,93427,6045,46018,4446,34288,3875,1521,632,3142,805,8458,1390,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,28599,3069,10940,2353,10447,1781,1320,627,1568,603,4324,958,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,979561,21813,484247,14834,350517,9768,23469,2874,29191,3019,92137,5242,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,100416,6186,46303,4165,37436,3285,2392,780,2871,917,11414,1923,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,50611,4146,27975,3256,15421,2236,1752,777,846,451,4617,954,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,12876,2113,6673,1549,4237,1077,349,313,484,285,1133,699,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,8793,1585,4839,1132,2558,764,143,171,366,295,887,483,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,254884,10712,112483,6529,94605,6364,8641,1650,10770,1659,28385,2783,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,96136,6400,43690,4015,37619,3239,2068,651,2687,879,10072,1654,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,217141,9384,100815,5622,80616,5266,4632,1277,8876,1586,22202,2612,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,22292,2658,9973,2086,7970,1591,796,437,1000,463,2553,763,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,130310,8058,66173,4972,44894,4298,2617,932,4020,1046,12606,1694,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,66392,4613,35057,3271,20597,2244,1393,623,1962,634,7383,1409,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,29682,3031,15414,1786,9780,1776,1191,694,601,280,2696,746,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,49690,3942,23291,3063,17309,1956,2035,758,1568,518,5487,1119,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,36166,3388,14807,2234,12192,1676,2020,819,1456,562,5691,1259,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,40464,3670,17580,2562,16014,2113,1544,579,1573,587,3753,1188,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13834,1742,5948,1309,4872,749,307,321,693,320,2014,569,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,91638,6176,47165,4509,31417,2998,2324,822,1950,665,8782,1942,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,120335,8003,62461,5242,37842,4019,5154,1386,2340,717,12538,1641,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,135980,5600,69813,4423,44003,3188,3315,843,4844,1009,14005,1654,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,66039,4720,37881,3519,18759,2334,694,350,1491,500,7214,1210,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,16633,3094,6099,1664,6397,1509,652,363,1141,555,2344,921,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,79411,5308,35901,3671,29033,3069,2818,1087,3024,756,8635,1301,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,14211,1867,6110,1136,4298,932,888,603,543,258,2372,891,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,20861,2346,10779,1708,6761,1440,575,462,559,285,2187,713,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,61585,5092,25857,3123,22901,2868,1469,663,1154,535,10204,2289,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,12919,1741,4931,1356,5717,1236,164,157,410,208,1697,680,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,146169,9159,67979,6239,56847,5336,4201,1112,5527,1239,11615,1777,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,34449,3539,16754,2773,11503,1828,447,303,1515,540,4230,1150,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,333171,10743,172172,7594,107750,6301,12039,2011,12567,1816,28643,2096,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,121952,6983,59587,4807,41663,4209,3997,1169,4067,1217,12638,2219,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6694,1170,4097,997,1463,524,108,127,423,420,603,325,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,121286,5198,60747,3963,38478,3091,3603,1095,5029,1052,13429,1962,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,185687,7128,67688,4533,77988,4507,5131,1140,9294,1277,25586,2305,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,86828,5832,37705,3476,31884,3333,1654,601,2945,939,12640,1857,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,135257,7455,73130,5313,41863,3266,3723,1114,5141,1156,11400,1769,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,17210,2256,8852,1651,5068,1109,442,361,724,379,2124,916,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,44716,3992,22085,2692,14930,2253,1719,632,2252,830,3730,1104,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,8285,1478,4576,1075,2010,657,137,140,479,359,1083,476,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,56748,4832,23787,3040,20022,2788,1486,688,3284,913,8169,1630,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,323608,11892,136565,7297,130449,6313,9293,1514,11886,1759,35415,3192,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,31843,3161,15560,2577,13133,1821,664,386,287,190,2199,664,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,5303,990,1964,541,2261,613,153,192,164,119,761,415,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,117188,7220,52808,4366,46902,4530,3506,1255,3206,844,10766,1904,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,180634,7536,92448,6274,60384,3669,4606,1088,4409,985,18787,2447,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,21694,2180,10312,1820,5011,1035,705,387,1255,483,4411,1018,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,62805,4008,34120,2901,19221,2531,655,359,1535,400,7274,1494,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,8507,1622,3730,1270,3314,1147,521,375,201,210,741,299,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,384728,11828,157639,7581,144557,7870,11790,1610,22401,2627,48341,3988,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
