GEO_ID,B07410_001E,B07410_001M,B07410_002E,B07410_002M,B07410_003E,B07410_003M,B07410_004E,B07410_004M,B07410_005E,B07410_005M,B07410_006E,B07410_006M,B07410_007E,B07410_007M,B07410_008E,B07410_008M,B07410_009E,B07410_009M,B07410_010E,B07410_010M,B07410_011E,B07410_011M,B07410_012E,B07410_012M,B07410_013E,B07410_013M,B07410_014E,B07410_014M,B07410_015E,B07410_015M,B07410_016E,B07410_016M,B07410_017E,B07410_017M,B07410_018E,B07410_018M,B07410_019E,B07410_019M,B07410_020E,B07410_020M,B07410_021E,B07410_021M,B07410_022E,B07410_022M,B07410_023E,B07410_023M,B07410_024E,B07410_024M,B07410_025E,B07410_025M,B07410_026E,B07410_026M,B07410_027E,B07410_027M,B07410_028E,B07410_028M,B07410_029E,B07410_029M,B07410_030E,B07410_030M,B07410_031E,B07410_031M,B07410_032E,B07410_032M,B07410_033E,B07410_033M,B07410_034E,B07410_034M,B07410_035E,B07410_035M,B07410_036E,B07410_036M,B07410_037E,B07410_037M,B07410_038E,B07410_038M,B07410_039E,B07410_039M,B07410_040E,B07410_040M,B07410_041E,B07410_041M,B07410_042E,B07410_042M,B07410_043E,B07410_043M,B07410_044E,B07410_044M,B07410_045E,B07410_045M,B07410_046E,B07410_046M,B07410_047E,B07410_047M,B07410_048E,B07410_048M,B07410_049E,B07410_049M,B07410_050E,B07410_050M,B07410_051E,B07410_051M,B07410_052E,B07410_052M,B07410_053E,B07410_053M,B07410_054E,B07410_054M,B07410_055E,B07410_055M,NAME,B07410_001MA,B07410_001EA,B07410_002EA,B07410_002MA,B07410_003MA,B07410_003EA,B07410_004MA,B07410_004EA,B07410_005MA,B07410_005EA,B07410_006EA,B07410_006MA,B07410_007EA,B07410_007MA,B07410_008EA,B07410_008MA,B07410_009EA,B07410_009MA,B07410_010EA,B07410_010MA,B07410_011MA,B07410_011EA,B07410_012EA,B07410_012MA,B07410_013EA,B07410_013MA,B07410_014MA,B07410_014EA,B07410_015EA,B07410_015MA,B07410_016EA,B07410_016MA,B07410_017MA,B07410_017EA,B07410_018EA,B07410_018MA,B07410_019EA,B07410_019MA,B07410_020EA,B07410_020MA,B07410_021EA,B07410_021MA,B07410_022MA,B07410_022EA,B07410_023MA,B07410_023EA,B07410_024MA,B07410_024EA,B07410_025MA,B07410_025EA,B07410_026EA,B07410_026MA,B07410_027MA,B07410_027EA,B07410_028MA,B07410_028EA,B07410_029EA,B07410_029MA,B07410_030EA,B07410_030MA,B07410_031EA,B07410_031MA,B07410_032MA,B07410_032EA,B07410_033MA,B07410_033EA,B07410_034MA,B07410_034EA,B07410_035EA,B07410_035MA,B07410_036EA,B07410_036MA,B07410_037MA,B07410_037EA,B07410_038EA,B07410_038MA,B07410_039MA,B07410_039EA,B07410_040EA,B07410_040MA,B07410_041EA,B07410_041MA,B07410_042MA,B07410_042EA,B07410_043EA,B07410_043MA,B07410_044MA,B07410_044EA,B07410_045EA,B07410_045MA,B07410_046EA,B07410_046MA,B07410_047MA,B07410_047EA,B07410_048MA,B07410_048EA,B07410_049MA,B07410_049EA,B07410_050MA,B07410_050EA,B07410_051EA,B07410_051MA,B07410_052EA,B07410_052MA,B07410_053MA,B07410_053EA,B07410_054MA,B07410_054EA,B07410_055MA,B07410_055EA,state
0400000US01,3829781,9837,544684,10134,3285097,12720,840145,14409,414965,10839,590970,12902,413125,10690,413329,10563,253559,7537,96339,5548,262665,8456,3269324,16552,457686,10095,2811638,16873,680166,13096,345227,10607,500913,11676,358793,9947,366910,9770,229267,7796,87050,5066,243312,8171,341612,11994,52244,4254,289368,10691,93366,5830,45402,4412,58162,4530,34259,3328,30650,3471,13265,2027,4662,1336,9602,1843,137167,7931,23508,2712,113659,7095,45413,3690,13943,2105,20033,2703,13186,2574,9932,1729,4540,1229,2586,956,4026,1050,81678,6784,11246,1775,70432,6023,21200,2552,10393,1857,11862,2282,6887,1617,5837,1449,6487,1652,2041,856,5725,1311,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,598015,7335,33011,3195,565004,7304,126727,5113,51861,3981,85071,4807,63957,4021,71144,3595,59866,4362,26152,2684,80226,4108,448674,5167,19646,2039,429028,5130,92977,3895,38918,3217,56424,3583,45237,3170,56105,3105,47538,3702,22231,2452,69598,3431,59195,4843,2649,886,56546,4762,15341,2169,3589,845,10714,1960,8081,1496,6871,1429,5183,1254,1854,769,4913,1365,15704,2017,673,317,15031,2030,5569,1310,1585,525,1932,648,1677,565,667,315,2043,975,150,139,1408,565,74442,6730,10043,2091,64399,6349,12840,2473,7769,2131,16001,2615,8962,1907,7501,1591,5102,1590,1917,778,4307,1304,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4976629,12806,818226,13142,4158403,16445,887885,14933,473522,12063,721556,13619,560422,12113,593313,12018,357733,10831,136664,6424,427308,10665,4061892,25132,662173,11466,3399719,24648,678064,12370,389827,10392,578927,13833,451256,11525,502039,11496,307382,9699,115994,5739,376230,10284,667121,22379,113301,7223,553820,17905,141766,7583,63826,5103,106587,6618,82868,5629,72580,4587,37603,3508,14499,2535,34091,4453,100929,7673,20333,2554,80596,7362,32129,3915,8033,1720,11762,1941,10286,2439,6624,1668,5227,1407,2325,1034,4210,1000,146687,7675,22419,2494,124268,6926,35926,2997,11836,2340,24280,2726,16012,2237,12070,2227,7521,1468,3846,1081,12777,2503,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2311736,9216,301780,8131,2009956,11412,487871,8953,272463,7551,396643,10136,274249,7739,259784,7373,134460,5480,55359,3909,129127,5840,1946015,14411,245868,7737,1700147,13231,386393,8285,222840,6732,332121,8854,236132,6968,231871,7153,121936,5220,50214,3565,118640,5468,214917,10058,28268,2789,186649,9049,59681,4547,31390,3125,39543,3136,23777,3245,17097,2558,7428,1611,2955,936,4778,1326,97432,8781,19555,3492,77877,6855,29000,3752,11498,2165,15402,2668,8563,1610,7159,1656,3129,1231,1168,727,1958,765,53372,5296,8089,1843,45283,4723,12797,1807,6735,1628,9577,1968,5777,1852,3657,918,1967,612,1022,578,3751,1142,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29584537,23711,5211765,35220,24372772,41079,4930753,35619,2910895,32499,4084115,36635,2758230,28977,3024207,31123,2095707,22788,947227,16691,3621638,29340,24846336,52111,4366214,33142,20480122,50557,3960573,30405,2421988,28504,3397835,37037,2316118,25160,2551157,28697,1791995,20981,822542,16182,3217914,26665,3333641,45283,576734,17049,2756907,37799,636794,17109,356572,11560,507061,13763,326106,11452,347988,12129,217510,9253,87138,4776,277738,9285,924335,23768,188240,8293,736095,20346,210984,12268,86751,5121,110174,6623,75866,5034,78516,5907,62021,5027,25419,2883,86364,5986,480225,17741,80577,6053,399648,15107,122402,7530,45584,4215,69045,4676,40140,4093,46546,4214,24181,2841,12128,2167,39622,3505,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3953811,10847,468512,8590,3485299,12094,697339,12721,344912,9755,543544,11821,450961,10724,497132,11881,333441,9134,149331,6585,468639,9579,3248483,18471,390744,8985,2857739,16014,520463,11075,272040,8858,431970,11039,363040,9497,421106,10962,290829,8178,131863,5747,426428,9281,390278,14394,43328,4048,346950,12565,93841,6862,41067,3048,61427,5170,50434,4453,41775,3403,23912,2886,12331,2475,22163,2586,198943,11337,19346,2566,179597,10461,55703,4520,20629,2761,30921,3489,24270,2728,21786,2634,12059,1830,3126,985,11103,1711,116107,6323,15094,2189,101013,5536,27332,2560,11176,1797,19226,2567,13217,1881,12465,2067,6641,1447,2011,569,8945,1484,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2908120,8811,319640,7304,2588480,10224,489412,11339,225216,7264,383126,9799,300981,8644,351397,9110,274398,8174,125728,5780,438222,9170,2547378,12179,274520,7051,2272858,10938,404493,9959,192564,6490,332886,8733,263629,7751,308263,8215,247877,7512,114769,5323,408377,8835,218435,10211,25116,3186,193319,9071,44902,4427,20523,2588,34892,3431,24668,3608,27611,3164,16379,2097,6601,1501,17743,2065,64081,5576,10443,1755,53638,4920,17248,2560,5416,1396,6665,1420,6754,1598,7292,1636,4518,960,1907,638,3838,861,78226,6536,9561,1612,68665,5891,22769,2821,6713,1539,8683,1730,5930,1405,8231,1673,5624,1443,2451,949,8264,1678,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,724838,4989,90859,4234,633979,6076,122272,5037,63410,4184,101832,4914,87522,4759,94831,5716,61921,3973,27372,3132,74819,3718,629233,6806,76447,4221,552786,6793,102366,4743,52539,3486,88710,4875,75193,4170,84600,5403,54712,3475,25386,3037,69280,3493,64411,6241,9552,1638,54859,5483,11983,2284,7282,2282,9267,1941,8870,1969,7031,1464,5030,1474,1408,596,3988,1211,6789,1556,1052,579,5737,1451,2077,793,648,570,523,359,617,490,1166,759,319,268,224,277,163,154,24405,3678,3808,1006,20597,3368,5846,1268,2941,1179,3332,1247,2842,1050,2034,760,1860,737,354,251,1388,526,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,512976,6428,71655,5482,441321,6948,85509,4690,36327,3626,49207,3319,44713,3197,58253,4418,46056,3188,21351,2306,99905,4009,410913,6860,57260,5077,353653,7024,65722,3662,30540,3174,37942,2737,36675,3028,44294,3803,35619,2916,17723,2198,85138,3668,53496,4769,7850,1628,45646,4056,11169,2362,2686,842,4877,1234,3744,1048,7941,1674,4661,1060,1856,805,8712,1706,0,273,0,273,0,273,0,273,0,273,0,273,0,273,0,273,0,273,0,273,0,273,48567,4016,6545,1313,42022,3641,8618,1689,3101,1003,6388,1530,4294,1128,6018,1378,5776,1237,1772,593,6055,1172,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15378562,24310,2419860,26610,12958702,32377,2806496,32996,1637900,25353,2432961,23277,1764774,24063,1746902,23439,1017366,16103,374588,9562,1177715,16814,13040767,33785,2003787,25052,11036980,36592,2289956,30756,1369192,23648,2044573,21993,1499493,21517,1512263,21731,908065,15110,338085,8783,1075353,16655,1506155,29162,250527,11752,1255628,23726,318432,12493,176370,8053,269340,11069,181935,8564,160461,6817,69508,5247,22864,2846,56718,4725,470801,16047,111338,7394,359463,12150,109861,6251,48274,5044,63590,5167,47284,4344,41881,3703,22389,2757,5587,1475,20597,2746,360839,13524,54208,5165,306631,11713,88247,5669,44064,4189,55458,5344,36062,3792,32297,3817,17404,2594,8052,1646,25047,2968,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
