GEO_ID,B21005_001E,B21005_001M,B21005_002E,B21005_002M,B21005_003E,B21005_003M,B21005_004E,B21005_004M,B21005_005E,B21005_005M,B21005_006E,B21005_006M,B21005_007E,B21005_007M,B21005_008E,B21005_008M,B21005_009E,B21005_009M,B21005_010E,B21005_010M,B21005_011E,B21005_011M,B21005_012E,B21005_012M,B21005_013E,B21005_013M,B21005_014E,B21005_014M,B21005_015E,B21005_015M,B21005_016E,B21005_016M,B21005_017E,B21005_017M,B21005_018E,B21005_018M,B21005_019E,B21005_019M,B21005_020E,B21005_020M,B21005_021E,B21005_021M,B21005_022E,B21005_022M,B21005_023E,B21005_023M,B21005_024E,B21005_024M,B21005_025E,B21005_025M,B21005_026E,B21005_026M,B21005_027E,B21005_027M,B21005_028E,B21005_028M,B21005_029E,B21005_029M,B21005_030E,B21005_030M,B21005_031E,B21005_031M,B21005_032E,B21005_032M,B21005_033E,B21005_033M,B21005_034E,B21005_034M,NAME,B21005_001MA,B21005_001EA,B21005_002EA,B21005_002MA,B21005_003EA,B21005_003MA,B21005_004EA,B21005_004MA,B21005_005MA,B21005_005EA,B21005_006MA,B21005_006EA,B21005_007MA,B21005_007EA,B21005_008MA,B21005_008EA,B21005_009EA,B21005_009MA,B21005_010MA,B21005_010EA,B21005_011MA,B21005_011EA,B21005_012MA,B21005_012EA,B21005_013MA,B21005_013EA,B21005_014EA,B21005_014MA,B21005_015EA,B21005_015MA,B21005_016MA,B21005_016EA,B21005_017MA,B21005_017EA,B21005_018EA,B21005_018MA,B21005_019EA,B21005_019MA,B21005_020EA,B21005_020MA,B21005_021MA,B21005_021EA,B21005_022MA,B21005_022EA,B21005_023EA,B21005_023MA,B21005_024EA,B21005_024MA,B21005_025EA,B21005_025MA,B21005_026EA,B21005_026MA,B21005_027EA,B21005_027MA,B21005_028MA,B21005_028EA,B21005_029MA,B21005_029EA,B21005_030EA,B21005_030MA,B21005_031EA,B21005_031MA,B21005_032MA,B21005_032EA,B21005_033MA,B21005_033EA,B21005_034EA,B21005_034MA,state
0400000US13,6136209,5591,2270929,8074,60657,4507,51475,4234,43845,3668,7630,1878,9182,1804,2210272,9214,1606831,12567,1329887,14156,276944,9436,603441,11575,2781031,7642,228503,7866,195577,7089,176832,7012,18745,2281,32926,2924,2552528,10242,2043504,14484,1845001,14421,198503,7731,509024,10698,1084249,4497,178901,5488,108510,4322,97381,4041,11129,1697,70391,4134,905348,6636,547855,10213,496507,9794,51348,3960,357493,9323,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,827644,4998,288040,4660,18779,4664,16610,4599,15455,4555,1155,651,2169,805,269261,3164,204904,4694,179151,4796,25753,2847,64357,3752,362604,1879,27317,2935,24396,2692,22787,2604,1609,632,2921,909,335287,3568,283353,5000,263885,5171,19468,2435,51934,3778,177000,1072,25676,2444,17074,1945,16498,1969,576,271,8602,1413,151324,2516,104813,3403,99842,3251,4971,1063,46511,2816,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,942910,2190,362328,2554,11111,2103,9714,1960,8206,1798,1508,861,1397,640,351217,3005,265158,5433,235549,5713,29609,2649,86059,4935,400231,2774,29422,2717,25611,2681,22507,2386,3104,919,3811,748,370809,3926,302865,4164,278759,4687,24106,2330,67944,3483,180351,1279,30694,1977,17876,1490,15496,1429,2380,643,12818,1525,149657,2372,96573,3402,87213,3271,9360,1609,53084,3196,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8093479,4283,3020104,5434,58488,4213,48534,3790,39496,3655,9038,1536,9954,2248,2961616,6587,2284477,15461,1962963,17483,321514,9996,677139,13918,3590310,4789,175420,6574,152718,6157,134258,6313,18460,2384,22702,2591,3414890,8156,2849871,12147,2577461,12409,272410,7420,565019,9930,1483065,2549,184226,5324,118096,4303,106955,4239,11141,1382,66130,3251,1298839,5477,871428,9832,794837,9739,76591,4256,427411,8722,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4037700,2626,1481014,4582,30445,3314,25910,2946,21820,2528,4090,1296,4535,1030,1450569,5976,1081090,11110,927105,10622,153985,7571,369479,9861,1783666,4333,126752,5880,106923,5067,94564,4684,12359,1940,19829,2622,1656914,7381,1353704,9692,1238111,9983,115593,4860,303210,7498,773020,2166,119097,3865,74773,3701,65388,3669,9385,1714,44324,2935,653923,3998,427042,5826,394807,5686,32235,2163,226881,5184,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1870670,2362,688993,3356,14431,1820,12417,1777,11287,1644,1130,531,2014,720,674562,3725,554806,5628,502479,6646,52327,3685,119756,4758,804223,3253,51851,3194,45319,3055,41754,2850,3565,783,6532,973,752372,4548,655725,5153,622638,5422,33087,2402,96647,4368,377454,1449,61413,2737,41519,2441,39532,2375,1987,513,19894,1841,316041,3052,230984,3890,221343,4049,9641,1262,85057,3550,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1739551,3350,655230,3719,17254,2518,14541,2358,12848,2156,1693,683,2713,680,637976,3985,505661,5728,451440,6701,54221,3930,132315,4577,752124,3580,50502,2792,43888,2794,40836,2756,3052,664,6614,1500,701622,4306,593338,5679,556522,5855,36816,3050,108284,5357,332197,1958,57652,2837,39659,2333,36628,2330,3031,827,17993,1688,274545,3106,194886,4592,184016,4537,10870,1652,79659,3371,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2716423,5858,960450,6246,28120,4681,21080,2376,17710,2160,3370,893,7040,4257,932330,5320,703409,7930,591973,7550,111436,5963,228921,7287,1213789,4381,87989,4583,72420,4432,64772,3907,7648,1537,15569,1928,1125800,6225,847531,9517,775358,10315,72173,4542,278269,7862,542184,2010,80434,3015,43662,2725,40464,2686,3198,752,36772,2514,461750,3366,247996,5551,232249,5490,15747,1793,213754,5601,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2850878,3595,1091312,4888,35131,3767,29413,3438,25985,3209,3428,1158,5718,1281,1056181,6012,772582,9764,660444,10594,112138,5822,283599,7882,1218678,4422,75383,4472,61688,4121,57660,3863,4028,877,13695,2009,1143295,6002,883055,8410,817655,8586,65400,4158,260240,7657,540888,2231,80832,3965,49369,3274,45507,3106,3862,918,31463,2322,460056,4259,272038,5591,255922,5435,16116,2008,188018,5737,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,840953,1539,260297,2450,7770,1397,6081,1296,5358,1272,723,344,1689,553,252527,2311,200055,4019,175120,4532,24935,2375,52472,3402,387857,2251,33260,2419,27082,2165,24795,2041,2287,759,6178,1037,354597,3580,294560,4505,275004,4365,19556,1936,60037,3580,192799,813,31440,1826,18132,1503,17210,1426,922,403,13308,1429,161359,1953,108637,2920,103784,2938,4853,754,52722,2290,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3694743,3634,1310455,4330,36775,4250,33079,4181,30394,3997,2685,931,3696,1041,1273680,6065,998158,9944,872113,12398,126045,6225,275522,7622,1683239,3943,130607,5676,119396,5264,112919,5022,6477,1359,11211,1681,1552632,7043,1330862,10495,1243160,12162,87702,5026,221770,8071,701049,1749,103298,3355,73764,3100,69308,3039,4456,1071,29534,2525,597751,3670,420941,6269,394108,6652,26833,2621,176810,5451,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4229497,2391,1523319,2555,22353,2678,20276,2456,16832,2371,3444,1188,2077,725,1500966,3392,1147408,10006,1002424,9873,144984,6001,353558,9502,1897504,3330,76741,4306,65846,4108,59446,3876,6400,1215,10895,1740,1820763,5400,1548047,8669,1417783,9926,130264,4981,272716,7587,808674,1402,97430,4351,68944,3616,61929,3415,7015,1419,28486,2553,711244,4546,510350,7258,470118,7364,40232,2745,200894,5863,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6173138,2880,2132320,4252,37645,3076,31872,2884,25895,2709,5977,1081,5773,1020,2094675,4908,1610330,11438,1300050,11997,310280,8661,484345,9500,2782458,4050,165020,6403,138612,5927,118189,5577,20423,2367,26408,2154,2617438,7343,2112911,10956,1848624,11294,264287,7348,504527,9312,1258360,2504,182719,4648,97260,4015,83280,4034,13980,1407,85459,3630,1075641,5176,634667,7225,564587,7499,70080,3338,440974,7970,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3338053,2740,1215737,3453,23302,2448,20847,2223,18162,2135,2685,721,2455,612,1192435,4250,990271,7425,883134,7645,107137,5167,202164,6279,1485373,3579,87656,3535,78013,3659,71328,3631,6685,1160,9643,1270,1397717,5110,1228681,6626,1149812,6637,78869,3749,169036,5413,636943,1903,98081,3310,65829,3232,59914,3157,5915,934,32252,2211,538862,3753,388853,5009,364687,4706,24166,1893,150009,4708,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1822118,2728,679571,4810,18419,2392,15468,2227,12876,1865,2592,955,2951,917,661152,5531,453351,9054,366807,8854,86544,4945,207801,7571,793457,4522,57387,4027,47246,3854,42492,3622,4754,1357,10141,1518,736070,5468,558638,6968,510405,7397,48233,3281,177432,5925,349090,2191,48601,2864,26650,2570,24674,2524,1976,823,21951,1956,300489,3319,168421,5236,157938,5472,10483,1689,132068,4560,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3712730,4764,1351707,6687,33472,3708,27268,3167,24743,2871,2525,927,6204,1536,1318235,7642,1027901,7961,892734,10164,135167,6263,290334,9130,1635498,4576,129130,5180,109487,5058,100004,4878,9483,1446,19643,2366,1506368,6394,1234857,7881,1135010,8477,99847,4727,271511,6338,725525,2053,127574,4096,77183,3521,69921,3176,7262,1329,50391,2810,597951,4356,381308,6578,356264,6479,25044,2271,216643,5949,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,617397,1616,213585,2350,7118,1894,6076,1581,4975,1202,1101,730,1042,532,206467,2740,158600,3333,141870,3249,16730,1901,47867,2865,262639,1996,20338,2360,16255,2044,15065,1995,1190,445,4083,999,242301,2943,199720,3996,188786,4092,10934,1456,42581,3497,141173,1135,24679,1804,14900,1646,13678,1649,1222,405,9779,1292,116494,2083,75233,2349,71574,2408,3659,854,41261,1855,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1117423,2590,424675,2645,14775,1912,13198,1753,12149,1667,1049,579,1577,614,409900,3031,337616,4847,306736,5212,30880,2917,72284,3776,479921,2712,35160,2299,31097,2322,29277,2048,1820,776,4063,957,444761,3409,388358,4223,369479,4325,18879,1932,56403,2921,212827,1719,34335,1700,23942,1687,22833,1736,1109,413,10393,1333,178492,2310,133335,3252,128111,3320,5224,986,45157,2635,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1702894,2290,629437,2534,18086,2328,15723,2211,13386,2041,2337,763,2363,1060,611351,3470,477299,6877,398496,7526,78803,5489,134052,6669,756247,2047,63677,4761,54381,4446,48047,4013,6334,1452,9296,1567,692570,4732,569196,7401,498558,7063,70638,4892,123374,4916,317210,1199,55383,3253,33577,3335,29227,3065,4350,1083,21806,2422,261827,3247,169332,4741,150547,5025,18785,2058,92495,3947,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,850339,1603,266449,2005,5721,1347,5039,1298,4528,1174,511,479,682,441,260728,2208,208565,3756,187401,4344,21164,2427,52163,3531,403929,1956,31323,2929,27854,2733,26140,2461,1714,873,3469,986,372606,3097,321056,3994,300204,4782,20852,2311,51550,2750,179961,1135,29226,1890,19894,1883,18112,1835,1782,603,9332,1160,150735,2223,112209,3213,105306,3286,6903,1127,38526,2408,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5541037,2365,1873161,3278,25971,2834,22630,2420,18305,1974,4325,1503,3341,1062,1847190,4368,1400105,10441,1209489,10847,190616,8180,447085,10293,2614136,2906,86922,4625,76211,4429,67857,4222,8354,1431,10711,1577,2527214,5298,2118814,9664,1926167,13062,192647,7540,408400,8858,1053740,1345,103975,4216,71921,3695,64127,3467,7794,1398,32054,2651,949765,4591,669754,7758,609231,7341,60523,4119,280011,6697,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1263989,2633,464276,3274,15656,2819,13267,2610,12156,2467,1111,593,2389,827,448620,4337,317360,5678,275828,6414,41532,3350,131260,5496,541239,3295,46944,2998,38342,2723,35551,2481,2791,925,8602,1530,494295,4403,383496,5545,354154,6536,29342,3051,110799,5927,258474,1599,47805,3373,27747,2638,25553,2528,2194,763,20058,2240,210669,3252,126661,3754,118161,3649,8500,1514,84008,3600,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12431465,4910,4629954,5875,64328,4741,50344,3693,43273,3363,7071,1286,13984,2463,4565626,7428,3309788,15279,2876467,16982,433321,10252,1255838,16493,5479238,4388,206812,7961,173184,7415,156125,6701,17059,1888,33628,2618,5272426,8520,4308790,16246,3973140,18035,335650,10508,963636,14319,2322273,3147,215720,6271,127893,4845,116614,4382,11279,1469,87827,3960,2106553,7140,1385356,12541,1284319,12482,101037,4922,721197,10884,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
