GEO_ID,B25103_001E,B25103_001M,B25103_002E,B25103_002M,B25103_003E,B25103_003M,NAME,B25103_001EA,B25103_001MA,B25103_002MA,B25103_002EA,B25103_003MA,B25103_003EA,state
0400000US01,512,7,568,9,388,9,Alabama,null,null,null,null,null,null,01
0400000US02,2982,86,3177,79,2264,208,Alaska,null,null,null,null,null,null,02
0400000US04,1427,11,1489,11,1204,25,Arizona,null,null,null,null,null,null,04
0400000US05,610,14,703,16,509,15,Arkansas,null,null,null,null,null,null,05
0400000US06,2881,16,3284,20,1668,24,California,null,null,null,null,null,null,06
0400000US08,1446,11,1508,19,1248,27,Colorado,null,null,null,null,null,null,08
0400000US09,4903,38,4987,51,4701,82,Connecticut,null,null,null,null,null,null,09
0400000US10,1198,25,1302,26,831,56,Delaware,null,null,null,null,null,null,10
0400000US11,2316,149,2640,153,1427,172,District of Columbia,null,null,null,null,null,null,11
0400000US12,1791,12,1979,17,1409,18,Florida,null,null,null,null,null,null,12
0400000US13,1447,12,1654,19,886,24,Georgia,null,null,null,null,null,null,13
0400000US15,1396,33,1400,38,1387,58,Hawaii,null,null,null,null,null,null,15
0400000US16,1222,20,1280,22,1057,38,Idaho,null,null,null,null,null,null,16
0400000US17,3711,21,4061,29,2805,43,Illinois,null,null,null,null,null,null,17
0400000US18,1041,13,1123,16,865,19,Indiana,null,null,null,null,null,null,18
0400000US19,1652,20,1769,23,1459,28,Iowa,null,null,null,null,null,null,19
0400000US20,1716,24,1875,30,1439,34,Kansas,null,null,null,null,null,null,20
0400000US21,947,12,1104,18,684,16,Kentucky,null,null,null,null,null,null,21
0400000US22,595,17,784,25,340,18,Louisiana,null,null,null,null,null,null,22
0400000US23,2087,38,2211,44,1832,51,Maine,null,null,null,null,null,null,23
0400000US24,2956,23,3079,36,2605,45,Maryland,null,null,null,null,null,null,24
0400000US25,3595,22,3624,25,3513,46,Massachusetts,null,null,null,null,null,null,25
0400000US26,2244,13,2410,17,1888,20,Michigan,null,null,null,null,null,null,26
0400000US27,2140,16,2256,18,1844,28,Minnesota,null,null,null,null,null,null,27
0400000US28,726,16,846,27,563,20,Mississippi,null,null,null,null,null,null,28
0400000US29,1302,11,1418,14,1044,23,Missouri,null,null,null,null,null,null,29
0400000US30,1549,29,1656,36,1373,42,Montana,null,null,null,null,null,null,30
0400000US31,2319,25,2482,28,1957,51,Nebraska,null,null,null,null,null,null,31
0400000US32,1720,32,1783,36,1464,48,Nevada,null,null,null,null,null,null,32
0400000US33,4660,56,4807,65,4271,98,New Hampshire,null,null,null,null,null,null,33
0400000US34,6828,29,6963,41,6484,52,New Jersey,null,null,null,null,null,null,34
0400000US35,1068,29,1243,28,778,30,New Mexico,null,null,null,null,null,null,35
0400000US36,4090,29,4399,41,3618,41,New York,null,null,null,null,null,null,36
0400000US37,1256,8,1382,10,944,15,North Carolina,null,null,null,null,null,null,37
0400000US38,1676,43,2025,67,1165,65,North Dakota,null,null,null,null,null,null,38
0400000US39,1932,11,2121,20,1574,24,Ohio,null,null,null,null,null,null,39
0400000US40,894,16,1090,20,600,18,Oklahoma,null,null,null,null,null,null,40
0400000US41,2390,22,2509,25,2023,63,Oregon,null,null,null,null,null,null,41
0400000US42,2316,15,2595,18,1841,21,Pennsylvania,null,null,null,null,null,null,42
0400000US44,3734,50,3815,59,3510,92,Rhode Island,null,null,null,null,null,null,44
0400000US45,756,10,867,13,548,13,South Carolina,null,null,null,null,null,null,45
0400000US46,1713,36,1927,47,1370,44,South Dakota,null,null,null,null,null,null,46
0400000US47,972,10,1080,15,817,16,Tennessee,null,null,null,null,null,null,47
0400000US48,2433,17,2997,23,1376,17,Texas,null,null,null,null,null,null,48
0400000US49,1407,12,1426,15,1348,23,Utah,null,null,null,null,null,null,49
0400000US50,3494,61,3588,78,3276,119,Vermont,null,null,null,null,null,null,50
0400000US51,1919,17,2158,28,1370,26,Virginia,null,null,null,null,null,null,51
0400000US53,2658,17,2737,19,2399,44,Washington,null,null,null,null,null,null,53
0400000US54,548,10,648,17,447,14,West Virginia,null,null,null,null,null,null,54
0400000US55,3128,18,3244,20,2868,28,Wisconsin,null,null,null,null,null,null,55
0400000US56,1119,27,1189,34,1007,47,Wyoming,null,null,null,null,null,null,56
0400000US72,653,36,773,59,536,45,Puerto Rico,null,null,null,null,null,null,72
