GEO_ID,C23022_001E,C23022_001M,C23022_002E,C23022_002M,C23022_003E,C23022_003M,C23022_004E,C23022_004M,C23022_005E,C23022_005M,C23022_006E,C23022_006M,C23022_007E,C23022_007M,C23022_008E,C23022_008M,C23022_009E,C23022_009M,C23022_010E,C23022_010M,C23022_011E,C23022_011M,NAME,C23022_001MA,C23022_001EA,C23022_002MA,C23022_002EA,C23022_003EA,C23022_003MA,C23022_004MA,C23022_004EA,C23022_005EA,C23022_005MA,C23022_006EA,C23022_006MA,C23022_007MA,C23022_007EA,C23022_008MA,C23022_008EA,C23022_009EA,C23022_009MA,C23022_010EA,C23022_010MA,C23022_011EA,C23022_011MA,state
0400000US13,6463907,7574,3171264,5926,2385696,12986,1629102,13616,756594,10420,785568,13037,3292643,5673,2209442,15667,1315601,15700,893841,13676,1083201,16077,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,895519,2129,457256,1917,369803,3976,259925,5398,109878,5269,87453,4544,438263,1412,325172,4696,199680,5508,125492,5698,113091,4670,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,990782,2478,500025,2127,408801,4406,247965,5667,160836,5372,91224,4305,490757,2219,357050,4519,176299,5651,180751,5131,133707,4899,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8470168,6616,4206091,6848,3313492,15123,2195167,16146,1118325,16091,892599,14332,4264077,5538,3071610,13959,1715123,14096,1356487,16743,1192467,12965,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4227861,4836,2111543,4587,1662830,10030,1072870,10787,589960,11328,448713,10048,2116318,4445,1516722,11096,823113,11280,693609,12344,599596,10854,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1956255,3470,986290,2995,853925,5766,576340,7246,277585,6400,132365,5379,969965,3258,789254,5242,445503,5616,343751,5963,180711,5317,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1834191,3614,923565,3058,774386,6196,528869,8370,245517,6510,149179,5947,910626,3109,706713,6551,402801,7256,303912,7460,203913,5812,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2858041,4928,1422411,4033,1062615,10039,702468,11273,360147,7982,359796,9738,1435630,3765,963472,8631,546549,9013,416923,7981,472158,8394,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2990849,4578,1480435,4306,1111229,8910,753439,9612,357790,8496,369206,9355,1510414,3374,1041590,9161,616281,9282,425309,7887,468824,9780,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,877763,1865,432826,1593,350839,3804,225782,4706,125057,4579,81987,3794,444937,1478,343651,4100,187755,4037,155896,4189,101286,4066,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3886407,4412,1891887,3270,1538352,8602,1099998,9255,438354,9232,353535,8889,1994520,4292,1521288,10782,946964,12533,574324,10271,473232,10703,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4407761,4248,2157163,3062,1765246,9197,1166903,12041,598343,10963,391917,9189,2250598,3362,1716782,12550,906752,13653,810030,10957,533816,11859,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6467874,4818,3213985,4136,2361780,12784,1437988,13459,923792,12334,852205,13495,3253889,4115,2250798,13014,1137642,10162,1113156,12658,1003091,11777,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3488568,3772,1755766,3235,1496833,7146,981681,9329,515152,8899,258933,7529,1732802,3355,1402371,7285,749475,8270,652896,8908,330431,6887,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1919589,4264,939561,3796,669824,7810,454353,9436,215471,7252,269737,7908,980028,3217,624012,8487,384215,7714,239797,7472,356016,8634,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3903936,5627,1932029,4615,1521893,10422,1004913,10012,516980,10822,410136,10538,1971907,4099,1467598,9572,852222,11365,615376,11630,504309,8477,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,647310,2059,329542,1863,271067,4127,168310,5092,102757,4985,58475,3746,317768,1717,246754,3346,126858,3577,119896,3745,71014,3604,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1171953,2965,589011,1971,512220,3651,357456,5129,154764,4385,76791,3345,582942,2492,479074,4876,271740,5129,207334,5715,103868,4784,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1789717,3202,908016,2685,709133,6581,460607,9291,248526,8668,198883,7246,881701,2361,609413,6434,360602,8139,248811,7248,272288,6318,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,887108,2224,440422,1879,373119,3867,256865,4830,116254,4216,67303,3979,446686,1797,352505,4008,192078,4834,160427,4629,94181,4269,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5796077,4937,2862718,3952,2286443,12051,1620051,12731,666392,11472,576275,13148,2933359,4143,2087870,10770,1227413,15220,860457,13621,845489,11431,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1330609,3110,662594,3191,499438,5699,334218,6619,165220,6335,163156,5679,668015,2647,449142,6809,261004,7639,188138,6554,218873,6798,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12991725,7457,6366756,6612,4906461,17214,3391302,19438,1515159,15310,1460295,17517,6624969,4842,4634395,19485,2719734,21387,1914661,19510,1990574,19064,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6287094,6020,3087347,6304,2389410,12875,1583403,12722,806007,13930,697937,13781,3199747,5589,2227418,15528,1246193,13735,981225,15061,972329,15263,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,443332,1541,231153,1351,205243,2024,140959,3198,64284,2831,25910,1973,212179,1540,179860,2446,101096,2710,78764,2656,32319,2409,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7510433,6640,3716720,4882,2887386,13605,1895882,14547,991504,13927,829334,13841,3793713,5516,2744375,14972,1503470,12704,1240905,15711,1049338,14874,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2420894,3786,1211869,3406,960162,6595,659381,8052,300781,7553,251707,6189,1209025,2951,856141,9078,497346,8791,358795,9266,352884,9042,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2537076,3946,1268329,3536,977908,10234,595686,7572,382222,9227,290421,10063,1268747,3247,912062,8001,452321,9529,459741,8018,356685,8024,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8308059,6510,4122853,6078,3261831,15289,2181330,12397,1080501,13583,861022,14840,4185206,5379,3045980,14681,1684906,14161,1361074,13803,1139226,15014,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,705954,1951,344574,1333,266313,4546,167375,4098,98938,4595,78261,4569,361380,1473,271707,4667,143279,3966,128428,4150,89673,4293,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3040379,4473,1491809,3656,1114384,11631,736690,10918,377694,9887,377425,12005,1548570,3743,1064963,9558,608059,9958,456904,10612,483607,10002,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,519542,2103,264965,2048,229407,3241,161146,3934,68261,3129,35558,2674,254577,1625,210677,2851,119919,3254,90758,3464,43900,2845,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4165908,4918,2047042,4676,1558494,11547,1021115,13885,537379,11239,488548,11081,2118866,4827,1451790,11634,833417,11748,618373,12124,667076,10472,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,16504265,11334,8253718,8471,6603563,19348,4597454,25485,2006109,22995,1650155,17338,8250547,9605,5667131,27252,3411061,26911,2256070,24516,2583416,26183,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1736948,2730,877509,2308,747401,5482,495609,7055,251792,7095,130108,5266,859439,2159,609348,7017,290266,6300,319082,7127,250091,7023,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,422322,1504,209751,1292,177956,2435,111892,3151,66064,2990,31795,2175,212571,1036,170793,2514,87170,3129,83623,2858,41778,2519,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5405559,6253,2679738,5834,2164042,10282,1574812,13801,589230,12163,515696,10475,2725821,4988,2025997,11898,1219468,12837,806529,14543,699824,12357,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4512495,5053,2268507,4090,1831550,11068,1188885,12564,642665,12004,436957,11667,2243988,3729,1610018,11337,844916,12070,765102,10969,633970,11460,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1215027,3079,608572,3137,429687,6187,292374,6330,137313,5380,178885,6375,606455,2497,383902,5626,222164,5896,161738,5154,222553,5963,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3732458,4657,1883010,3780,1568783,9012,1020790,10441,547993,9019,314227,7846,1849448,3620,1465491,7499,783588,9521,681903,9602,383957,6939,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,372120,1979,192518,1719,170957,2659,113930,3834,57027,3403,21561,2364,179602,1688,142180,2297,80656,3153,61524,3004,37422,2417,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2395371,2746,1145204,2316,647651,7312,425122,8212,222529,6784,497553,7683,1250167,2369,563224,7564,343618,8372,219606,6885,686943,8127,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
