GEO_ID,B16008_001E,B16008_001M,B16008_002E,B16008_002M,B16008_003E,B16008_003M,B16008_004E,B16008_004M,B16008_005E,B16008_005M,B16008_006E,B16008_006M,B16008_007E,B16008_007M,B16008_008E,B16008_008M,B16008_009E,B16008_009M,B16008_010E,B16008_010M,B16008_011E,B16008_011M,B16008_012E,B16008_012M,B16008_013E,B16008_013M,B16008_014E,B16008_014M,B16008_015E,B16008_015M,B16008_016E,B16008_016M,B16008_017E,B16008_017M,B16008_018E,B16008_018M,B16008_019E,B16008_019M,B16008_020E,B16008_020M,B16008_021E,B16008_021M,B16008_022E,B16008_022M,B16008_023E,B16008_023M,B16008_024E,B16008_024M,B16008_025E,B16008_025M,B16008_026E,B16008_026M,B16008_027E,B16008_027M,B16008_028E,B16008_028M,B16008_029E,B16008_029M,B16008_030E,B16008_030M,B16008_031E,B16008_031M,B16008_032E,B16008_032M,B16008_033E,B16008_033M,B16008_034E,B16008_034M,B16008_035E,B16008_035M,B16008_036E,B16008_036M,B16008_037E,B16008_037M,B16008_038E,B16008_038M,B16008_039E,B16008_039M,B16008_040E,B16008_040M,B16008_041E,B16008_041M,NAME,B16008_001MA,B16008_001EA,B16008_002EA,B16008_002MA,B16008_003EA,B16008_003MA,B16008_004EA,B16008_004MA,B16008_005EA,B16008_005MA,B16008_006EA,B16008_006MA,B16008_007EA,B16008_007MA,B16008_008EA,B16008_008MA,B16008_009MA,B16008_009EA,B16008_010EA,B16008_010MA,B16008_011EA,B16008_011MA,B16008_012MA,B16008_012EA,B16008_013EA,B16008_013MA,B16008_014EA,B16008_014MA,B16008_015MA,B16008_015EA,B16008_016MA,B16008_016EA,B16008_017EA,B16008_017MA,B16008_018MA,B16008_018EA,B16008_019MA,B16008_019EA,B16008_020EA,B16008_020MA,B16008_021MA,B16008_021EA,B16008_022MA,B16008_022EA,B16008_023MA,B16008_023EA,B16008_024MA,B16008_024EA,B16008_025EA,B16008_025MA,B16008_026EA,B16008_026MA,B16008_027MA,B16008_027EA,B16008_028EA,B16008_028MA,B16008_029EA,B16008_029MA,B16008_030MA,B16008_030EA,B16008_031EA,B16008_031MA,B16008_032MA,B16008_032EA,B16008_033EA,B16008_033MA,B16008_034MA,B16008_034EA,B16008_035EA,B16008_035MA,B16008_036EA,B16008_036MA,B16008_037MA,B16008_037EA,B16008_038EA,B16008_038MA,B16008_039MA,B16008_039EA,B16008_040MA,B16008_040EA,B16008_041EA,B16008_041MA,state
0400000US01,4477229,3071,4310550,8076,810825,4447,777463,5198,27241,3943,3002,966,2216,874,903,611,3499725,6371,3438854,7231,40707,3260,15236,1910,3164,1048,1764,695,166679,7211,47445,3722,3647,1429,2582,1207,657,813,131,129,107,153,170,277,43798,3387,14698,2309,9316,2091,8714,1840,9461,1395,1609,827,119234,6765,12887,2872,632,480,8488,2065,603,415,2906,1366,258,342,106347,5466,12340,2447,66422,3724,11368,1914,13907,1832,2310,949,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,660403,1218,611349,4297,132584,1676,115421,2914,2584,888,1644,715,6277,1642,6658,1182,478765,3402,427214,4119,11037,1762,7583,1547,7651,1276,25280,1916,49054,3898,23974,2651,829,356,330,204,0,246,170,183,294,250,35,62,23145,2553,4555,1234,2943,1154,3014,1478,12004,1487,629,412,25080,3138,1390,694,319,413,136,151,409,432,526,351,0,246,23690,2902,3320,1007,5250,1828,4017,1089,10238,1846,865,488,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5957961,1719,5107715,17645,1118857,5656,817585,12486,259264,9886,8631,1964,12899,2265,20478,2712,3988858,15513,3417910,15940,415670,11386,34232,3173,16150,2842,104896,4387,850246,17288,309621,10062,6888,1231,2808,724,2584,886,594,399,404,346,498,407,302733,10043,70845,5110,138783,7531,38813,4104,41091,3648,13201,2730,540625,17595,50890,5047,3157,1046,38863,4835,1421,564,4004,1239,3445,1758,489735,15156,52981,4999,359741,11816,27396,3605,36954,4681,12663,2836,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2727155,2544,2597841,6625,504323,3399,467176,4189,30165,2579,3339,1160,2971,898,672,843,2093518,5187,2050717,5736,29213,2828,9412,1704,3176,1377,1000,513,129314,6045,36185,3585,1822,712,819,525,1003,537,0,273,0,273,0,273,34363,3433,9015,1711,14064,2154,3682,1295,7161,1641,441,236,93129,6867,10534,2066,883,662,7259,1629,745,598,1416,563,231,232,82595,5896,10887,2596,55288,4526,5423,1620,9910,2250,1087,643,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,34820465,2428,24713091,59949,6250152,17598,3635314,28139,2117647,21184,149358,7547,312677,10130,35156,4433,18462939,54344,15020851,48095,2699614,28965,271189,7771,414464,12958,56821,5686,10107374,60055,4625620,43120,88938,6180,19816,2587,23099,2849,13719,2643,27889,2764,4415,1447,4536682,41840,564629,16275,1560699,23739,633395,16888,1640999,19847,136960,10080,5481754,59567,439241,15987,25188,3144,282773,11733,34152,3647,84224,7078,12904,2767,5042513,52266,322317,11458,3376141,38282,379780,14761,877615,20855,86660,6880,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4706794,1540,4213718,13637,845378,4231,699733,8938,121844,7527,10570,1925,9758,1562,3473,1323,3368340,12167,3121711,13382,193485,7622,32013,2209,14350,2238,6781,1402,493076,13369,176624,7983,10858,2503,6112,1546,1753,1000,1686,863,1179,1033,128,131,165766,6899,40567,3298,51426,4350,30768,3789,35591,2227,7414,1462,316452,12599,30165,3352,3684,1195,18868,2520,2705,1007,3021,1293,1887,1039,286287,11429,29840,3137,185700,8906,28593,3443,27290,2512,14864,2547,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3375388,930,2892124,13774,582208,3381,484521,5840,62194,3695,26464,3403,7391,1461,1638,1363,2309916,12199,2062171,11322,167546,6702,69468,3884,7001,1450,3730,973,483264,13762,227317,8201,11216,1977,5181,1229,1522,589,3078,1208,1038,704,397,304,216101,7558,63633,4423,33417,3534,86182,4508,25722,3350,7147,1487,255947,11522,20179,2920,3809,1159,6751,1490,7784,1859,1521,667,314,291,235768,10074,38293,3515,82649,6937,78869,6111,30286,3247,5671,1392,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,843674,492,772425,3553,144902,1271,128341,2510,11444,1995,3191,1096,1356,503,570,435,627523,3269,598599,4400,19711,2471,8106,1878,615,341,492,260,71249,3538,32895,2923,1393,586,594,477,157,230,560,346,82,132,0,265,31502,2834,8117,1514,6354,1551,10005,1664,5544,1079,1482,743,38354,3098,3679,1100,806,795,2377,1003,150,177,258,228,88,150,34675,2715,5656,1670,18039,2168,3152,1007,6393,1502,1435,840,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,571592,205,490512,4489,65034,1363,57812,1706,5615,1283,872,410,407,382,328,258,425478,4626,396522,4294,15415,2385,8299,1276,3078,954,2164,881,81080,4471,32148,3340,1004,575,836,549,73,115,95,154,0,292,0,292,31144,3216,12775,2159,7163,1802,5090,1240,2619,754,3497,1149,48932,3653,2368,1219,1075,1029,596,547,174,174,107,183,416,434,46564,3613,19499,3319,10533,1897,8091,1831,3767,933,4674,1326,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17775340,3060,14133038,37260,2723192,13115,2081753,13536,508189,11868,102193,7361,23017,3094,8040,2342,11409846,30813,10138139,25103,1042317,18202,186879,10562,25134,2684,17377,2649,3642302,36992,1769314,25629,40383,3880,12704,2513,18048,2507,6697,1342,2002,717,932,704,1728931,24676,397126,13805,866605,16462,320783,10651,112830,6170,31587,3638,1872988,31138,167958,10500,18073,2494,106785,6786,33140,4872,7494,1724,2466,995,1705030,25868,259278,11856,1024711,19907,306626,14275,87981,7155,26434,3707,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
