GEO_ID,B27001G_001E,B27001G_001M,B27001G_002E,B27001G_002M,B27001G_003E,B27001G_003M,B27001G_004E,B27001G_004M,B27001G_005E,B27001G_005M,B27001G_006E,B27001G_006M,B27001G_007E,B27001G_007M,B27001G_008E,B27001G_008M,B27001G_009E,B27001G_009M,B27001G_010E,B27001G_010M,B27001G_011E,B27001G_011M,B27001G_012E,B27001G_012M,B27001G_013E,B27001G_013M,B27001G_014E,B27001G_014M,B27001G_015E,B27001G_015M,B27001G_016E,B27001G_016M,B27001G_017E,B27001G_017M,B27001G_018E,B27001G_018M,B27001G_019E,B27001G_019M,B27001G_020E,B27001G_020M,B27001G_021E,B27001G_021M,B27001G_022E,B27001G_022M,B27001G_023E,B27001G_023M,B27001G_024E,B27001G_024M,B27001G_025E,B27001G_025M,B27001G_026E,B27001G_026M,B27001G_027E,B27001G_027M,B27001G_028E,B27001G_028M,NAME,B27001G_001EA,B27001G_001MA,B27001G_002EA,B27001G_002MA,B27001G_003EA,B27001G_003MA,B27001G_004EA,B27001G_004MA,B27001G_005MA,B27001G_005EA,B27001G_006MA,B27001G_006EA,B27001G_007MA,B27001G_007EA,B27001G_008MA,B27001G_008EA,B27001G_009MA,B27001G_009EA,B27001G_010MA,B27001G_010EA,B27001G_011MA,B27001G_011EA,B27001G_012MA,B27001G_012EA,B27001G_013MA,B27001G_013EA,B27001G_014MA,B27001G_014EA,B27001G_015EA,B27001G_015MA,B27001G_016MA,B27001G_016EA,B27001G_017EA,B27001G_017MA,B27001G_018MA,B27001G_018EA,B27001G_019MA,B27001G_019EA,B27001G_020EA,B27001G_020MA,B27001G_021MA,B27001G_021EA,B27001G_022EA,B27001G_022MA,B27001G_023MA,B27001G_023EA,B27001G_024EA,B27001G_024MA,B27001G_025EA,B27001G_025MA,B27001G_026EA,B27001G_026MA,B27001G_027MA,B27001G_027EA,B27001G_028MA,B27001G_028EA,state
0400000US13,176229,10438,37423,3862,35026,3825,2397,942,56711,5975,49632,5853,7079,1829,19286,3050,12615,2362,6671,1854,19791,2467,11743,1675,8048,1764,15105,2231,10259,1674,4846,1345,12738,1983,9832,1942,2906,1015,8530,1503,7645,1372,885,495,4227,1157,4189,1154,38,66,2418,1215,2418,1215,0,300,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,317024,11437,46790,3183,45846,3251,944,592,80782,3923,77759,4150,3023,1416,37915,3380,31758,2862,6157,1554,39333,3406,35019,2995,4314,1213,35324,3255,31574,3024,3750,1052,33057,2538,30189,2532,2868,965,23961,2230,22720,2255,1241,473,13460,1658,13460,1658,0,275,6402,1045,6321,1060,81,132,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,35371,3752,5606,1514,5036,1358,570,603,11005,1863,9898,1823,1107,499,4911,1271,3214,1101,1697,949,4242,897,2308,722,1934,761,3327,1067,2876,1035,451,264,2438,735,1697,616,741,419,2108,760,1861,726,247,181,981,440,981,440,0,267,753,516,753,516,0,267,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,239578,11194,49942,3960,48294,3971,1648,951,77771,5518,74675,5279,3096,1219,25034,2927,18973,2288,6061,1449,27973,2997,21635,2822,6338,1223,21629,3385,17324,2598,4305,1509,15896,1977,12677,1746,3219,973,11161,1615,9712,1539,1449,569,6699,1218,6372,1209,327,254,3473,669,3473,669,0,267,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,125850,8302,28002,3419,25699,3343,2303,1072,42938,4137,39367,3910,3571,1181,16616,2149,11579,1797,5037,1230,10591,2154,5884,1482,4707,1343,9957,1431,7897,1287,2060,735,7272,1211,5651,1047,1621,614,6276,1093,4915,996,1361,531,3045,822,2961,812,84,140,1153,467,1153,467,0,267,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,54441,4850,11710,1851,11590,1852,120,170,17677,2255,16458,2127,1219,554,6992,1489,4695,1209,2297,913,6440,1549,4137,1161,2303,1049,4953,1218,3892,1002,1061,630,3113,749,2124,664,989,517,2101,623,1957,638,144,136,1146,487,1146,487,0,228,309,207,309,207,0,228,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,87100,5311,18984,2287,17708,2211,1276,595,26190,3139,23481,2968,2709,965,10988,1791,7542,1600,3446,821,10630,1653,7148,1428,3482,948,6238,1297,4195,1038,2043,804,6592,1301,4883,1071,1709,839,3635,832,2843,721,792,455,2098,601,2098,601,0,248,1745,653,1745,653,0,248,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,69738,5414,15487,2299,15276,2245,211,182,24815,3260,22919,3200,1896,883,6490,1629,4876,1300,1614,732,6209,1361,3753,1029,2456,840,5890,1371,3627,1084,2263,767,4527,1237,3344,1110,1183,547,2986,834,2561,809,425,295,2291,987,2241,990,50,88,1043,466,1043,466,0,271,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,67842,5691,15014,2535,14817,2495,197,256,17758,2683,16324,2491,1434,688,7889,1541,5736,1406,2153,760,7248,1373,4858,1007,2390,808,5551,1342,3179,951,2372,859,6440,1161,4672,1076,1768,636,4548,1039,3147,822,1401,600,2068,563,2031,547,37,61,1326,510,1312,504,14,31,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,23422,2157,4412,1065,4139,1025,273,242,6732,1099,6525,1102,207,222,2561,899,1852,750,709,525,2210,715,1569,573,641,408,2225,651,1965,639,260,198,2221,634,1879,560,342,254,1859,510,1765,482,94,77,877,343,877,343,0,230,325,244,325,244,0,230,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,157967,9662,29000,4156,28181,4056,819,569,49125,4873,47274,4750,1851,755,20579,2815,15846,2542,4733,1182,16298,2155,12291,1723,4007,1264,14253,1997,11548,1602,2705,922,13074,2023,10949,1926,2125,732,9730,1982,8419,1877,1311,619,3730,811,3555,814,175,205,2178,746,2112,738,66,110,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,179310,11090,30151,3698,29335,3568,816,580,39958,3545,38424,3390,1534,883,24585,2962,21616,3000,2969,1063,29485,3451,24291,3320,5194,1330,21106,2769,17236,2516,3870,1340,15742,2581,13486,2376,2256,801,10985,1474,9577,1300,1408,749,4622,1068,4234,1015,388,376,2676,797,2676,797,0,285,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,238248,10002,45252,3812,43604,3823,1648,769,78741,5826,75881,5649,2860,915,27548,2871,19402,2450,8146,1614,24806,2284,17571,2167,7235,1439,21682,2233,17604,2224,4078,1004,17712,2024,14532,1786,3180,818,11879,1454,10428,1329,1451,528,7083,1476,6978,1472,105,134,3545,921,3501,898,44,74,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,126780,7796,29124,2975,26775,2751,2349,1010,42049,3631,38646,3726,3403,1209,14303,1871,11046,1774,3257,984,14450,1943,11876,1648,2574,780,10441,1726,8565,1405,1876,890,8488,1328,7445,1223,1043,468,4551,1007,4205,964,346,190,2208,628,2208,628,0,211,1166,490,1166,490,0,211,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,30763,4887,7133,2000,6580,1987,553,413,9986,2295,8503,2165,1483,912,2690,1400,1944,1125,746,578,1839,689,1481,666,358,294,2935,1298,1591,860,1344,946,3008,920,2511,773,497,388,1763,577,1400,486,363,312,1001,513,1001,513,0,287,408,301,408,301,0,287,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,129376,8018,25825,2966,25397,2983,428,278,36112,3679,33612,3573,2500,1067,14279,2124,10678,1731,3601,1105,15698,2112,9889,1451,5809,1737,12171,1912,9517,1604,2654,870,12738,1688,10610,1658,2128,617,7115,1313,6305,1184,810,400,2850,689,2730,652,120,165,2588,870,2581,870,7,13,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,23370,2903,4511,1172,3952,1083,559,355,6296,1434,5966,1367,330,308,3262,969,2003,844,1259,758,1762,634,1117,523,645,348,2380,726,1282,513,1098,569,1881,715,1241,607,640,434,1877,578,1474,493,403,277,1040,549,1040,549,0,237,361,218,361,218,0,237,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,38982,4269,8915,1799,8660,1772,255,251,12128,1900,11334,1760,794,580,5292,1171,3301,900,1991,848,5027,1217,2985,961,2042,723,3402,988,2316,815,1086,524,2293,688,1851,622,442,363,1039,420,533,272,506,317,759,367,759,367,0,228,127,127,127,127,0,228,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,103365,7550,19380,2673,17194,2654,2186,1099,29773,3156,25053,2931,4720,1511,9934,1706,6253,1251,3681,1189,16779,2383,11407,1806,5372,1512,10881,1858,7712,1715,3169,1094,7471,1436,6008,1276,1463,729,5714,1480,4626,1334,1088,560,2576,991,2463,991,113,190,857,414,857,414,0,309,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,20699,2277,3655,928,3420,910,235,218,5552,924,5201,966,351,212,1540,605,1125,529,415,291,2220,798,1750,683,470,394,2607,796,2179,714,428,262,2256,664,1750,556,506,370,1859,705,1408,462,451,367,779,393,779,393,0,257,231,145,231,145,0,257,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,226573,12263,36367,3404,34751,3339,1616,724,59046,5194,55099,5265,3947,962,23711,3100,16021,2446,7690,2058,31238,3486,16163,1921,15075,3124,28186,3632,20076,2777,8110,2089,23773,2896,16790,2287,6983,1990,12339,2155,9834,1965,2505,848,8110,1784,7248,1617,862,489,3803,927,3759,915,44,73,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,58566,5195,10699,1781,10103,1749,596,419,18182,3050,17267,2841,915,638,6854,1820,5752,1511,1102,639,4944,1329,3953,1175,991,478,5111,1115,3468,950,1643,741,4990,1268,4115,1200,875,424,3813,832,3083,770,730,344,2575,784,2575,784,0,285,1398,635,1398,635,0,285,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,505324,13642,84654,4613,79823,4580,4831,1685,125004,6893,117723,6977,7281,2076,64393,4976,49815,4329,14578,2416,64432,4859,44704,3863,19728,2626,55377,3879,45029,3336,10348,2220,49619,3412,41123,2955,8496,1547,32360,2997,27973,2872,4387,1173,18544,2491,17364,2425,1180,663,10941,1668,10748,1614,193,231,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,212101,11481,43741,3797,41204,3632,2537,1331,67772,5476,60581,4724,7191,1792,23365,2864,16645,2521,6720,1426,24643,2639,15931,2212,8712,1622,20203,2998,14387,2623,5816,1287,17352,2446,11866,1905,5486,1329,8603,1519,6830,1305,1773,773,4234,1068,4170,1045,64,121,2188,777,1958,753,230,257,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,13508,1825,3758,951,3443,897,315,398,4425,1077,3665,958,760,541,1843,674,1251,559,592,378,1632,538,1423,492,209,189,484,279,396,250,88,114,590,252,409,213,181,176,235,174,181,185,54,90,112,112,112,112,0,211,429,425,429,425,0,211,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,238265,9516,51287,4095,50007,4215,1280,718,85238,5961,80829,5401,4409,1786,23790,2454,17412,2166,6378,1271,24805,2420,18608,2358,6197,1335,18266,2529,14585,2397,3681,1010,14580,1657,11714,1512,2866,892,11765,1518,10222,1446,1543,701,5619,1088,5619,1088,0,269,2915,863,2915,863,0,269,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,291947,10857,48638,3724,43816,3289,4822,1195,80136,4546,68373,4399,11763,2449,32186,3397,17982,2433,14204,2381,35859,3297,20337,2871,15522,2155,29806,2582,19673,2172,10133,1577,28515,2203,20925,2047,7590,1252,18617,1658,14056,1280,4561,1020,11615,1126,11381,1168,234,249,6575,908,6575,908,0,253,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,135540,8549,21648,2883,21129,2869,519,321,38621,3585,35291,3473,3330,1218,14830,2015,9836,1746,4994,1392,17601,2671,12002,2050,5599,1279,12380,2128,10127,1984,2253,785,14015,1803,11113,1671,2902,849,10525,1433,7836,1299,2689,854,3982,775,3982,775,0,277,1938,599,1938,599,0,277,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,233814,11906,52393,4722,50756,4488,1637,730,67868,5392,63618,5326,4250,1349,30738,3244,22036,2500,8702,2008,25228,3067,19665,2566,5563,1377,17179,2206,13537,1932,3642,1023,16790,1690,13313,1459,3477,876,12788,1754,10762,1537,2026,687,5909,1271,5909,1271,0,246,4921,1061,4921,1061,0,246,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,28385,3129,5706,1564,5568,1579,138,175,7914,1627,7456,1676,458,373,3444,874,2711,856,733,480,3361,1101,2616,998,745,459,2412,634,1996,651,416,284,2637,950,2365,858,272,304,2031,813,1845,740,186,229,732,331,636,362,96,158,148,204,148,204,0,291,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,82297,7049,19530,2972,18198,2964,1332,689,24690,3719,23533,3613,1157,601,10674,2093,5877,1146,4797,1576,8100,1586,5416,1364,2684,924,6142,1455,4838,1433,1304,563,6380,1277,5140,1113,1240,586,3760,1086,3322,1036,438,340,1878,612,1716,558,162,217,1143,521,1143,521,0,296,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,15181,2513,3919,929,3864,938,55,105,4665,1325,4191,1271,474,308,1593,630,642,352,951,483,1807,793,867,533,940,566,1385,718,932,442,453,491,544,331,213,218,331,307,507,304,265,199,242,227,369,278,292,240,77,159,392,347,392,347,0,223,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,106837,7151,24849,2994,23532,2792,1317,776,31807,3427,29590,3105,2217,954,9599,1703,6313,1437,3286,973,11676,1869,7696,1613,3980,952,8954,2065,6117,1704,2837,1177,8842,1520,6633,1312,2209,792,6071,1334,4763,1070,1308,563,2502,668,2463,659,39,65,2537,797,2537,797,0,287,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
