GEO_ID,C19037H_001E,C19037H_001M,C19037H_002E,C19037H_002M,C19037H_003E,C19037H_003M,C19037H_004E,C19037H_004M,C19037H_005E,C19037H_005M,C19037H_006E,C19037H_006M,C19037H_007E,C19037H_007M,C19037H_008E,C19037H_008M,C19037H_009E,C19037H_009M,C19037H_010E,C19037H_010M,C19037H_011E,C19037H_011M,C19037H_012E,C19037H_012M,C19037H_013E,C19037H_013M,C19037H_014E,C19037H_014M,C19037H_015E,C19037H_015M,C19037H_016E,C19037H_016M,C19037H_017E,C19037H_017M,C19037H_018E,C19037H_018M,C19037H_019E,C19037H_019M,C19037H_020E,C19037H_020M,C19037H_021E,C19037H_021M,C19037H_022E,C19037H_022M,C19037H_023E,C19037H_023M,C19037H_024E,C19037H_024M,C19037H_025E,C19037H_025M,C19037H_026E,C19037H_026M,C19037H_027E,C19037H_027M,C19037H_028E,C19037H_028M,C19037H_029E,C19037H_029M,C19037H_030E,C19037H_030M,C19037H_031E,C19037H_031M,C19037H_032E,C19037H_032M,C19037H_033E,C19037H_033M,C19037H_034E,C19037H_034M,C19037H_035E,C19037H_035M,C19037H_036E,C19037H_036M,C19037H_037E,C19037H_037M,C19037H_038E,C19037H_038M,C19037H_039E,C19037H_039M,C19037H_040E,C19037H_040M,C19037H_041E,C19037H_041M,C19037H_042E,C19037H_042M,C19037H_043E,C19037H_043M,C19037H_044E,C19037H_044M,C19037H_045E,C19037H_045M,NAME,C19037H_001EA,C19037H_001MA,C19037H_002EA,C19037H_002MA,C19037H_003MA,C19037H_003EA,C19037H_004MA,C19037H_004EA,C19037H_005EA,C19037H_005MA,C19037H_006EA,C19037H_006MA,C19037H_007EA,C19037H_007MA,C19037H_008EA,C19037H_008MA,C19037H_009MA,C19037H_009EA,C19037H_010MA,C19037H_010EA,C19037H_011EA,C19037H_011MA,C19037H_012EA,C19037H_012MA,C19037H_013EA,C19037H_013MA,C19037H_014MA,C19037H_014EA,C19037H_015MA,C19037H_015EA,C19037H_016MA,C19037H_016EA,C19037H_017EA,C19037H_017MA,C19037H_018EA,C19037H_018MA,C19037H_019EA,C19037H_019MA,C19037H_020MA,C19037H_020EA,C19037H_021EA,C19037H_021MA,C19037H_022EA,C19037H_022MA,C19037H_023EA,C19037H_023MA,C19037H_024EA,C19037H_024MA,C19037H_025MA,C19037H_025EA,C19037H_026MA,C19037H_026EA,C19037H_027MA,C19037H_027EA,C19037H_028MA,C19037H_028EA,C19037H_029MA,C19037H_029EA,C19037H_030EA,C19037H_030MA,C19037H_031MA,C19037H_031EA,C19037H_032MA,C19037H_032EA,C19037H_033EA,C19037H_033MA,C19037H_034MA,C19037H_034EA,C19037H_035EA,C19037H_035MA,C19037H_036MA,C19037H_036EA,C19037H_037MA,C19037H_037EA,C19037H_038EA,C19037H_038MA,C19037H_039MA,C19037H_039EA,C19037H_040EA,C19037H_040MA,C19037H_041EA,C19037H_041MA,C19037H_042EA,C19037H_042MA,C19037H_043MA,C19037H_043EA,C19037H_044EA,C19037H_044MA,C19037H_045MA,C19037H_045EA,state
0400000US13,2120189,10685,77902,3935,17991,2163,6313,1241,12508,1971,13015,2137,13244,1841,10843,1785,2464,763,1189,690,335,330,0,300,685642,8398,33765,2889,17413,2152,52167,3359,62272,4221,97789,5020,151146,6730,104514,5110,105549,5179,32865,2864,28162,2242,878200,7237,52333,4349,34752,2872,65086,4209,75532,5065,106993,5066,165246,5946,119870,5848,144903,5164,57331,3785,56154,3019,478445,5678,30858,2562,45721,2839,88086,4225,71425,3720,74825,3050,75640,3412,39417,2850,31189,2763,11748,1315,9536,1256,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,141093,3668,6792,1205,1123,688,511,381,983,514,826,448,1123,580,1546,704,216,229,372,348,0,275,92,157,43385,2241,1729,651,1226,614,2627,928,3968,1196,5684,1339,8138,1504,8928,1487,7063,1288,2135,741,1887,767,60383,2206,3954,928,1597,528,3765,960,3937,850,7063,1363,10987,1485,9036,1358,10696,1337,3911,919,5437,910,30533,1466,1793,659,2029,725,3755,908,2717,782,3289,692,5480,1052,3653,844,4796,790,1178,448,1843,643,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,509056,5077,29133,2368,4769,1059,3967,1042,5916,1246,6418,1362,3973,1165,2870,932,954,540,38,67,228,290,0,267,168484,3256,9524,1581,7095,1455,14807,1860,23239,2303,30159,2537,41492,2716,21687,1988,13858,1586,3830,821,2793,915,196911,3127,15774,2216,9400,1369,17596,2159,18628,1929,25827,2356,44093,3209,28163,2394,24052,2080,7273,1358,6105,1070,114528,2161,7104,1239,13062,1574,21022,1943,18302,1967,19810,2074,19101,1819,8270,1094,5472,1104,1506,482,879,401,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3355982,11877,109182,5120,24292,2435,9586,1663,19337,2626,16239,2195,14445,1960,16173,1758,5263,1157,2713,885,722,430,412,289,1052986,8518,44437,3600,26649,2901,67722,3746,90840,3770,136639,5356,221968,7327,171564,5251,180590,6421,57709,3110,54868,2920,1372854,7695,62615,4147,40572,2903,88638,4048,94467,4144,157303,6002,260146,7020,210954,6587,253473,5816,100702,4314,103984,4536,820960,7225,46176,3388,68010,3446,159876,5410,126528,3792,133568,4670,128340,4662,67215,3477,54169,2645,18670,1678,18408,1698,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2100964,9384,94586,4437,22812,2437,9526,1642,19084,2268,15461,2160,15230,1921,9411,1391,2237,692,732,442,93,122,0,267,669002,6509,36915,3193,26634,2680,64294,4058,69935,4077,108607,5068,157728,4843,100479,4393,76792,4265,16729,1615,10889,1428,847094,5201,48346,3647,33038,2922,74540,3773,82151,4612,122826,4560,175283,5080,125904,4825,120600,4207,33632,2723,30774,2619,490282,4900,29900,1907,49758,2903,98312,4689,82596,3909,92060,3856,77247,3957,29764,1994,19777,1747,5894,922,4974,812,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1128616,5897,63559,3648,11436,1729,6122,1230,12993,1873,10109,1710,10591,1685,8552,1473,2586,945,1115,536,0,228,55,115,343757,3677,14060,1636,11874,1462,29356,2731,34824,3077,55490,3159,84418,3267,56641,2798,41462,2374,10199,1611,5433,853,441467,3744,22068,1739,14735,1473,33828,2652,39927,2575,65270,3153,98154,3639,66091,2867,66810,3061,19331,1793,15253,1461,279833,2753,17310,1468,29536,2266,57352,2900,44757,2489,48751,2462,44121,2458,18682,1445,12810,1483,3061,682,3453,757,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,922577,7407,54939,3270,10561,1971,6042,1345,11833,1880,8596,1334,8029,1275,7355,1303,1711,854,596,502,16,34,200,227,285975,4386,14156,1943,9703,1409,21627,2256,30242,2538,47562,2981,67420,3405,45205,2762,35110,2398,8379,1308,6571,1237,363385,4088,17543,1923,12661,1642,28746,2291,29844,2674,48103,2951,75341,4327,55252,3183,60482,3494,19570,1721,15843,1481,218278,2869,13005,1370,21277,1775,42714,2355,31688,2156,37922,2399,35198,2193,15724,1524,12537,1505,3773,823,4440,802,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1493842,9005,64450,4037,16100,2362,8483,1635,12628,1836,9088,1684,10637,1809,6139,1110,515,295,737,522,73,138,50,85,484189,6268,43301,3726,25619,2993,53390,4340,49949,3382,77175,4528,102187,4890,66139,3624,46947,3173,10928,1650,8554,1391,603639,5071,50332,3353,37901,2809,65017,4404,66611,4137,83362,4620,117115,4940,75302,3297,69566,3544,20828,2092,17605,1793,341564,4093,33505,3066,44636,3061,72494,3473,51860,3208,53918,2881,43274,2627,20117,1709,13842,1506,3501,766,4417,885,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1086416,7235,50184,3472,8430,1549,4174,1346,7953,1603,6810,1498,8995,1556,9577,1818,2772,1004,1178,519,154,219,141,180,338037,5085,18957,2149,11658,1757,25825,2479,29109,2760,52566,4020,69333,3424,54857,3515,51952,3900,13089,1837,10691,1868,437049,4598,26267,2923,19683,1919,38425,2615,37085,2871,56352,3762,82835,4973,60678,3806,69986,3793,25132,2399,20606,2005,261146,4183,21094,1999,30478,2953,49654,2941,36986,2329,39674,2752,37131,2632,20475,1932,14229,1560,5094,949,6331,954,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,525584,5351,17616,1694,2060,748,2502,739,3212,919,2618,930,3344,961,2525,925,1104,463,238,304,0,230,13,23,147191,3454,9097,1471,6431,1403,13891,1870,15791,1938,25316,2329,34166,2602,21642,2027,15329,1765,3146,829,2382,754,232099,2906,14299,1515,10760,1595,22471,2304,21966,2421,32316,2162,50261,2557,32073,2154,30870,2197,10089,1560,6994,1049,128678,2265,10465,1095,16025,1684,25630,2056,20233,1528,20053,1765,19555,1824,8047,1184,5397,930,1962,680,1311,438,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1271715,7722,35986,2801,5583,1430,2212,744,3482,1019,4734,1217,5974,1228,8543,1758,3359,932,1769,640,266,315,64,110,374640,5105,10547,1940,5758,1232,14688,2279,20074,2560,35276,3271,71547,3898,64369,4764,91607,4115,34808,2614,25966,2347,548871,4681,16908,1957,10294,1723,22655,2221,27208,2919,44509,3047,87948,4528,77143,4404,119502,4388,64663,3451,78041,3856,312218,4269,19184,1996,19962,2016,44786,2642,38842,3154,42494,2630,52233,2887,34053,2297,30847,2324,13446,1597,16371,1907,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2034673,9806,59047,3786,15157,2233,5174,1195,6214,1496,6353,1324,9646,1681,8720,1542,3645,911,3383,1031,655,380,100,122,601379,6740,23883,2703,15008,2348,27466,3021,36581,3185,63108,3828,116031,5343,96773,4442,131413,4786,47845,3397,43271,2839,867620,5971,38854,3369,26947,2631,44677,3521,48640,4127,82372,3728,147566,5300,128826,5779,178944,5038,82133,4075,88661,3906,506627,5436,35151,3099,51438,3111,90902,3979,63823,2897,72199,3559,78363,3357,44549,2490,39547,2354,13982,1878,16673,1814,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3045291,10477,105733,4203,24600,2644,12697,1739,22425,2428,17282,1828,14356,2056,10280,1453,2731,861,1161,628,25,24,176,216,891333,7550,53078,3478,37058,3127,84469,4264,89835,4667,138016,5584,201689,5909,130621,5134,107643,4550,30902,2668,18022,1682,1291953,6453,74964,3606,52578,2954,116247,4526,115491,4343,184348,5373,268407,7011,186279,5625,182418,5578,60265,2893,50956,3017,756272,4965,43902,2769,68197,3359,151962,5020,122427,4056,139981,4892,120580,4347,49873,2473,38278,2348,10862,1227,10210,1179,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1841564,7418,79381,3822,13770,2033,8120,1501,14327,1772,13173,1854,12295,1597,12489,1713,3025,807,2052,658,130,132,0,211,590553,4271,19079,1981,15049,1755,34285,2656,49222,2913,84260,3480,133851,3961,108185,4403,98507,3729,29198,2147,18917,1800,754091,4924,28815,2577,22251,1900,49552,2723,55719,3270,92383,3652,154530,4632,121231,4208,135381,4041,48876,2395,45353,2735,417539,4013,27733,1678,44498,2310,75316,3293,61818,2705,68862,2506,69887,2402,34387,2211,22008,1592,6675,840,6355,907,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
